City,Population,Transect,Plant,Lat.pop,Long.pop,HCN_Result,Locus.Li,Locus.Ac,Dmg.1,Dmg.2,Dmg.Avg,Distance
Cleveland,16,NA,7,41.501103,-81.516846,1,1,1,15,2,8.5,14.78474127
Cleveland,16,NA,8,41.501103,-81.516846,1,1,1,0,28,14,14.78474127
Cleveland,16,NA,9,41.501103,-81.516846,0,0,1,0,66,33,14.78474127
Cleveland,16,NA,10,41.501103,-81.516846,1,1,1,14,0,7,14.78474127
Cleveland,16,NA,11,41.501103,-81.516846,1,1,1,0,0,0,14.78474127
Cleveland,16,NA,12,41.501103,-81.516846,0,0,0,0,2,1,14.78474127
Cleveland,16,NA,13,41.501103,-81.516846,0,0,1,2,2,2,14.78474127
Cleveland,16,NA,14,41.501103,-81.516846,1,1,1,0,30,15,14.78474127
Cleveland,16,NA,15,41.501103,-81.516846,1,1,1,65,0,32.5,14.78474127
Cleveland,17,NA,1,41.500338,-81.495004,1,1,1,5,4,4.5,16.60289224
Cleveland,17,NA,2,41.500338,-81.495004,0,0,0,6,10,8,16.60289224
Cleveland,17,NA,3,41.500338,-81.495004,0,0,0,0,0,0,16.60289224
Cleveland,17,NA,4,41.500338,-81.495004,1,1,1,2,NA,2,16.60289224
Cleveland,17,NA,5,41.500338,-81.495004,0,0,1,0,20,10,16.60289224
Cleveland,17,NA,6,41.500338,-81.495004,0,0,0,0,2,1,16.60289224
Cleveland,17,NA,7,41.500338,-81.495004,0,1,0,0,70,35,16.60289224
Cleveland,17,NA,8,41.500338,-81.495004,0,0,1,4,17,10.5,16.60289224
Cleveland,17,NA,9,41.500338,-81.495004,1,1,1,1,NA,1,16.60289224
Cleveland,17,NA,10,41.500338,-81.495004,1,1,1,0,0,0,16.60289224
Cleveland,17,NA,11,41.500338,-81.495004,0,0,1,0,0,0,16.60289224
Cleveland,17,NA,12,41.500338,-81.495004,0,0,0,0,0,0,16.60289224
Cleveland,17,NA,13,41.500338,-81.495004,0,0,1,0,0,0,16.60289224
Cleveland,17,NA,14,41.500338,-81.495004,1,1,1,10,33,21.5,16.60289224
Cleveland,17,NA,15,41.500338,-81.495004,0,0,0,0,0,0,16.60289224
Cleveland,18,NA,1,41.499069,-81.476513,0,0,0,0,18,9,18.14264041
Cleveland,18,NA,2,41.499069,-81.476513,0,1,0,34,5,19.5,18.14264041
Cleveland,18,NA,3,41.499069,-81.476513,0,1,0,0,0,0,18.14264041
Cleveland,18,NA,4,41.499069,-81.476513,0,0,0,7,5,6,18.14264041
Cleveland,18,NA,5,41.499069,-81.476513,0,0,1,34,0,17,18.14264041
Cleveland,18,NA,6,41.499069,-81.476513,1,1,1,0,0,0,18.14264041
Cleveland,18,NA,7,41.499069,-81.476513,1,1,1,0,62,31,18.14264041
Cleveland,18,NA,8,41.499069,-81.476513,0,0,0,0,0,0,18.14264041
Cleveland,18,NA,9,41.499069,-81.476513,1,1,1,5,8,6.5,18.14264041
Cleveland,18,NA,10,41.499069,-81.476513,0,1,1,0,8,4,18.14264041
Cleveland,18,NA,11,41.499069,-81.476513,0,0,0,0,0,0,18.14264041
Cleveland,18,NA,12,41.499069,-81.476513,1,1,1,20,11,15.5,18.14264041
Cleveland,18,NA,13,41.499069,-81.476513,1,1,1,0,35,17.5,18.14264041
Cleveland,18,NA,14,41.499069,-81.476513,0,0,1,0,2,1,18.14264041
Cleveland,18,NA,15,41.499069,-81.476513,1,1,1,0,3,1.5,18.14264041
Cleveland,19,NA,1,41.500922,-81.46025,1,1,1,0,4,2,19.49755334
Cleveland,19,NA,2,41.500922,-81.46025,0,0,0,0,0,0,19.49755334
Cleveland,19,NA,3,41.500922,-81.46025,0,0,1,5,2,3.5,19.49755334
Cleveland,19,NA,4,41.500922,-81.46025,0,0,1,17,0,8.5,19.49755334
Cleveland,19,NA,5,41.500922,-81.46025,1,1,1,10,3,6.5,19.49755334
Cleveland,19,NA,6,41.500922,-81.46025,0,0,1,0,1,0.5,19.49755334
Cleveland,19,NA,7,41.500922,-81.46025,0,0,1,0,6,3,19.49755334
Cleveland,19,NA,8,41.500922,-81.46025,0,0,1,20,30,25,19.49755334
Cleveland,19,NA,9,41.500922,-81.46025,0,1,0,0,0,0,19.49755334
Cleveland,19,NA,10,41.500922,-81.46025,1,1,1,0,8,4,19.49755334
Cleveland,19,NA,11,41.500922,-81.46025,0,1,0,2,2,2,19.49755334
Cleveland,19,NA,12,41.500922,-81.46025,0,0,1,0,1,0.5,19.49755334
Cleveland,19,NA,13,41.500922,-81.46025,0,0,0,2,0,1,19.49755334
Cleveland,19,NA,14,41.500922,-81.46025,0,0,1,36,0,18,19.49755334
Cleveland,19,NA,15,41.500922,-81.46025,0,0,0,0,0,0,19.49755334
Cleveland,2,NA,1,41.497375,-81.689261,1,1,1,3,0,1.5,0.476631841
Cleveland,2,NA,2,41.497375,-81.689261,0,1,0,1,0,0.5,0.476631841
Cleveland,2,NA,3,41.497375,-81.689261,0,0,0,40,1,20.5,0.476631841
Cleveland,2,NA,4,41.497375,-81.689261,0,1,0,7,2,4.5,0.476631841
Cleveland,2,NA,5,41.497375,-81.689261,0,0,1,8,11,9.5,0.476631841
Cleveland,2,NA,6,41.497375,-81.689261,0,0,0,42,0.5,21.25,0.476631841
Cleveland,2,NA,7,41.497375,-81.689261,1,1,1,26,7,16.5,0.476631841
Cleveland,2,NA,8,41.497375,-81.689261,0,1,1,18,31,24.5,0.476631841
Cleveland,2,NA,9,41.497375,-81.689261,0,0,0,6,21,13.5,0.476631841
Cleveland,2,NA,10,41.497375,-81.689261,0,0,0,7,3,5,0.476631841
Cleveland,2,NA,11,41.497375,-81.689261,0,1,0,0,0,0,0.476631841
Cleveland,2,NA,12,41.497375,-81.689261,0,0,1,4,2,3,0.476631841
Cleveland,2,NA,13,41.497375,-81.689261,1,1,1,0,2,1,0.476631841
Cleveland,2,NA,14,41.497375,-81.689261,1,1,1,11,8,9.5,0.476631841
Cleveland,2,NA,15,41.497375,-81.689261,0,0,1,3,0.5,1.75,0.476631841
Cleveland,20,NA,1,41.501954,-81.443846,0,0,1,2,0,1,20.86475163
Cleveland,20,NA,2,41.501954,-81.443846,0,0,0,0,18,9,20.86475163
Cleveland,20,NA,3,41.501954,-81.443846,0,0,0,0,1,0.5,20.86475163
Cleveland,20,NA,4,41.501954,-81.443846,0,0,0,1,16,8.5,20.86475163
Cleveland,20,NA,5,41.501954,-81.443846,0,0,1,0,6,3,20.86475163
Cleveland,20,NA,6,41.501954,-81.443846,1,1,1,4,0.5,2.25,20.86475163
Cleveland,20,NA,7,41.501954,-81.443846,0,0,1,0,0,0,20.86475163
Cleveland,20,NA,8,41.501954,-81.443846,0,0,0,2,6,4,20.86475163
Cleveland,20,NA,9,41.501954,-81.443846,1,1,1,0,0,0,20.86475163
Cleveland,20,NA,10,41.501954,-81.443846,1,1,1,0,NA,0,20.86475163
Cleveland,20,NA,11,41.501954,-81.443846,0,1,0,0,7,3.5,20.86475163
Cleveland,20,NA,12,41.501954,-81.443846,0,0,1,41,8,24.5,20.86475163
Cleveland,20,NA,13,41.501954,-81.443846,0,0,1,0,0,0,20.86475163
Cleveland,20,NA,14,41.501954,-81.443846,0,1,1,4,5,4.5,20.86475163
Cleveland,21,NA,1,41.500859,-81.430062,0,0,0,16,16,16,22.01146717
Cleveland,21,NA,2,41.500859,-81.430062,1,1,1,0,5,2.5,22.01146717
Cleveland,21,NA,3,41.500859,-81.430062,1,1,1,15,18,16.5,22.01146717
Cleveland,21,NA,4,41.500859,-81.430062,1,1,1,6,3,4.5,22.01146717
Cleveland,21,NA,5,41.500859,-81.430062,0,0,0,0,0,0,22.01146717
Cleveland,21,NA,6,41.500859,-81.430062,0,0,1,0,0,0,22.01146717
Cleveland,21,NA,7,41.500859,-81.430062,0,0,0,30,33,31.5,22.01146717
Cleveland,21,NA,8,41.500859,-81.430062,0,0,1,0,5,2.5,22.01146717
Cleveland,21,NA,9,41.500859,-81.430062,0,0,1,0,37,18.5,22.01146717
Cleveland,21,NA,10,41.500859,-81.430062,0,0,0,0,0,0,22.01146717
Cleveland,21,NA,11,41.500859,-81.430062,0,0,1,0,7,3.5,22.01146717
Cleveland,21,NA,12,41.500859,-81.430062,1,1,1,7,3,5,22.01146717
Cleveland,21,NA,13,41.500859,-81.430062,0,1,1,0,0,0,22.01146717
Cleveland,21,NA,14,41.500859,-81.430062,1,1,1,0,0,0,22.01146717
Cleveland,21,NA,15,41.500859,-81.430062,0,1,0,0,0,0,22.01146717
Cleveland,22,NA,1,41.500648,-81.413628,0,0,0,32,2,17,23.37992754
Cleveland,22,NA,2,41.500648,-81.413628,1,1,1,3,8,5.5,23.37992754
Cleveland,22,NA,3,41.500648,-81.413628,0,0,1,0,5,2.5,23.37992754
Cleveland,22,NA,4,41.500648,-81.413628,0,0,1,0,0,0,23.37992754
Cleveland,22,NA,5,41.500648,-81.413628,0,0,1,6,28,17,23.37992754
Cleveland,22,NA,6,41.500648,-81.413628,1,1,1,33,0,16.5,23.37992754
Cleveland,22,NA,7,41.500648,-81.413628,0,0,0,0,2,1,23.37992754
Cleveland,22,NA,8,41.500648,-81.413628,0,0,0,0,33,16.5,23.37992754
Cleveland,22,NA,9,41.500648,-81.413628,1,1,1,0,0,0,23.37992754
Cleveland,22,NA,10,41.500648,-81.413628,0,0,1,0,1,0.5,23.37992754
Cleveland,22,NA,11,41.500648,-81.413628,0,0,1,8,0,4,23.37992754
Cleveland,22,NA,12,41.500648,-81.413628,1,1,1,30,5,17.5,23.37992754
Cleveland,22,NA,13,41.500648,-81.413628,1,1,1,0,0,0,23.37992754
Cleveland,23,NA,1,41.489897,-81.401355,0,0,1,0,0,0,24.42606523
Cleveland,23,NA,2,41.489897,-81.401355,0,0,1,41,0,20.5,24.42606523
Cleveland,23,NA,3,41.489897,-81.401355,1,1,1,0,0,0,24.42606523
Cleveland,23,NA,4,41.489897,-81.401355,0,0,0,0,0,0,24.42606523
Cleveland,23,NA,5,41.489897,-81.401355,1,1,1,0,0,0,24.42606523
Cleveland,23,NA,6,41.489897,-81.401355,1,1,1,1,17,9,24.42606523
Cleveland,23,NA,7,41.489897,-81.401355,0,1,1,0,6,3,24.42606523
Cleveland,23,NA,8,41.489897,-81.401355,0,0,1,2,1,1.5,24.42606523
Cleveland,23,NA,9,41.489897,-81.401355,0,0,1,0,2,1,24.42606523
Cleveland,23,NA,10,41.489897,-81.401355,1,1,1,8,4,6,24.42606523
Cleveland,23,NA,11,41.489897,-81.401355,0,1,0,0,0,0,24.42606523
Cleveland,23,NA,12,41.489897,-81.401355,0,0,0,0,68,34,24.42606523
Cleveland,23,NA,13,41.489897,-81.401355,0,0,1,12,8,10,24.42606523
Cleveland,23,NA,14,41.489897,-81.401355,0,0,1,2,2,2,24.42606523
Cleveland,23,NA,15,41.489897,-81.401355,0,1,0,4,33,18.5,24.42606523
Cleveland,24,NA,1,41.490638,-81.386265,0,0,1,1,4,2.5,25.6783877
Cleveland,24,NA,2,41.490638,-81.386265,1,1,1,16,8,12,25.6783877
Cleveland,24,NA,3,41.490638,-81.386265,1,1,1,10,50,30,25.6783877
Cleveland,24,NA,4,41.490638,-81.386265,1,1,1,0,0,0,25.6783877
Cleveland,24,NA,5,41.490638,-81.386265,1,1,1,0,0,0,25.6783877
Cleveland,24,NA,6,41.490638,-81.386265,1,1,1,0,0,0,25.6783877
Cleveland,24,NA,7,41.490638,-81.386265,0,0,0,0,2,1,25.6783877
Cleveland,24,NA,8,41.490638,-81.386265,1,1,1,10,4,7,25.6783877
Cleveland,24,NA,9,41.490638,-81.386265,0,0,1,0,1,0.5,25.6783877
Cleveland,24,NA,10,41.490638,-81.386265,0,0,1,0,0,0,25.6783877
Cleveland,24,NA,11,41.490638,-81.386265,0,0,0,12,3,7.5,25.6783877
Cleveland,24,NA,12,41.490638,-81.386265,0,0,1,14,0,7,25.6783877
Cleveland,24,NA,13,41.490638,-81.386265,0,0,1,0,14,7,25.6783877
Cleveland,24,NA,14,41.490638,-81.386265,0,0,0,0,1,0.5,25.6783877
Cleveland,24,NA,15,41.490638,-81.386265,0,0,1,0,15,7.5,25.6783877
Cleveland,25,NA,1,41.49042,-81.371086,0,0,1,0,0,0,26.94266481
Cleveland,25,NA,2,41.49042,-81.371086,1,1,1,30,8,19,26.94266481
Cleveland,25,NA,3,41.49042,-81.371086,1,1,1,3,2,2.5,26.94266481
Cleveland,25,NA,4,41.49042,-81.371086,0,0,1,12,20,16,26.94266481
Cleveland,25,NA,5,41.49042,-81.371086,0,0,1,0,0,0,26.94266481
Cleveland,25,NA,6,41.49042,-81.371086,0,0,0,0,0,0,26.94266481
Cleveland,25,NA,7,41.49042,-81.371086,0,0,1,0,4,2,26.94266481
Cleveland,25,NA,8,41.49042,-81.371086,1,1,1,0,0,0,26.94266481
Cleveland,25,NA,9,41.49042,-81.371086,0,0,1,0,0,0,26.94266481
Cleveland,25,NA,10,41.49042,-81.371086,1,1,1,0,1,0.5,26.94266481
Cleveland,25,NA,11,41.49042,-81.371086,0,1,0,15,14,14.5,26.94266481
Cleveland,25,NA,12,41.49042,-81.371086,0,0,0,0,1,0.5,26.94266481
Cleveland,25,NA,13,41.49042,-81.371086,1,1,1,8,7,7.5,26.94266481
Cleveland,25,NA,14,41.49042,-81.371086,0,0,1,0,4.5,2.25,26.94266481
Cleveland,25,NA,15,41.49042,-81.371086,0,0,1,0,5,2.5,26.94266481
Cleveland,26,NA,1,41.490174,-81.357096,0,0,1,0,0,0,28.10811925
Cleveland,26,NA,2,41.490174,-81.357096,0,0,1,0,3,1.5,28.10811925
Cleveland,26,NA,3,41.490174,-81.357096,0,0,0,4,56,30,28.10811925
Cleveland,26,NA,4,41.490174,-81.357096,1,1,1,0,0,0,28.10811925
Cleveland,26,NA,5,41.490174,-81.357096,0,0,1,3,0,1.5,28.10811925
Cleveland,26,NA,6,41.490174,-81.357096,1,1,1,0,0,0,28.10811925
Cleveland,26,NA,7,41.490174,-81.357096,1,1,1,0,0,0,28.10811925
Cleveland,26,NA,8,41.490174,-81.357096,1,1,1,7,2,4.5,28.10811925
Cleveland,26,NA,9,41.490174,-81.357096,0,1,0,0,4,2,28.10811925
Cleveland,26,NA,10,41.490174,-81.357096,0,1,0,0,0,0,28.10811925
Cleveland,26,NA,11,41.490174,-81.357096,0,0,0,0,0,0,28.10811925
Cleveland,26,NA,12,41.490174,-81.357096,0,0,1,0,0,0,28.10811925
Cleveland,26,NA,13,41.490174,-81.357096,0,0,0,0,13,6.5,28.10811925
Cleveland,26,NA,14,41.490174,-81.357096,0,0,1,0,5,2.5,28.10811925
Cleveland,26,NA,15,41.490174,-81.357096,0,0,0,0,0,0,28.10811925
Cleveland,27,NA,1,41.490838,-81.343432,0,1,0,0,1,0.5,29.24280798
Cleveland,27,NA,2,41.490838,-81.343432,0,0,1,1,1,1,29.24280798
Cleveland,27,NA,3,41.490838,-81.343432,0,0,1,0,2,1,29.24280798
Cleveland,27,NA,4,41.490838,-81.343432,0,0,0,0,0.5,0.25,29.24280798
Cleveland,27,NA,5,41.490838,-81.343432,1,1,1,0,0,0,29.24280798
Cleveland,27,NA,6,41.490838,-81.343432,0,0,0,33,60,46.5,29.24280798
Cleveland,27,NA,7,41.490838,-81.343432,1,1,1,61,0,30.5,29.24280798
Cleveland,27,NA,8,41.490838,-81.343432,1,1,1,0,0,0,29.24280798
Cleveland,27,NA,9,41.490838,-81.343432,0,1,0,3,5,4,29.24280798
Cleveland,27,NA,10,41.490838,-81.343432,1,1,1,0,0,0,29.24280798
Cleveland,27,NA,11,41.490838,-81.343432,1,1,1,0,2,1,29.24280798
Cleveland,27,NA,12,41.490838,-81.343432,0,0,0,1,30,15.5,29.24280798
Cleveland,27,NA,13,41.490838,-81.343432,0,0,1,33,18,25.5,29.24280798
Cleveland,27,NA,14,41.490838,-81.343432,0,1,0,1,2,1.5,29.24280798
Cleveland,27,NA,15,41.490838,-81.343432,1,1,1,0,24,12,29.24280798
Cleveland,28,NA,1,41.490734,-81.325614,0,0,1,0,4,2,30.72644894
Cleveland,28,NA,2,41.490734,-81.325614,0,0,1,0,0,0,30.72644894
Cleveland,28,NA,3,41.490734,-81.325614,1,1,1,0,0,0,30.72644894
Cleveland,28,NA,4,41.490734,-81.325614,0,0,0,1,50,25.5,30.72644894
Cleveland,28,NA,5,41.490734,-81.325614,0,0,1,0,6,3,30.72644894
Cleveland,28,NA,6,41.490734,-81.325614,0,0,0,0,0,0,30.72644894
Cleveland,28,NA,7,41.490734,-81.325614,0,0,1,0,1,0.5,30.72644894
Cleveland,28,NA,8,41.490734,-81.325614,0,0,1,1,24,12.5,30.72644894
Cleveland,28,NA,9,41.490734,-81.325614,0,1,0,0,5,2.5,30.72644894
Cleveland,28,NA,10,41.490734,-81.325614,0,0,1,0,3,1.5,30.72644894
Cleveland,28,NA,11,41.490734,-81.325614,0,0,0,0,16,8,30.72644894
Cleveland,28,NA,12,41.490734,-81.325614,1,1,1,0,0,0,30.72644894
Cleveland,28,NA,13,41.490734,-81.325614,0,0,1,0,3,1.5,30.72644894
Cleveland,28,NA,14,41.490734,-81.325614,1,1,1,0,0,0,30.72644894
Cleveland,28,NA,15,41.490734,-81.325614,1,1,1,0,3,1.5,30.72644894
Cleveland,29,NA,1,41.490408,-81.313267,0,0,1,0,0,0,31.75549451
Cleveland,29,NA,2,41.490408,-81.313267,0,0,0,0,0.5,0.25,31.75549451
Cleveland,29,NA,3,41.490408,-81.313267,1,1,1,0,3,1.5,31.75549451
Cleveland,29,NA,4,41.490408,-81.313267,0,0,0,0,34,17,31.75549451
Cleveland,29,NA,5,41.490408,-81.313267,0,0,0,3,17,10,31.75549451
Cleveland,29,NA,6,41.490408,-81.313267,0,0,1,5,NA,5,31.75549451
Cleveland,29,NA,7,41.490408,-81.313267,1,1,1,0,6,3,31.75549451
Cleveland,29,NA,8,41.490408,-81.313267,1,1,1,14,68,41,31.75549451
Cleveland,29,NA,9,41.490408,-81.313267,0,0,1,41,15,28,31.75549451
Cleveland,29,NA,10,41.490408,-81.313267,0,0,0,0,33,16.5,31.75549451
Cleveland,29,NA,11,41.490408,-81.313267,0,1,1,4,0,2,31.75549451
Cleveland,29,NA,12,41.490408,-81.313267,0,0,1,6,0.5,3.25,31.75549451
Cleveland,29,NA,13,41.490408,-81.313267,0,0,1,0,0,0,31.75549451
Cleveland,29,NA,14,41.490408,-81.313267,0,0,0,0,2,1,31.75549451
Cleveland,29,NA,15,41.490408,-81.313267,1,1,1,5,9,7,31.75549451
Cleveland,3,NA,1,41.499058,-81.68092,0,0,0,0,5,2.5,1.119760569
Cleveland,3,NA,2,41.499058,-81.68092,0,0,0,0,0,0,1.119760569
Cleveland,3,NA,3,41.499058,-81.68092,0,0,1,0,0.5,0.25,1.119760569
Cleveland,3,NA,4,41.499058,-81.68092,0,0,1,0,3,1.5,1.119760569
Cleveland,3,NA,5,41.499058,-81.68092,0,0,0,0,0,0,1.119760569
Cleveland,3,NA,6,41.499058,-81.68092,0,0,1,4.5,0.5,2.5,1.119760569
Cleveland,3,NA,7,41.499058,-81.68092,1,1,1,0,0,0,1.119760569
Cleveland,3,NA,8,41.499058,-81.68092,0,1,0,50,0,25,1.119760569
Cleveland,3,NA,9,41.499058,-81.68092,0,NA,NA,90,22,56,1.119760569
Cleveland,3,NA,10,41.499058,-81.68092,0,0,1,40,1,20.5,1.119760569
Cleveland,3,NA,11,41.499058,-81.68092,0,0,1,0,0,0,1.119760569
Cleveland,3,NA,12,41.499058,-81.68092,0,0,0,0,6,3,1.119760569
Cleveland,3,NA,13,41.499058,-81.68092,1,1,1,6,45,25.5,1.119760569
Cleveland,3,NA,14,41.499058,-81.68092,0,0,0,0,0,0,1.119760569
Cleveland,3,NA,15,41.499058,-81.68092,0,0,1,NA,NA,NA,1.119760569
Cleveland,30,NA,1,41.488515,-81.300058,0,0,1,40,5,22.5,32.86260949
Cleveland,30,NA,2,41.488515,-81.300058,0,0,1,33,1,17,32.86260949
Cleveland,30,NA,3,41.488515,-81.300058,0,0,1,0,9,4.5,32.86260949
Cleveland,30,NA,4,41.488515,-81.300058,1,1,1,4,34,19,32.86260949
Cleveland,30,NA,5,41.488515,-81.300058,1,1,1,0,0,0,32.86260949
Cleveland,30,NA,6,41.488515,-81.300058,0,0,0,0,0,0,32.86260949
Cleveland,30,NA,7,41.488515,-81.300058,1,1,1,0,0,0,32.86260949
Cleveland,30,NA,8,41.488515,-81.300058,0,0,1,0,0,0,32.86260949
Cleveland,30,NA,9,41.488515,-81.300058,0,0,1,0,0,0,32.86260949
Cleveland,30,NA,10,41.488515,-81.300058,1,1,1,0,0,0,32.86260949
Cleveland,30,NA,11,41.488515,-81.300058,0,0,1,2,2,2,32.86260949
Cleveland,30,NA,12,41.488515,-81.300058,0,0,1,0,0,0,32.86260949
Cleveland,30,NA,13,41.488515,-81.300058,1,1,1,37,4,20.5,32.86260949
Cleveland,30,NA,14,41.488515,-81.300058,0,0,1,1,8,4.5,32.86260949
Cleveland,30,NA,15,41.488515,-81.300058,0,0,0,0,0,0,32.86260949
Cleveland,31,NA,1,41.490178,-81.276714,1,1,1,3,12,7.5,34.79931081
Cleveland,31,NA,2,41.490178,-81.276714,0,1,0,0,1,0.5,34.79931081
Cleveland,31,NA,3,41.490178,-81.276714,0,0,0,12,5,8.5,34.79931081
Cleveland,31,NA,4,41.490178,-81.276714,0,0,1,0,0,0,34.79931081
Cleveland,31,NA,5,41.490178,-81.276714,0,0,1,0,0,0,34.79931081
Cleveland,31,NA,6,41.490178,-81.276714,0,0,0,0,0.5,0.25,34.79931081
Cleveland,31,NA,7,41.490178,-81.276714,0,0,1,0,48,24,34.79931081
Cleveland,31,NA,8,41.490178,-81.276714,0,0,0,35,66,50.5,34.79931081
Cleveland,31,NA,9,41.490178,-81.276714,1,1,1,0,0,0,34.79931081
Cleveland,31,NA,10,41.490178,-81.276714,0,0,1,0,0,0,34.79931081
Cleveland,31,NA,11,41.490178,-81.276714,0,0,1,0,48,24,34.79931081
Cleveland,31,NA,12,41.490178,-81.276714,0,0,1,0,0,0,34.79931081
Cleveland,31,NA,13,41.490178,-81.276714,0,0,0,0,0,0,34.79931081
Cleveland,31,NA,14,41.490178,-81.276714,0,0,0,0,0,0,34.79931081
Cleveland,31,NA,15,41.490178,-81.276714,0,0,0,0,0,0,34.79931081
Cleveland,32,NA,1,41.490074,-81.265466,0,0,0,0,8,4,35.73608844
Cleveland,32,NA,2,41.490074,-81.265466,1,1,1,38,4,21,35.73608844
Cleveland,32,NA,3,41.490074,-81.265466,0,0,0,0,22,11,35.73608844
Cleveland,32,NA,4,41.490074,-81.265466,0,0,1,72,NA,72,35.73608844
Cleveland,32,NA,5,41.490074,-81.265466,1,1,1,3,10,6.5,35.73608844
Cleveland,32,NA,6,41.490074,-81.265466,0,0,1,0,2,1,35.73608844
Cleveland,32,NA,7,41.490074,-81.265466,0,0,1,0,0,0,35.73608844
Cleveland,32,NA,8,41.490074,-81.265466,1,1,1,0,0,0,35.73608844
Cleveland,32,NA,9,41.490074,-81.265466,0,0,0,0,0,0,35.73608844
Cleveland,32,NA,10,41.490074,-81.265466,0,0,0,0,0,0,35.73608844
Cleveland,32,NA,11,41.490074,-81.265466,0,0,1,0,0,0,35.73608844
Cleveland,32,NA,12,41.490074,-81.265466,0,0,1,40,1,20.5,35.73608844
Cleveland,32,NA,13,41.490074,-81.265466,0,0,1,6,6,6,35.73608844
Cleveland,32,NA,14,41.490074,-81.265466,1,1,1,0,0,0,35.73608844
Cleveland,32,NA,15,41.490074,-81.265466,0,0,0,0,2,1,35.73608844
Cleveland,33,NA,1,41.489964,-81.251125,1,1,1,0,0,0,36.93039746
Cleveland,33,NA,2,41.489964,-81.251125,0,1,0,0,3,1.5,36.93039746
Cleveland,33,NA,3,41.489964,-81.251125,1,1,1,0,0,0,36.93039746
Cleveland,33,NA,4,41.489964,-81.251125,0,1,0,0,53,26.5,36.93039746
Cleveland,33,NA,5,41.489964,-81.251125,0,0,0,0,0,0,36.93039746
Cleveland,33,NA,6,41.489964,-81.251125,0,1,0,5,0,2.5,36.93039746
Cleveland,33,NA,7,41.489964,-81.251125,1,1,1,4,1,2.5,36.93039746
Cleveland,33,NA,8,41.489964,-81.251125,1,1,1,0,0,0,36.93039746
Cleveland,33,NA,9,41.489964,-81.251125,0,0,0,0,0,0,36.93039746
Cleveland,33,NA,10,41.489964,-81.251125,0,1,1,2,3,2.5,36.93039746
Cleveland,33,NA,11,41.489964,-81.251125,1,1,1,0,4,2,36.93039746
Cleveland,33,NA,12,41.489964,-81.251125,0,0,1,0,6,3,36.93039746
Cleveland,33,NA,13,41.489964,-81.251125,0,1,0,0,0,0,36.93039746
Cleveland,33,NA,14,41.489964,-81.251125,0,0,1,0,4,2,36.93039746
Cleveland,33,NA,15,41.489964,-81.251125,0,0,0,0,12,6,36.93039746
Cleveland,34,NA,1,41.501391,-81.242747,0,0,1,1,1,1,37.61090423
Cleveland,34,NA,2,41.501391,-81.242747,1,1,1,0,0,0,37.61090423
Cleveland,34,NA,3,41.501391,-81.242747,1,1,1,34,0,17,37.61090423
Cleveland,34,NA,4,41.501391,-81.242747,0,1,0,0,0,0,37.61090423
Cleveland,34,NA,5,41.501391,-81.242747,0,0,0,0,0,0,37.61090423
Cleveland,34,NA,6,41.501391,-81.242747,1,1,1,0,0,0,37.61090423
Cleveland,34,NA,7,41.501391,-81.242747,0,1,0,2,1,1.5,37.61090423
Cleveland,34,NA,8,41.501391,-81.242747,0,0,0,0,0,0,37.61090423
Cleveland,34,NA,9,41.501391,-81.242747,0,0,1,0,1,0.5,37.61090423
Cleveland,34,NA,10,41.501391,-81.242747,0,0,1,0,0,0,37.61090423
Cleveland,34,NA,11,41.501391,-81.242747,0,0,0,0,2,1,37.61090423
Cleveland,34,NA,12,41.501391,-81.242747,0,0,0,0,0,0,37.61090423
Cleveland,34,NA,13,41.501391,-81.242747,1,1,1,1,0,0.5,37.61090423
Cleveland,34,NA,14,41.501391,-81.242747,0,0,0,0.5,0.5,0.5,37.61090423
Cleveland,34,NA,15,41.501391,-81.242747,0,0,1,0,0,0,37.61090423
Cleveland,35,NA,1,41.497438,-81.227512,0,0,1,8,0,4,38.88070951
Cleveland,35,NA,2,41.497438,-81.227512,1,1,1,0,7,3.5,38.88070951
Cleveland,35,NA,3,41.497438,-81.227512,1,1,1,1,0.5,0.75,38.88070951
Cleveland,35,NA,4,41.497438,-81.227512,1,1,1,1,5,3,38.88070951
Cleveland,35,NA,5,41.497438,-81.227512,0,1,0,0,3,1.5,38.88070951
Cleveland,35,NA,6,41.497438,-81.227512,1,1,1,0,92,46,38.88070951
Cleveland,35,NA,7,41.497438,-81.227512,1,1,1,0,4,2,38.88070951
Cleveland,35,NA,8,41.497438,-81.227512,0,0,1,1,5,3,38.88070951
Cleveland,35,NA,9,41.497438,-81.227512,0,0,1,0,4,2,38.88070951
Cleveland,35,NA,10,41.497438,-81.227512,0,0,1,0,3,1.5,38.88070951
Cleveland,35,NA,11,41.497438,-81.227512,0,0,0,12,0,6,38.88070951
Cleveland,35,NA,12,41.497438,-81.227512,0,0,1,0,18,9,38.88070951
Cleveland,35,NA,13,41.497438,-81.227512,1,1,1,3,4,3.5,38.88070951
Cleveland,35,NA,14,41.497438,-81.227512,0,0,1,1,6,3.5,38.88070951
Cleveland,35,NA,15,41.497438,-81.227512,0,0,1,0,6,3,38.88070951
Cleveland,36,NA,1,41.493967,-81.213725,0,0,0,0,1,0.5,40.03385093
Cleveland,36,NA,2,41.493967,-81.213725,1,1,1,10,2,6,40.03385093
Cleveland,36,NA,3,41.493967,-81.213725,0,0,1,0,0,0,40.03385093
Cleveland,36,NA,4,41.493967,-81.213725,1,1,1,0,1,0.5,40.03385093
