continent,city,pop,individual,site,plantID,qubit_1,qubit_2,qubit_3,row_firstPlating,column_firstPlating,row_secondPlating,column_secondPlating,max_qubit,initial_vol,TE_vol,leftover,Bioruptor_label
EU,Brighton,5,2,u,Brighton_5_2,NA,NA,26.2,NA,NA,g,5,26.2,9.54,15.46,Yes,BRI-43
EU,Brighton,5,6,u,Brighton_5_6,NA,NA,7.14,NA,NA,b,6,7.14,25,0,No,BRI-44
EU,Brighton,5,9,u,Brighton_5_9,NA,NA,28.4,NA,NA,c,6,28.4,8.8,16.2,Yes,BRI-45
EU,Brighton,5,10,u,Brighton_5_10,NA,NA,17.9,NA,NA,d,6,17.9,13.97,11.03,Yes,BRI-46
EU,Brighton,5,15,u,Brighton_5_15,NA,NA,34.2,NA,NA,e,6,34.2,7.31,17.69,Yes,BRI-47
EU,Brighton,5,19,u,Brighton_5_19,NA,NA,29.6,NA,NA,g,6,29.6,8.45,16.55,Yes,BRI-48
EU,Brighton,36,1,r,Brighton_36_1,NA,NA,95.8,NA,NA,h,6,95.8,2.61,22.39,Yes,BRI-49
EU,Brighton,36,4,r,Brighton_36_4,NA,NA,55.2,NA,NA,c,7,55.2,4.53,20.47,Yes,BRI-50
EU,Brighton,36,5,r,Brighton_36_5,NA,NA,20.2,NA,NA,d,7,20.2,12.38,12.62,Yes,BRI-51
EU,Brighton,36,13,r,Brighton_36_13,NA,NA,83.2,NA,NA,f,7,83.2,3,22,Yes,BRI-52
EU,Brighton,36,18,r,Brighton_36_18,NA,NA,31.2,NA,NA,g,7,31.2,8.01,16.99,Yes,BRI-53
EU,Brighton,36,20,r,Brighton_36_20,NA,NA,36.2,NA,NA,a,8,36.2,6.91,18.09,Yes,BRI-54
EU,Brighton,37,6,r,Brighton_37_6,NA,NA,69,NA,NA,d,8,69,3.62,21.38,Yes,BRI-55
EU,Brighton,37,9,r,Brighton_37_9,NA,NA,23,NA,NA,e,8,23,10.87,14.13,Yes,BRI-56
EU,Brighton,37,10,r,Brighton_37_10,NA,NA,20.8,NA,NA,f,8,20.8,12.02,12.98,Yes,BRI-57
EU,Brighton,37,11,r,Brighton_37_11,NA,NA,110,NA,NA,g,8,110,2.27,22.73,Yes,BRI-58
EU,Brighton,37,12,r,Brighton_37_12,NA,NA,4.76,NA,NA,h,8,4.76,25,0,No,BRI-59
EU,Brighton,37,18,r,Brighton_37_18,NA,NA,15,NA,NA,a,9,15,16.67,8.33,Yes,BRI-60
EU,Brighton,37,19,r,Brighton_37_19,NA,NA,41.6,NA,NA,b,9,41.6,6.01,18.99,Yes,BRI-61
EU,Brighton,37,20,r,Brighton_37_20,NA,NA,5.92,NA,NA,c,9,5.92,25,0,No,BRI-62
EU,Brighton,38,1,r,Brighton_38_1,NA,NA,23.2,NA,NA,d,9,23.2,10.78,14.22,Yes,BRI-63
EU,Brighton,38,2,r,Brighton_38_2,NA,NA,32.8,NA,NA,e,9,32.8,7.62,17.38,Yes,BRI-64
EU,Brighton,38,4,r,Brighton_38_4,NA,NA,17.9,NA,NA,g,9,17.9,13.97,11.03,Yes,BRI-65
EU,Brighton,38,6,r,Brighton_38_6,NA,NA,12.3,NA,NA,h,9,12.3,20.33,4.67,No,BRI-66
EU,Brighton,38,11,r,Brighton_38_11,NA,NA,5.9,NA,NA,b,10,5.9,25,0,No,BRI-67
EU,Brighton,38,15,r,Brighton_38_15,NA,NA,11.1,NA,NA,c,10,11.1,22.52,2.48,No,BRI-68
EU,Brighton,38,16,r,Brighton_38_16,NA,NA,51,NA,NA,d,10,51,4.9,20.1,Yes,BRI-69
EU,Brighton,39,2,r,Brighton_39_2,NA,NA,83.4,NA,NA,f,10,83.4,3,22,Yes,BRI-70
EU,Brighton,39,7,r,Brighton_39_7,NA,NA,16.2,NA,NA,h,10,16.2,15.43,9.57,Yes,BRI-71
EU,Brighton,39,8,r,Brighton_39_8,NA,NA,18.8,NA,NA,a,11,18.8,13.3,11.7,Yes,BRI-72
EU,Brighton,39,9,r,Brighton_39_9,NA,NA,12.3,NA,NA,b,11,12.3,20.33,4.67,No,BRI-73
EU,Brighton,39,10,r,Brighton_39_10,NA,NA,14,NA,NA,c,11,14,17.86,7.14,Yes,BRI-74
EU,Brighton,39,18,r,Brighton_39_18,NA,NA,2.84,NA,NA,e,11,2.84,25,0,No,BRI-75
EU,Brighton,40,3,r,Brighton_40_3,NA,NA,19.3,NA,NA,f,11,19.3,12.95,12.05,Yes,BRI-76
EU,Brighton,39,20,r,Brighton_39_20,NA,NA,3.98,NA,NA,g,11,3.98,25,0,No,BRI-77
EU,Brighton,40,5,r,Brighton_40_5,NA,NA,28.4,NA,NA,a,12,28.4,8.8,16.2,Yes,BRI-78
EU,Brighton,40,10,r,Brighton_40_10,NA,NA,16.7,NA,NA,c,12,16.7,14.97,10.03,Yes,BRI-79
EU,Brighton,40,11,r,Brighton_40_11,NA,NA,3.66,NA,NA,d,12,3.66,25,0,No,BRI-80
EU,Brighton,40,13,r,Brighton_40_13,NA,NA,16.5,NA,NA,f,12,16.5,15.15,9.85,Yes,BRI-81
EU,Brighton,40,14,r,Brighton_40_14,NA,NA,13.6,NA,NA,g,12,13.6,18.38,6.62,Yes,BRI-82
SAM,Buenos_Aires,23,10,u,Buenos_Aires_23_10,NA,NA,20.2,NA,NA,d,1,20.2,12.38,12.62,Yes,BUE-21
SAM,Buenos_Aires,23,9,u,Buenos_Aires_23_9,NA,NA,20.6,NA,NA,e,1,20.6,12.14,12.86,Yes,BUE-22
SAM,Buenos_Aires,23,2,u,Buenos_Aires_23_2,NA,NA,5.5,NA,NA,f,1,5.5,25,0,No,BUE-23
SAM,Buenos_Aires,23,1,u,Buenos_Aires_23_1,NA,NA,35.2,NA,NA,h,1,35.2,7.1,17.9,Yes,BUE-24
SAM,Buenos_Aires,23,7,u,Buenos_Aires_23_7,NA,NA,27.2,NA,NA,a,2,27.2,9.19,15.81,Yes,BUE-25
SAM,Buenos_Aires,23,8,u,Buenos_Aires_23_8,NA,NA,8.62,NA,NA,b,2,8.62,25,0,No,BUE-26
SAM,Buenos_Aires,22,11,u,Buenos_Aires_22_11,NA,NA,23.6,NA,NA,c,2,23.6,10.59,14.41,Yes,BUE-27
SAM,Buenos_Aires,22,9,u,Buenos_Aires_22_9,NA,NA,19.6,NA,NA,d,2,19.6,12.76,12.24,Yes,BUE-28
SAM,Buenos_Aires,22,5,u,Buenos_Aires_22_5,NA,NA,44.8,NA,NA,g,2,44.8,5.58,19.42,Yes,BUE-29
SAM,Buenos_Aires,22,3,u,Buenos_Aires_22_3,NA,NA,14.3,NA,NA,h,2,14.3,17.48,7.52,Yes,BUE-30
SAM,Buenos_Aires,22,2,u,Buenos_Aires_22_2,NA,NA,35,NA,NA,a,3,35,7.14,17.86,Yes,BUE-31
SAM,Buenos_Aires,22,14,u,Buenos_Aires_22_14,NA,NA,9.32,NA,NA,b,3,9.32,25,0,No,BUE-32
SAM,Buenos_Aires,22,17,u,Buenos_Aires_22_17,NA,NA,10.8,NA,NA,c,3,10.8,23.15,1.85,No,BUE-33
SAM,Buenos_Aires,21,10,u,Buenos_Aires_21_10,NA,NA,13.5,NA,NA,e,3,13.5,18.52,6.48,Yes,BUE-34
SAM,Buenos_Aires,21,7,u,Buenos_Aires_21_7,NA,NA,9.74,NA,NA,g,3,9.74,25,0,No,BUE-35
SAM,Buenos_Aires,21,6,u,Buenos_Aires_21_6,NA,NA,6.82,NA,NA,h,3,6.82,25,0,No,BUE-36
SAM,Buenos_Aires,21,16,u,Buenos_Aires_21_16,NA,NA,10.9,NA,NA,d,4,10.9,22.94,2.06,No,BUE-37
SAM,Buenos_Aires,21,17,u,Buenos_Aires_21_17,NA,NA,5.24,NA,NA,e,4,5.24,25,0,No,BUE-38
SAM,Buenos_Aires,19,6,u,Buenos_Aires_19_6,NA,NA,7.06,NA,NA,f,4,7.06,25,0,No,BUE-39
SAM,Buenos_Aires,19,2,u,Buenos_Aires_19_2,NA,NA,53.8,NA,NA,g,4,53.8,4.65,20.35,Yes,BUE-40
SAM,Buenos_Aires,19,1,u,Buenos_Aires_19_1,NA,NA,7.7,NA,NA,h,4,7.7,25,0,No,BUE-41
SAM,Buenos_Aires,19,3,u,Buenos_Aires_19_3,NA,NA,49,NA,NA,a,5,49,5.1,19.9,Yes,BUE-42
SAM,Buenos_Aires,19,11,u,Buenos_Aires_19_11,NA,NA,33.4,NA,NA,c,5,33.4,7.49,17.51,Yes,BUE-43
SAM,Buenos_Aires,19,13,u,Buenos_Aires_19_13,NA,NA,35,NA,NA,d,5,35,7.14,17.86,Yes,BUE-44
SAM,Buenos_Aires,19,17,u,Buenos_Aires_19_17,NA,NA,12.9,NA,NA,f,5,12.9,19.38,5.62,Yes,BUE-45
SAM,Buenos_Aires,19,19,u,Buenos_Aires_19_19,NA,NA,55.8,NA,NA,g,5,55.8,4.48,20.52,Yes,BUE-46
SAM,Buenos_Aires,18,3,u,Buenos_Aires_18_3,NA,NA,3.36,NA,NA,h,5,3.36,25,0,No,BUE-47
SAM,Buenos_Aires,18,4,u,Buenos_Aires_18_4,NA,NA,7.62,NA,NA,a,6,7.62,25,0,No,BUE-48
SAM,Buenos_Aires,18,13,u,Buenos_Aires_18_13,NA,NA,44.6,NA,NA,c,6,44.6,5.61,19.39,Yes,BUE-49
SAM,Buenos_Aires,18,15,u,Buenos_Aires_18_15,NA,NA,7.66,NA,NA,d,6,7.66,25,0,No,BUE-50
SAM,Buenos_Aires,18,9,u,Buenos_Aires_18_9,NA,NA,4.88,NA,NA,f,6,4.88,25,0,No,BUE-51
SAM,Buenos_Aires,18,2,u,Buenos_Aires_18_2,NA,NA,25.4,NA,NA,g,6,25.4,9.84,15.16,Yes,BUE-52
SAM,Buenos_Aires,18,17,u,Buenos_Aires_18_17,NA,NA,20.2,NA,NA,h,6,20.2,12.38,12.62,Yes,BUE-53
SAM,Buenos_Aires,5,2,r,Buenos_Aires_5_2,NA,NA,30.8,NA,NA,b,7,30.8,8.12,16.88,Yes,BUE-54
SAM,Buenos_Aires,5,8,r,Buenos_Aires_5_8,NA,NA,10.6,NA,NA,c,7,10.6,23.58,1.42,No,BUE-55
SAM,Buenos_Aires,5,15,r,Buenos_Aires_5_15,NA,NA,5.86,NA,NA,d,7,5.86,25,0,No,BUE-56
SAM,Buenos_Aires,5,19,r,Buenos_Aires_5_19,NA,NA,2.94,NA,NA,h,7,2.94,25,0,No,BUE-57
SAM,Buenos_Aires,5,18,r,Buenos_Aires_5_18,NA,NA,5,NA,NA,a,8,5,25,0,No,BUE-58
SAM,Buenos_Aires,4,17,r,Buenos_Aires_4_17,NA,NA,7.6,NA,NA,b,8,7.6,25,0,No,BUE-59
SAM,Buenos_Aires,4,12,r,Buenos_Aires_4_12,NA,NA,4.72,NA,NA,d,8,4.72,25,0,No,BUE-60
SAM,Buenos_Aires,4,8,r,Buenos_Aires_4_8,NA,NA,7.56,NA,NA,e,8,7.56,25,0,No,BUE-61
SAM,Buenos_Aires,4,2,r,Buenos_Aires_4_2,NA,NA,7,NA,NA,g,8,7,25,0,No,BUE-62
SAM,Buenos_Aires,4,6,r,Buenos_Aires_4_6,NA,NA,25,NA,NA,h,8,25,10,15,Yes,BUE-63
SAM,Buenos_Aires,4,4,r,Buenos_Aires_4_4,NA,NA,12.4,NA,NA,a,9,12.4,20.16,4.84,No,BUE-64
SAM,Buenos_Aires,4,3,r,Buenos_Aires_4_3,NA,NA,9.24,NA,NA,c,9,9.24,25,0,No,BUE-65
SAM,Buenos_Aires,3,7,r,Buenos_Aires_3_7,NA,NA,2.3,NA,NA,e,9,2.3,25,0,No,BUE-66
SAM,Buenos_Aires,3,1,r,Buenos_Aires_3_1,NA,NA,4.36,NA,NA,g,9,4.36,25,0,No,BUE-67
SAM,Buenos_Aires,3,20,r,Buenos_Aires_3_20,NA,NA,7.88,NA,NA,d,10,7.88,25,0,No,BUE-68
SAM,Buenos_Aires,2,7,r,Buenos_Aires_2_7,NA,NA,2.26,NA,NA,e,10,2.26,25,0,No,BUE-69
SAM,Buenos_Aires,2,16,r,Buenos_Aires_2_16,NA,NA,3.64,NA,NA,g,10,3.64,25,0,No,BUE-70
SAM,Buenos_Aires,2,20,r,Buenos_Aires_2_20,NA,NA,16,NA,NA,a,11,16,15.62,9.38,Yes,BUE-71
SAM,Buenos_Aires,2,12,r,Buenos_Aires_2_12,NA,NA,4,NA,NA,d,11,4,25,0,No,BUE-72
SAM,Buenos_Aires,2,5,r,Buenos_Aires_2_5,NA,NA,4.88,NA,NA,e,11,4.88,25,0,No,BUE-73
SAM,Buenos_Aires,1,20,r,Buenos_Aires_1_20,NA,NA,6.62,NA,NA,g,11,6.62,25,0,No,BUE-74
SAM,Buenos_Aires,1,19,r,Buenos_Aires_1_19,NA,NA,9.5,NA,NA,h,11,9.5,25,0,No,BUE-75
SAM,Buenos_Aires,1,11,r,Buenos_Aires_1_11,NA,NA,9.48,NA,NA,e,12,9.48,25,0,No,BUE-76
SAM,Buenos_Aires,1,6,r,Buenos_Aires_1_6,NA,NA,4.16,NA,NA,g,12,4.16,25,0,No,BUE-77
SAM,Buenos_Aires,1,5,r,Buenos_Aires_1_5,NA,NA,5.88,NA,NA,h,12,5.88,25,0,No,BUE-78
NAM,Calgary,2,10,u,Calgary_2_10,12.3,NA,NA,c,1,NA,NA,12.3,20.33,4.67,No,CAL-21
NAM,Calgary,2,9,u,Calgary_2_9,12.9,NA,NA,d,1,NA,NA,12.9,19.38,5.62,Yes,CAL-22
NAM,Calgary,2,5,u,Calgary_2_5,18.8,NA,NA,g,1,NA,NA,18.8,13.3,11.7,Yes,CAL-23
NAM,Calgary,2,4,u,Calgary_2_4,34.2,NA,NA,h,1,NA,NA,34.2,7.31,17.69,Yes,CAL-24
NAM,Calgary,2,3,u,Calgary_2_3,8.66,NA,NA,a,2,NA,NA,8.66,25,0,No,CAL-25
NAM,Calgary,2,1,u,Calgary_2_1,10.9,NA,NA,b,2,NA,NA,10.9,22.94,2.06,No,CAL-26
NAM,Calgary,32,11,u,Calgary_32_11,7.88,NA,NA,c,2,NA,NA,7.88,25,0,No,CAL-27
NAM,Calgary,32,9,u,Calgary_32_9,16.4,NA,NA,e,2,NA,NA,16.4,15.24,9.76,Yes,CAL-28
NAM,Calgary,32,8,u,Calgary_32_8,6.05,NA,NA,f,2,NA,NA,6.05,25,0,No,CAL-29
NAM,Calgary,32,7,u,Calgary_32_7,5.67,NA,NA,g,2,NA,NA,5.67,25,0,No,CAL-30
NAM,Calgary,32,4,u,Calgary_32_4,8.96,NA,NA,a,3,NA,NA,8.96,25,0,No,CAL-31
NAM,Calgary,32,3,u,Calgary_32_3,8.07,NA,NA,b,3,NA,NA,8.07,25,0,No,CAL-32
NAM,Calgary,32,2,u,Calgary_32_2,22.9,NA,NA,c,3,NA,NA,22.9,10.92,14.08,Yes,CAL-33
NAM,Calgary,32,1,u,Calgary_32_1,29.6,NA,NA,d,3,NA,NA,29.6,8.45,16.55,Yes,CAL-34
NAM,Calgary,35,16,u,Calgary_35_16,5.93,NA,NA,e,3,NA,NA,5.93,25,0,No,CAL-35
NAM,Calgary,35,12,u,Calgary_35_12,1.96,NA,NA,f,3,NA,NA,1.96,25,0,No,CAL-36
NAM,Calgary,35,10,u,Calgary_35_10,4.25,NA,NA,g,3,NA,NA,4.25,25,0,No,CAL-37
NAM,Calgary,35,8,u,Calgary_35_8,5.08,NA,NA,h,3,NA,NA,5.08,25,0,No,CAL-38
NAM,Calgary,35,7,u,Calgary_35_7,9.62,NA,NA,a,4,NA,NA,9.62,25,0,No,CAL-39
NAM,Calgary,35,6,u,Calgary_35_6,6.26,NA,NA,b,4,NA,NA,6.26,25,0,No,CAL-40
NAM,Calgary,35,3,u,Calgary_35_3,27.8,NA,NA,c,4,NA,NA,27.8,8.99,16.01,Yes,CAL-41
NAM,Calgary,36,9,u,Calgary_36_9,33.6,NA,NA,h,4,NA,NA,33.6,7.44,17.56,Yes,CAL-42
NAM,Calgary,36,8,u,Calgary_36_8,9.93,NA,NA,a,5,NA,NA,9.93,25,0,No,CAL-43
NAM,Calgary,36,7,u,Calgary_36_7,13.1,NA,NA,b,5,NA,NA,13.1,19.08,5.92,Yes,CAL-44
NAM,Calgary,36,5,u,Calgary_36_5,19.8,NA,NA,c,5,NA,NA,19.8,12.63,12.37,Yes,CAL-45
NAM,Calgary,36,4,u,Calgary_36_4,23.3,NA,NA,d,5,NA,NA,23.3,10.73,14.27,Yes,CAL-46
NAM,Calgary,36,2,u,Calgary_36_2,14.6,NA,NA,e,5,NA,NA,14.6,17.12,7.88,Yes,CAL-47
NAM,Calgary,36,1,u,Calgary_36_1,1.54,NA,NA,f,5,NA,NA,1.54,25,0,No,CAL-48
NAM,Calgary,37,12,u,Calgary_37_12,3.13,NA,NA,g,5,NA,NA,3.13,25,0,No,CAL-49
NAM,Calgary,37,11,u,Calgary_37_11,4.46,NA,NA,h,5,NA,NA,4.46,25,0,No,CAL-50
NAM,Calgary,37,9,u,Calgary_37_9,16.7,NA,NA,b,6,NA,NA,16.7,14.97,10.03,Yes,CAL-51
NAM,Calgary,37,8,u,Calgary_37_8,18.3,NA,NA,c,6,NA,NA,18.3,13.66,11.34,Yes,CAL-52
NAM,Calgary,37,6,u,Calgary_37_6,11.9,NA,NA,e,6,NA,NA,11.9,21.01,3.99,No,CAL-53
NAM,Calgary,37,4,u,Calgary_37_4,27.4,NA,NA,f,6,NA,NA,27.4,9.12,15.88,Yes,CAL-54
NAM,Calgary,37,3,u,Calgary_37_3,9.46,NA,NA,g,6,NA,NA,9.46,25,0,No,CAL-55
NAM,Calgary,37,2,u,Calgary_37_2,2.91,NA,NA,h,6,NA,NA,2.91,25,0,No,CAL-56
NAM,Calgary,23,15,r,Calgary_23_15,14.1,NA,NA,a,7,NA,NA,14.1,17.73,7.27,Yes,CAL-57
NAM,Calgary,23,14,r,Calgary_23_14,13.2,NA,NA,b,7,NA,NA,13.2,18.94,6.06,Yes,CAL-58
NAM,Calgary,23,13,r,Calgary_23_13,14.7,NA,NA,c,7,NA,NA,14.7,17.01,7.99,Yes,CAL-59
NAM,Calgary,23,8,r,Calgary_23_8,7.17,NA,NA,e,7,NA,NA,7.17,25,0,No,CAL-60
NAM,Calgary,23,6,r,Calgary_23_6,22.3,NA,NA,f,7,NA,NA,22.3,11.21,13.79,Yes,CAL-61
NAM,Calgary,23,4,r,Calgary_23_4,23.6,NA,NA,g,7,NA,NA,23.6,10.59,14.41,Yes,CAL-62
NAM,Calgary,23,3,r,Calgary_23_3,10.8,NA,NA,h,7,NA,NA,10.8,23.15,1.85,No,CAL-63
NAM,Calgary,23,2,r,Calgary_23_2,19.5,NA,NA,a,8,NA,NA,19.5,12.82,12.18,Yes,CAL-64
NAM,Calgary,24,13,r,Calgary_24_13,8.96,NA,NA,d,8,NA,NA,8.96,25,0,No,CAL-65
NAM,Calgary,24,10,r,Calgary_24_10,2.45,NA,NA,f,8,NA,NA,2.45,25,0,No,CAL-66
NAM,Calgary,24,8,r,Calgary_24_8,18.2,NA,NA,g,8,NA,NA,18.2,13.74,11.26,Yes,CAL-67
NAM,Calgary,24,6,r,Calgary_24_6,15,NA,NA,h,8,NA,NA,15,16.67,8.33,Yes,CAL-68
NAM,Calgary,24,5,r,Calgary_24_5,10.2,NA,NA,a,9,NA,NA,10.2,24.51,0.49,No,CAL-69
NAM,Calgary,24,3,r,Calgary_24_3,14.6,NA,NA,b,9,NA,NA,14.6,17.12,7.88,Yes,CAL-70
NAM,Calgary,24,2,r,Calgary_24_2,9.92,NA,NA,c,9,NA,NA,9.92,25,0,No,CAL-71
NAM,Calgary,24,1,r,Calgary_24_1,9.05,NA,NA,d,9,NA,NA,9.05,25,0,No,CAL-72
NAM,Calgary,25,17,r,Calgary_25_17,9.64,NA,NA,e,9,NA,NA,9.64,25,0,No,CAL-73
NAM,Calgary,25,11,r,Calgary_25_11,3.46,NA,NA,h,9,NA,NA,3.46,25,0,No,CAL-74
NAM,Calgary,25,7,r,Calgary_25_7,9.06,NA,NA,a,10,NA,NA,9.06,25,0,No,CAL-75
NAM,Calgary,25,6,r,Calgary_25_6,6.61,NA,NA,b,10,NA,NA,6.61,25,0,No,CAL-76
NAM,Calgary,25,3,r,Calgary_25_3,7.93,NA,NA,c,10,NA,NA,7.93,25,0,No,CAL-77
NAM,Calgary,25,2,r,Calgary_25_2,12.7,NA,NA,d,10,NA,NA,12.7,19.69,5.31,Yes,CAL-78
NAM,Calgary,25,1,r,Calgary_25_1,4.28,NA,NA,e,10,NA,NA,4.28,25,0,No,CAL-79
NAM,Calgary,27,19,r,Calgary_27_19,8.03,NA,NA,f,10,NA,NA,8.03,25,0,No,CAL-80
NAM,Calgary,27,18,r,Calgary_27_18,1.55,NA,NA,g,10,NA,NA,1.55,25,0,No,CAL-81
NAM,Calgary,27,16,r,Calgary_27_16,6.78,NA,NA,h,10,NA,NA,6.78,25,0,No,CAL-82
NAM,Calgary,27,13,r,Calgary_27_13,8.28,NA,NA,a,11,NA,NA,8.28,25,0,No,CAL-83
NAM,Calgary,27,9,r,Calgary_27_9,7.98,NA,NA,c,11,NA,NA,7.98,25,0,No,CAL-84
NAM,Calgary,27,8,r,Calgary_27_8,8.39,NA,NA,d,11,NA,NA,8.39,25,0,No,CAL-85
NAM,Calgary,27,2,r,Calgary_27_2,3.83,NA,NA,e,11,NA,NA,3.83,25,0,No,CAL-86
NAM,Calgary,27,1,r,Calgary_27_1,8.47,NA,NA,f,11,NA,NA,8.47,25,0,No,CAL-87
NAM,Calgary,28,11,r,Calgary_28_11,10.3,NA,NA,g,11,NA,NA,10.3,24.27,0.73,No,CAL-88
NAM,Calgary,28,10,r,Calgary_28_10,17.3,NA,NA,h,11,NA,NA,17.3,14.45,10.55,Yes,CAL-89
NAM,Calgary,28,7,r,Calgary_28_7,1.17,NA,NA,c,12,NA,NA,1.17,25,0,No,CAL-90
NAM,Calgary,28,6,r,Calgary_28_6,8.59,NA,NA,d,12,NA,NA,8.59,25,0,No,CAL-91
NAM,Calgary,28,5,r,Calgary_28_5,7.44,NA,NA,e,12,NA,NA,7.44,25,0,No,CAL-92
NAM,Calgary,28,4,r,Calgary_28_4,4.61,NA,NA,f,12,NA,NA,4.61,25,0,No,CAL-93
NAM,Calgary,28,3,r,Calgary_28_3,9.78,NA,NA,g,12,NA,NA,9.78,25,0,No,CAL-94
OCE,Canberra,1,1,u,Canberra_1_1,NA,NA,35,NA,NA,a,1,35,7.14,17.86,Yes,CAN-21
OCE,Canberra,1,2,u,Canberra_1_2,NA,NA,20.4,NA,NA,b,1,20.4,12.25,12.75,Yes,CAN-22
OCE,Canberra,1,6,u,Canberra_1_6,NA,NA,15.2,NA,NA,d,1,15.2,16.45,8.55,Yes,CAN-23
OCE,Canberra,1,7,u,Canberra_1_7,NA,NA,26.4,NA,NA,e,1,26.4,9.47,15.53,Yes,CAN-24
OCE,Canberra,1,12,u,Canberra_1_12,NA,NA,141,NA,NA,g,1,141,1.77,23.23,Yes,CAN-25
OCE,Canberra,1,17,u,Canberra_1_17,NA,NA,48.6,NA,NA,b,2,48.6,5.14,19.86,Yes,CAN-26
OCE,Canberra,2,2,u,Canberra_2_2,NA,NA,4.46,NA,NA,c,2,4.46,25,0,No,CAN-27
OCE,Canberra,2,4,u,Canberra_2_4,NA,NA,52,NA,NA,d,2,52,4.81,20.19,Yes,CAN-28
OCE,Canberra,2,5,u,Canberra_2_5,NA,NA,30,NA,NA,e,2,30,8.33,16.67,Yes,CAN-29
OCE,Canberra,2,9,u,Canberra_2_9,NA,NA,2.16,NA,NA,f,2,2.16,25,0,No,CAN-30
OCE,Canberra,2,12,u,Canberra_2_12,NA,NA,16.7,NA,NA,h,2,16.7,14.97,10.03,Yes,CAN-31
OCE,Canberra,2,13,u,Canberra_2_13,NA,NA,14.1,NA,NA,a,3,14.1,17.73,7.27,Yes,CAN-32
OCE,Canberra,2,20,u,Canberra_2_20,NA,NA,41.6,NA,NA,d,3,41.6,6.01,18.99,Yes,CAN-33
OCE,Canberra,3,4,u,Canberra_3_4,NA,NA,22.2,NA,NA,f,3,22.2,11.26,13.74,Yes,CAN-34
OCE,Canberra,3,5,u,Canberra_3_5,NA,NA,8.32,NA,NA,g,3,8.32,25,0,No,CAN-35
OCE,Canberra,3,10,u,Canberra_3_10,NA,NA,7.4,NA,NA,c,4,7.4,25,0,No,CAN-36
OCE,Canberra,3,11,u,Canberra_3_11,NA,NA,5.64,NA,NA,d,4,5.64,25,0,No,CAN-37
OCE,Canberra,4,3,u,Canberra_4_3,NA,NA,9.14,NA,NA,a,5,9.14,25,0,No,CAN-38
OCE,Canberra,4,8,u,Canberra_4_8,NA,NA,57.8,NA,NA,c,5,57.8,4.33,20.67,Yes,CAN-39
OCE,Canberra,4,15,u,Canberra_4_15,NA,NA,13.4,NA,NA,f,5,13.4,18.66,6.34,Yes,CAN-40
OCE,Canberra,4,16,u,Canberra_4_16,NA,NA,7.32,NA,NA,g,5,7.32,25,0,No,CAN-41
OCE,Canberra,5,4,u,Canberra_5_4,NA,NA,6.24,NA,NA,a,6,6.24,25,0,No,CAN-42
OCE,Canberra,5,12,u,Canberra_5_12,NA,NA,8.1,NA,NA,d,6,8.1,25,0,No,CAN-43
OCE,Canberra,5,13,u,Canberra_5_13,NA,NA,6.18,NA,NA,e,6,6.18,25,0,No,CAN-44
OCE,Canberra,5,14,u,Canberra_5_14,NA,NA,4.78,NA,NA,f,6,4.78,25,0,No,CAN-45
OCE,Canberra,30,6,r,Canberra_30_6,NA,NA,9.36,NA,NA,d,7,9.36,25,0,No,CAN-46
OCE,Canberra,30,8,r,Canberra_30_8,NA,NA,4.38,NA,NA,f,7,4.38,25,0,No,CAN-47
OCE,Canberra,30,14,r,Canberra_30_14,NA,NA,7.86,NA,NA,b,8,7.86,25,0,No,CAN-48
OCE,Canberra,31,6,r,Canberra_31_6,NA,NA,9.12,NA,NA,e,8,9.12,25,0,No,CAN-49
OCE,Canberra,31,9,r,Canberra_31_9,NA,NA,3.96,NA,NA,f,8,3.96,25,0,No,CAN-50
OCE,Canberra,31,15,r,Canberra_31_15,NA,NA,3.38,NA,NA,h,8,3.38,25,0,No,CAN-51
OCE,Canberra,31,17,r,Canberra_31_17,NA,NA,2.1,NA,NA,b,9,2.1,25,0,No,CAN-52
OCE,Canberra,31,19,r,Canberra_31_19,NA,NA,8.2,NA,NA,d,9,8.2,25,0,No,CAN-53
OCE,Canberra,32,11,r,Canberra_32_11,NA,NA,5.26,NA,NA,b,10,5.26,25,0,No,CAN-54
OCE,Canberra,32,13,r,Canberra_32_13,NA,NA,6.8,NA,NA,d,10,6.8,25,0,No,CAN-55
OCE,Canberra,32,15,r,Canberra_32_15,NA,NA,9.92,NA,NA,e,10,9.92,25,0,No,CAN-56
OCE,Canberra,32,17,r,Canberra_32_17,NA,NA,2.76,NA,NA,f,10,2.76,25,0,No,CAN-57
OCE,Canberra,33,8,r,Canberra_33_8,NA,NA,3.34,NA,NA,c,11,3.34,25,0,No,CAN-58
OCE,Canberra,34,7,r,Canberra_34_7,NA,NA,5.7,NA,NA,b,12,5.7,25,0,No,CAN-59
ASI,Kunming,1,1,u,Kunming_1_1,NA,NA,2.74,NA,NA,a,1,2.74,25,0,No,KUN-21
ASI,Kunming,1,6,u,Kunming_1_6,NA,NA,4.68,NA,NA,d,1,4.68,25,0,No,KUN-22
ASI,Kunming,1,7,u,Kunming_1_7,NA,NA,55.4,NA,NA,e,1,55.4,4.51,20.49,Yes,KUN-23
ASI,Kunming,1,10,u,Kunming_1_10,NA,NA,21.2,NA,NA,g,1,21.2,11.79,13.21,Yes,KUN-24
