continent,city,pop,individual,site,plantID,max_qubit,leftover,Bioruptor_label,lane,i5,i7,date_prepped,Notes,qubit1_hs,qubit2_hs,qubit3_hs,qubit4_hs,max_library_qubit,nM_concentration,serial_dilution_required,dilution_factor,conc_post_dilution,library_vol_forSerial,TE_vol_forSerial,library_volume_uL,TE_vol_uL
NAM,Calgary,24,12,r,Calgary_24_12,17.1,Yes,CAL-3,1,iTru5_01_C,iTru7_102_04,21-Oct-2020,NA,0.582,10,NA,NA,10,43.3,Yes,3,14.4,6.7,13.3,2.1,7.9
NAM,Calgary,24,14,r,Calgary_24_14,10.3,No,CAL-4,1,iTru5_01_D,iTru7_102_04,21-Oct-2020,NA,0.3,11.4,NA,NA,11.4,49.4,Yes,4,12.3,5,15,2.4,7.6
NAM,Calgary,25,13,r,Calgary_25_13,16.3,Yes,CAL-5,1,iTru5_01_E,iTru7_102_04,21-Oct-2020,NA,0.6,4.64,NA,NA,4.64,20.1,Yes,2,10.1,10,10,3,7
NAM,Calgary,25,16,r,Calgary_25_16,10.2,No,CAL-6,1,iTru5_01_F,iTru7_102_04,21-Oct-2020,NA,0.36,4.06,NA,NA,4.06,17.6,Yes,2,8.8,10,10,3.4,6.6
NAM,Calgary,27,10,r,Calgary_27_10,13.2,Yes,CAL-7,1,iTru5_01_G,iTru7_102_04,21-Oct-2020,NA,0.35,3.14,NA,NA,3.14,13.6,No,NA,NA,NA,NA,2.2,7.8
NAM,Calgary,28,9,r,Calgary_28_9,12.9,Yes,CAL-8,1,iTru5_01_H,iTru7_102_04,21-Oct-2020,NA,0.24,10.2,NA,NA,10.2,44.2,Yes,3,14.7,6.7,13.3,2,8
NAM,Calgary,28,1,r,Calgary_28_1,13.4,Yes,CAL-9,1,iTru5_01_A,iTru7_102_05,21-Oct-2020,NA,0.666,7.06,NA,NA,7.06,30.6,Yes,3,10.2,6.7,13.3,2.9,7.1
NAM,Calgary,28,8,r,Calgary_28_8,37.1,Yes,CAL-10,1,iTru5_01_B,iTru7_102_05,21-Oct-2020,NA,0.656,6.62,NA,NA,6.62,28.7,Yes,2,14.3,10,10,2.1,7.9
NAM,Calgary,2,6,u,Calgary_2_6,13.8,Yes,CAL-11,1,iTru5_01_C,iTru7_102_05,21-Oct-2020,NA,1.1,NA,NA,NA,1.1,4.8,No,NA,NA,NA,NA,6.2,3.8
NAM,Calgary,2,13,u,Calgary_2_13,14.1,Yes,CAL-12,1,iTru5_01_D,iTru7_102_05,21-Oct-2020,NA,0.688,4.84,NA,NA,4.84,21,Yes,2,10.5,10,10,2.9,7.1
NAM,Calgary,32,5,u,Calgary_32_5,18.3,Yes,CAL-13,1,iTru5_01_E,iTru7_102_05,21-Oct-2020,NA,1.25,NA,NA,NA,1.25,5.4,No,NA,NA,NA,NA,5.6,4.4
NAM,Calgary,32,10,u,Calgary_32_10,27,Yes,CAL-14,1,iTru5_01_F,iTru7_102_05,21-Oct-2020,NA,1.04,NA,NA,NA,1.04,4.5,No,NA,NA,NA,NA,6.7,3.3
NAM,Calgary,35,1,u,Calgary_35_1,10.9,No,CAL-15,1,iTru5_01_G,iTru7_102_05,21-Oct-2020,NA,0.706,4,NA,NA,4,17.3,Yes,2,8.7,10.1,9.9,3.4,6.6
NAM,Calgary,35,2,u,Calgary_35_2,15,Yes,CAL-16,1,iTru5_01_H,iTru7_102_05,21-Oct-2020,NA,1.99,NA,NA,NA,1.99,8.6,No,NA,NA,NA,NA,3.5,6.5
NAM,Calgary,36,16,u,Calgary_36_16,14.8,Yes,CAL-17,1,iTru5_01_A,iTru7_102_06,21-Oct-2020,NA,0.296,3.4,NA,NA,3.4,14.7,No,NA,NA,NA,NA,2,8
NAM,Calgary,36,17,u,Calgary_36_17,14.3,Yes,CAL-18,1,iTru5_01_B,iTru7_102_06,21-Oct-2020,NA,0.12,0.288,2.82,NA,2.82,12.2,No,NA,NA,NA,NA,2.5,7.5
NAM,Calgary,37,7,u,Calgary_37_7,15.8,Yes,CAL-19,1,iTru5_01_C,iTru7_102_06,21-Oct-2020,NA,0.162,2.92,NA,NA,2.92,12.6,No,NA,NA,NA,NA,2.4,7.6
NAM,Calgary,37,10,u,Calgary_37_10,22.6,Yes,CAL-20,1,iTru5_01_D,iTru7_102_06,21-Oct-2020,NA,0.682,0.414,1.2,NA,1.2,5.2,No,NA,NA,NA,NA,5.8,4.2
OCE,Canberra,30,9,r,Canberra_30_9,10.1,No,CAN-1,1,iTru5_01_E,iTru7_102_06,27-Oct-2020,NA,5.42,NA,NA,NA,5.42,23.5,Yes,2,11.8,10,10,2.5,7.5
OCE,Canberra,30,4,r,Canberra_30_4,16.7,Yes,CAN-2,1,iTru5_01_F,iTru7_102_06,27-Oct-2020,NA,4.34,NA,NA,NA,4.34,18.8,Yes,2,9.4,10,10,3.2,6.8
OCE,Canberra,31,1,r,Canberra_31_1,16.7,Yes,CAN-3,1,iTru5_01_G,iTru7_102_06,27-Oct-2020,NA,2.54,NA,NA,NA,2.54,11,No,NA,NA,NA,NA,2.7,7.3
OCE,Canberra,31,2,r,Canberra_31_2,15.2,Yes,CAN-4,1,iTru5_01_H,iTru7_102_06,27-Oct-2020,NA,2.1,NA,NA,NA,2.1,9.1,No,NA,NA,NA,NA,3.3,6.7
OCE,Canberra,33,9,r,Canberra_33_9,10.2,No,CAN-5,1,iTru5_01_A,iTru7_102_07,27-Oct-2020,NA,6.86,NA,NA,NA,6.86,29.7,Yes,2,14.8,10,10,2,8
OCE,Canberra,34,14,r,Canberra_34_14,24.4,Yes,CAN-6,1,iTru5_01_B,iTru7_102_07,27-Oct-2020,NA,7.22,NA,NA,NA,7.22,31.3,Yes,3,10.4,6.6,13.4,2.9,7.1
OCE,Canberra,30,10,r,Canberra_30_10,12.2,No,CAN-7,1,iTru5_01_C,iTru7_102_07,27-Oct-2020,NA,15.4,NA,NA,NA,15.4,66.7,Yes,5,13.3,4,16,2.3,7.7
OCE,Canberra,30,3,r,Canberra_30_3,21.6,Yes,CAN-8,1,iTru5_01_D,iTru7_102_07,27-Oct-2020,NA,2.56,NA,NA,NA,2.56,11.1,No,NA,NA,NA,NA,2.7,7.3
OCE,Canberra,30,7,r,Canberra_30_7,22,Yes,CAN-9,1,iTru5_01_E,iTru7_102_07,27-Oct-2020,NA,7.86,NA,NA,NA,7.86,34,Yes,3,11.3,6.6,13.4,2.7,7.3
OCE,Canberra,30,13,r,Canberra_30_13,10.3,No,CAN-10,1,iTru5_01_F,iTru7_102_07,27-Oct-2020,NA,8.14,NA,NA,NA,8.14,35.2,Yes,3,11.7,6.6,13.4,2.6,7.4
OCE,Canberra,1,15,u,Canberra_1_15,11.7,No,CAN-11,1,iTru5_01_G,iTru7_102_07,27-Oct-2020,NA,11.6,NA,NA,NA,11.6,50.2,Yes,4,12.6,5,15,2.4,7.6
OCE,Canberra,1,3,u,Canberra_1_3,51.8,Yes,CAN-12,1,iTru5_01_H,iTru7_102_07,27-Oct-2020,NA,6.02,NA,NA,NA,6.02,26.1,Yes,2,13.1,10,10,2.3,7.7
OCE,Canberra,2,11,u,Canberra_2_11,31.8,Yes,CAN-13,1,iTru5_01_A,iTru7_102_08,27-Oct-2020,NA,7.08,NA,NA,NA,7.08,30.6,Yes,3,10.2,6.7,13.3,2.9,7.1
OCE,Canberra,2,17,u,Canberra_2_17,15.7,Yes,CAN-14,1,iTru5_01_B,iTru7_102_08,27-Oct-2020,NA,11.1,NA,NA,NA,11.1,48.1,Yes,4,12,5,15,2.5,7.5
OCE,Canberra,3,9,u,Canberra_3_9,24.4,Yes,CAN-15,1,iTru5_01_C,iTru7_102_08,27-Oct-2020,NA,23,NA,NA,NA,23,99.6,Yes,7,14.2,2.9,17.1,2.1,7.9
OCE,Canberra,3,3,u,Canberra_3_3,18,Yes,CAN-16,1,iTru5_01_D,iTru7_102_08,27-Oct-2020,NA,16.1,NA,NA,NA,16.1,69.7,Yes,5,13.9,4,16,2.2,7.8
OCE,Canberra,4,13,u,Canberra_4_13,18.1,Yes,CAN-17,1,iTru5_01_E,iTru7_102_08,27-Oct-2020,NA,3.4,NA,NA,NA,3.4,14.7,No,NA,NA,NA,NA,2,8
OCE,Canberra,4,7,u,Canberra_4_7,47.2,Yes,CAN-18,1,iTru5_01_F,iTru7_102_08,27-Oct-2020,NA,3.08,NA,NA,NA,3.08,13.3,No,NA,NA,NA,NA,2.3,7.7
OCE,Canberra,5,11,u,Canberra_5_11,19.7,Yes,CAN-19,1,iTru5_01_G,iTru7_102_08,27-Oct-2020,NA,2.92,NA,NA,NA,2.92,12.6,No,NA,NA,NA,NA,2.4,7.6
OCE,Canberra,5,10,u,Canberra_5_10,15.4,Yes,CAN-20,1,iTru5_01_H,iTru7_102_08,27-Oct-2020,NA,6.84,NA,NA,NA,6.84,29.6,Yes,2,14.8,10,10,2,8
AFR,Cape_Town,7,14,r,Cape_Town_7_14,36.6,Yes,CPT-1,1,iTru5_01_A,iTru7_102_09,29-Oct-2020,NA,5.12,NA,NA,NA,5.12,22.2,Yes,2,11.1,10,10,2.7,7.3
AFR,Cape_Town,19,8,r,Cape_Town_19_8,30.6,Yes,CPT-2,1,iTru5_01_B,iTru7_102_09,29-Oct-2020,NA,5.58,NA,NA,NA,5.58,24.2,Yes,2,12.1,10,10,2.5,7.5
AFR,Cape_Town,18,3,r,Cape_Town_18_3,13.8,Yes,CPT-3,1,iTru5_01_C,iTru7_102_09,29-Oct-2020,NA,5.34,NA,NA,NA,5.34,23.1,Yes,2,11.6,10,10,2.6,7.4
AFR,Cape_Town,7,5,r,Cape_Town_7_5,12.9,Yes,CPT-4,1,iTru5_01_D,iTru7_102_09,29-Oct-2020,NA,5.32,NA,NA,NA,5.32,23,Yes,2,11.5,10,10,2.6,7.4
AFR,Cape_Town,19,14,r,Cape_Town_19_14,21.5,Yes,CPT-5,1,iTru5_01_E,iTru7_102_09,29-Oct-2020,NA,3.44,NA,NA,NA,3.44,14.9,No,NA,NA,NA,NA,2,8
AFR,Cape_Town,19,11,r,Cape_Town_19_11,16.8,Yes,CPT-6,1,iTru5_01_F,iTru7_102_09,29-Oct-2020,NA,4.32,NA,NA,NA,4.32,18.7,Yes,2,9.3,9.9,10.1,3.2,6.8
AFR,Cape_Town,8,6,r,Cape_Town_8_6,19,Yes,CPT-7,1,iTru5_01_G,iTru7_102_09,29-Oct-2020,NA,2.08,NA,NA,NA,2.08,9,No,NA,NA,NA,NA,3.3,6.7
AFR,Cape_Town,8,8,r,Cape_Town_8_8,8.98,No,CPT-8,1,iTru5_01_H,iTru7_102_09,29-Oct-2020,NA,6.36,NA,NA,NA,6.36,27.5,Yes,2,13.8,10,10,2.2,7.8
AFR,Cape_Town,18,13,r,Cape_Town_18_13,8.24,No,CPT-9,1,iTru5_01_A,iTru7_102_10,29-Oct-2020,NA,10.3,NA,NA,NA,10.3,44.6,Yes,3,14.9,6.7,13.3,2,8
AFR,Cape_Town,8,1,r,Cape_Town_8_1,7.43,No,CPT-10,1,iTru5_01_B,iTru7_102_10,29-Oct-2020,NA,3.48,NA,NA,NA,3.48,15.1,Yes,2,7.5,9.9,10.1,4,6
AFR,Cape_Town,13,7,u,Cape_Town_13_7,10.1,No,CPT-11,1,iTru5_01_C,iTru7_102_10,29-Oct-2020,NA,6.76,NA,NA,NA,6.76,29.3,Yes,2,14.7,10,10,2,8
AFR,Cape_Town,14,9,u,Cape_Town_14_9,36.1,Yes,CPT-12,1,iTru5_01_D,iTru7_102_10,29-Oct-2020,NA,2.06,NA,NA,NA,2.06,8.9,No,NA,NA,NA,NA,3.4,6.6
AFR,Cape_Town,13,10,u,Cape_Town_13_10,16,Yes,CPT-13,1,iTru5_01_E,iTru7_102_10,29-Oct-2020,NA,2.84,NA,NA,NA,2.84,12.3,No,NA,NA,NA,NA,2.4,7.6
AFR,Cape_Town,13,5,u,Cape_Town_13_5,11.6,No,CPT-14,1,iTru5_01_F,iTru7_102_10,29-Oct-2020,NA,5.72,NA,NA,NA,5.72,24.8,Yes,2,12.4,10,10,2.4,7.6
AFR,Cape_Town,4,2,u,Cape_Town_4_2,165,Yes,CPT-15,1,iTru5_01_G,iTru7_102_10,29-Oct-2020,NA,4.24,NA,NA,NA,4.24,18.4,Yes,2,9.2,10,10,3.3,6.7
AFR,Cape_Town,4,10,u,Cape_Town_4_10,61.7,Yes,CPT-16,1,iTru5_01_H,iTru7_102_10,29-Oct-2020,NA,3.06,NA,NA,NA,3.06,13.2,No,NA,NA,NA,NA,2.3,7.7
AFR,Cape_Town,13,8,u,Cape_Town_13_8,19.8,Yes,CPT-17,1,iTru5_01_A,iTru7_102_11,29-Oct-2020,NA,7.1,NA,NA,NA,7.1,30.7,Yes,3,10.2,6.6,13.4,2.9,7.1
AFR,Cape_Town,4,4,u,Cape_Town_4_4,27.8,Yes,CPT-18,1,iTru5_01_B,iTru7_102_11,29-Oct-2020,NA,1.98,NA,NA,NA,1.98,8.6,No,NA,NA,NA,NA,3.5,6.5
AFR,Cape_Town,4,13,u,Cape_Town_4_13,37.6,Yes,CPT-19,1,iTru5_01_C,iTru7_102_11,29-Oct-2020,NA,4.06,NA,NA,NA,4.06,17.6,Yes,2,8.8,10,10,3.4,6.6
AFR,Cape_Town,4,9,u,Cape_Town_4_9,9.77,No,CPT-20,1,iTru5_01_D,iTru7_102_11,29-Oct-2020,NA,2.08,NA,NA,NA,2.08,9,No,NA,NA,NA,NA,3.3,6.7
OCE,Christchurch,37,13,r,Christchurch_37_13,26.7,Yes,CHR-1,1,iTru5_01_E,iTru7_102_11,3-Nov-2020,NA,2.98,NA,NA,NA,2.98,12.9,No,NA,NA,NA,NA,2.3,7.7
OCE,Christchurch,37,2,r,Christchurch_37_2,28.8,Yes,CHR-2,1,iTru5_01_F,iTru7_102_11,3-Nov-2020,NA,2.08,NA,NA,NA,2.08,9,No,NA,NA,NA,NA,3.3,6.7
OCE,Christchurch,38,7,r,Christchurch_38_7,24.3,Yes,CHR-3,1,iTru5_01_G,iTru7_102_11,3-Nov-2020,NA,1.68,NA,NA,NA,1.68,7.3,No,NA,NA,NA,NA,4.1,5.9
OCE,Christchurch,38,8,r,Christchurch_38_8,20.1,Yes,CHR-4,1,iTru5_01_H,iTru7_102_11,3-Nov-2020,NA,2.98,NA,NA,NA,2.98,12.9,No,NA,NA,NA,NA,2.3,7.7
OCE,Christchurch,39,17,r,Christchurch_39_17,46.3,Yes,CHR-5,1,iTru5_01_A,iTru7_102_12,3-Nov-2020,NA,2.9,NA,NA,NA,2.9,12.6,No,NA,NA,NA,NA,2.4,7.6
OCE,Christchurch,39,1,r,Christchurch_39_1,18.6,Yes,CHR-6,1,iTru5_01_B,iTru7_102_12,3-Nov-2020,NA,0,2.4,NA,NA,2.4,10.4,No,NA,NA,NA,NA,2.9,7.1
OCE,Christchurch,40,2,r,Christchurch_40_2,32.4,Yes,CHR-7,1,iTru5_01_C,iTru7_102_12,3-Nov-2020,NA,1.93,NA,NA,NA,1.93,8.4,No,NA,NA,NA,NA,3.6,6.4
OCE,Christchurch,40,13,r,Christchurch_40_13,15.5,Yes,CHR-8,1,iTru5_01_D,iTru7_102_12,3-Nov-2020,NA,3.4,NA,NA,NA,3.4,14.7,No,NA,NA,NA,NA,2,8
OCE,Christchurch,41,5,r,Christchurch_41_5,12.8,Yes,CHR-9,1,iTru5_01_E,iTru7_102_12,3-Nov-2020,NA,0.93,NA,NA,NA,0.93,4,No,NA,NA,NA,NA,7.5,2.5
OCE,Christchurch,41,13,r,Christchurch_41_13,22,Yes,CHR-10,1,iTru5_01_F,iTru7_102_12,3-Nov-2020,NA,1.2,NA,NA,NA,1.2,5.2,No,NA,NA,NA,NA,5.8,4.2
OCE,Christchurch,1,5,u,Christchurch_1_5,10.8,No,CHR-11,1,iTru5_01_G,iTru7_102_12,3-Nov-2020,NA,0.624,3.12,NA,NA,3.12,13.5,No,NA,NA,NA,NA,2.2,7.8
OCE,Christchurch,1,9,u,Christchurch_1_9,33.5,Yes,CHR-12,1,iTru5_01_H,iTru7_102_12,3-Nov-2020,NA,1.99,NA,NA,NA,1.99,8.6,No,NA,NA,NA,NA,3.5,6.5
OCE,Christchurch,2,3,u,Christchurch_2_3,20.1,Yes,CHR-13,1,iTru5_01_A,iTru7_103_01,3-Nov-2020,NA,5.86,NA,NA,NA,5.86,25.4,Yes,2,12.7,10,10,2.4,7.6
OCE,Christchurch,2,17,u,Christchurch_2_17,13.6,Yes,CHR-14,1,iTru5_01_B,iTru7_103_01,3-Nov-2020,NA,7.72,NA,NA,NA,7.72,33.4,Yes,3,11.1,6.6,13.4,2.7,7.3
OCE,Christchurch,3,7,u,Christchurch_3_7,18.8,Yes,CHR-15,1,iTru5_01_C,iTru7_103_01,3-Nov-2020,NA,5.78,NA,NA,NA,5.78,25,Yes,2,12.5,10,10,2.4,7.6
OCE,Christchurch,3,1,u,Christchurch_3_1,11.3,No,CHR-16,1,iTru5_01_D,iTru7_103_01,3-Nov-2020,NA,0,2.72,NA,NA,2.72,11.8,No,NA,NA,NA,NA,2.5,7.5
OCE,Christchurch,4,16,u,Christchurch_4_16,36.2,Yes,CHR-17,1,iTru5_01_E,iTru7_103_01,3-Nov-2020,NA,1.89,NA,NA,NA,1.89,8.2,No,NA,NA,NA,NA,3.7,6.3
OCE,Christchurch,4,10,u,Christchurch_4_10,15.3,Yes,CHR-18,1,iTru5_01_F,iTru7_103_01,3-Nov-2020,NA,1.83,NA,NA,NA,1.83,7.9,No,NA,NA,NA,NA,3.8,6.2
OCE,Christchurch,6,13,u,Christchurch_6_13,16.1,Yes,CHR-19,1,iTru5_01_G,iTru7_103_01,3-Nov-2020,NA,0.602,2.88,NA,NA,2.88,12.5,No,NA,NA,NA,NA,2.4,7.6
OCE,Christchurch,6,1,u,Christchurch_6_1,24.4,Yes,CHR-20,1,iTru5_01_H,iTru7_103_01,3-Nov-2020,NA,3.5,NA,NA,NA,3.5,15.2,Yes,2,7.6,10,10,3.9,6.1
ASI,Hiroshima,25,17,r,Hiroshima_25_17,24,Yes,HIR-1,1,iTru5_01_A,iTru7_103_02,4-Nov-2020,NA,6.54,NA,NA,NA,6.54,28.3,Yes,2,14.2,10,10,2.1,7.9
ASI,Hiroshima,22,6,r,Hiroshima_22_6,10,No,HIR-2,1,iTru5_01_B,iTru7_103_02,4-Nov-2020,NA,13.6,NA,NA,NA,13.6,58.9,Yes,4,14.7,5,15,2,8
ASI,Hiroshima,23,14,r,Hiroshima_23_14,12.9,Yes,HIR-3,1,iTru5_01_C,iTru7_103_02,4-Nov-2020,NA,8.14,NA,NA,NA,8.14,35.2,Yes,3,11.7,6.6,13.4,2.6,7.4
ASI,Hiroshima,25,20,r,Hiroshima_25_20,42.6,Yes,HIR-4,1,iTru5_01_D,iTru7_103_02,4-Nov-2020,NA,6.82,NA,NA,NA,6.82,29.5,Yes,2,14.8,10,10,2,8
ASI,Hiroshima,23,9,r,Hiroshima_23_9,10.7,No,HIR-5,1,iTru5_01_E,iTru7_103_02,4-Nov-2020,NA,5.36,NA,NA,NA,5.36,23.2,Yes,2,11.6,10,10,2.6,7.4
ASI,Hiroshima,21,8,r,Hiroshima_21_8,10.1,No,HIR-6,1,iTru5_01_F,iTru7_103_02,4-Nov-2020,NA,8.04,NA,NA,NA,8.04,34.8,Yes,3,11.6,6.7,13.3,2.6,7.4
ASI,Hiroshima,21,15,r,Hiroshima_21_15,9.83,No,HIR-7,1,iTru5_01_G,iTru7_103_02,4-Nov-2020,NA,5.52,NA,NA,NA,5.52,23.9,Yes,2,11.9,10,10,2.5,7.5
ASI,Hiroshima,21,11,r,Hiroshima_21_11,8.12,No,HIR-8,1,iTru5_01_H,iTru7_103_02,4-Nov-2020,NA,6.02,NA,NA,NA,6.02,26.1,Yes,2,13.1,10,10,2.3,7.7
ASI,Hiroshima,21,17,r,Hiroshima_21_17,6.77,No,HIR-9,1,iTru5_01_A,iTru7_103_03,4-Nov-2020,NA,12.3,NA,NA,NA,12.3,53.2,Yes,4,13.3,5,15,2.3,7.7
ASI,Hiroshima,24,19,r,Hiroshima_24_19,6.36,No,HIR-10,1,iTru5_01_B,iTru7_103_03,4-Nov-2020,NA,3.24,NA,NA,NA,3.24,14,No,NA,NA,NA,NA,2.1,7.9
ASI,Hiroshima,1,18,u,Hiroshima_1_18,14.9,Yes,HIR-11,1,iTru5_01_C,iTru7_103_03,4-Nov-2020,NA,25.6,NA,NA,NA,25.6,110.8,Yes,8,13.8,2.5,17.5,2.2,7.8
ASI,Hiroshima,1,1,u,Hiroshima_1_1,14.2,Yes,HIR-12,1,iTru5_01_D,iTru7_103_03,4-Nov-2020,NA,3.34,NA,NA,NA,3.34,14.5,No,NA,NA,NA,NA,2.1,7.9
ASI,Hiroshima,2,10,u,Hiroshima_2_10,12.9,Yes,HIR-13,1,iTru5_01_E,iTru7_103_03,4-Nov-2020,NA,5.86,NA,NA,NA,5.86,25.4,Yes,2,12.7,10,10,2.4,7.6
ASI,Hiroshima,2,20,u,Hiroshima_2_20,25.1,Yes,HIR-14,1,iTru5_01_F,iTru7_103_03,4-Nov-2020,NA,7.92,NA,NA,NA,7.92,34.3,Yes,3,11.4,6.6,13.4,2.6,7.4
ASI,Hiroshima,3,20,u,Hiroshima_3_20,11.2,No,HIR-15,1,iTru5_01_G,iTru7_103_03,4-Nov-2020,NA,0.312,5.68,NA,NA,5.68,24.6,Yes,2,12.3,10,10,2.4,7.6
ASI,Hiroshima,3,11,u,Hiroshima_3_11,16.4,Yes,HIR-16,1,iTru5_01_H,iTru7_103_03,4-Nov-2020,NA,0,1.58,NA,NA,1.58,6.8,No,NA,NA,NA,NA,4.4,5.6
ASI,Hiroshima,4,11,u,Hiroshima_4_11,17.1,Yes,HIR-17,1,iTru5_01_A,iTru7_103_04,4-Nov-2020,NA,6.18,NA,NA,NA,6.18,26.8,Yes,2,13.4,10,10,2.2,7.8
ASI,Hiroshima,4,2,u,Hiroshima_4_2,30.8,Yes,HIR-18,1,iTru5_01_B,iTru7_103_04,4-Nov-2020,NA,3.98,NA,NA,NA,3.98,17.2,Yes,2,8.6,10,10,3.5,6.5
ASI,Hiroshima,5,2,u,Hiroshima_5_2,12.5,No,HIR-19,1,iTru5_01_C,iTru7_103_04,4-Nov-2020,NA,1.65,NA,NA,NA,1.65,7.1,No,NA,NA,NA,NA,4.2,5.8
ASI,Hiroshima,5,1,u,Hiroshima_5_1,12,No,HIR-20,1,iTru5_01_D,iTru7_103_04,4-Nov-2020,NA,3.34,NA,NA,NA,3.34,14.5,No,NA,NA,NA,NA,2.1,7.9
ASI,Kunming,46,6,r,Kunming_46_6,13.7,Yes,KUN-1,1,iTru5_01_E,iTru7_103_04,11-Nov-2020,NA,10.1,NA,NA,NA,10.1,43.7,Yes,3,14.6,6.7,13.3,2.1,7.9
ASI,Kunming,46,1,r,Kunming_46_1,13.1,Yes,KUN-2,1,iTru5_01_F,iTru7_103_04,11-Nov-2020,NA,7,NA,NA,NA,7,30.3,Yes,3,10.1,6.7,13.3,3,7
ASI,Kunming,47,7,r,Kunming_47_7,35.6,Yes,KUN-3,1,iTru5_01_G,iTru7_103_04,11-Nov-2020,NA,5.04,NA,NA,NA,5.04,21.8,Yes,2,10.9,10,10,2.8,7.2
ASI,Kunming,47,9,r,Kunming_47_9,27.4,Yes,KUN-4,1,iTru5_01_H,iTru7_103_04,11-Nov-2020,NA,9.18,NA,NA,NA,9.18,39.7,Yes,3,13.2,6.6,13.4,2.3,7.7
ASI,Kunming,48,1,r,Kunming_48_1,12.1,No,KUN-5,1,iTru5_01_A,iTru7_103_05,11-Nov-2020,NA,6.1,NA,NA,NA,6.1,26.4,Yes,2,13.2,10,10,2.3,7.7
ASI,Kunming,48,15,r,Kunming_48_15,10.3,No,KUN-6,1,iTru5_01_B,iTru7_103_05,11-Nov-2020,NA,6.44,NA,NA,NA,6.44,27.9,Yes,2,13.9,10,10,2.2,7.8
ASI,Kunming,49,3,r,Kunming_49_3,18.1,Yes,KUN-7,1,iTru5_01_C,iTru7_103_05,11-Nov-2020,NA,0,1.69,NA,NA,1.69,7.3,No,NA,NA,NA,NA,4.1,5.9
ASI,Kunming,49,8,r,Kunming_49_8,32.6,Yes,KUN-8,1,iTru5_01_D,iTru7_103_05,11-Nov-2020,NA,19.7,NA,NA,NA,19.7,85.3,Yes,6,14.2,3.3,16.7,2.1,7.9
ASI,Kunming,50,10,r,Kunming_50_10,16.6,Yes,KUN-9,1,iTru5_01_E,iTru7_103_05,11-Nov-2020,NA,16.2,NA,NA,NA,16.2,70.1,Yes,5,14,4,16,2.1,7.9
ASI,Kunming,50,8,r,Kunming_50_8,17.9,Yes,KUN-10,1,iTru5_01_F,iTru7_103_05,11-Nov-2020,NA,3.66,NA,NA,NA,3.66,15.8,Yes,2,7.9,10,10,3.8,6.2
ASI,Kunming,1,9,u,Kunming_1_9,15.1,Yes,KUN-11,1,iTru5_01_G,iTru7_103_05,11-Nov-2020,NA,7.7,NA,NA,NA,7.7,33.3,Yes,3,11.1,6.7,13.3,2.7,7.3
ASI,Kunming,1,3,u,Kunming_1_3,26.4,Yes,KUN-12,1,iTru5_01_H,iTru7_103_05,11-Nov-2020,NA,2.38,NA,NA,NA,2.38,10.3,No,NA,NA,NA,NA,2.9,7.1
ASI,Kunming,2,12,u,Kunming_2_12,34.6,Yes,KUN-13,1,iTru5_01_A,iTru7_103_06,11-Nov-2020,NA,3.48,NA,NA,NA,3.48,15.1,Yes,2,7.5,9.9,10.1,4,6
ASI,Kunming,2,7,u,Kunming_2_7,14,Yes,KUN-14,1,iTru5_01_B,iTru7_103_06,11-Nov-2020,NA,10.6,NA,NA,NA,10.6,45.9,Yes,4,11.5,5,15,2.6,7.4
ASI,Kunming,3,16,u,Kunming_3_16,25.6,Yes,KUN-15,1,iTru5_01_C,iTru7_103_06,11-Nov-2020,NA,6.42,NA,NA,NA,6.42,27.8,Yes,2,13.9,10,10,2.2,7.8
ASI,Kunming,4,4,u,Kunming_4_4,63.6,Yes,KUN-16,1,iTru5_01_D,iTru7_103_06,11-Nov-2020,NA,7.06,NA,NA,NA,7.06,30.6,Yes,3,10.2,6.7,13.3,2.9,7.1
ASI,Kunming,4,13,u,Kunming_4_13,21.4,Yes,KUN-17,1,iTru5_01_E,iTru7_103_06,11-Nov-2020,NA,4.92,NA,NA,NA,4.92,21.3,Yes,2,10.7,10,10,2.8,7.2
ASI,Kunming,5,5,u,Kunming_5_5,10.1,No,KUN-18,1,iTru5_01_F,iTru7_103_06,11-Nov-2020,NA,2.62,NA,NA,NA,2.62,11.3,No,NA,NA,NA,NA,2.7,7.3
ASI,Kunming,5,13,u,Kunming_5_13,53.4,Yes,KUN-19,1,iTru5_01_G,iTru7_103_06,11-Nov-2020,NA,0.102,1.44,NA,NA,1.44,6.2,No,NA,NA,NA,NA,4.8,5.2
ASI,Kunming,5,9,u,Kunming_5_9,12.3,No,KUN-20,1,iTru5_01_H,iTru7_103_06,11-Nov-2020,NA,1.82,NA,NA,NA,1.82,7.9,No,NA,NA,NA,NA,3.8,6.2
ASI,Kyoto,22,4,r,Kyoto_22_4,11.9,No,KYT-1,1,iTru5_01_A,iTru7_103_07,12-Nov-2020,NA,6.66,NA,NA,NA,6.66,28.8,Yes,2,14.4,10,10,2.1,7.9
ASI,Kyoto,22,3,r,Kyoto_22_3,19,Yes,KYT-2,1,iTru5_01_B,iTru7_103_07,12-Nov-2020,NA,7.44,NA,NA,NA,7.44,32.2,Yes,3,10.7,6.6,13.4,2.8,7.2
ASI,Kyoto,23,19,r,Kyoto_23_19,20.2,Yes,KYT-3,1,iTru5_01_C,iTru7_103_07,12-Nov-2020,NA,8.02,NA,NA,NA,8.02,34.7,Yes,3,11.6,6.7,13.3,2.6,7.4
