continent,city,pop,individual,site,plantID,qubit_1,qubit_2,qubit_3,row_firstPlating,column_firstPlating,row_secondPlating,column_secondPlating,max_qubit,initial_vol,TE_vol,leftover
ASI,Kunming,49,8,r,Kunming_49_8,NA,NA,32.6,NA,NA,b,11,32.6,7.67,17.33,Yes
ASI,Kunming,50,10,r,Kunming_50_10,NA,NA,16.6,NA,NA,g,12,16.6,15.06,9.94,Yes
ASI,Kunming,50,8,r,Kunming_50_8,NA,NA,17.9,NA,NA,e,12,17.9,13.97,11.03,Yes
ASI,Kunming,1,9,u,Kunming_1_9,NA,NA,15.1,NA,NA,f,1,15.1,16.56,8.44,Yes
ASI,Kunming,1,3,u,Kunming_1_3,NA,NA,26.4,NA,NA,c,1,26.4,9.47,15.53,Yes
ASI,Kunming,2,12,u,Kunming_2_12,NA,NA,34.6,NA,NA,b,3,34.6,7.23,17.77,Yes
ASI,Kunming,2,7,u,Kunming_2_7,NA,NA,14,NA,NA,g,2,14,17.86,7.14,Yes
ASI,Kunming,3,16,u,Kunming_3_16,NA,NA,25.6,NA,NA,f,4,25.6,9.77,15.23,Yes
ASI,Kunming,4,4,u,Kunming_4_4,NA,NA,63.6,NA,NA,g,4,63.6,3.93,21.07,Yes
ASI,Kunming,4,13,u,Kunming_4_13,NA,NA,21.4,NA,NA,f,5,21.4,11.68,13.32,Yes
ASI,Kunming,5,5,u,Kunming_5_5,NA,NA,10.1,NA,NA,a,6,10.1,24.75,0.25,No
ASI,Kunming,5,13,u,Kunming_5_13,NA,NA,53.4,NA,NA,f,6,53.4,4.68,20.32,Yes
ASI,Kunming,5,9,u,Kunming_5_9,NA,NA,12.3,NA,NA,c,6,12.3,20.33,4.67,No
ASI,Kyoto,22,4,r,Kyoto_22_4,11.9,NA,3.4,f,8,a,11,11.9,21.01,3.99,No
ASI,Kyoto,22,3,r,Kyoto_22_3,0,NA,19,g,8,b,11,19,13.16,11.84,Yes
ASI,Kyoto,23,19,r,Kyoto_23_19,0,NA,20.2,h,9,f,11,20.2,12.38,12.62,Yes
ASI,Kyoto,23,15,r,Kyoto_23_15,15.3,NA,62.8,f,9,d,11,62.8,3.98,21.02,Yes
ASI,Kyoto,24,7,r,Kyoto_24_7,6.76,NA,32.4,d,11,c,12,32.4,7.72,17.28,Yes
ASI,Kyoto,24,16,r,Kyoto_24_16,25.2,NA,NA,f,10,NA,NA,25.2,9.92,15.08,Yes
ASI,Kyoto,25,11,r,Kyoto_25_11,7.1,NA,15.8,d,12,f,12,15.8,15.82,9.18,Yes
ASI,Kyoto,25,16,r,Kyoto_25_16,19.9,NA,NA,c,12,NA,NA,19.9,12.56,12.44,Yes
ASI,Kyoto,25,2,r,Kyoto_25_2,14.1,NA,NA,e,12,NA,NA,14.1,17.73,7.27,Yes
ASI,Kyoto,24,6,r,Kyoto_24_6,3,NA,37.8,e,11,d,12,37.8,6.61,18.39,Yes
ASI,Kyoto,1,7,u,Kyoto_1_7,15.1,NA,4.44,h,1,a,7,15.1,16.56,8.44,Yes
ASI,Kyoto,1,3,u,Kyoto_1_3,9.9,NA,14,g,1,b,7,14,17.86,7.14,Yes
ASI,Kyoto,3,17,u,Kyoto_3_17,24.2,NA,NA,f,3,NA,NA,24.2,10.33,14.67,Yes
ASI,Kyoto,3,8,u,Kyoto_3_8,12,NA,3.7,a,4,g,8,12,20.83,4.17,No
ASI,Kyoto,4,2,u,Kyoto_4_2,0,NA,16,f,4,h,8,16,15.62,9.38,Yes
ASI,Kyoto,4,6,u,Kyoto_4_6,0,NA,14.2,h,4,b,9,14.2,17.61,7.39,Yes
ASI,Kyoto,5,13,u,Kyoto_5_13,13.7,NA,NA,f,6,NA,NA,13.7,18.25,6.75,Yes
ASI,Kyoto,5,20,u,Kyoto_5_20,0,NA,14.3,a,6,f,9,14.3,17.48,7.52,Yes
ASI,Kyoto,5,8,u,Kyoto_5_8,0,NA,22.6,h,5,e,9,22.6,11.06,13.94,Yes
ASI,Kyoto,5,9,u,Kyoto_5_9,25.6,NA,21,c,6,g,9,25.6,9.77,15.23,Yes
EU,Landshut,1,1,r,Landshut_1_1,28.5,NA,NA,a,1,NA,NA,28.5,8.77,16.23,Yes
EU,Landshut,1,18,r,Landshut_1_18,19.2,NA,NA,b,2,NA,NA,19.2,13.02,11.98,Yes
EU,Landshut,2,8,r,Landshut_2_8,14.7,NA,NA,f,2,NA,NA,14.7,17.01,7.99,Yes
EU,Landshut,2,20,r,Landshut_2_20,19,NA,NA,c,3,NA,NA,19,13.16,11.84,Yes
EU,Landshut,3,16,r,Landshut_3_16,19.2,NA,NA,c,4,NA,NA,19.2,13.02,11.98,Yes
EU,Landshut,3,20,r,Landshut_3_20,13.3,NA,NA,e,4,NA,NA,13.3,18.8,6.2,Yes
EU,Landshut,4,11,r,Landshut_4_11,19.3,NA,NA,d,5,NA,NA,19.3,12.95,12.05,Yes
EU,Landshut,4,4,r,Landshut_4_4,12.5,NA,NA,f,4,NA,NA,12.5,20,5,No
EU,Landshut,5,15,r,Landshut_5_15,19,NA,NA,f,6,NA,NA,19,13.16,11.84,Yes
EU,Landshut,5,12,r,Landshut_5_12,11.4,NA,NA,c,6,NA,NA,11.4,21.93,3.07,No
EU,Landshut,47,14,u,Landshut_47_14,40.75,NA,NA,e,7,NA,NA,40.75,6.13,18.87,Yes
EU,Landshut,47,1,u,Landshut_47_1,27.75,NA,NA,a,7,NA,NA,27.75,9.01,15.99,Yes
EU,Landshut,48,8,u,Landshut_48_8,11.9,NA,NA,e,8,NA,NA,11.9,21.01,3.99,No
EU,Landshut,48,6,u,Landshut_48_6,11.4,NA,NA,d,8,NA,NA,11.4,21.93,3.07,No
EU,Landshut,49,19,u,Landshut_49_19,53.75,NA,NA,d,10,NA,NA,53.75,4.65,20.35,Yes
EU,Landshut,49,15,u,Landshut_49_15,20.1,NA,NA,c,10,NA,NA,20.1,12.44,12.56,Yes
EU,Landshut,50,20,u,Landshut_50_20,16,NA,NA,f,11,NA,NA,16,15.62,9.38,Yes
EU,Landshut,50,14,u,Landshut_50_14,15.4,NA,NA,c,11,NA,NA,15.4,16.23,8.77,Yes
EU,Landshut,51,14,u,Landshut_51_14,10.3,NA,NA,f,12,NA,NA,10.3,24.27,0.73,No
EU,Landshut,51,8,u,Landshut_51_8,21.7,NA,NA,c,12,NA,NA,21.7,11.52,13.48,Yes
EU,Linkoping,25,9,r,Linkoping_25_9,36.6,NA,NA,a,8,NA,NA,36.6,6.83,18.17,Yes
EU,Linkoping,25,7,r,Linkoping_25_7,18,NA,NA,g,7,NA,NA,18,13.89,11.11,Yes
EU,Linkoping,27,8,r,Linkoping_27_8,11.2,NA,NA,a,9,NA,NA,11.2,22.32,2.68,No
EU,Linkoping,27,6,r,Linkoping_27_6,2.8899999999999997,NA,28.8,g,8,b,5,28.8,8.68,16.32,Yes
EU,Linkoping,37,7,r,Linkoping_37_7,14.5,NA,NA,b,10,NA,NA,14.5,17.24,7.76,Yes
EU,Linkoping,37,6,r,Linkoping_37_6,18.3,NA,NA,a,10,NA,NA,18.3,13.66,11.34,Yes
EU,Linkoping,38,1,r,Linkoping_38_1,0,NA,20.8,f,10,h,5,20.8,12.02,12.98,Yes
EU,Linkoping,38,10,r,Linkoping_38_10,20.7,NA,NA,g,11,NA,NA,20.7,12.08,12.92,Yes
EU,Linkoping,40,1,r,Linkoping_40_1,NA,NA,44.6,NA,NA,e,6,44.6,5.61,19.39,Yes
EU,Linkoping,40,2,r,Linkoping_40_2,4.859999999999999,NA,39.4,h,11,b,6,39.4,6.35,18.65,Yes
EU,Linkoping,13,3,u,Linkoping_13_3,5.28,NA,77.4,f,3,g,2,77.4,3.23,21.77,Yes
EU,Linkoping,13,7,u,Linkoping_13_7,6.38,NA,13.8,b,4,b,3,13.8,18.12,6.88,Yes
EU,Linkoping,15,4,u,Linkoping_15_4,17.4,NA,NA,a,5,NA,NA,17.4,14.37,10.63,Yes
EU,Linkoping,15,1,u,Linkoping_15_1,10.2,NA,NA,f,4,NA,NA,10.2,24.51,0.49,No
EU,Linkoping,16,3,u,Linkoping_16_3,3.29,NA,88.2,a,6,h,3,88.2,2.83,22.17,Yes
EU,Linkoping,16,1,u,Linkoping_16_1,5.3,NA,10.1,g,5,g,3,10.1,24.75,0.25,No
EU,Linkoping,5,7,u,Linkoping_5_7,21.2,NA,NA,g,1,NA,NA,21.2,11.79,13.21,Yes
EU,Linkoping,5,6,u,Linkoping_5_6,10.5,NA,NA,f,1,NA,NA,10.5,23.81,1.19,No
EU,Linkoping,8,8,u,Linkoping_8_8,11.5,NA,NA,a,3,NA,NA,11.5,21.74,3.26,No
EU,Linkoping,8,7,u,Linkoping_8_7,9.32,NA,36.6,h,2,b,2,36.6,6.83,18.17,Yes
SAM,Loja,1,19,r,Loja_1_19,NA,13.5,NA,b,2,NA,NA,13.5,18.52,6.48,Yes
SAM,Loja,1,7,r,Loja_1_7,NA,42.8,NA,c,1,NA,NA,42.8,5.84,19.16,Yes
SAM,Loja,2,10,r,Loja_2_10,NA,20,NA,h,2,NA,NA,20,12.5,12.5,Yes
SAM,Loja,2,20,r,Loja_2_20,NA,46.8,NA,d,3,NA,NA,46.8,5.34,19.66,Yes
SAM,Loja,3,5,r,Loja_3_5,NA,15.4,NA,g,3,NA,NA,15.4,16.23,8.77,Yes
SAM,Loja,3,4,r,Loja_3_4,NA,404,NA,f,3,NA,NA,404,0.62,24.38,Yes
SAM,Loja,3,2,r,Loja_3_2,NA,97.4,NA,e,3,NA,NA,97.4,2.57,22.43,Yes
SAM,Loja,2,7,r,Loja_2_7,NA,32.2,NA,g,2,NA,NA,32.2,7.76,17.24,Yes
SAM,Loja,2,6,r,Loja_2_6,NA,28.2,NA,f,2,NA,NA,28.2,8.87,16.13,Yes
SAM,Loja,2,2,r,Loja_2_2,NA,16.2,NA,d,2,NA,NA,16.2,15.43,9.57,Yes
SAM,Loja,36,5,u,Loja_36_5,NA,38.2,NA,c,7,NA,NA,38.2,6.54,18.46,Yes
SAM,Loja,36,19,u,Loja_36_19,NA,23.6,NA,d,8,NA,NA,23.6,10.59,14.41,Yes
SAM,Loja,37,15,u,Loja_37_15,NA,22.8,NA,d,9,NA,NA,22.8,10.96,14.04,Yes
SAM,Loja,37,10,u,Loja_37_10,NA,55.8,NA,a,9,NA,NA,55.8,4.48,20.52,Yes
SAM,Loja,38,7,u,Loja_38_7,NA,15,NA,c,10,NA,NA,15,16.67,8.33,Yes
SAM,Loja,38,12,u,Loja_38_12,NA,34.8,NA,e,10,NA,NA,34.8,7.18,17.82,Yes
SAM,Loja,39,9,u,Loja_39_9,NA,11.3,NA,d,11,NA,NA,11.3,22.12,2.88,No
SAM,Loja,40,12,u,Loja_40_12,NA,25,NA,g,12,NA,NA,25,10,15,Yes
SAM,Loja,40,7,u,Loja_40_7,NA,21,NA,e,12,NA,NA,21,11.9,13.1,Yes
SAM,Loja,40,4,u,Loja_40_4,NA,10.3,NA,c,12,NA,NA,10.3,24.27,0.73,No
SAM,Medellin,37,10,r,Medellin_37_10,NA,NA,15.7,NA,NA,b,9,15.7,15.92,9.08,Yes
SAM,Medellin,36,1,r,Medellin_36_1,NA,NA,15.6,NA,NA,d,7,15.6,16.03,8.97,Yes
SAM,Medellin,36,10,r,Medellin_36_10,NA,NA,16,NA,NA,f,7,16,15.62,9.38,Yes
SAM,Medellin,36,3,r,Medellin_36_3,NA,NA,16.3,NA,NA,b,7,16.3,15.34,9.66,Yes
SAM,Medellin,37,4,r,Medellin_37_4,NA,NA,17.4,NA,NA,d,8,17.4,14.37,10.63,Yes
SAM,Medellin,37,11,r,Medellin_37_11,NA,NA,12.1,NA,NA,h,8,12.1,20.66,4.34,No
SAM,Medellin,36,12,r,Medellin_36_12,NA,NA,23,NA,NA,g,7,23,10.87,14.13,Yes
SAM,Medellin,36,9,r,Medellin_36_9,NA,NA,16,NA,NA,e,7,16,15.62,9.38,Yes
SAM,Medellin,38,3,r,Medellin_38_3,NA,NA,16.2,NA,NA,f,9,16.2,15.43,9.57,Yes
SAM,Medellin,36,16,r,Medellin_36_16,NA,NA,9.860000000000001,NA,NA,c,7,9.860000000000001,25,0,No
SAM,Medellin,4,10,u,Medellin_4_10,NA,NA,11.8,NA,NA,f,5,11.8,21.19,3.81,No
SAM,Medellin,2,8,u,Medellin_2_8,NA,NA,22.2,NA,NA,h,2,22.2,11.26,13.74,Yes
SAM,Medellin,2,9,u,Medellin_2_9,NA,NA,8.860000000000001,NA,NA,c,2,8.860000000000001,25,0,No
SAM,Medellin,2,3,u,Medellin_2_3,NA,NA,6.88,NA,NA,c,3,6.88,25,0,No
SAM,Medellin,1,8,u,Medellin_1_8,NA,NA,6.7,NA,NA,h,1,6.7,25,0,No
SAM,Medellin,1,17,u,Medellin_1_17,NA,NA,6.619999999999999,NA,NA,f,1,6.619999999999999,25,0,No
SAM,Medellin,2,19,u,Medellin_2_19,NA,NA,6,NA,NA,g,2,6,25,0,No
SAM,Medellin,3,2,u,Medellin_3_2,NA,NA,5.78,NA,NA,f,3,5.78,25,0,No
SAM,Medellin,5,2,u,Medellin_5_2,NA,NA,5.319999999999999,NA,NA,a,6,5.319999999999999,25,0,No
SAM,Medellin,4,6,u,Medellin_4_6,NA,NA,5,NA,NA,c,5,5,25,0,No
OCE,Melbourne,2,3,r,Melbourne_2_3,11.3,NA,0,c,3,g,1,11.3,22.12,2.88,No
OCE,Melbourne,6,19,r,Melbourne_6_19,33.6,NA,NA,f,5,NA,NA,33.6,7.44,17.56,Yes
OCE,Melbourne,6,11,r,Melbourne_6_11,10.6,NA,NA,f,4,NA,NA,10.6,23.58,1.42,No
OCE,Melbourne,5,11,r,Melbourne_5_11,2.9,NA,12.1,e,4,e,2,12.1,20.66,4.34,No
OCE,Melbourne,2,13,r,Melbourne_2_13,2,NA,21.6,h,2,b,2,21.6,11.57,13.43,Yes
OCE,Melbourne,2,2,r,Melbourne_2_2,13.4,NA,91,b,3,f,1,91,2.75,22.25,Yes
OCE,Melbourne,5,8,r,Melbourne_5_8,9.98,NA,2.56,f,3,d,2,9.98,25,0,No
OCE,Melbourne,6,17,r,Melbourne_6_17,9.9,NA,4.18,d,5,c,3,9.9,25,0,No
OCE,Melbourne,5,13,r,Melbourne_5_13,9.6,NA,NA,d,4,NA,NA,9.6,25,0,No
OCE,Melbourne,5,19,r,Melbourne_5_19,8.7,NA,NA,e,3,NA,NA,8.7,25,0,No
OCE,Melbourne,25,14,u,Melbourne_25_14,26.4,NA,NA,b,8,NA,NA,26.4,9.47,15.53,Yes
OCE,Melbourne,25,6,u,Melbourne_25_6,3.88,NA,10.4,a,8,b,4,10.4,24.04,0.96,No
OCE,Melbourne,29,2,u,Melbourne_29_2,12.4,NA,13.7,d,9,c,5,13.7,18.25,6.75,Yes
OCE,Melbourne,29,4,u,Melbourne_29_4,9.5,NA,23.6,h,9,d,5,23.6,10.59,14.41,Yes
OCE,Melbourne,30,5,u,Melbourne_30_5,9.360000000000001,NA,23.2,b,11,h,5,23.2,10.78,14.22,Yes
OCE,Melbourne,30,1,u,Melbourne_30_1,11.4,NA,NA,g,11,NA,NA,11.4,21.93,3.07,No
OCE,Melbourne,31,15,u,Melbourne_31_15,0,NA,26.6,h,12,h,6,26.6,9.4,15.6,Yes
OCE,Melbourne,30,6,u,Melbourne_30_6,11.9,NA,4.84,d,11,a,6,11.9,21.01,3.99,No
OCE,Melbourne,25,3,u,Melbourne_25_3,6.119999999999999,NA,24.8,c,7,a,4,24.8,10.08,14.92,Yes
OCE,Melbourne,29,14,u,Melbourne_29_14,3.9,NA,30,c,10,g,5,30,8.33,16.67,Yes
NAM,Memphis,45,12,r,Memphis_45_12,11,NA,NA,e,10,NA,NA,11,22.73,2.27,No
NAM,Memphis,47,1,r,Memphis_47_1,14,NA,NA,h,11,NA,NA,14,17.86,7.14,Yes
NAM,Memphis,45,14,r,Memphis_45_14,17,NA,NA,f,10,NA,NA,17,14.71,10.29,Yes
NAM,Memphis,43,2,r,Memphis_43_2,9.12,NA,NA,d,7,b,5,9.12,25,0,No
NAM,Memphis,43,8,r,Memphis_43_8,8.850000000000001,NA,NA,g,7,e,5,8.850000000000001,25,0,No
NAM,Memphis,44,7,r,Memphis_44_7,8.75,NA,NA,f,8,d,6,8.75,25,0,No
NAM,Memphis,44,9,r,Memphis_44_9,7.73,NA,NA,h,8,f,6,7.73,25,0,No
NAM,Memphis,44,3,r,Memphis_44_3,7.659999999999999,NA,NA,d,8,b,6,7.659999999999999,25,0,No
NAM,Memphis,43,10,r,Memphis_43_10,6.71,NA,NA,h,7,f,5,6.71,25,0,No
NAM,Memphis,43,5,r,Memphis_43_5,6.58,NA,NA,f,7,d,5,6.58,25,0,No
NAM,Memphis,1,4,u,Memphis_1_4,17.4,NA,NA,g,1,NA,NA,17.4,14.37,10.63,Yes
NAM,Memphis,1,2,u,Memphis_1_2,21.7,NA,NA,e,1,NA,NA,21.7,11.52,13.48,Yes
NAM,Memphis,2,1,u,Memphis_2_1,10.3,NA,NA,d,3,NA,NA,10.3,24.27,0.73,No
NAM,Memphis,2,20,u,Memphis_2_20,13.5,NA,NA,d,2,NA,NA,13.5,18.52,6.48,Yes
NAM,Memphis,3,10,u,Memphis_3_10,11.2,NA,NA,a,4,NA,NA,11.2,22.32,2.68,No
NAM,Memphis,4,5,u,Memphis_4_5,17.2,NA,NA,e,5,NA,NA,17.2,14.53,10.47,Yes
NAM,Memphis,4,17,u,Memphis_4_17,10.1,NA,NA,g,4,NA,NA,10.1,24.75,0.25,No
NAM,Memphis,5,14,u,Memphis_5_14,12.1,NA,NA,e,6,NA,NA,12.1,20.66,4.34,No
NAM,Memphis,5,12,u,Memphis_5_12,11.2,NA,NA,d,6,NA,NA,11.2,22.32,2.68,No
NAM,Memphis,5,18,u,Memphis_5_18,11.9,NA,NA,g,6,NA,NA,11.9,21.01,3.99,No
NAM,Mexico_City,18,9,r,Mexico_City_18_9,1.81,NA,33.4,g,7,d,4,33.4,7.49,17.51,Yes
NAM,Mexico_City,18,5,r,Mexico_City_18_5,8.53,NA,34.8,d,7,b,4,34.8,7.18,17.82,Yes
NAM,Mexico_City,20,12,r,Mexico_City_20_12,41.6,NA,NA,h,8,NA,NA,41.6,6.01,18.99,Yes
NAM,Mexico_City,20,9,r,Mexico_City_20_9,9.49,NA,28.8,d,8,h,4,28.8,8.68,16.32,Yes
NAM,Mexico_City,22,10,r,Mexico_City_22_10,15.5,NA,NA,a,10,NA,NA,15.5,16.13,8.87,Yes
NAM,Mexico_City,22,12,r,Mexico_City_22_12,10.7,NA,NA,b,10,NA,NA,10.7,23.36,1.64,No
NAM,Mexico_City,24,15,r,Mexico_City_24_15,4.42,NA,51.8,e,11,b,7,51.8,4.83,20.17,Yes
NAM,Mexico_City,24,9,r,Mexico_City_24_9,5.659999999999999,NA,16.4,b,11,h,6,16.4,15.24,9.76,Yes
NAM,Mexico_City,25,13,r,Mexico_City_25_13,1.1400000000000001,NA,17.2,c,12,h,7,17.2,14.53,10.47,Yes
NAM,Mexico_City,25,8,r,Mexico_City_25_8,8.6,NA,27,b,12,g,7,27,9.26,15.74,Yes
NAM,Mexico_City,1,12,u,Mexico_City_1_12,18.5,NA,NA,g,1,NA,NA,18.5,13.51,11.49,Yes
NAM,Mexico_City,1,2,u,Mexico_City_1_2,11.7,NA,NA,a,1,NA,NA,11.7,21.37,3.63,No
NAM,Mexico_City,2,9,u,Mexico_City_2_9,39.3,NA,NA,g,2,NA,NA,39.3,6.36,18.64,Yes
NAM,Mexico_City,2,5,u,Mexico_City_2_5,18.1,NA,NA,e,2,NA,NA,18.1,13.81,11.19,Yes
NAM,Mexico_City,28,16,u,Mexico_City_28_16,11.3,NA,NA,d,5,NA,NA,11.3,22.12,2.88,No
NAM,Mexico_City,28,6,u,Mexico_City_28_6,4.430000000000001,NA,29.6,a,5,g,2,29.6,8.45,16.55,Yes
NAM,Mexico_City,3,5,u,Mexico_City_3_5,1.83,NA,11.6,e,3,e,1,11.6,21.55,3.45,No
NAM,Mexico_City,3,14,u,Mexico_City_3_14,8.8,NA,15.2,e,4,d,2,15.2,16.45,8.55,Yes
NAM,Mexico_City,30,11,u,Mexico_City_30_11,2.2600000000000002,NA,25,e,6,d,3,25,10,15,Yes
NAM,Mexico_City,30,16,u,Mexico_City_30_16,11.9,NA,NA,h,6,NA,NA,11.9,21.01,3.99,No
EU,Munich,1,5,r,Munich_1_5,11.5,NA,NA,g,1,NA,NA,11.5,21.74,3.26,No
EU,Munich,1,4,r,Munich_1_4,27.8,NA,NA,h,1,NA,NA,27.8,8.99,16.01,Yes
EU,Munich,2,9,r,Munich_2_9,10.7,NA,NA,g,2,NA,NA,10.7,23.36,1.64,No
EU,Munich,2,5,r,Munich_2_5,30.7,NA,NA,c,3,NA,NA,30.7,8.14,16.86,Yes
EU,Munich,3,4,r,Munich_3_4,10.9,NA,NA,d,4,NA,NA,10.9,22.94,2.06,No
EU,Munich,3,14,r,Munich_3_14,14.2,NA,NA,h,3,NA,NA,14.2,17.61,7.39,Yes
EU,Munich,4,18,r,Munich_4_18,11.7,NA,NA,g,4,NA,NA,11.7,21.37,3.63,No
EU,Munich,4,6,r,Munich_4_6,14.5,NA,NA,e,5,NA,NA,14.5,17.24,7.76,Yes
EU,Munich,5,11,r,Munich_5_11,21.2,NA,NA,f,6,NA,NA,21.2,11.79,13.21,Yes
EU,Munich,5,1,r,Munich_5_1,10.1,NA,NA,h,6,NA,NA,10.1,24.75,0.25,No
EU,Munich,47,6,u,Munich_47_6,14.9,NA,NA,a,8,NA,NA,14.9,16.78,8.22,Yes
EU,Munich,47,10,u,Munich_47_10,27.6,NA,NA,g,7,NA,NA,27.6,9.06,15.94,Yes
EU,Munich,48,19,u,Munich_48_19,19.4,NA,NA,d,8,NA,NA,19.4,12.89,12.11,Yes
EU,Munich,48,12,u,Munich_48_12,37,NA,NA,h,8,NA,NA,37,6.76,18.24,Yes
EU,Munich,50,13,u,Munich_50_13,23.3,NA,NA,b,11,NA,NA,23.3,10.73,14.27,Yes
EU,Munich,50,15,u,Munich_50_15,12.4,NA,NA,h,10,NA,NA,12.4,20.16,4.84,No
EU,Munich,51,13,u,Munich_51_13,11.1,NA,NA,b,12,NA,NA,11.1,22.52,2.48,No
EU,Munich,51,8,u,Munich_51_8,59.2,NA,NA,e,12,NA,NA,59.2,4.22,20.78,Yes
EU,Munich,48,8,u,Munich_48_8,11.2,NA,NA,a,9,NA,NA,11.2,22.32,2.68,No
EU,Munich,51,16,u,Munich_51_16,13.5,NA,NA,h,11,NA,NA,13.5,18.52,6.48,Yes
EU,Paris,11,9,r,Paris_11_9,3.5,NA,15.4,e,11,h,5,15.4,16.23,8.77,Yes
EU,Paris,11,6,r,Paris_11_6,18.6,NA,NA,g,11,NA,NA,18.6,13.44,11.56,Yes
EU,Paris,13,3,r,Paris_13_3,17,NA,NA,d,10,NA,NA,17,14.71,10.29,Yes
EU,Paris,13,13,r,Paris_13_13,0,NA,20.4,f,9,b,5,20.4,12.25,12.75,Yes
EU,Paris,15,13,r,Paris_15_13,10.4,NA,NA,g,12,NA,NA,10.4,24.04,0.96,No
EU,Paris,15,14,r,Paris_15_14,18.9,NA,NA,h,12,NA,NA,18.9,13.23,11.77,Yes
EU,Paris,6,1,r,Paris_6_1,3.68,NA,34.4,a,7,a,3,34.4,7.27,17.73,Yes
EU,Paris,6,4,r,Paris_6_4,13.7,NA,NA,f,7,NA,NA,13.7,18.25,6.75,Yes
EU,Paris,8,8,r,Paris_8_8,1.55,NA,18.5,f,8,c,4,18.5,13.51,11.49,Yes
EU,Paris,8,10,r,Paris_8_10,16.5,NA,NA,h,8,NA,NA,16.5,15.15,9.85,Yes
EU,Paris,2,9,u,Paris_2_9,8.139999999999999,NA,340,e,1,c,1,340,0.74,24.26,Yes
EU,Paris,2,2,u,Paris_2_2,15.9,NA,NA,b,1,NA,NA,15.9,15.72,9.28,Yes
EU,Paris,23,19,u,Paris_23_19,NA,NA,52.8,NA,NA,a,2,52.8,4.73,20.27,Yes
EU,Paris,23,13,u,Paris_23_13,4.109999999999999,NA,17.3,e,4,d,2,17.3,14.45,10.55,Yes
EU,Paris,25,13,u,Paris_25_13,15.8,NA,NA,c,5,NA,NA,15.8,15.82,9.18,Yes
EU,Paris,25,2,u,Paris_25_2,10.3,NA,NA,g,5,NA,NA,10.3,24.27,0.73,No
EU,Paris,3,9,u,Paris_3_9,20.2,NA,NA,f,2,NA,NA,20.2,12.38,12.62,Yes
EU,Paris,3,3,u,Paris_3_3,10.5,NA,NA,c,3,NA,NA,10.5,23.81,1.19,No
EU,Paris,39,15,u,Paris_39_15,10.6,NA,NA,d,6,NA,NA,10.6,23.58,1.42,No
EU,Paris,39,5,u,Paris_39_5,12.2,NA,NA,g,6,NA,NA,12.2,20.49,4.51,No
SAM,Quito,1,12,r,Quito_1_12,NA,NA,11.6,NA,NA,e,7,11.6,21.55,3.45,No
SAM,Quito,1,18,r,Quito_1_18,NA,NA,23.2,NA,NA,d,7,23.2,10.78,14.22,Yes
SAM,Quito,2,17,r,Quito_2_17,NA,NA,11.9,NA,NA,a,8,11.9,21.01,3.99,No
SAM,Quito,2,19,r,Quito_2_19,NA,NA,22.2,NA,NA,h,7,22.2,11.26,13.74,Yes
SAM,Quito,3,2,r,Quito_3_2,NA,NA,93.6,NA,NA,d,8,93.6,2.67,22.33,Yes
SAM,Quito,3,19,r,Quito_3_19,NA,NA,10.8,NA,NA,c,8,10.8,23.15,1.85,No
SAM,Quito,4,2,r,Quito_4_2,NA,NA,18.6,NA,NA,c,9,18.6,13.44,11.56,Yes
SAM,Quito,4,8,r,Quito_4_8,NA,NA,10.7,NA,NA,b,9,10.7,23.36,1.64,No
SAM,Quito,6,15,r,Quito_6_15,NA,NA,26,NA,NA,g,9,26,9.62,15.38,Yes
SAM,Quito,3,15,r,Quito_3_15,NA,NA,89.4,NA,NA,e,8,89.4,2.8,22.2,Yes
SAM,Quito,36,12,u,Quito_36_12,NA,NA,11.9,NA,NA,c,10,11.9,21.01,3.99,No
SAM,Quito,37,14,u,Quito_37_14,NA,NA,18.5,NA,NA,h,10,18.5,13.51,11.49,Yes
SAM,Quito,36,15,u,Quito_36_15,NA,NA,10.1,NA,NA,e,10,10.1,24.75,0.25,No
SAM,Quito,37,2,u,Quito_37_2,NA,NA,17.8,NA,NA,g,10,17.8,14.04,10.96,Yes
SAM,Quito,37,7,u,Quito_37_7,NA,NA,22.8,NA,NA,f,10,22.8,10.96,14.04,Yes
SAM,Quito,40,2,u,Quito_40_2,NA,NA,15.2,NA,NA,g,12,15.2,16.45,8.55,Yes
SAM,Quito,36,13,u,Quito_36_13,NA,NA,15.8,NA,NA,b,10,15.8,15.82,9.18,Yes
SAM,Quito,40,5,u,Quito_40_5,NA,NA,10.4,NA,NA,f,12,10.4,24.04,0.96,No
SAM,Quito,39,17,u,Quito_39_17,NA,NA,9.44,NA,NA,b,12,9.44,25,0,No
SAM,Quito,39,6,u,Quito_39_6,NA,NA,7.859999999999999,NA,NA,c,12,7.859999999999999,25,0,No
ASI,Tehran,27,10,r,Tehran_27_10,35,NA,NA,h,11,NA,NA,35,7.14,17.86,Yes
ASI,Tehran,27,2,r,Tehran_27_2,22,NA,NA,e,12,NA,NA,22,11.36,13.64,Yes
ASI,Tehran,28,6,r,Tehran_28_6,28.4,NA,NA,d,11,NA,NA,28.4,8.8,16.2,Yes
ASI,Tehran,28,10,r,Tehran_28_10,19.9,NA,NA,g,11,NA,NA,19.9,12.56,12.44,Yes
ASI,Tehran,35,5,r,Tehran_35_5,11,NA,NA,c,8,NA,NA,11,22.73,2.27,No
