City,Population,Plant,Transect,Latitude,Longitude,Distance,Tissue,Plate,Notes,Qubit_conc,260_280,nanodrop_conc,HCN_Result,Locus.Li,Locus.Ac,Habitat
Toronto,97,12,C,43.957231,-78.997517,45.43933214,Leaf,4,NA,4.38,1.513,149.91,0,0,NA,Rural
Toronto,97,13,C,43.957231,-78.997517,45.43933214,Leaf,4,NA,18.9,1.509,266.622,1,1,NA,Rural
Toronto,97,14,C,43.957231,-78.997517,45.43933214,Leaf/Petiole,4,NA,22.2,1.755,163.072,1,1,NA,Rural
Toronto,97,15,C,43.957231,-78.997517,45.43933214,Leaf,4,NA,9.3,1.778,199.889,0,0,NA,Rural
Toronto,97,16,C,43.957231,-78.997517,45.43933214,Leaf,4,NA,8.28,1.671,145.41,0,0,NA,Rural
Toronto,97,17,C,43.957231,-78.997517,45.43933214,Leaf,4,NA,5.5,1.712,98.862,0,0,NA,Rural
Toronto,97,18,C,43.957231,-78.997517,45.43933214,Leaf,4,NA,11.8,1.588,248.539,1,1,NA,Rural
Toronto,97,19,C,43.957231,-78.997517,45.43933214,Leaf,4,NA,8.4,1.538,246.54,1,1,NA,Rural
Toronto,97,20,C,43.957231,-78.997517,45.43933214,Leaf/Petiole,4,NA,10.3,1.873,144.87,0,1,NA,Rural
Toronto,98,1,C,43.96003555,-79.00767202,45.13457307,Petiole,4,NA,22.8,1.506,42.443,0,NA,0,Rural
Toronto,98,2,C,43.96003555,-79.00767202,45.13457307,NA,NA,No tube,NA,NA,NA,0,NA,1,Rural
Toronto,98,3,C,43.96003555,-79.00767202,45.13457307,Leaf,4,NA,6.62,1.716,154.556,1,NA,1,Rural
Toronto,98,4,C,43.96003555,-79.00767202,45.13457307,Leaf,4,NA,6.62,1.834,156.243,1,NA,1,Rural
Toronto,98,5,C,43.96003555,-79.00767202,45.13457307,Petiole,4,NA,9.96,1.795,120.808,0,NA,0,Rural
Toronto,98,6,C,43.96003555,-79.00767202,45.13457307,Leaf,4,NA,4.46,1.532,104.792,1,NA,1,Rural
Toronto,98,7,C,43.96003555,-79.00767202,45.13457307,Leaf/Petiole,4,NA,5.1,1.665,74.061,1,NA,1,Rural
Toronto,98,8,C,43.96003555,-79.00767202,45.13457307,NA,NA,No tube,NA,NA,NA,1,NA,1,Rural
Toronto,98,9,C,43.96003555,-79.00767202,45.13457307,NA,NA,No tube,NA,NA,NA,1,NA,1,Rural
Toronto,98,10,C,43.96003555,-79.00767202,45.13457307,Stolon,4,NA,13.1,1.878,134.765,0,NA,0,Rural
Toronto,98,11,C,43.96003555,-79.00767202,45.13457307,Leaf,4,NA,8.54,1.398,227.434,1,NA,1,Rural
Toronto,98,12,C,43.96003555,-79.00767202,45.13457307,Leaf,4,NA,3.86,1.646,163.658,1,NA,1,Rural
Toronto,98,13,C,43.96003555,-79.00767202,45.13457307,NA,NA,No tube,NA,NA,NA,1,NA,1,Rural
Toronto,98,14,C,43.96003555,-79.00767202,45.13457307,Leaf,4,NA,4.18,1.677,96.931,1,NA,1,Rural
Toronto,98,15,C,43.96003555,-79.00767202,45.13457307,Leaf,4,NA,27.4,1.812,339.986,1,NA,1,Rural
Toronto,98,16,C,43.96003555,-79.00767202,45.13457307,Leaf,4,NA,4.54,1.875,102.004,1,NA,1,Rural
Toronto,98,17,C,43.96003555,-79.00767202,45.13457307,NA,NA,No Tube,NA,NA,NA,1,NA,1,Rural
Toronto,98,18,C,43.96003555,-79.00767202,45.13457307,Leaf,4,NA,5,1.882,113.053,1,NA,1,Rural
Toronto,98,19,C,43.96003555,-79.00767202,45.13457307,Leaf,4,NA,4.18,1.92,131.151,1,NA,1,Rural
Toronto,98,20,C,43.96003555,-79.00767202,45.13457307,NA,NA,No Tube,NA,NA,NA,1,NA,1,Rural
Toronto,99,1,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,14.6,1.868,226.307,1,1,NA,Rural
Toronto,99,2,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,3.98,1.997,284.412,0,0,NA,Rural
Toronto,99,3,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,3.92,1.967,140.738,1,1,NA,Rural
Toronto,99,4,C,43.9394414,-79.01742952,42.88193481,Leaf/Stolon,4,NA,20.8,2.011,383.768,1,1,NA,Rural
Toronto,99,5,C,43.9394414,-79.01742952,42.88193481,Leaf/Petiole,4,NA,13.4,1.62,262.339,1,1,NA,Rural
Toronto,99,6,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,30.4,1.851,453.287,1,1,NA,Rural
Toronto,99,7,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,16.6,1.805,205.753,1,1,NA,Rural
Toronto,99,8,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,4.92,1.785,131.952,1,1,NA,Rural
Toronto,99,9,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,6.64,2.09,265.418,1,1,NA,Rural
Toronto,99,10,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,4.34,2.066,158.232,1,1,NA,Rural
Toronto,99,11,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,4.26,2.092,59.863,1,1,NA,Rural
Toronto,99,12,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,6.98,1.856,324.183,1,1,NA,Rural
Toronto,99,13,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,6.6,2.037,161.43,1,1,NA,Rural
Toronto,99,14,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,9.28,1.891,116.488,1,1,NA,Rural
Toronto,99,15,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,8.44,1.718,865.385,1,1,NA,Rural
Toronto,99,16,C,43.9394414,-79.01742952,42.88193481,Petiole,4,NA,4.78,1.815,254.349,1,1,NA,Rural
Toronto,99,17,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,22,1.839,653.735,1,1,NA,Rural
Toronto,99,18,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,6.22,1.542,167.775,0,0,NA,Rural
Toronto,99,19,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,9.36,1.944,282.912,1,1,NA,Rural
Toronto,99,20,C,43.9394414,-79.01742952,42.88193481,NA,NA,No Tube,NA,NA,NA,NA,NA,NA,Rural
Toronto,100,1,C,43.93221747,-79.03384622,41.41922356,Leaf/Petiole,4,NA,16.6,1.814,119.474,0,NA,0,Rural
Toronto,100,2,C,43.93221747,-79.03384622,41.41922356,Leaf,4,NA,8.52,1.804,92.242,0,NA,1,Rural
Toronto,100,3,C,43.93221747,-79.03384622,41.41922356,Petiole,4,NA,12.4,1.881,141.391,0,NA,0,Rural
Toronto,100,4,C,43.93221747,-79.03384622,41.41922356,Leaf,4,NA,12.3,1.685,184.736,0,NA,1,Rural
Toronto,100,5,C,43.93221747,-79.03384622,41.41922356,Leaf,4,NA,12.9,1.748,162.896,1,NA,1,Rural
Toronto,100,6,C,43.93221747,-79.03384622,41.41922356,Petiole/Stolon,4,NA,19.3,1.945,271.961,0,NA,0,Rural
Toronto,100,7,C,43.93221747,-79.03384622,41.41922356,Petiole,4,NA,6.16,1.823,101.661,0,NA,1,Rural
Toronto,100,8,C,43.93221747,-79.03384622,41.41922356,Leaf,4,NA,23.4,1.924,310.835,1,NA,1,Rural
Toronto,100,9,C,43.93221747,-79.03384622,41.41922356,Leaf,4,NA,19.6,1.881,310.138,0,NA,1,Rural
Toronto,100,10,C,43.93221747,-79.03384622,41.41922356,Infl,4,NA,24.4,1.968,309.645,0,NA,1,Rural
Toronto,100,11,C,43.93221747,-79.03384622,41.41922356,Petiole/Stolon,4,NA,15.7,1.877,146.973,0,NA,1,Rural
Toronto,100,12,C,43.93221747,-79.03384622,41.41922356,Leaf/Petiole,4,NA,2.98,1.925,80.042,0,NA,1,Rural
Toronto,100,13,C,43.93221747,-79.03384622,41.41922356,Leaf,4,NA,14.1,1.976,264.898,0,NA,1,Rural
Toronto,100,14,C,43.93221747,-79.03384622,41.41922356,Leaf,4,NA,10.5,2.034,192.001,1,NA,1,Rural
Toronto,100,15,C,43.93221747,-79.03384622,41.41922356,Leaf,4,NA,22.6,1.923,193.473,1,NA,1,Rural
Toronto,100,16,C,43.93221747,-79.03384622,41.41922356,Leaf,4,NA,24,1.995,265.032,1,NA,1,Rural
Toronto,100,17,C,43.93221747,-79.03384622,41.41922356,Leaf/Petiole,4,NA,7.38,1.928,108.166,0,NA,0,Rural
Toronto,100,18,C,43.93221747,-79.03384622,41.41922356,Leaf,4,NA,8.48,1.98,189.055,1,NA,1,Rural
Toronto,100,19,C,43.93221747,-79.03384622,41.41922356,Petiole,4,NA,6.76,1.914,86.325,0,NA,1,Rural
Toronto,100,20,C,43.93221747,-79.03384622,41.41922356,Petiole,4,NA,6.04,1.94,128.402,0,NA,1,Rural
Toronto,101,1,C,43.93092424,-79.05568178,40.17538074,Leaf,4,NA,9.42,1.993,168.427,0,0,NA,Rural
Toronto,101,2,C,43.93092424,-79.05568178,40.17538074,Petiole,4,NA,7.58,1.929,112.226,0,0,NA,Rural
Toronto,101,3,C,43.93092424,-79.05568178,40.17538074,Leaf,4,NA,12.6,1.894,213.575,0,0,NA,Rural
Toronto,101,4,C,43.93092424,-79.05568178,40.17538074,Petiole/Stolon,4,NA,21.2,2.023,298.337,0,0,NA,Rural
Toronto,101,5,C,43.93092424,-79.05568178,40.17538074,Leaf,4,NA,8.06,1.854,236.441,1,1,NA,Rural
Toronto,101,6,C,43.93092424,-79.05568178,40.17538074,Leaf,4,NA,6.56,1.982,212.715,0,0,NA,Rural
Toronto,101,7,C,43.93092424,-79.05568178,40.17538074,Petiole/Stolon,4,NA,21.4,1.999,258.53,0,0,NA,Rural
Toronto,101,8,C,43.93092424,-79.05568178,40.17538074,Leaf,4,NA,7.94,1.955,147.072,1,1,NA,Rural
Toronto,101,9,C,43.93092424,-79.05568178,40.17538074,Leaf,4,NA,6.86,1.974,147.974,0,0,NA,Rural
Toronto,101,10,C,43.93092424,-79.05568178,40.17538074,Leaf,4,NA,12.3,1.578,163.736,0,0,NA,Rural
Toronto,101,11,C,43.93092424,-79.05568178,40.17538074,Petiole/Stolon,4,NA,12,1.953,136.395,0,0,NA,Rural
Toronto,101,12,C,43.93092424,-79.05568178,40.17538074,Petiole/Stolon,4,NA,41.2,2.033,343.184,0,0,NA,Rural
Toronto,101,13,C,43.93092424,-79.05568178,40.17538074,Leaf/Stolon,4,NA,14.8,1.992,194.132,0,1,NA,Rural
Toronto,101,14,C,43.93092424,-79.05568178,40.17538074,Petiole/Stolon,4,NA,13.1,2.004,170.047,0,0,NA,Rural
Toronto,101,15,C,43.93092424,-79.05568178,40.17538074,Leaf/Petiole/Stolon,4,NA,28.8,2.044,404.548,0,0,NA,Rural
Toronto,101,16,C,43.93092424,-79.05568178,40.17538074,Petiole/Stolon,4,NA,11.6,2.071,191.951,0,1,NA,Rural
Toronto,101,17,C,43.93092424,-79.05568178,40.17538074,Leaf/Petiole,4,NA,15.8,2.042,159.648,0,1,NA,Rural
Toronto,101,18,C,43.93092424,-79.05568178,40.17538074,Leaf,4,NA,14.6,1.646,196.665,0,0,NA,Rural
Toronto,101,19,C,43.93092424,-79.05568178,40.17538074,Petiole/Stolon,4,NA,12.6,1.957,133.959,0,1,NA,Rural
Toronto,101,20,C,43.93092424,-79.05568178,40.17538074,Petiole/Stolon,4,NA,11.9,1.975,155.644,0,1,NA,Rural
Toronto,6,1,A,43.98568084,-79.51690128,38.251262,Leaf/Petiole,5,NA,3.56,1.528,32.983,0,NA,1,Rural
Toronto,6,2,A,43.98568084,-79.51690128,38.251262,Leaf,5,NA,32,1.307,48.952,0,NA,0,Rural
Toronto,6,3,A,43.98568084,-79.51690128,38.251262,Leaf/Petiole/Inf,5,NA,34.6,0.44,57.194,0,NA,1,Rural
Toronto,6,4,A,43.98568084,-79.51690128,38.251262,Leaf,5,NA,21.6,1.702,48.648,1,NA,1,Rural
Toronto,6,5,A,43.98568084,-79.51690128,38.251262,Leaf,5,NA,62.4,1.891,134.309,1,NA,1,Rural
Toronto,6,6,A,43.98568084,-79.51690128,38.251262,Leaf/Petiole,5,NA,27.8,1.48,65.097,1,NA,1,Rural
Toronto,6,7,A,43.98568084,-79.51690128,38.251262,Petiole/Stolon,5,NA,6.3,1.708,22.592,0,NA,0,Rural
Toronto,6,8,A,43.98568084,-79.51690128,38.251262,Leaf/Petiole,5,NA,27,1.811,35.982,1,NA,1,Rural
Toronto,6,9,A,43.98568084,-79.51690128,38.251262,Petiole/Stolon,5,NA,45.8,1.905,79.496,0,NA,1,Rural
Toronto,6,10,A,43.98568084,-79.51690128,38.251262,Leaf/Petiole,5,NA,59,1.87,120.362,1,NA,1,Rural
Toronto,6,11,A,43.98568084,-79.51690128,38.251262,Petiole/Infl,5,NA,5.38,1.853,33.925,0,NA,0,Rural
Toronto,6,12,A,43.98568084,-79.51690128,38.251262,Leaf/Petiole,5,NA,64.6,1.806,82.697,1,NA,1,Rural
Toronto,6,13,A,43.98568084,-79.51690128,38.251262,Leaf,5,NA,19.9,1.678,55.966,0,NA,1,Rural
Toronto,6,14,A,43.98568084,-79.51690128,38.251262,Leaf,5,NA,19.4,1.685,51.134,0,NA,1,Rural
Toronto,6,15,A,43.98568084,-79.51690128,38.251262,Leaf/Petiole,5,NA,12.4,1.526,74.279,0,NA,0,Rural
Toronto,6,16,A,43.98568084,-79.51690128,38.251262,Leaf/Petiole,5,NA,31.6,1.52,103.194,0,NA,1,Rural
Toronto,6,17,A,43.98568084,-79.51690128,38.251262,Leaf,5,NA,20.6,1.775,57.737,0,NA,0,Rural
Toronto,6,18,A,43.98568084,-79.51690128,38.251262,Leaf,5,NA,44.4,1.835,147.932,1,NA,1,Rural
Toronto,6,19,A,43.98568084,-79.51690128,38.251262,Leaf/Petiole/Stolon,5,NA,50.8,1.896,121.628,0,NA,1,Rural
Toronto,6,20,A,43.98568084,-79.51690128,38.251262,Petiole/Infl,5,NA,11.1,1.769,81.827,0,NA,1,Rural
Toronto,7,1,A,43.9776803,-79.51558202,37.36913974,Leaf,5,NA,10.6,1.757,59.656,1,1,NA,Rural
Toronto,7,2,A,43.9776803,-79.51558202,37.36913974,Petiole/Infl,5,NA,7.24,1.9,60.947,0,0,NA,Rural
Toronto,7,3,A,43.9776803,-79.51558202,37.36913974,Leaf,5,NA,28,1.613,155.532,1,1,NA,Rural
Toronto,7,4,A,43.9776803,-79.51558202,37.36913974,Leaf,5,NA,31,1.76,77.94,1,1,NA,Rural
Toronto,7,5,A,43.9776803,-79.51558202,37.36913974,Petiole/Stolon,5,NA,19.5,1.814,43.033,0,0,NA,Rural
Toronto,7,6,A,43.9776803,-79.51558202,37.36913974,Leaf,5,NA,24.4,1.637,77.817,1,1,NA,Rural
Toronto,7,7,A,43.9776803,-79.51558202,37.36913974,Leaf,5,NA,25.8,1.774,86.264,1,1,NA,Rural
Toronto,7,8,A,43.9776803,-79.51558202,37.36913974,Leaf,5,NA,18.8,1.962,49.277,1,1,NA,Rural
Toronto,7,9,A,43.9776803,-79.51558202,37.36913974,Infl,5,NA,0,1.941,23.278,0,1,NA,Rural
Toronto,7,10,A,43.9776803,-79.51558202,37.36913974,Leaf,5,NA,52.2,1.827,126.665,1,1,NA,Rural
Toronto,7,11,A,43.9776803,-79.51558202,37.36913974,Leaf/Petiole/Stolon,5,NA,14,1.728,94.168,0,1,NA,Rural
Toronto,7,12,A,43.9776803,-79.51558202,37.36913974,Petiole/Stolon,5,NA,3.64,1.656,32.212,0,0,NA,Rural
Toronto,7,13,A,43.9776803,-79.51558202,37.36913974,Leaf/Petiole,5,NA,34.2,1.952,102.523,1,1,NA,Rural
Toronto,7,14,A,43.9776803,-79.51558202,37.36913974,Leaf/Petiole,5,NA,63.4,1.751,470.016,NA,NA,NA,Rural
Toronto,7,15,A,43.9776803,-79.51558202,37.36913974,Petiole/Stolon,5,NA,39,1.691,124.572,0,1,NA,Rural
Toronto,7,16,A,43.9776803,-79.51558202,37.36913974,Leaf/Petiole,5,NA,28.2,1.756,94.234,1,1,NA,Rural
Toronto,7,17,A,43.9776803,-79.51558202,37.36913974,Infl,5,NA,0,1.857,19.135,0,1,NA,Rural
Toronto,7,18,A,43.9776803,-79.51558202,37.36913974,Leaf,5,NA,35.2,1.808,102.406,1,1,NA,Rural
Toronto,7,19,A,43.9776803,-79.51558202,37.36913974,Petiole/Stolon,5,NA,20.8,1.808,72.121,0,1,NA,Rural
Toronto,7,20,A,43.9776803,-79.51558202,37.36913974,Leaf/Petiole/Stolon,5,NA,21.4,1.742,76.655,1,1,NA,Rural
Toronto,21,1,A,43.85038448,-79.48520713,23.18850033,Leaf,5,NA,4.5,1.893,193.459,1,1,NA,Suburban
Toronto,21,2,A,43.85038448,-79.48520713,23.18850033,Leaf/Inf,5,NA,26.2,2.046,265.507,0,1,NA,Suburban
Toronto,21,3,A,43.85038448,-79.48520713,23.18850033,Leaf,5,NA,4.64,1.381,139.561,0,0,NA,Suburban
Toronto,21,4,A,43.85038448,-79.48520713,23.18850033,Petiole/Stolon,5,NA,7.88,1.704,31.028,0,0,NA,Suburban
Toronto,21,5,A,43.85038448,-79.48520713,23.18850033,Leaf/Petiole/Inf,5,NA,0,1.477,36.716,0,1,NA,Suburban
Toronto,21,6,A,43.85038448,-79.48520713,23.18850033,Petiole/Stolon,5,NA,7.28,1.732,30.059,0,1,NA,Suburban
Toronto,21,7,A,43.85038448,-79.48520713,23.18850033,Petiole/Stolon,5,NA,5.76,1.733,31.762,0,0,NA,Suburban
Toronto,21,8,A,43.85038448,-79.48520713,23.18850033,Petiole/Stolon,5,NA,0,1.753,15.372,0,0,NA,Suburban
Toronto,21,9,A,43.85038448,-79.48520713,23.18850033,Petiole/Stolon,5,NA,2.48,1.932,15.988,0,1,NA,Suburban
Toronto,21,10,A,43.85038448,-79.48520713,23.18850033,Petiole/Infl,5,NA,12.3,1.693,81.735,0,0,NA,Suburban
Toronto,21,11,A,43.85038448,-79.48520713,23.18850033,Petiole,5,NA,3.88,1.386,21.503,0,0,NA,Suburban
Toronto,21,12,A,43.85038448,-79.48520713,23.18850033,Petiole/Stolon,5,NA,5.8,1.556,35.35,0,0,NA,Suburban
Toronto,21,13,A,43.85038448,-79.48520713,23.18850033,Leaf/Petiole,5,NA,6.58,1.452,68.041,0,0,NA,Suburban
Toronto,21,14,A,43.85038448,-79.48520713,23.18850033,Leaf/Petiole/Stolon,5,NA,4.38,1.599,33.046,0,0,NA,Suburban
Toronto,21,15,A,43.85038448,-79.48520713,23.18850033,Leaf/Petiole,5,NA,3.6,1.428,59.952,0,0,NA,Suburban
Toronto,21,16,A,43.85038448,-79.48520713,23.18850033,Leaf,5,NA,0,1.333,3.091,1,1,NA,Suburban
Toronto,21,17,A,43.85038448,-79.48520713,23.18850033,Petiole/Stolon,5,NA,15.5,1.618,58.517,0,0,NA,Suburban
Toronto,21,18,A,43.85038448,-79.48520713,23.18850033,Leaf/Petiole,5,NA,19.5,1.599,85.181,0,0,NA,Suburban
Toronto,21,19,A,43.85038448,-79.48520713,23.18850033,Leaf,5,NA,65.6,1.76,209.616,1,1,NA,Suburban
Toronto,21,20,A,43.85038448,-79.48520713,23.18850033,Leaf,5,NA,6.72,1.585,48.923,1,1,NA,Suburban
Toronto,22,1,A,43.83598273,-79.48183193,21.60093823,Petiole/Stolon,5,NA,3.34,1.519,17.685,0,NA,1,Suburban
Toronto,22,2,A,43.83598273,-79.48183193,21.60093823,Petiole/Infl,5,NA,0,1.793,16.341,0,NA,1,Suburban
Toronto,22,3,A,43.83598273,-79.48183193,21.60093823,Leaf/Petiole,5,NA,0,1.539,21.84,0,NA,1,Suburban
Toronto,22,4,A,43.83598273,-79.48183193,21.60093823,Leaf/Petiole,5,NA,0,1.61,25.352,0,NA,1,Suburban
Toronto,22,5,A,43.83598273,-79.48183193,21.60093823,Petiole/Stolon,5,NA,0,1.641,7.435,0,NA,1,Suburban
Toronto,22,6,A,43.83598273,-79.48183193,21.60093823,Petiole/Infl,5,NA,19.7,1.826,87.287,0,NA,1,Suburban
Toronto,22,7,A,43.83598273,-79.48183193,21.60093823,Leaf/Petiole/Stolon,5,NA,16,1.648,62.632,0,NA,0,Suburban
Toronto,22,8,A,43.83598273,-79.48183193,21.60093823,Petiole,5,NA,4.8,1.723,20.427,0,NA,1,Suburban
Toronto,22,9,A,43.83598273,-79.48183193,21.60093823,Petiole/Stolon,5,NA,5.74,1.733,30.653,0,NA,1,Suburban
Toronto,22,10,A,43.83598273,-79.48183193,21.60093823,Petiole/Stolon,5,NA,0,1.7,14.083,0,NA,1,Suburban
Toronto,22,11,A,43.83598273,-79.48183193,21.60093823,Leaf,5,NA,6.6,1.651,77.233,1,NA,1,Suburban
Toronto,22,12,A,43.83598273,-79.48183193,21.60093823,Petiole/Stolon,5,NA,9,1.478,47.473,0,NA,1,Suburban
Toronto,22,13,A,43.83598273,-79.48183193,21.60093823,Leaf/Petiole,5,NA,4.82,1.641,44.662,1,NA,1,Suburban
Toronto,22,14,A,43.83598273,-79.48183193,21.60093823,Leaf/Petiole/Inf,5,NA,22.4,1.492,138.85,0,NA,0,Suburban
Toronto,22,15,A,43.83598273,-79.48183193,21.60093823,Leaf/Inf,5,NA,24.4,1.745,112.816,0,NA,1,Suburban
Toronto,22,16,A,43.83598273,-79.48183193,21.60093823,Leaf/Inf,5,NA,0,1.791,34.589,0,NA,0,Suburban
Toronto,22,17,A,43.83598273,-79.48183193,21.60093823,Leaf,5,NA,4.06,1.621,39.074,1,NA,1,Suburban
Toronto,22,18,A,43.83598273,-79.48183193,21.60093823,Leaf,5,NA,10.6,1.751,46.028,0,NA,1,Suburban
Toronto,22,19,A,43.83598273,-79.48183193,21.60093823,Leaf/Petiole,5,NA,0,1.659,18.045,0,NA,1,Suburban
Toronto,22,20,A,43.83598273,-79.48183193,21.60093823,Petiole/Stolon,5,NA,9.68,1.4,90.551,0,NA,0,Suburban
Toronto,23,1,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,5,NA,3.68,1.602,41.888,0,0,NA,Suburban
Toronto,23,2,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,5,NA,0,1.804,29.526,0,0,NA,Suburban
Toronto,23,3,A,43.82418131,-79.47900514,20.3023865,Leaf,5,NA,4.7,1.7,60.174,1,1,NA,Suburban
Toronto,23,4,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,5,NA,17.2,1.777,91.727,0,0,NA,Suburban
Toronto,23,5,A,43.82418131,-79.47900514,20.3023865,Leaf,5,NA,5.54,1.682,67.595,1,1,NA,Suburban
Toronto,23,6,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,5,NA,25.2,1.771,129.834,0,0,NA,Suburban
Toronto,23,7,A,43.82418131,-79.47900514,20.3023865,Leaf/Petiole,5,NA,14,1.757,83.953,1,1,NA,Suburban
Toronto,23,8,A,43.82418131,-79.47900514,20.3023865,Leaf/Petiole,5,NA,29.4,1.551,174.021,1,1,NA,Suburban
Toronto,23,9,A,43.82418131,-79.47900514,20.3023865,Leaf/Petiole/Stolon,5,NA,13.9,1.571,59.383,1,1,NA,Suburban
Toronto,23,10,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,5,NA,0,1.733,14.878,0,0,NA,Suburban
Toronto,23,11,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,5,NA,0,1.696,28.666,0,1,NA,Suburban
Toronto,23,12,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,5,NA,25.8,1.342,238.722,1,1,NA,Suburban
Toronto,23,13,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,5,NA,23,1.259,216.42,0,1,NA,Suburban
Toronto,23,14,A,43.82418131,-79.47900514,20.3023865,Petiole/Infl,5,NA,9.74,1.741,78.607,0,1,NA,Suburban
Toronto,23,15,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,5,NA,23.6,1.821,84.586,0,0,NA,Suburban
Toronto,23,16,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,5,NA,11.2,1.83,22.091,0,0,NA,Suburban
Toronto,23,17,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,6,NA,16.4,1.711,78.265,0,NA,NA,Suburban
Toronto,23,18,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,6,NA,2.82,1.415,14.831,0,1,NA,Suburban
Toronto,23,19,A,43.82418131,-79.47900514,20.3023865,Leaf/Petiole,6,NA,5.4,1.256,23.387,0,1,NA,Suburban
Toronto,23,20,A,43.82418131,-79.47900514,20.3023865,Petiole/Infl,6,NA,0,1.7,15.071,0,1,NA,Suburban
Toronto,24,1,A,43.81359026,-79.47643065,19.13965057,Leaf,6,NA,4.68,1.553,25.82,1,NA,1,Suburban
Toronto,24,2,A,43.81359026,-79.47643065,19.13965057,Leaf,6,NA,5.04,1.489,30.946,1,NA,1,Suburban
Toronto,24,3,A,43.81359026,-79.47643065,19.13965057,Leaf/Petiole,6,NA,2.7,1.657,18.625,1,NA,1,Suburban
Toronto,24,4,A,43.81359026,-79.47643065,19.13965057,Leaf/Petiole,6,NA,22.6,1.85,69.426,1,NA,1,Suburban
Toronto,24,5,A,43.81359026,-79.47643065,19.13965057,Petiole/Stolon,6,NA,4.26,1.719,12.474,0,NA,1,Suburban
Toronto,24,6,A,43.81359026,-79.47643065,19.13965057,Leaf,6,NA,36.8,1.751,173.303,1,NA,1,Suburban
Toronto,24,7,A,43.81359026,-79.47643065,19.13965057,Leaf/Petiole,6,NA,5.44,1.617,97.731,1,NA,1,Suburban
Toronto,24,8,A,43.81359026,-79.47643065,19.13965057,Leaf,6,NA,0,1.633,26.93,1,NA,1,Suburban
Toronto,24,9,A,43.81359026,-79.47643065,19.13965057,Leaf/Petiole,6,NA,19.5,1.621,103.761,0,NA,1,Suburban
Toronto,24,10,A,43.81359026,-79.47643065,19.13965057,Leaf/Petiole,6,NA,5.9,1.682,32.348,0,NA,0,Suburban
Toronto,24,11,A,43.81359026,-79.47643065,19.13965057,Leaf,6,NA,0,1.624,25.388,1,NA,1,Suburban
Toronto,24,12,A,43.81359026,-79.47643065,19.13965057,Leaf,6,NA,6.66,1.703,38.419,1,NA,1,Suburban
Toronto,24,13,A,43.81359026,-79.47643065,19.13965057,Leaf,6,NA,3.98,1.714,20.911,0,NA,0,Suburban
Toronto,24,14,A,43.81359026,-79.47643065,19.13965057,Leaf/Petiole,6,NA,0,1.587,28.745,0,NA,1,Suburban
Toronto,24,15,A,43.81359026,-79.47643065,19.13965057,Petiole/Infl,6,NA,0,1.609,37.18,0,NA,0,Suburban
Toronto,24,16,A,43.81359026,-79.47643065,19.13965057,Leaf/Petiole/Inf,6,NA,0,1.661,44.846,0,NA,1,Suburban
Toronto,24,17,A,43.81359026,-79.47643065,19.13965057,Leaf/Petiole/Stolon,6,NA,3.9,1.596,38.199,0,NA,0,Suburban
Toronto,24,18,A,43.81359026,-79.47643065,19.13965057,Petiole/Stolon,6,NA,6.86,1.621,57.16,0,NA,0,Suburban
Toronto,24,19,A,43.81359026,-79.47643065,19.13965057,Leaf/Petiole/Stolon,6,NA,0,1.65,63.137,1,NA,1,Suburban
Toronto,24,20,A,43.81359026,-79.47643065,19.13965057,Petiole/Stolon,6,NA,2.98,1.517,10.746,1,NA,1,Suburban
Toronto,25,1,A,43.80455856,-79.47471928,18.16767392,Leaf/Inf,6,NA,0,1.581,17.097,0,1,NA,Suburban
Toronto,25,2,A,43.80455856,-79.47471928,18.16767392,Leaf,6,NA,0,1.526,27.23,0,1,NA,Suburban
Toronto,25,3,A,43.80455856,-79.47471928,18.16767392,Leaf/Petiole,6,NA,0,1.599,26.788,0,0,NA,Suburban
