City,Population,Plant,Transect,Latitude,Longitude,Distance,Tissue,Plate,Notes,Qubit_conc,260_280,nanodrop_conc
Toronto,99,18,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,6.22,1.542,167.775
Toronto,99,19,C,43.9394414,-79.01742952,42.88193481,Leaf,4,NA,9.36,1.944,282.912
Toronto,99,20,C,43.9394414,-79.01742952,42.88193481,NA,NA,No Tube,NA,NA,NA
Toronto,100,1,C,43.93221747,-79.03384622,41.41922356,Leaf/Petiole,4,NA,16.6,1.814,119.474
Toronto,100,2,C,43.93221747,-79.03384622,41.41922356,Leaf,4,NA,8.52,1.804,92.242
Toronto,100,3,C,43.93221747,-79.03384622,41.41922356,Petiole,4,NA,12.4,1.881,141.391
Toronto,100,4,C,43.93221747,-79.03384622,41.41922356,Leaf,4,NA,12.3,1.685,184.736
Toronto,100,5,C,43.93221747,-79.03384622,41.41922356,Leaf,4,NA,12.9,1.748,162.896
Toronto,100,6,C,43.93221747,-79.03384622,41.41922356,Petiole/Stolon,4,NA,19.3,1.945,271.961
Toronto,100,7,C,43.93221747,-79.03384622,41.41922356,Petiole,4,NA,6.16,1.823,101.661
Toronto,100,8,C,43.93221747,-79.03384622,41.41922356,Leaf,4,NA,23.4,1.924,310.835
Toronto,100,9,C,43.93221747,-79.03384622,41.41922356,Leaf,4,NA,19.6,1.881,310.138
Toronto,100,10,C,43.93221747,-79.03384622,41.41922356,Infl,4,NA,24.4,1.968,309.645
Toronto,100,11,C,43.93221747,-79.03384622,41.41922356,Petiole/Stolon,4,NA,15.7,1.877,146.973
Toronto,100,12,C,43.93221747,-79.03384622,41.41922356,Leaf/Petiole,4,NA,2.98,1.925,80.042
Toronto,100,13,C,43.93221747,-79.03384622,41.41922356,Leaf,4,NA,14.1,1.976,264.898
Toronto,100,14,C,43.93221747,-79.03384622,41.41922356,Leaf,4,NA,10.5,2.034,192.001
Toronto,100,15,C,43.93221747,-79.03384622,41.41922356,Leaf,4,NA,22.6,1.923,193.473
Toronto,100,16,C,43.93221747,-79.03384622,41.41922356,Leaf,4,NA,24,1.995,265.032
Toronto,100,17,C,43.93221747,-79.03384622,41.41922356,Leaf/Petiole,4,NA,7.38,1.928,108.166
Toronto,100,18,C,43.93221747,-79.03384622,41.41922356,Leaf,4,NA,8.48,1.98,189.055
Toronto,100,19,C,43.93221747,-79.03384622,41.41922356,Petiole,4,NA,6.76,1.914,86.325
Toronto,100,20,C,43.93221747,-79.03384622,41.41922356,Petiole,4,NA,6.04,1.94,128.402
Toronto,101,1,C,43.93092424,-79.05568178,40.17538074,Leaf,4,NA,9.42,1.993,168.427
Toronto,101,2,C,43.93092424,-79.05568178,40.17538074,Petiole,4,NA,7.58,1.929,112.226
Toronto,101,3,C,43.93092424,-79.05568178,40.17538074,Leaf,4,NA,12.6,1.894,213.575
Toronto,101,4,C,43.93092424,-79.05568178,40.17538074,Petiole/Stolon,4,NA,21.2,2.023,298.337
Toronto,101,5,C,43.93092424,-79.05568178,40.17538074,Leaf,4,NA,8.06,1.854,236.441
Toronto,101,6,C,43.93092424,-79.05568178,40.17538074,Leaf,4,NA,6.56,1.982,212.715
Toronto,101,7,C,43.93092424,-79.05568178,40.17538074,Petiole/Stolon,4,NA,21.4,1.999,258.53
Toronto,101,8,C,43.93092424,-79.05568178,40.17538074,Leaf,4,NA,7.94,1.955,147.072
Toronto,101,9,C,43.93092424,-79.05568178,40.17538074,Leaf,4,NA,6.86,1.974,147.974
Toronto,101,10,C,43.93092424,-79.05568178,40.17538074,Leaf,4,NA,12.3,1.578,163.736
Toronto,101,11,C,43.93092424,-79.05568178,40.17538074,Petiole/Stolon,4,NA,12,1.953,136.395
Toronto,101,12,C,43.93092424,-79.05568178,40.17538074,Petiole/Stolon,4,NA,41.2,2.033,343.184
Toronto,101,13,C,43.93092424,-79.05568178,40.17538074,Leaf/Stolon,4,NA,14.8,1.992,194.132
Toronto,101,14,C,43.93092424,-79.05568178,40.17538074,Petiole/Stolon,4,NA,13.1,2.004,170.047
Toronto,101,15,C,43.93092424,-79.05568178,40.17538074,Leaf/Petiole/Stolon,4,NA,28.8,2.044,404.548
Toronto,101,16,C,43.93092424,-79.05568178,40.17538074,Petiole/Stolon,4,NA,11.6,2.071,191.951
Toronto,101,17,C,43.93092424,-79.05568178,40.17538074,Leaf/Petiole,4,NA,15.8,2.042,159.648
Toronto,101,18,C,43.93092424,-79.05568178,40.17538074,Leaf,4,NA,14.6,1.646,196.665
Toronto,101,19,C,43.93092424,-79.05568178,40.17538074,Petiole/Stolon,4,NA,12.6,1.957,133.959
Toronto,101,20,C,43.93092424,-79.05568178,40.17538074,Petiole/Stolon,4,NA,11.9,1.975,155.644
Toronto,6,1,A,43.98568084,-79.51690128,38.251262,Leaf/Petiole,5,NA,3.56,1.528,32.983
Toronto,6,2,A,43.98568084,-79.51690128,38.251262,Leaf,5,NA,32,1.307,48.952
Toronto,6,3,A,43.98568084,-79.51690128,38.251262,Leaf/Petiole/Inf,5,NA,34.6,0.44,57.194
Toronto,6,4,A,43.98568084,-79.51690128,38.251262,Leaf,5,NA,21.6,1.702,48.648
Toronto,6,5,A,43.98568084,-79.51690128,38.251262,Leaf,5,NA,62.4,1.891,134.309
Toronto,6,6,A,43.98568084,-79.51690128,38.251262,Leaf/Petiole,5,NA,27.8,1.48,65.097
Toronto,6,7,A,43.98568084,-79.51690128,38.251262,Petiole/Stolon,5,NA,6.3,1.708,22.592
Toronto,6,8,A,43.98568084,-79.51690128,38.251262,Leaf/Petiole,5,NA,27,1.811,35.982
Toronto,6,9,A,43.98568084,-79.51690128,38.251262,Petiole/Stolon,5,NA,45.8,1.905,79.496
Toronto,6,10,A,43.98568084,-79.51690128,38.251262,Leaf/Petiole,5,NA,59,1.87,120.362
Toronto,6,11,A,43.98568084,-79.51690128,38.251262,Petiole/Infl,5,NA,5.38,1.853,33.925
Toronto,6,12,A,43.98568084,-79.51690128,38.251262,Leaf/Petiole,5,NA,64.6,1.806,82.697
Toronto,6,13,A,43.98568084,-79.51690128,38.251262,Leaf,5,NA,19.9,1.678,55.966
Toronto,6,14,A,43.98568084,-79.51690128,38.251262,Leaf,5,NA,19.4,1.685,51.134
Toronto,6,15,A,43.98568084,-79.51690128,38.251262,Leaf/Petiole,5,NA,12.4,1.526,74.279
Toronto,6,16,A,43.98568084,-79.51690128,38.251262,Leaf/Petiole,5,NA,31.6,1.52,103.194
Toronto,6,17,A,43.98568084,-79.51690128,38.251262,Leaf,5,NA,20.6,1.775,57.737
Toronto,6,18,A,43.98568084,-79.51690128,38.251262,Leaf,5,NA,44.4,1.835,147.932
Toronto,6,19,A,43.98568084,-79.51690128,38.251262,Leaf/Petiole/Stolon,5,NA,50.8,1.896,121.628
Toronto,6,20,A,43.98568084,-79.51690128,38.251262,Petiole/Infl,5,NA,11.1,1.769,81.827
Toronto,7,1,A,43.9776803,-79.51558202,37.36913974,Leaf,5,NA,10.6,1.757,59.656
Toronto,7,2,A,43.9776803,-79.51558202,37.36913974,Petiole/Infl,5,NA,7.24,1.9,60.947
Toronto,7,3,A,43.9776803,-79.51558202,37.36913974,Leaf,5,NA,28,1.613,155.532
Toronto,7,4,A,43.9776803,-79.51558202,37.36913974,Leaf,5,NA,31,1.76,77.94
Toronto,7,5,A,43.9776803,-79.51558202,37.36913974,Petiole/Stolon,5,NA,19.5,1.814,43.033
Toronto,7,6,A,43.9776803,-79.51558202,37.36913974,Leaf,5,NA,24.4,1.637,77.817
Toronto,7,7,A,43.9776803,-79.51558202,37.36913974,Leaf,5,NA,25.8,1.774,86.264
Toronto,7,8,A,43.9776803,-79.51558202,37.36913974,Leaf,5,NA,18.8,1.962,49.277
Toronto,7,9,A,43.9776803,-79.51558202,37.36913974,Infl,5,NA,0,1.941,23.278
Toronto,7,10,A,43.9776803,-79.51558202,37.36913974,Leaf,5,NA,52.2,1.827,126.665
Toronto,7,11,A,43.9776803,-79.51558202,37.36913974,Leaf/Petiole/Stolon,5,NA,14,1.728,94.168
Toronto,7,12,A,43.9776803,-79.51558202,37.36913974,Petiole/Stolon,5,NA,3.64,1.656,32.212
Toronto,7,13,A,43.9776803,-79.51558202,37.36913974,Leaf/Petiole,5,NA,34.2,1.952,102.523
Toronto,7,14,A,43.9776803,-79.51558202,37.36913974,Leaf/Petiole,5,NA,63.4,1.751,470.016
Toronto,7,15,A,43.9776803,-79.51558202,37.36913974,Petiole/Stolon,5,NA,39,1.691,124.572
Toronto,7,16,A,43.9776803,-79.51558202,37.36913974,Leaf/Petiole,5,NA,28.2,1.756,94.234
Toronto,7,17,A,43.9776803,-79.51558202,37.36913974,Infl,5,NA,0,1.857,19.135
Toronto,7,18,A,43.9776803,-79.51558202,37.36913974,Leaf,5,NA,35.2,1.808,102.406
Toronto,7,19,A,43.9776803,-79.51558202,37.36913974,Petiole/Stolon,5,NA,20.8,1.808,72.121
Toronto,7,20,A,43.9776803,-79.51558202,37.36913974,Leaf/Petiole/Stolon,5,NA,21.4,1.742,76.655
Toronto,21,1,A,43.85038448,-79.48520713,23.18850033,Leaf,5,NA,4.5,1.893,193.459
Toronto,21,2,A,43.85038448,-79.48520713,23.18850033,Leaf/Inf,5,NA,26.2,2.046,265.507
Toronto,21,3,A,43.85038448,-79.48520713,23.18850033,Leaf,5,NA,4.64,1.381,139.561
Toronto,21,4,A,43.85038448,-79.48520713,23.18850033,Petiole/Stolon,5,NA,7.88,1.704,31.028
Toronto,21,5,A,43.85038448,-79.48520713,23.18850033,Leaf/Petiole/Inf,5,NA,0,1.477,36.716
Toronto,21,6,A,43.85038448,-79.48520713,23.18850033,Petiole/Stolon,5,NA,7.28,1.732,30.059
Toronto,21,7,A,43.85038448,-79.48520713,23.18850033,Petiole/Stolon,5,NA,5.76,1.733,31.762
Toronto,21,8,A,43.85038448,-79.48520713,23.18850033,Petiole/Stolon,5,NA,0,1.753,15.372
Toronto,21,9,A,43.85038448,-79.48520713,23.18850033,Petiole/Stolon,5,NA,2.48,1.932,15.988
Toronto,21,10,A,43.85038448,-79.48520713,23.18850033,Petiole/Infl,5,NA,12.3,1.693,81.735
Toronto,21,11,A,43.85038448,-79.48520713,23.18850033,Petiole,5,NA,3.88,1.386,21.503
Toronto,21,12,A,43.85038448,-79.48520713,23.18850033,Petiole/Stolon,5,NA,5.8,1.556,35.35
Toronto,21,13,A,43.85038448,-79.48520713,23.18850033,Leaf/Petiole,5,NA,6.58,1.452,68.041
Toronto,21,14,A,43.85038448,-79.48520713,23.18850033,Leaf/Petiole/Stolon,5,NA,4.38,1.599,33.046
Toronto,21,15,A,43.85038448,-79.48520713,23.18850033,Leaf/Petiole,5,NA,3.6,1.428,59.952
Toronto,21,16,A,43.85038448,-79.48520713,23.18850033,Leaf,5,NA,0,1.333,3.091
Toronto,21,17,A,43.85038448,-79.48520713,23.18850033,Petiole/Stolon,5,NA,15.5,1.618,58.517
Toronto,21,18,A,43.85038448,-79.48520713,23.18850033,Leaf/Petiole,5,NA,19.5,1.599,85.181
Toronto,21,19,A,43.85038448,-79.48520713,23.18850033,Leaf,5,NA,65.6,1.76,209.616
Toronto,21,20,A,43.85038448,-79.48520713,23.18850033,Leaf,5,NA,6.72,1.585,48.923
Toronto,22,1,A,43.83598273,-79.48183193,21.60093823,Petiole/Stolon,5,NA,3.34,1.519,17.685
Toronto,22,2,A,43.83598273,-79.48183193,21.60093823,Petiole/Infl,5,NA,0,1.793,16.341
Toronto,22,3,A,43.83598273,-79.48183193,21.60093823,Leaf/Petiole,5,NA,0,1.539,21.84
Toronto,22,4,A,43.83598273,-79.48183193,21.60093823,Leaf/Petiole,5,NA,0,1.61,25.352
Toronto,22,5,A,43.83598273,-79.48183193,21.60093823,Petiole/Stolon,5,NA,0,1.641,7.435
Toronto,22,6,A,43.83598273,-79.48183193,21.60093823,Petiole/Infl,5,NA,19.7,1.826,87.287
Toronto,22,7,A,43.83598273,-79.48183193,21.60093823,Leaf/Petiole/Stolon,5,NA,16,1.648,62.632
Toronto,22,8,A,43.83598273,-79.48183193,21.60093823,Petiole,5,NA,4.8,1.723,20.427
Toronto,22,9,A,43.83598273,-79.48183193,21.60093823,Petiole/Stolon,5,NA,5.74,1.733,30.653
Toronto,22,10,A,43.83598273,-79.48183193,21.60093823,Petiole/Stolon,5,NA,0,1.7,14.083
Toronto,22,11,A,43.83598273,-79.48183193,21.60093823,Leaf,5,NA,6.6,1.651,77.233
Toronto,22,12,A,43.83598273,-79.48183193,21.60093823,Petiole/Stolon,5,NA,9,1.478,47.473
Toronto,22,13,A,43.83598273,-79.48183193,21.60093823,Leaf/Petiole,5,NA,4.82,1.641,44.662
Toronto,22,14,A,43.83598273,-79.48183193,21.60093823,Leaf/Petiole/Inf,5,NA,22.4,1.492,138.85
Toronto,22,15,A,43.83598273,-79.48183193,21.60093823,Leaf/Inf,5,NA,24.4,1.745,112.816
Toronto,22,16,A,43.83598273,-79.48183193,21.60093823,Leaf/Inf,5,NA,0,1.791,34.589
Toronto,22,17,A,43.83598273,-79.48183193,21.60093823,Leaf,5,NA,4.06,1.621,39.074
Toronto,22,18,A,43.83598273,-79.48183193,21.60093823,Leaf,5,NA,10.6,1.751,46.028
Toronto,22,19,A,43.83598273,-79.48183193,21.60093823,Leaf/Petiole,5,NA,0,1.659,18.045
Toronto,22,20,A,43.83598273,-79.48183193,21.60093823,Petiole/Stolon,5,NA,9.68,1.4,90.551
Toronto,23,1,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,5,NA,3.68,1.602,41.888
Toronto,23,2,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,5,NA,0,1.804,29.526
Toronto,23,3,A,43.82418131,-79.47900514,20.3023865,Leaf,5,NA,4.7,1.7,60.174
Toronto,23,4,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,5,NA,17.2,1.777,91.727
Toronto,23,5,A,43.82418131,-79.47900514,20.3023865,Leaf,5,NA,5.54,1.682,67.595
Toronto,23,6,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,5,NA,25.2,1.771,129.834
Toronto,23,7,A,43.82418131,-79.47900514,20.3023865,Leaf/Petiole,5,NA,14,1.757,83.953
Toronto,23,8,A,43.82418131,-79.47900514,20.3023865,Leaf/Petiole,5,NA,29.4,1.551,174.021
Toronto,23,9,A,43.82418131,-79.47900514,20.3023865,Leaf/Petiole/Stolon,5,NA,13.9,1.571,59.383
Toronto,23,10,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,5,NA,0,1.733,14.878
Toronto,23,11,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,5,NA,0,1.696,28.666
Toronto,23,12,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,5,NA,25.8,1.342,238.722
Toronto,23,13,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,5,NA,23,1.259,216.42
Toronto,23,14,A,43.82418131,-79.47900514,20.3023865,Petiole/Infl,5,NA,9.74,1.741,78.607
Toronto,23,15,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,5,NA,23.6,1.821,84.586
Toronto,23,16,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,5,NA,11.2,1.83,22.091
Toronto,23,17,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,6,NA,16.4,1.711,78.265
Toronto,23,18,A,43.82418131,-79.47900514,20.3023865,Petiole/Stolon,6,NA,2.82,1.415,14.831
Toronto,23,19,A,43.82418131,-79.47900514,20.3023865,Leaf/Petiole,6,NA,5.4,1.256,23.387
Toronto,23,20,A,43.82418131,-79.47900514,20.3023865,Petiole/Infl,6,NA,0,1.7,15.071
Toronto,24,1,A,43.81359026,-79.47643065,19.13965057,Leaf,6,NA,4.68,1.553,25.82
Toronto,24,2,A,43.81359026,-79.47643065,19.13965057,Leaf,6,NA,5.04,1.489,30.946
Toronto,24,3,A,43.81359026,-79.47643065,19.13965057,Leaf/Petiole,6,NA,2.7,1.657,18.625
Toronto,24,4,A,43.81359026,-79.47643065,19.13965057,Leaf/Petiole,6,NA,22.6,1.85,69.426
Toronto,24,5,A,43.81359026,-79.47643065,19.13965057,Petiole/Stolon,6,NA,4.26,1.719,12.474
Toronto,24,6,A,43.81359026,-79.47643065,19.13965057,Leaf,6,NA,36.8,1.751,173.303
Toronto,24,7,A,43.81359026,-79.47643065,19.13965057,Leaf/Petiole,6,NA,5.44,1.617,97.731
Toronto,24,8,A,43.81359026,-79.47643065,19.13965057,Leaf,6,NA,0,1.633,26.93
Toronto,24,9,A,43.81359026,-79.47643065,19.13965057,Leaf/Petiole,6,NA,19.5,1.621,103.761
Toronto,24,10,A,43.81359026,-79.47643065,19.13965057,Leaf/Petiole,6,NA,5.9,1.682,32.348
Toronto,24,11,A,43.81359026,-79.47643065,19.13965057,Leaf,6,NA,0,1.624,25.388
Toronto,24,12,A,43.81359026,-79.47643065,19.13965057,Leaf,6,NA,6.66,1.703,38.419
Toronto,24,13,A,43.81359026,-79.47643065,19.13965057,Leaf,6,NA,3.98,1.714,20.911
Toronto,24,14,A,43.81359026,-79.47643065,19.13965057,Leaf/Petiole,6,NA,0,1.587,28.745
Toronto,24,15,A,43.81359026,-79.47643065,19.13965057,Petiole/Infl,6,NA,0,1.609,37.18
Toronto,24,16,A,43.81359026,-79.47643065,19.13965057,Leaf/Petiole/Inf,6,NA,0,1.661,44.846
Toronto,24,17,A,43.81359026,-79.47643065,19.13965057,Leaf/Petiole/Stolon,6,NA,3.9,1.596,38.199
Toronto,24,18,A,43.81359026,-79.47643065,19.13965057,Petiole/Stolon,6,NA,6.86,1.621,57.16
Toronto,24,19,A,43.81359026,-79.47643065,19.13965057,Leaf/Petiole/Stolon,6,NA,0,1.65,63.137
Toronto,24,20,A,43.81359026,-79.47643065,19.13965057,Petiole/Stolon,6,NA,2.98,1.517,10.746
Toronto,25,1,A,43.80455856,-79.47471928,18.16767392,Leaf/Inf,6,NA,0,1.581,17.097
Toronto,25,2,A,43.80455856,-79.47471928,18.16767392,Leaf,6,NA,0,1.526,27.23
Toronto,25,3,A,43.80455856,-79.47471928,18.16767392,Leaf/Petiole,6,NA,0,1.599,26.788
Toronto,25,4,A,43.80455856,-79.47471928,18.16767392,Leaf,6,NA,3.14,1.463,30.325
Toronto,25,5,A,43.80455856,-79.47471928,18.16767392,Leaf,6,NA,0,1.522,29.097
Toronto,25,6,A,43.80455856,-79.47471928,18.16767392,Leaf,6,NA,0,1.57,56.375
Toronto,25,7,A,43.80455856,-79.47471928,18.16767392,Leaf,6,NA,2.22,1.718,100.382
Toronto,25,8,A,43.80455856,-79.47471928,18.16767392,Leaf,6,NA,0,1.308,46.648
Toronto,25,9,A,43.80455856,-79.47471928,18.16767392,Petiole,6,NA,0,1.425,12.034
Toronto,25,10,A,43.80455856,-79.47471928,18.16767392,Leaf,6,NA,0,1.685,39.139
Toronto,25,11,A,43.80455856,-79.47471928,18.16767392,Leaf/Petiole,6,NA,0,1.64,32.199
Toronto,25,12,A,43.80455856,-79.47471928,18.16767392,Leaf/Petiole/Stolon,6,NA,0,1.462,58.797
Toronto,25,13,A,43.80455856,-79.47471928,18.16767392,Leaf,6,NA,0,1.6,50.725
Toronto,25,14,A,43.80455856,-79.47471928,18.16767392,Leaf,6,NA,0,1.564,19.335
Toronto,25,15,A,43.80455856,-79.47471928,18.16767392,Stolon/Inf,6,NA,4.28,1.873,274.397
Toronto,25,16,A,43.80455856,-79.47471928,18.16767392,Leaf/Inf,6,NA,2.76,1.66,29.154
Toronto,25,17,A,43.80455856,-79.47471928,18.16767392,Leaf/Petiole,6,NA,0,1.635,23.892
Toronto,25,18,A,43.80455856,-79.47471928,18.16767392,Petiole/Stolon,6,NA,0,1.643,32.158
Toronto,25,19,A,43.80455856,-79.47471928,18.16767392,Petiole/Stolon,6,NA,0,1.422,79.26
Toronto,25,20,A,43.80455856,-79.47471928,18.16767392,Petiole/Stolon,6,NA,0,1.743,21.754
Toronto,37,1,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,3.46,1.745,99.088
Toronto,37,2,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,0,1.792,57.736
Toronto,37,3,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,2.24,1.694,107.81
Toronto,37,4,A,43.68315226,-79.41975321,4.372424175,Petiole/Infl,6,NA,15,1.722,67.638
Toronto,37,5,A,43.68315226,-79.41975321,4.372424175,Leaf/Petiole/Inf,6,NA,49.2,1.79,116.503
Toronto,37,6,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,73,1.642,189.34
Toronto,37,7,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,11.9,1.588,37.131
Toronto,37,8,A,43.68315226,-79.41975321,4.372424175,Leaf/Petiole,6,NA,47.6,1.649,139.96
Toronto,37,9,A,43.68315226,-79.41975321,4.372424175,Leaf,6,NA,42.6,1.69,147.939
Toronto,37,10,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,18.5,1.651,64.766
Toronto,37,11,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,31.4,1.7,146.352
Toronto,37,12,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,26.4,1.65,149.558
Toronto,37,13,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,27.4,1.841,57.609
Toronto,37,14,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,10.6,1.68,81.9
Toronto,37,15,A,43.68315226,-79.41975321,4.372424175,Leaf/Petiole,6,NA,14.6,1.712,86.16
Toronto,37,16,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,30,1.668,143.178
Toronto,37,17,A,43.68315226,-79.41975321,4.372424175,Leaf/Petiole,6,NA,10.7,1.819,59.66
Toronto,37,18,A,43.68315226,-79.41975321,4.372424175,Petiole/Infl,6,NA,16.9,1.833,76.812
Toronto,37,19,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,3.92,1.398,133.259
Toronto,37,20,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,42.8,1.82,324.324
Toronto,38,1,A,43.67198534,-79.41420663,3.249424196,Petiole/Stolon,6,NA,10.6,1.874,41.589
Toronto,38,2,A,43.67198534,-79.41420663,3.249424196,Petiole/Stolon,6,NA,10.4,1.769,108.086
Toronto,38,3,A,43.67198534,-79.41420663,3.249424196,Leaf/Petiole,6,NA,22.4,1.772,166.08
Toronto,38,4,A,43.67198534,-79.41420663,3.249424196,Leaf/Petiole/Stolon,6,NA,6.22,1.689,132.66
Toronto,38,5,A,43.67198534,-79.41420663,3.249424196,Leaf/Petiole/Stolon,6,NA,34,1.675,147.135
Toronto,38,6,A,43.67198534,-79.41420663,3.249424196,Leaf/Petiole,6,NA,9.86,1.623,87.219
Toronto,38,7,A,43.67198534,-79.41420663,3.249424196,Leaf/Petiole/Stolon,6,NA,13.1,1.687,54.963
Toronto,38,8,A,43.67198534,-79.41420663,3.249424196,Petiole/Stolon,6,NA,0,1.383,26.453
Toronto,38,9,A,43.67198534,-79.41420663,3.249424196,Petiole/Stolon,6,NA,2.34,1.725,32.1
Toronto,38,10,A,43.67198534,-79.41420663,3.249424196,Petiole/Stolon,6,NA,0,1.705,71.244
Toronto,38,11,A,43.67198534,-79.41420663,3.249424196,Petiole/Stolon,6,NA,3.16,1.735,44.843
Toronto,38,12,A,43.67198534,-79.41420663,3.249424196,Petiole/Infl,6,NA,6.44,1.756,69.889
Toronto,38,13,A,43.67198534,-79.41420663,3.249424196,Leaf/Petiole/Stolon,6,NA,0,1.798,27.553
Toronto,38,14,A,43.67198534,-79.41420663,3.249424196,Petiole/Stolon,6,NA,2.72,1.633,65.057
Toronto,38,15,A,43.67198534,-79.41420663,3.249424196,Leaf/Petiole/Inf,6,NA,23.2,1.835,120.578
Toronto,38,16,A,43.67198534,-79.41420663,3.249424196,Petiole/Stolon,6,NA,4.82,1.614,32.928
Toronto,38,17,A,43.67198534,-79.41420663,3.249424196,Petiole/Stolon,6,NA,12.9,1.813,89.563
Toronto,38,18,A,43.67198534,-79.41420663,3.249424196,Leaf/Petiole/Stolon,6,NA,3.18,1.849,46.349
Toronto,38,19,A,43.67198534,-79.41420663,3.249424196,Petiole/Stolon,6,NA,0,1.777,56.406
Toronto,38,20,A,43.67198534,-79.41420663,3.249424196,Petiole/Stolon,6,NA,0,1.762,65.861
Toronto,52,1,B,43.65359237,-79.59483319,17.26161341,Leaf/Petiole/Stolon,7,NA,0,1.761,159.101
Toronto,52,2,B,43.65359237,-79.59483319,17.26161341,Petiole,7,NA,21.2,1.608,60.437
Toronto,52,3,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon,7,NA,31.4,1.65,108.623
Toronto,52,4,B,43.65359237,-79.59483319,17.26161341,Petiole/Infl,7,NA,18.8,1.738,149.823
Toronto,52,5,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon,7,NA,19.9,1.689,94.526
Toronto,52,6,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon/Inf,7,NA,15.8,1.768,121.353
Toronto,52,7,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon,7,NA,4.9,1.957,49.813
Toronto,52,8,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon,7,NA,18.5,1.807,48.675
Toronto,52,9,B,43.65359237,-79.59483319,17.26161341,Leaf/Petiole/Stolon,7,NA,10.1,1.727,73.826
Toronto,52,10,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon,7,NA,7.84,1.804,51.018
Toronto,52,11,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon,7,NA,6.92,1.753,43.136
Toronto,52,12,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon,7,NA,27.2,1.799,91.225
Toronto,52,13,B,43.65359237,-79.59483319,17.26161341,Leaf/Petiole/Stolon,7,NA,21,1.713,951.422
Toronto,52,14,B,43.65359237,-79.59483319,17.26161341,Petiole/Infl,7,NA,3.8,1.677,46.243
Toronto,52,15,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon/Inf,7,NA,7,1.553,166.297
Toronto,52,16,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon,7,NA,5.58,1.643,17.981
Toronto,52,17,B,43.65359237,-79.59483319,17.26161341,Leaf/Petiole/Stolon,7,DNA lost,0,1.583,37.523
Toronto,52,18,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon,7,DNA lost,0,1.872,17.06
Toronto,52,19,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon,7,DNA lost,0,1.826,14.778
Toronto,52,20,B,43.65359237,-79.59483319,17.26161341,Leaf/Petiole,7,DNA lost,2.34,1.615,117.164
Toronto,53,1,B,43.65254421,-79.61222466,18.66286908,Petiole/Stolon,7,DNA lost,0,1.694,14.383
Toronto,53,2,B,43.65254421,-79.61222466,18.66286908,Petiole/Stolon,7,DNA lost,0,1.704,16.331
Toronto,53,3,B,43.65254421,-79.61222466,18.66286908,Petiole/Stolon,7,DNA lost,0,1.471,8.884
Toronto,53,4,B,43.65254421,-79.61222466,18.66286908,Petiole/Stolon/Inf,7,DNA lost,0,1.744,8.03
Toronto,53,5,B,43.65254421,-79.61222466,18.66286908,Petiole/Infl,7,NA,10.3,1.909,77.925
Toronto,53,6,B,43.65254421,-79.61222466,18.66286908,Petiole/Infl,7,NA,9.12,1.617,78.404
Toronto,53,7,B,43.65254421,-79.61222466,18.66286908,Petiole,7,NA,11.5,1.633,90.984
Toronto,53,8,B,43.65254421,-79.61222466,18.66286908,Petiole/Stolon,7,NA,5.16,1.925,33.523
