continent,city,pop,individual,site,plantID,qubit_1,qubit_2,qubit_3,row_firstPlating,column_firstPlating,row_secondPlating,column_secondPlating
AFR,Cape_Town,19,5,r,Cape_Town_19_5,3.01,NA,NA,e,12,NA,NA
AFR,Cape_Town,19,4,r,Cape_Town_19_4,0,NA,NA,f,12,NA,NA
AFR,Cape_Town,19,1,r,Cape_Town_19_1,4.7,NA,NA,g,12,NA,NA
AFR,Cape_Town,19,16,r,Cape_Town_19_16,7.4,NA,NA,h,12,NA,NA
OCE,Christchurch,1,9,u,Christchurch_1_9,33.5,NA,NA,a,1,NA,NA
OCE,Christchurch,1,10,u,Christchurch_1_10,3.76,NA,NA,b,1,NA,NA
OCE,Christchurch,1,6,u,Christchurch_1_6,11.5,NA,NA,c,1,NA,NA
OCE,Christchurch,1,8,u,Christchurch_1_8,7.65,NA,NA,d,1,NA,NA
OCE,Christchurch,1,4,u,Christchurch_1_4,8.42,NA,NA,e,1,NA,NA
OCE,Christchurch,1,5,u,Christchurch_1_5,10.8,NA,NA,f,1,NA,NA
OCE,Christchurch,1,3,u,Christchurch_1_3,1.19,NA,NA,g,1,NA,NA
OCE,Christchurch,1,1,u,Christchurch_1_1,8.43,NA,NA,h,1,NA,NA
OCE,Christchurch,1,11,u,Christchurch_1_11,4.22,NA,NA,a,2,NA,NA
OCE,Christchurch,2,3,u,Christchurch_2_3,20.1,NA,NA,b,2,NA,NA
OCE,Christchurch,2,20,u,Christchurch_2_20,15.1,NA,NA,c,2,NA,NA
OCE,Christchurch,2,19,u,Christchurch_2_19,2.57,NA,NA,d,2,NA,NA
OCE,Christchurch,2,8,u,Christchurch_2_8,9.27,NA,NA,e,2,NA,NA
OCE,Christchurch,2,17,u,Christchurch_2_17,13.6,NA,NA,f,2,NA,NA
OCE,Christchurch,2,5,u,Christchurch_2_5,9.95,NA,NA,g,2,NA,NA
OCE,Christchurch,2,15,u,Christchurch_2_15,5.72,NA,NA,h,2,NA,NA
OCE,Christchurch,2,11,u,Christchurch_2_11,9.1,NA,NA,a,3,NA,NA
OCE,Christchurch,2,7,u,Christchurch_2_7,11.3,NA,NA,b,3,NA,NA
OCE,Christchurch,2,12,u,Christchurch_2_12,30.9,NA,NA,c,3,NA,NA
OCE,Christchurch,3,15,u,Christchurch_3_15,5.32,NA,NA,d,3,NA,NA
OCE,Christchurch,3,6,u,Christchurch_3_6,28.7,NA,NA,e,3,NA,NA
OCE,Christchurch,3,5,u,Christchurch_3_5,6.61,NA,NA,f,3,NA,NA
OCE,Christchurch,3,14,u,Christchurch_3_14,15.4,NA,NA,g,3,NA,NA
OCE,Christchurch,3,2,u,Christchurch_3_2,6.47,NA,NA,h,3,NA,NA
OCE,Christchurch,3,13,u,Christchurch_3_13,6.55,NA,NA,a,4,NA,NA
OCE,Christchurch,3,1,u,Christchurch_3_1,11.3,NA,NA,b,4,NA,NA
OCE,Christchurch,3,8,u,Christchurch_3_8,4.6,NA,NA,c,4,NA,NA
OCE,Christchurch,3,7,u,Christchurch_3_7,18.8,NA,NA,d,4,NA,NA
OCE,Christchurch,4,1,u,Christchurch_4_1,9.69,NA,NA,e,4,NA,NA
OCE,Christchurch,4,5,u,Christchurch_4_5,33.7,NA,NA,f,4,NA,NA
OCE,Christchurch,4,18,u,Christchurch_4_18,30.7,NA,NA,g,4,NA,NA
OCE,Christchurch,4,17,u,Christchurch_4_17,10.3,NA,NA,h,4,NA,NA
OCE,Christchurch,4,7,u,Christchurch_4_7,16.4,NA,NA,a,5,NA,NA
OCE,Christchurch,4,16,u,Christchurch_4_16,36.2,NA,NA,b,5,NA,NA
OCE,Christchurch,4,8,u,Christchurch_4_8,18.2,NA,NA,c,5,NA,NA
OCE,Christchurch,4,12,u,Christchurch_4_12,17.6,NA,NA,d,5,NA,NA
OCE,Christchurch,4,10,u,Christchurch_4_10,15.3,NA,NA,e,5,NA,NA
OCE,Christchurch,4,11,u,Christchurch_4_11,10.1,NA,NA,f,5,NA,NA
OCE,Christchurch,6,1,u,Christchurch_6_1,24.4,NA,NA,g,5,NA,NA
OCE,Christchurch,6,12,u,Christchurch_6_12,11.3,NA,NA,h,5,NA,NA
OCE,Christchurch,6,4,u,Christchurch_6_4,21.7,NA,NA,a,6,NA,NA
OCE,Christchurch,6,13,u,Christchurch_6_13,16.1,NA,NA,b,6,NA,NA
OCE,Christchurch,6,6,u,Christchurch_6_6,9.49,NA,NA,c,6,NA,NA
OCE,Christchurch,6,14,u,Christchurch_6_14,17.8,NA,NA,d,6,NA,NA
OCE,Christchurch,6,8,u,Christchurch_6_8,14.6,NA,NA,e,6,NA,NA
OCE,Christchurch,6,15,u,Christchurch_6_15,4.98,NA,NA,f,6,NA,NA
OCE,Christchurch,6,8,u,Christchurch_6_8,7.17,NA,NA,g,6,NA,NA
OCE,Christchurch,6,9,u,Christchurch_6_9,13,NA,NA,h,6,NA,NA
OCE,Christchurch,37,1,r,Christchurch_37_1,12.2,NA,NA,a,7,NA,NA
OCE,Christchurch,37,12,r,Christchurch_37_12,22,NA,NA,b,7,NA,NA
OCE,Christchurch,37,19,r,Christchurch_37_19,21.1,NA,NA,c,7,NA,NA
OCE,Christchurch,37,13,r,Christchurch_37_13,26.7,NA,NA,d,7,NA,NA
OCE,Christchurch,37,10,r,Christchurch_37_10,11.7,NA,NA,e,7,NA,NA
OCE,Christchurch,37,8,r,Christchurch_37_8,21.4,NA,NA,f,7,NA,NA
OCE,Christchurch,37,21,r,Christchurch_37_21,17.2,NA,NA,g,7,NA,NA
OCE,Christchurch,37,2,r,Christchurch_37_2,28.8,NA,NA,h,7,NA,NA
OCE,Christchurch,37,5,r,Christchurch_37_5,24,NA,NA,a,8,NA,NA
OCE,Christchurch,38,8,r,Christchurch_38_8,20.1,NA,NA,b,8,NA,NA
OCE,Christchurch,38,7,r,Christchurch_38_7,24.3,NA,NA,c,8,NA,NA
OCE,Christchurch,38,14,r,Christchurch_38_14,22.5,NA,NA,d,8,NA,NA
OCE,Christchurch,38,3,r,Christchurch_38_3,37.2,NA,NA,e,8,NA,NA
OCE,Christchurch,38,20,r,Christchurch_38_20,20.5,NA,NA,f,8,NA,NA
OCE,Christchurch,38,2,r,Christchurch_38_2,42.2,NA,NA,g,8,NA,NA
OCE,Christchurch,38,1,r,Christchurch_38_1,11.8,NA,NA,h,8,NA,NA
OCE,Christchurch,38,13,r,Christchurch_38_13,47.5,NA,NA,a,9,NA,NA
OCE,Christchurch,38,16,r,Christchurch_38_16,27,NA,NA,b,9,NA,NA
OCE,Christchurch,38,10,r,Christchurch_38_10,62.9,NA,NA,c,9,NA,NA
OCE,Christchurch,39,7,r,Christchurch_39_7,38.6,NA,NA,d,9,NA,NA
OCE,Christchurch,39,6,r,Christchurch_39_6,17.5,NA,NA,e,9,NA,NA
OCE,Christchurch,39,17,r,Christchurch_39_17,46.3,NA,NA,f,9,NA,NA
OCE,Christchurch,39,5,r,Christchurch_39_5,38,NA,NA,g,9,NA,NA
OCE,Christchurch,39,16,r,Christchurch_39_16,24.2,NA,NA,h,9,NA,NA
OCE,Christchurch,39,15,r,Christchurch_39_15,5.62,NA,NA,a,10,NA,NA
OCE,Christchurch,39,2,r,Christchurch_39_2,19.6,NA,NA,b,10,NA,NA
OCE,Christchurch,39,18,r,Christchurch_39_18,15,NA,NA,c,10,NA,NA
OCE,Christchurch,39,1,r,Christchurch_39_1,18.6,NA,NA,d,10,NA,NA
OCE,Christchurch,39,11,r,Christchurch_39_11,29,NA,NA,e,10,NA,NA
OCE,Christchurch,40,16,r,Christchurch_40_16,60.5,NA,NA,f,10,NA,NA
OCE,Christchurch,40,17,r,Christchurch_40_17,96.6,NA,NA,g,10,NA,NA
OCE,Christchurch,40,14,r,Christchurch_40_14,15.4,NA,NA,h,10,NA,NA
OCE,Christchurch,40,7,r,Christchurch_40_7,85.9,NA,NA,a,11,NA,NA
OCE,Christchurch,40,6,r,Christchurch_40_6,19.8,NA,NA,b,11,NA,NA
OCE,Christchurch,40,13,r,Christchurch_40_13,15.5,NA,NA,c,11,NA,NA
OCE,Christchurch,40,10,r,Christchurch_40_10,67.5,NA,NA,d,11,NA,NA
OCE,Christchurch,40,4,r,Christchurch_40_4,41.6,NA,NA,e,11,NA,NA
OCE,Christchurch,40,2,r,Christchurch_40_2,32.4,NA,NA,f,11,NA,NA
OCE,Christchurch,40,20,r,Christchurch_40_20,28.7,NA,NA,g,11,NA,NA
OCE,Christchurch,41,1,r,Christchurch_41_1,5.94,NA,NA,h,11,NA,NA
OCE,Christchurch,41,15,r,Christchurch_41_15,8.81,NA,NA,a,12,NA,NA
OCE,Christchurch,41,5,r,Christchurch_41_5,12.8,NA,NA,b,12,NA,NA
OCE,Christchurch,41,16,r,Christchurch_41_16,17.2,NA,NA,c,12,NA,NA
OCE,Christchurch,41,6,r,Christchurch_41_6,15.4,NA,NA,d,12,NA,NA
OCE,Christchurch,41,13,r,Christchurch_41_13,22,NA,NA,e,12,NA,NA
OCE,Christchurch,41,8,r,Christchurch_41_8,28.8,NA,NA,f,12,NA,NA
OCE,Christchurch,41,10,r,Christchurch_41_10,39.7,NA,NA,g,12,NA,NA
OCE,Christchurch,41,12,r,Christchurch_41_12,10.5,NA,NA,h,12,NA,NA
NAM,Edmonton,1,1,u,Edmonton_1_1,3.79,NA,NA,a,1,NA,NA
NAM,Edmonton,1,2,u,Edmonton_1_2,3.96,NA,NA,b,1,NA,NA
NAM,Edmonton,1,4,u,Edmonton_1_4,15.3,NA,NA,c,1,NA,NA
NAM,Edmonton,1,5,u,Edmonton_1_5,11.1,NA,NA,d,1,NA,NA
NAM,Edmonton,1,7,u,Edmonton_1_7,2.3,NA,NA,e,1,NA,NA
NAM,Edmonton,1,8,u,Edmonton_1_8,5.16,NA,NA,f,1,NA,NA
NAM,Edmonton,1,10,u,Edmonton_1_10,3.32,NA,NA,g,1,NA,NA
NAM,Edmonton,1,12,u,Edmonton_1_12,6.67,NA,NA,h,1,NA,NA
NAM,Edmonton,1,14,u,Edmonton_1_14,3.82,NA,NA,a,2,NA,NA
NAM,Edmonton,1,17,u,Edmonton_1_17,6.87,NA,NA,b,2,NA,NA
NAM,Edmonton,2,1,u,Edmonton_2_1,3.16,NA,NA,c,2,NA,NA
NAM,Edmonton,2,2,u,Edmonton_2_2,0,NA,NA,d,2,NA,NA
NAM,Edmonton,2,3,u,Edmonton_2_3,0,NA,NA,e,2,NA,NA
NAM,Edmonton,2,8,u,Edmonton_2_8,4.74,NA,NA,f,2,NA,NA
NAM,Edmonton,2,9,u,Edmonton_2_9,19.6,NA,NA,g,2,NA,NA
NAM,Edmonton,2,10,u,Edmonton_2_10,1.67,NA,NA,h,2,NA,NA
NAM,Edmonton,2,12,u,Edmonton_2_12,6.86,NA,NA,a,3,NA,NA
NAM,Edmonton,2,14,u,Edmonton_2_14,5.98,NA,NA,b,3,NA,NA
NAM,Edmonton,2,15,u,Edmonton_2_15,7.51,NA,NA,c,3,NA,NA
NAM,Edmonton,2,16,u,Edmonton_2_16,10.4,NA,NA,d,3,NA,NA
NAM,Edmonton,3,2,u,Edmonton_3_2,7.79,NA,NA,e,3,NA,NA
NAM,Edmonton,3,3,u,Edmonton_3_3,6.17,NA,NA,f,3,NA,NA
NAM,Edmonton,3,4,u,Edmonton_3_4,6.4,NA,NA,g,3,NA,NA
NAM,Edmonton,3,6,u,Edmonton_3_6,2.56,NA,NA,h,3,NA,NA
NAM,Edmonton,3,7,u,Edmonton_3_7,5.46,NA,NA,a,4,NA,NA
NAM,Edmonton,3,10,u,Edmonton_3_10,21.7,NA,NA,b,4,NA,NA
NAM,Edmonton,3,11,u,Edmonton_3_11,0,NA,NA,c,4,NA,NA
NAM,Edmonton,3,12,u,Edmonton_3_12,1.47,NA,NA,d,4,NA,NA
NAM,Edmonton,3,14,u,Edmonton_3_14,1.36,NA,NA,e,4,NA,NA
NAM,Edmonton,4,2,u,Edmonton_4_2,23.7,NA,NA,f,4,NA,NA
NAM,Edmonton,4,4,u,Edmonton_4_4,0,NA,NA,g,4,NA,NA
NAM,Edmonton,4,5,u,Edmonton_4_5,42.2,NA,NA,h,4,NA,NA
NAM,Edmonton,4,6,u,Edmonton_4_6,6.17,NA,NA,a,5,NA,NA
NAM,Edmonton,4,9,u,Edmonton_4_9,10.1,NA,NA,b,5,NA,NA
NAM,Edmonton,4,10,u,Edmonton_4_10,4.19,NA,NA,c,5,NA,NA
NAM,Edmonton,4,11,u,Edmonton_4_11,0,NA,NA,d,5,NA,NA
NAM,Edmonton,4,13,u,Edmonton_4_13,3.6,NA,NA,e,5,NA,NA
NAM,Edmonton,4,14,u,Edmonton_4_14,0,NA,NA,f,5,NA,NA
NAM,Edmonton,5,4,u,Edmonton_5_4,26.4,NA,NA,g,5,NA,NA
NAM,Edmonton,5,5,u,Edmonton_5_5,14.7,NA,NA,h,5,NA,NA
NAM,Edmonton,5,7,u,Edmonton_5_7,9.51,NA,NA,a,6,NA,NA
NAM,Edmonton,5,9,u,Edmonton_5_9,6.02,NA,NA,b,6,NA,NA
NAM,Edmonton,5,11,u,Edmonton_5_11,0,NA,NA,c,6,NA,NA
NAM,Edmonton,5,12,u,Edmonton_5_12,0,NA,NA,d,6,NA,NA
NAM,Edmonton,5,14,u,Edmonton_5_14,3.98,NA,NA,e,6,NA,NA
NAM,Edmonton,5,16,u,Edmonton_5_16,6.75,NA,NA,f,6,NA,NA
NAM,Edmonton,5,17,u,Edmonton_5_17,0,NA,NA,g,6,NA,NA
NAM,Edmonton,5,18,u,Edmonton_5_18,4.91,NA,NA,h,6,NA,NA
NAM,Edmonton,37,1,r,Edmonton_37_1,10.9,NA,NA,a,7,NA,NA
NAM,Edmonton,37,2,r,Edmonton_37_2,5.73,NA,NA,b,7,NA,NA
NAM,Edmonton,37,3,r,Edmonton_37_3,12.9,NA,NA,c,7,NA,NA
NAM,Edmonton,37,4,r,Edmonton_37_4,13.8,NA,NA,d,7,NA,NA
NAM,Edmonton,37,7,r,Edmonton_37_7,0,NA,NA,e,7,NA,NA
NAM,Edmonton,37,13,r,Edmonton_37_13,2.17,NA,NA,f,7,NA,NA
NAM,Edmonton,37,15,r,Edmonton_37_15,4.21,NA,NA,g,7,NA,NA
NAM,Edmonton,37,16,r,Edmonton_37_16,2.69,NA,NA,h,7,NA,NA
NAM,Edmonton,37,17,r,Edmonton_37_17,4.68,NA,NA,a,8,NA,NA
NAM,Edmonton,37,18,r,Edmonton_37_18,2.8,NA,NA,b,8,NA,NA
NAM,Edmonton,38,2,r,Edmonton_38_2,5.8,NA,NA,c,8,NA,NA
NAM,Edmonton,38,4,r,Edmonton_38_4,7.56,NA,NA,d,8,NA,NA
NAM,Edmonton,38,7,r,Edmonton_38_7,15,NA,NA,e,8,NA,NA
NAM,Edmonton,38,9,r,Edmonton_38_9,1.64,NA,NA,f,8,NA,NA
NAM,Edmonton,38,10,r,Edmonton_38_10,2.58,NA,NA,g,8,NA,NA
NAM,Edmonton,38,12,r,Edmonton_38_12,1.74,NA,NA,h,8,NA,NA
NAM,Edmonton,38,13,r,Edmonton_38_13,3.81,NA,NA,a,9,NA,NA
NAM,Edmonton,38,14,r,Edmonton_38_14,5.33,NA,NA,b,9,NA,NA
NAM,Edmonton,38,15,r,Edmonton_38_15,5.47,NA,NA,c,9,NA,NA
NAM,Edmonton,38,16,r,Edmonton_38_16,5.23,NA,NA,d,9,NA,NA
NAM,Edmonton,39,2,r,Edmonton_39_2,0,NA,NA,e,9,NA,NA
NAM,Edmonton,39,3,r,Edmonton_39_3,4.14,NA,NA,f,9,NA,NA
NAM,Edmonton,39,5,r,Edmonton_39_5,8.92,NA,NA,g,9,NA,NA
NAM,Edmonton,39,8,r,Edmonton_39_8,5.56,NA,NA,h,9,NA,NA
NAM,Edmonton,39,11,r,Edmonton_39_11,8.95,NA,NA,a,10,NA,NA
NAM,Edmonton,39,13,r,Edmonton_39_13,3.82,NA,NA,b,10,NA,NA
NAM,Edmonton,39,16,r,Edmonton_39_16,6.16,NA,NA,c,10,NA,NA
NAM,Edmonton,39,17,r,Edmonton_39_17,1.76,NA,NA,d,10,NA,NA
NAM,Edmonton,39,18,r,Edmonton_39_18,11.8,NA,NA,e,10,NA,NA
NAM,Edmonton,40,1,r,Edmonton_40_1,3.79,NA,NA,f,10,NA,NA
NAM,Edmonton,40,5,r,Edmonton_40_5,4.35,NA,NA,g,10,NA,NA
NAM,Edmonton,40,6,r,Edmonton_40_6,9.28,NA,NA,h,10,NA,NA
NAM,Edmonton,40,8,r,Edmonton_40_8,2.5,NA,NA,a,11,NA,NA
NAM,Edmonton,40,9,r,Edmonton_40_9,5.83,NA,NA,b,11,NA,NA
NAM,Edmonton,40,10,r,Edmonton_40_10,11.2,NA,NA,c,11,NA,NA
NAM,Edmonton,40,11,r,Edmonton_40_11,16.1,NA,NA,d,11,NA,NA
NAM,Edmonton,40,13,r,Edmonton_40_13,8.9,NA,NA,e,11,NA,NA
NAM,Edmonton,40,16,r,Edmonton_40_16,5.15,NA,NA,f,11,NA,NA
NAM,Edmonton,41,1,r,Edmonton_41_1,5.04,NA,NA,g,11,NA,NA
NAM,Edmonton,41,6,r,Edmonton_41_6,2.74,NA,NA,h,11,NA,NA
NAM,Edmonton,41,7,r,Edmonton_41_7,2.55,NA,NA,a,12,NA,NA
NAM,Edmonton,41,9,r,Edmonton_41_9,6.91,NA,NA,b,12,NA,NA
NAM,Edmonton,41,10,r,Edmonton_41_10,0,NA,NA,c,12,NA,NA
NAM,Edmonton,41,11,r,Edmonton_41_11,11.3,NA,NA,d,12,NA,NA
NAM,Edmonton,41,12,r,Edmonton_41_12,7.68,NA,NA,e,12,NA,NA
NAM,Edmonton,41,13,r,Edmonton_41_13,3.2,NA,NA,f,12,NA,NA
NAM,Edmonton,41,16,r,Edmonton_41_16,2.07,NA,NA,g,12,NA,NA
NAM,Edmonton,41,17,r,Edmonton_41_17,0,NA,NA,h,12,NA,NA
ASI,Hiroshima,1,11,u,Hiroshima_1_11,7.46,NA,NA,a,1,NA,NA
ASI,Hiroshima,1,1,u,Hiroshima_1_1,14.2,NA,NA,b,1,NA,NA
ASI,Hiroshima,1,3,u,Hiroshima_1_3,3.89,NA,NA,c,1,NA,NA
ASI,Hiroshima,1,5,u,Hiroshima_1_5,3.81,NA,NA,d,1,NA,NA
ASI,Hiroshima,1,10,u,Hiroshima_1_10,4.84,NA,NA,e,1,NA,NA
ASI,Hiroshima,1,18,u,Hiroshima_1_18,14.9,NA,NA,f,1,NA,NA
ASI,Hiroshima,1,8,u,Hiroshima_1_8,46.4,NA,NA,g,1,NA,NA
ASI,Hiroshima,1,15,u,Hiroshima_1_15,6.89,NA,NA,h,1,NA,NA
ASI,Hiroshima,1,13,u,Hiroshima_1_13,0,NA,NA,a,2,NA,NA
ASI,Hiroshima,1,14,u,Hiroshima_1_14,26.1,NA,NA,b,2,NA,NA
ASI,Hiroshima,2,10,u,Hiroshima_2_10,12.9,NA,NA,c,2,NA,NA
ASI,Hiroshima,2,20,u,Hiroshima_2_20,25.1,NA,NA,d,2,NA,NA
ASI,Hiroshima,2,7,u,Hiroshima_2_7,7.2,NA,NA,e,2,NA,NA
ASI,Hiroshima,2,1,u,Hiroshima_2_1,5.84,NA,NA,f,2,NA,NA
ASI,Hiroshima,2,2,u,Hiroshima_2_2,18.6,NA,NA,g,2,NA,NA
ASI,Hiroshima,2,11,u,Hiroshima_2_11,6.04,NA,NA,h,2,NA,NA
ASI,Hiroshima,2,13,u,Hiroshima_2_13,3.89,NA,NA,a,3,NA,NA
ASI,Hiroshima,2,16,u,Hiroshima_2_16,0,NA,NA,b,3,NA,NA
ASI,Hiroshima,2,17,u,Hiroshima_2_17,2.59,NA,NA,c,3,NA,NA
ASI,Hiroshima,2,18,u,Hiroshima_2_18,6.58,NA,NA,d,3,NA,NA
ASI,Hiroshima,3,9,u,Hiroshima_3_9,0,NA,NA,e,3,NA,NA
ASI,Hiroshima,3,10,u,Hiroshima_3_10,6.93,NA,NA,f,3,NA,NA
ASI,Hiroshima,3,4,u,Hiroshima_3_4,0,NA,NA,g,3,NA,NA
ASI,Hiroshima,3,1,u,Hiroshima_3_1,9.58,NA,NA,h,3,NA,NA
ASI,Hiroshima,3,2,u,Hiroshima_3_2,7.68,NA,NA,a,4,NA,NA
ASI,Hiroshima,3,11,u,Hiroshima_3_11,16.4,NA,NA,b,4,NA,NA
ASI,Hiroshima,3,14,u,Hiroshima_3_14,2.7,NA,NA,c,4,NA,NA
ASI,Hiroshima,3,16,u,Hiroshima_3_16,8.28,NA,NA,d,4,NA,NA
ASI,Hiroshima,3,20,u,Hiroshima_3_20,11.2,NA,NA,e,4,NA,NA
ASI,Hiroshima,4,2,u,Hiroshima_4_2,30.8,NA,NA,f,4,NA,NA
ASI,Hiroshima,4,3,u,Hiroshima_4_3,2.4,NA,NA,g,4,NA,NA
ASI,Hiroshima,4,5,u,Hiroshima_4_5,3.83,NA,NA,h,4,NA,NA
ASI,Hiroshima,4,6,u,Hiroshima_4_6,0,NA,NA,a,5,NA,NA
ASI,Hiroshima,4,8,u,Hiroshima_4_8,9.34,NA,NA,b,5,NA,NA
ASI,Hiroshima,4,19,u,Hiroshima_4_19,8.59,NA,NA,c,5,NA,NA
ASI,Hiroshima,4,17,u,Hiroshima_4_17,6.22,NA,NA,d,5,NA,NA
ASI,Hiroshima,4,18,u,Hiroshima_4_18,7.49,NA,NA,e,5,NA,NA
ASI,Hiroshima,4,11,u,Hiroshima_4_11,17.1,NA,NA,f,5,NA,NA
ASI,Hiroshima,5,13,u,Hiroshima_5_13,7.86,NA,NA,g,5,NA,NA
ASI,Hiroshima,5,18,u,Hiroshima_5_18,7.54,NA,NA,h,5,NA,NA
ASI,Hiroshima,5,17,u,Hiroshima_5_17,6.35,NA,NA,a,6,NA,NA
ASI,Hiroshima,5,16,u,Hiroshima_5_16,1.07,NA,NA,b,6,NA,NA
ASI,Hiroshima,5,11,u,Hiroshima_5_11,0,NA,NA,c,6,NA,NA
ASI,Hiroshima,5,2,u,Hiroshima_5_2,12.5,NA,NA,d,6,NA,NA
ASI,Hiroshima,5,1,u,Hiroshima_5_1,12,NA,NA,e,6,NA,NA
ASI,Hiroshima,5,3,u,Hiroshima_5_3,2.42,NA,NA,f,6,NA,NA
ASI,Hiroshima,5,6,u,Hiroshima_5_6,0,NA,NA,g,6,NA,NA
ASI,Hiroshima,5,7,u,Hiroshima_5_7,7.58,NA,NA,h,6,NA,NA
ASI,Hiroshima,21,6,r,Hiroshima_21_6,4.3,NA,NA,a,7,NA,NA
ASI,Hiroshima,21,15,r,Hiroshima_21_15,9.83,NA,NA,b,7,NA,NA
ASI,Hiroshima,21,20,r,Hiroshima_21_20,1.98,NA,NA,c,7,NA,NA
ASI,Hiroshima,21,19,r,Hiroshima_21_19,0,NA,NA,d,7,NA,NA
ASI,Hiroshima,21,17,r,Hiroshima_21_17,6.77,NA,NA,e,7,NA,NA
ASI,Hiroshima,21,3,r,Hiroshima_21_3,5.32,NA,NA,f,7,NA,NA
ASI,Hiroshima,21,11,r,Hiroshima_21_11,8.12,NA,NA,g,7,NA,NA
ASI,Hiroshima,21,12,r,Hiroshima_21_12,3.16,NA,NA,h,7,NA,NA
ASI,Hiroshima,21,18,r,Hiroshima_21_18,4.64,NA,NA,a,8,NA,NA
ASI,Hiroshima,21,8,r,Hiroshima_21_8,10.1,NA,NA,b,8,NA,NA
ASI,Hiroshima,22,14,r,Hiroshima_22_14,3.32,NA,NA,c,8,NA,NA
ASI,Hiroshima,22,12,r,Hiroshima_22_12,3.76,NA,NA,d,8,NA,NA
ASI,Hiroshima,22,18,r,Hiroshima_22_18,4.58,NA,NA,e,8,NA,NA
ASI,Hiroshima,22,15,r,Hiroshima_22_15,1.63,NA,NA,f,8,NA,NA
ASI,Hiroshima,22,9,r,Hiroshima_22_9,3.1,NA,NA,g,8,NA,NA
ASI,Hiroshima,22,3,r,Hiroshima_22_3,1.03,NA,NA,h,8,NA,NA
ASI,Hiroshima,22,6,r,Hiroshima_22_6,10,NA,NA,a,9,NA,NA
ASI,Hiroshima,22,4,r,Hiroshima_22_4,2.08,NA,NA,b,9,NA,NA
ASI,Hiroshima,22,7,r,Hiroshima_22_7,0,NA,NA,c,9,NA,NA
ASI,Hiroshima,23,11,r,Hiroshima_23_11,2.14,NA,NA,d,9,NA,NA
ASI,Hiroshima,23,4,r,Hiroshima_23_4,0,NA,NA,e,9,NA,NA
ASI,Hiroshima,23,7,r,Hiroshima_23_7,3.21,NA,NA,f,9,NA,NA
ASI,Hiroshima,23,9,r,Hiroshima_23_9,10.7,NA,NA,g,9,NA,NA
ASI,Hiroshima,23,14,r,Hiroshima_23_14,12.9,NA,NA,h,9,NA,NA
ASI,Hiroshima,23,15,r,Hiroshima_23_15,2.93,NA,NA,a,10,NA,NA
ASI,Hiroshima,23,17,r,Hiroshima_23_17,1.28,NA,NA,b,10,NA,NA
ASI,Hiroshima,23,18,r,Hiroshima_23_18,3.43,NA,NA,c,10,NA,NA
ASI,Hiroshima,23,13,r,Hiroshima_23_13,0,NA,NA,d,10,NA,NA
ASI,Hiroshima,23,6,r,Hiroshima_23_6,1.18,NA,NA,e,10,NA,NA
ASI,Hiroshima,24,16,r,Hiroshima_24_16,2.29,NA,NA,f,10,NA,NA
ASI,Hiroshima,24,1,r,Hiroshima_24_1,2.84,NA,NA,g,10,NA,NA
ASI,Hiroshima,24,19,r,Hiroshima_24_19,6.36,NA,NA,h,10,NA,NA
ASI,Hiroshima,24,18,r,Hiroshima_24_18,0,NA,NA,a,11,NA,NA
ASI,Hiroshima,24,3,r,Hiroshima_24_3,0,NA,NA,b,11,NA,NA
ASI,Hiroshima,24,11,r,Hiroshima_24_11,0,NA,NA,c,11,NA,NA
ASI,Hiroshima,24,6,r,Hiroshima_24_6,2.04,NA,NA,d,11,NA,NA
ASI,Hiroshima,24,2,r,Hiroshima_24_2,2.21,NA,NA,e,11,NA,NA
ASI,Hiroshima,24,10,r,Hiroshima_24_10,0,NA,NA,f,11,NA,NA
ASI,Hiroshima,24,7,r,Hiroshima_24_7,1.05,NA,NA,g,11,NA,NA
ASI,Hiroshima,25,14,r,Hiroshima_25_14,0,NA,NA,h,11,NA,NA
ASI,Hiroshima,25,2,r,Hiroshima_25_2,3.34,NA,NA,a,12,NA,NA
ASI,Hiroshima,25,17,r,Hiroshima_25_17,24,NA,NA,b,12,NA,NA
ASI,Hiroshima,25,12,r,Hiroshima_25_12,0,NA,NA,c,12,NA,NA
ASI,Hiroshima,25,7,r,Hiroshima_25_7,1.07,NA,NA,d,12,NA,NA
ASI,Hiroshima,25,1,r,Hiroshima_25_1,5.79,NA,NA,e,12,NA,NA
ASI,Hiroshima,25,10,r,Hiroshima_25_10,2.83,NA,NA,f,12,NA,NA
ASI,Hiroshima,25,15,r,Hiroshima_25_15,1.22,NA,NA,g,12,NA,NA
ASI,Hiroshima,25,20,r,Hiroshima_25_20,42.6,NA,NA,h,12,NA,NA
ASI,Kunming,1,1,u,Kunming_1_1,NA,NA,2.74,NA,NA,a,1
ASI,Kunming,1,2,u,Kunming_1_2,NA,NA,0,NA,NA,b,1
ASI,Kunming,1,3,u,Kunming_1_3,NA,NA,26.4,NA,NA,c,1
ASI,Kunming,1,6,u,Kunming_1_6,NA,NA,4.68,NA,NA,d,1
ASI,Kunming,1,7,u,Kunming_1_7,NA,NA,55.4,NA,NA,e,1
ASI,Kunming,1,9,u,Kunming_1_9,NA,NA,15.1,NA,NA,f,1
ASI,Kunming,1,10,u,Kunming_1_10,NA,NA,21.2,NA,NA,g,1
ASI,Kunming,1,12,u,Kunming_1_12,NA,NA,28,NA,NA,h,1
