Sample	total_reads	mapped_reads	mapped_reads_pct	forward_strand	forward_strand_pct	reverse_strand	reverse_strand_pct	failed_qc	failed_qc_pct	duplicates	duplicates_pct	paired_end	paired_end_pct	both_mapped	both_mapped_pct	read_1	read_2	singletons	singletons_pct
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_18_14	6688627.0	3258669.0	48.7196	5049341.0	75.4914	1639286.0	24.5086	0.0	0.0	382441.0	5.71778	6537445.0	97.7397	3204559.0	49.0185	3269366.0	3268079.0	19537.0	0.298848
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_18_16	4230129.0	3777299.0	89.2951	2332965.0	55.1512	1897164.0	44.8488	0.0	0.0	398334.0	9.41659	4017405.0	94.9712	3717145.0	92.526	2009047.0	2008358.0	14711.0	0.366182
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_18_3	8622975.0	8259689.0	95.787	4488313.0	52.0506	4134662.0	47.9494	0.0	0.0	1531851.0	17.7648	8487109.0	98.4244	8122785.0	95.7073	4242472.0	4244637.0	10914.0	0.128595
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_18_4	5448036.0	5009433.0	91.9493	2933279.0	53.841	2514757.0	46.159	0.0	0.0	723470.0	13.2795	5296967.0	97.2271	4929919.0	93.0706	2648951.0	2648016.0	17167.0	0.324091
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_18_9	4595058.0	4039401.0	87.9075	2567330.0	55.8715	2027728.0	44.1285	0.0	0.0	684834.0	14.9037	4486019.0	97.627	3960692.0	88.2897	2243623.0	2242396.0	14236.0	0.317342
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_19_1	5477588.0	2666757.0	48.6849	4135984.0	75.5074	1341604.0	24.4926	0.0	0.0	323812.0	5.91158	5015091.0	91.5566	2627912.0	52.4001	2507741.0	2507350.0	7755.0	0.154633
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_19_10	16200622.0	15465847.0	95.4645	8457815.0	52.2067	7742807.0	47.7933	0.0	0.0	2124435.0	13.1133	16072274.0	99.2078	15367203.0	95.6131	8035982.0	8036292.0	25136.0	0.156394
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_19_11	8809814.0	6482016.0	73.5772	5561928.0	63.1333	3247886.0	36.8667	0.0	0.0	1139866.0	12.9386	8681319.0	98.5415	6373918.0	73.4211	4340068.0	4341251.0	15635.0	0.180099
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_19_14	14744096.0	12829010.0	87.0112	8317294.0	56.411	6426802.0	43.589	0.0	0.0	2296154.0	15.5734	14117898.0	95.7529	12526137.0	88.7252	7056331.0	7061567.0	30400.0	0.21533
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_19_15	4401775.0	3754390.0	85.2926	2515039.0	57.1369	1886736.0	42.8631	0.0	0.0	406746.0	9.2405	3838267.0	87.1982	3707106.0	96.5828	1918911.0	1919356.0	8005.0	0.208558
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_19_16	4158492.0	3919687.0	94.2574	2189577.0	52.6532	1968915.0	47.3469	0.0	0.0	442444.0	10.6395	4082077.0	98.1624	3861042.0	94.5852	2040862.0	2041215.0	19503.0	0.477772
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_19_5	11505259.0	11115162.0	96.6094	5936617.0	51.5992	5568642.0	48.4008	0.0	0.0	1383029.0	12.0208	11422614.0	99.2817	11030967.0	96.5713	5712155.0	5710459.0	22280.0	0.195052
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_19_8	5876182.0	591413.0	10.0646	5578546.0	94.9349	297636.0	5.06513	0.0	0.0	82226.0	1.39931	5763547.0	98.0832	578532.0	10.0378	2881506.0	2882041.0	5195.0	0.0901355
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_19_9	13782197.0	12549353.0	91.0548	7489864.0	54.3445	6292333.0	45.6555	0.0	0.0	1771854.0	12.8561	12927333.0	93.7973	12428679.0	96.1426	6463146.0	6464187.0	21421.0	0.165703
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_3_12	12928381.0	12482624.0	96.5521	6674680.0	51.6281	6253701.0	48.3719	0.0	0.0	1628507.0	12.5964	12774955.0	98.8133	12332334.0	96.5352	6387668.0	6387287.0	28488.0	0.222999
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_3_13	10156820.0	8551524.0	84.1949	5863306.0	57.7278	4293514.0	42.2722	0.0	0.0	1830604.0	18.0234	9786373.0	96.3527	8419956.0	86.0376	4893807.0	4892566.0	35184.0	0.35952
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_3_15	12627169.0	5267356.0	41.7145	9978649.0	79.0252	2648520.0	20.9748	0.0	0.0	1594595.0	12.6283	11922546.0	94.4198	5186991.0	43.5057	5961210.0	5961336.0	20718.0	0.173772
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_3_17	14542825.0	14253308.0	98.0092	7406445.0	50.9285	7136380.0	49.0715	0.0	0.0	1713496.0	11.7824	14432362.0	99.2404	14143700.0	97.9999	7215213.0	7217149.0	24160.0	0.167402
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_3_4	9512109.0	8956860.0	94.1627	5020977.0	52.7851	4491132.0	47.2149	0.0	0.0	1600396.0	16.8248	9362676.0	98.429	8831346.0	94.325	4680905.0	4681771.0	28239.0	0.301612
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_3_8	13565828.0	7863222.0	57.9634	9618485.0	70.9023	3947343.0	29.0977	0.0	0.0	1327246.0	9.78374	13388417.0	98.6922	7781545.0	58.1215	6694444.0	6693973.0	30612.0	0.228645
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_3_9	11240509.0	5504656.0	48.9716	8475324.0	75.3998	2765185.0	24.6002	0.0	0.0	962853.0	8.56592	11018352.0	98.0236	5411651.0	49.1149	5509298.0	5509054.0	22258.0	0.202008
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_4_1	14993712.0	6101536.0	40.694	11927550.0	79.5503	3066162.0	20.4497	0.0	0.0	828173.0	5.52347	14314587.0	95.4706	6010694.0	41.99	7156803.0	7157784.0	21660.0	0.151314
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_4_10	7416539.0	7062335.0	95.2241	3875125.0	52.2498	3541414.0	47.7502	0.0	0.0	1365427.0	18.4106	7299705.0	98.4247	6926897.0	94.8928	3649726.0	3649979.0	25248.0	0.345877
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_4_13	6428476.0	5990999.0	93.1947	3429999.0	53.3563	2998477.0	46.6437	0.0	0.0	974948.0	15.1661	6334435.0	98.5371	5895886.0	93.0767	3166431.0	3168004.0	8667.0	0.136824
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_4_18	10655814.0	4861096.0	45.6192	8210069.0	77.0478	2445745.0	22.9522	0.0	0.0	654691.0	6.14398	10152841.0	95.2798	4790003.0	47.1789	5076341.0	5076500.0	22560.0	0.222204
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_4_2	6370336.0	6011723.0	94.3706	3360925.0	52.759	3009411.0	47.241	0.0	0.0	957734.0	15.0343	6276992.0	98.5347	5915356.0	94.2387	3137902.0	3139090.0	9070.0	0.144496
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_4_3	15029334.0	7468530.0	49.693	11283679.0	75.0777	3745655.0	24.9223	0.0	0.0	1005267.0	6.6887	14583816.0	97.0357	7395201.0	50.7083	7292155.0	7291661.0	19206.0	0.131694
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_4_4	7046146.0	697167.0	9.8943	6696486.0	95.0376	349660.0	4.96243	0.0	0.0	90409.0	1.2831	6929623.0	98.3463	689009.0	9.94295	3464633.0	3464990.0	3491.0	0.0503779
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_4_6	15185511.0	14491582.0	95.4303	7929703.0	52.2189	7255808.0	47.7811	0.0	0.0	1984864.0	13.0708	15023206.0	98.9312	14394729.0	95.8166	7511648.0	7511558.0	24227.0	0.161264
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_4_8	6063621.0	5597247.0	92.3087	3254715.0	53.6761	2808906.0	46.3239	0.0	0.0	673779.0	11.1118	5988934.0	98.7683	5526874.0	92.2848	2996024.0	2992910.0	24482.0	0.408787
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_4_9	14650872.0	12451189.0	84.986	8423591.0	57.4955	6227281.0	42.5045	0.0	0.0	2089766.0	14.2638	14551764.0	99.3235	12363425.0	84.9617	7275337.0	7276427.0	6187.0	0.0425172
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_6_12	4042739.0	3277171.0	81.0631	2397706.0	59.3089	1645033.0	40.6911	0.0	0.0	392647.0	9.7124	3592033.0	88.8515	3209323.0	89.3456	1796212.0	1795821.0	10972.0	0.305454
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_6_13	6405444.0	5857052.0	91.4387	3468703.0	54.1524	2936741.0	45.8476	0.0	0.0	689906.0	10.7706	6319548.0	98.659	5770066.0	91.305	3161017.0	3158531.0	18499.0	0.292727
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_6_14	4184580.0	764948.0	18.2802	3791430.0	90.6048	393150.0	9.39521	0.0	0.0	89555.0	2.14012	3732227.0	89.19	733745.0	19.6597	1866111.0	1866116.0	12440.0	0.333313
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_6_15	9945385.0	8391716.0	84.378	5736339.0	57.6784	4209046.0	42.3216	0.0	0.0	1195019.0	12.0158	9739538.0	97.9302	8275459.0	84.9677	4868666.0	4870872.0	22191.0	0.227844
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_6_2	2021422.0	1647594.0	81.5067	1191204.0	58.929	830218.0	41.071	0.0	0.0	283120.0	14.006	1770431.0	87.5835	1595378.0	90.1124	885589.0	884842.0	9689.0	0.547268
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_6_3	2993763.0	2640530.0	88.201	1665985.0	55.6485	1327778.0	44.3515	0.0	0.0	293898.0	9.81701	2878506.0	96.1501	2574686.0	89.4452	1439748.0	1438758.0	14279.0	0.496056
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_6_5	3707770.0	3364637.0	90.7456	2017502.0	54.4128	1690268.0	45.5872	0.0	0.0	409907.0	11.0554	3591144.0	96.8546	3283439.0	91.4316	1794871.0	1796273.0	17371.0	0.483718
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_6_6	5224411.0	4599438.0	88.0374	2915689.0	55.8089	2308722.0	44.191	0.0	0.0	711461.0	13.618	5086942.0	97.3687	4512920.0	88.7158	2543482.0	2543460.0	16584.0	0.326011
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_7_11	7341434.0	5967018.0	81.2786	4348185.0	59.228	2993249.0	40.772	0.0	0.0	821804.0	11.1941	7221688.0	98.3689	5902193.0	81.7287	3611484.0	3610204.0	19997.0	0.276902
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_7_12	7071007.0	2432627.0	34.4028	5845144.0	82.6635	1225863.0	17.3365	0.0	0.0	406988.0	5.75573	6478144.0	91.6156	2385033.0	36.8166	3238541.0	3239603.0	10518.0	0.162361
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_7_13	6773527.0	4883282.0	72.0936	4324171.0	63.8393	2449356.0	36.1607	0.0	0.0	621226.0	9.17138	6663776.0	98.3797	4822739.0	72.3725	3332078.0	3331698.0	16351.0	0.245371
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_7_14	5023434.0	4850060.0	96.5487	2594665.0	51.6512	2428769.0	48.3488	0.0	0.0	914536.0	18.2054	4941152.0	98.362	4763198.0	96.3985	2469626.0	2471526.0	9007.0	0.182285
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_7_2	8506191.0	7566253.0	88.95	4716346.0	55.446	3789845.0	44.554	0.0	0.0	1027548.0	12.08	8217881.0	96.6106	7490653.0	91.1507	4108671.0	4109210.0	15490.0	0.188491
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_7_4	2234456.0	499699.0	22.3633	1972720.0	88.2864	261736.0	11.7136	0.0	0.0	54755.0	2.45048	1008205.0	45.1208	458841.0	45.5107	504037.0	504168.0	2943.0	0.291905
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_7_5	10397141.0	9540869.0	91.7644	5621581.0	54.0685	4775560.0	45.9315	0.0	0.0	1792058.0	17.2361	10157269.0	97.6929	9313471.0	91.6927	5076927.0	5080342.0	11855.0	0.116714
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_7_6	3978255.0	2743977.0	68.9744	2596183.0	65.2593	1382072.0	34.7407	0.0	0.0	326084.0	8.19666	3459690.0	86.965	2682349.0	77.5315	1729420.0	1730270.0	10897.0	0.31497
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_7_9	3694652.0	1296288.0	35.0855	3031708.0	82.0567	662944.0	17.9433	0.0	0.0	143369.0	3.88045	2667664.0	72.2034	1243502.0	46.6139	1333903.0	1333761.0	6776.0	0.254005
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_8_1	7486975.0	4916288.0	65.6645	5025150.0	67.1186	2461825.0	32.8814	0.0	0.0	801727.0	10.7083	7344419.0	98.0959	4808920.0	65.4772	3671677.0	3672742.0	10961.0	0.149243
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_8_11	4087251.0	3860467.0	94.4514	2149768.0	52.5969	1937483.0	47.4031	0.0	0.0	483111.0	11.82	3994626.0	97.7338	3788315.0	94.8353	1998059.0	1996567.0	16530.0	0.413806
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_8_2	11661392.0	5680576.0	48.7127	8808418.0	75.5349	2852974.0	24.4651	0.0	0.0	913837.0	7.83643	11337837.0	97.2254	5604056.0	49.4279	5668736.0	5669101.0	22604.0	0.199368
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_8_3	4988028.0	4385974.0	87.93	2785933.0	55.8524	2202095.0	44.1476	0.0	0.0	716512.0	14.3646	4827631.0	96.7844	4317034.0	89.4234	2413709.0	2413922.0	19368.0	0.401191
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_8_4	5008345.0	4345183.0	86.7589	2825159.0	56.409	2183186.0	43.591	0.0	0.0	614438.0	12.2683	4795328.0	95.7468	4261592.0	88.8697	2398433.0	2396895.0	23749.0	0.495253
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_8_5	221111.0	177927.0	80.4695	131914.0	59.6596	89197.0	40.3404	0.0	0.0	3688.0	1.66794	212582.0	96.1427	175503.0	82.5578	106310.0	106272.0	474.0	0.222973
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_8_6	15999312.0	13786481.0	86.1692	9094788.0	56.8449	6904524.0	43.1551	0.0	0.0	2661442.0	16.6347	15554913.0	97.2224	13383854.0	86.0426	7774990.0	7779923.0	29124.0	0.187233
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_8_7	7272608.0	4145931.0	57.0075	5172040.0	71.1167	2100568.0	28.8833	0.0	0.0	792716.0	10.9	5833784.0	80.2159	4031207.0	69.1011	2915997.0	2917787.0	20315.0	0.34823
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_8_8	8507290.0	7019384.0	82.5102	4993880.0	58.7012	3513410.0	41.2988	0.0	0.0	1201728.0	14.1259	8373714.0	98.4299	6896243.0	82.3558	4185990.0	4187724.0	10207.0	0.121893
home | santang3 | scratch | glue | results | qc | bamtools_stats | Cape_Town_8_9	3608592.0	3067853.0	85.0152	2068091.0	57.3102	1540501.0	42.6898	0.0	0.0	481775.0	13.3508	3436398.0	95.2282	3004218.0	87.4235	1718802.0	1717596.0	12864.0	0.374345
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_1_1	64033.0	54359.0	84.8922	36808.0	57.4829	27225.0	42.5171	0.0	0.0	1059.0	1.65383	60919.0	95.1369	53690.0	88.1334	30459.0	30460.0	108.0	0.177285
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_1_10	265884.0	224320.0	84.3676	153440.0	57.7094	112444.0	42.2906	0.0	0.0	4067.0	1.52961	255946.0	96.2623	221297.0	86.4624	128006.0	127940.0	626.0	0.244583
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_1_11	5608825.0	5428983.0	96.7936	2890173.0	51.529	2718652.0	48.471	0.0	0.0	674516.0	12.026	5455426.0	97.265	5399100.0	98.9675	2727754.0	2727672.0	7414.0	0.135901
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_1_3	77064.0	63238.0	82.0591	45370.0	58.8731	31694.0	41.1269	0.0	0.0	1280.0	1.66096	73104.0	94.8614	62424.0	85.3907	36563.0	36541.0	121.0	0.165518
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_1_4	94546.0	76437.0	80.8464	56242.0	59.4864	38304.0	40.5136	0.0	0.0	1594.0	1.68595	86056.0	91.0202	75550.0	87.7917	43050.0	43006.0	152.0	0.176629
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_1_5	5605038.0	5283117.0	94.2566	2956135.0	52.7407	2648903.0	47.2593	0.0	0.0	897634.0	16.0148	5500192.0	98.1294	5171983.0	94.0328	2750380.0	2749812.0	16239.0	0.295244
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_1_6	178110.0	151564.0	85.0957	102087.0	57.3168	76023.0	42.6832	0.0	0.0	2563.0	1.439	172377.0	96.7812	149400.0	86.6705	86153.0	86224.0	458.0	0.265697
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_1_8	195156.0	173988.0	89.1533	107913.0	55.2958	87243.0	44.7042	0.0	0.0	3075.0	1.57566	188575.0	96.6278	171639.0	91.019	94296.0	94279.0	470.0	0.249238
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_1_9	15029710.0	14391778.0	95.7555	7823148.0	52.0512	7206562.0	47.9488	0.0	0.0	2666504.0	17.7416	14751077.0	98.1461	14225873.0	96.4396	7374372.0	7376705.0	28757.0	0.194948
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_2_11	59868.0	50617.0	84.5477	34571.0	57.7454	25297.0	42.2546	0.0	0.0	1044.0	1.74384	57087.0	95.3548	49955.0	87.5068	28542.0	28545.0	90.0	0.157654
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_2_12	8364094.0	8059463.0	96.3579	4328961.0	51.7565	4035133.0	48.2435	0.0	0.0	1071962.0	12.8162	8212102.0	98.1828	8019751.0	97.6577	4105807.0	4106295.0	8112.0	0.098781
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_2_15	7109606.0	6436455.0	90.5318	3887203.0	54.6754	3222403.0	45.3246	0.0	0.0	864158.0	12.1548	6656346.0	93.6247	6391970.0	96.0282	3327993.0	3328353.0	8765.0	0.131679
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_2_17	4408762.0	4285340.0	97.2005	2263260.0	51.3355	2145502.0	48.6645	0.0	0.0	699705.0	15.8708	4373821.0	99.2075	4247304.0	97.1074	2186636.0	2187185.0	6556.0	0.149892
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_2_19	17767234.0	17221319.0	96.9274	9148189.0	51.4891	8619045.0	48.5109	0.0	0.0	2456756.0	13.8275	17425047.0	98.0741	17138615.0	98.3562	8713229.0	8711818.0	15016.0	0.0861748
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_2_20	4978744.0	4744064.0	95.2864	2598666.0	52.1952	2380078.0	47.8048	0.0	0.0	642389.0	12.9026	4758954.0	95.5854	4676422.0	98.2658	2378792.0	2380162.0	12442.0	0.261444
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_2_3	5838967.0	5523341.0	94.5945	3071975.0	52.6116	2766992.0	47.3884	0.0	0.0	987202.0	16.9071	5774738.0	98.9	5452756.0	94.4243	2887309.0	2887429.0	12282.0	0.212685
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_2_5	17043348.0	16512248.0	96.8838	8772774.0	51.4733	8270574.0	48.5267	0.0	0.0	2212484.0	12.9815	16633894.0	97.5976	16415374.0	98.6863	8316904.0	8316990.0	22164.0	0.133246
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_2_7	6923738.0	6473462.0	93.4966	3682045.0	53.18	3241693.0	46.82	0.0	0.0	801953.0	11.5827	6704279.0	96.8303	6435670.0	95.9935	3352267.0	3352012.0	9046.0	0.134929
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_2_8	16316325.0	16037064.0	98.2885	8288115.0	50.7965	8028210.0	49.2035	0.0	0.0	2300329.0	14.0983	16174459.0	99.1305	15953060.0	98.6312	8087986.0	8086473.0	21515.0	0.133018
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_37_1	11091179.0	10474929.0	94.4438	5850721.0	52.7511	5240458.0	47.2489	0.0	0.0	2090736.0	18.8504	10941618.0	98.6515	10403893.0	95.0855	5470737.0	5470881.0	5962.0	0.0544892
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_37_10	7715218.0	6635363.0	86.0036	4389949.0	56.8999	3325269.0	43.1001	0.0	0.0	859952.0	11.1462	7224802.0	93.6435	6577056.0	91.0344	3612328.0	3612474.0	6133.0	0.0848881
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_37_12	7845431.0	7689280.0	98.0097	3996118.0	50.9356	3849313.0	49.0644	0.0	0.0	1126481.0	14.3584	7775065.0	99.1031	7638435.0	98.2427	3887605.0	3887460.0	10455.0	0.134468
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_37_13	5367729.0	4825415.0	89.8968	2952779.0	55.0098	2414950.0	44.9902	0.0	0.0	813915.0	15.1631	5328238.0	99.2643	4786881.0	89.8399	2663937.0	2664301.0	6889.0	0.129292
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_37_19	5682920.0	5408573.0	95.1724	2973131.0	52.317	2709789.0	47.683	0.0	0.0	768641.0	13.5255	5444940.0	95.8124	5358507.0	98.4126	2722359.0	2722581.0	7730.0	0.141967
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_37_2	10239184.0	9556130.0	93.329	5455610.0	53.2817	4783574.0	46.7183	0.0	0.0	1770316.0	17.2896	10120288.0	98.8388	9434241.0	93.2211	5059177.0	5061111.0	12401.0	0.122536
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_37_21	7574040.0	6762303.0	89.2826	4189787.0	55.3177	3384253.0	44.6823	0.0	0.0	1003787.0	13.253	7001198.0	92.4368	6721829.0	96.0097	3500459.0	3500739.0	4470.0	0.0638462
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_37_5	8230924.0	7928015.0	96.3199	4260808.0	51.7659	3970116.0	48.2341	0.0	0.0	1220054.0	14.8228	8052621.0	97.8337	7863411.0	97.6503	4026208.0	4026413.0	11032.0	0.136999
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_37_8	6108862.0	5670236.0	92.8198	3267608.0	53.4896	2841254.0	46.5104	0.0	0.0	719731.0	11.7818	5822153.0	95.3067	5617110.0	96.4782	2911092.0	2911061.0	8931.0	0.153397
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_38_1	7002592.0	6505080.0	92.8953	3742955.0	53.451	3259637.0	46.549	0.0	0.0	967846.0	13.8213	6640836.0	94.834	6437246.0	96.9343	3320258.0	3320578.0	8063.0	0.121415
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_38_10	3073246.0	1926394.0	62.6827	2096897.0	68.2307	976349.0	31.7693	0.0	0.0	255913.0	8.32712	2012508.0	65.4848	1870598.0	92.9486	1006147.0	1006361.0	3893.0	0.19344
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_38_13	5753295.0	5423985.0	94.2761	3032624.0	52.7111	2720671.0	47.2889	0.0	0.0	748724.0	13.0138	5438668.0	94.5314	5348934.0	98.3501	2719568.0	2719100.0	12142.0	0.223253
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_38_14	6537363.0	6069752.0	92.8471	3495562.0	53.4705	3041801.0	46.5295	0.0	0.0	812969.0	12.4357	6200514.0	94.8473	6014842.0	97.0055	3099848.0	3100666.0	10995.0	0.177324
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_38_16	4648212.0	3153585.0	67.8451	3063205.0	65.9007	1585007.0	34.0993	0.0	0.0	394855.0	8.49477	3236429.0	69.6274	3100586.0	95.8027	1618354.0	1618075.0	11335.0	0.350232
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_38_2	10118394.0	9761609.0	96.4739	5230235.0	51.6904	4888159.0	48.3096	0.0	0.0	1963905.0	19.4093	9772242.0	96.579	9645562.0	98.7037	4886205.0	4886037.0	9867.0	0.10097
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_38_20	5017480.0	4858816.0	96.8378	2582540.0	51.4709	2434940.0	48.5291	0.0	0.0	629522.0	12.5466	4909176.0	97.8415	4815594.0	98.0937	2454467.0	2454709.0	10019.0	0.204087
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_38_3	3833084.0	3696610.0	96.4396	1981078.0	51.6837	1852006.0	48.3163	0.0	0.0	470058.0	12.2632	3706003.0	96.6846	3659818.0	98.7538	1853157.0	1852846.0	7080.0	0.191041
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_38_7	5917772.0	5458936.0	92.2465	3186861.0	53.8524	2730911.0	46.1476	0.0	0.0	938208.0	15.8541	5855526.0	98.9482	5404027.0	92.2894	2927388.0	2928138.0	4344.0	0.0741863
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_38_8	8315392.0	7591016.0	91.2887	4513215.0	54.2754	3802177.0	45.7246	0.0	0.0	1272511.0	15.3031	8256622.0	99.2932	7523161.0	91.1167	4128042.0	4128580.0	17630.0	0.213526
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_39_1	12460303.0	11720930.0	94.0662	6590218.0	52.8897	5870085.0	47.1103	0.0	0.0	2234925.0	17.9364	12339577.0	99.0311	11592818.0	93.9483	6169406.0	6170171.0	21267.0	0.172348
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_39_11	6549342.0	6290302.0	96.0448	3400025.0	51.914	3149317.0	48.086	0.0	0.0	881738.0	13.463	6434346.0	98.2442	6251716.0	97.1616	3217384.0	3216962.0	8171.0	0.12699
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_39_15	2570128.0	2100662.0	81.7337	1514460.0	58.9255	1055668.0	41.0745	0.0	0.0	220475.0	8.57837	2470672.0	96.1303	2062872.0	83.4944	1235783.0	1234889.0	9221.0	0.373218
home | santang3 | scratch | glue | results | qc | bamtools_stats | Chrchurch_39_16	7460619.0	7363451.0	98.6976	3772559.0	50.5663	3688060.0	49.4337	0.0	0.0	1197518.0	16.0512	7374949.0	98.8517	7281333.0	98.7306	3687580.0	3687369.0	12396.0	0.168083
