continent,city,population,individual,site,sample,country,population_latitude,population_longitude
OCE,Melbourne,5,8,r,Melbourne_5_8,Australia,-37.9205,144.6817
OCE,Melbourne,6,17,r,Melbourne_6_17,Australia,-37.9215,144.6758
OCE,Melbourne,5,13,r,Melbourne_5_13,Australia,-37.9205,144.6817
OCE,Melbourne,5,19,r,Melbourne_5_19,Australia,-37.9205,144.6817
OCE,Melbourne,25,14,u,Melbourne_25_14,Australia,-37.8097,144.9534
OCE,Melbourne,25,6,u,Melbourne_25_6,Australia,-37.8097,144.9534
OCE,Melbourne,29,2,u,Melbourne_29_2,Australia,-37.811,144.9783
OCE,Melbourne,29,4,u,Melbourne_29_4,Australia,-37.811,144.9783
OCE,Melbourne,30,5,u,Melbourne_30_5,Australia,-37.8014,144.97
OCE,Melbourne,30,1,u,Melbourne_30_1,Australia,-37.8014,144.97
OCE,Melbourne,31,15,u,Melbourne_31_15,Australia,-37.7971,144.9587
OCE,Melbourne,30,6,u,Melbourne_30_6,Australia,-37.8014,144.97
OCE,Melbourne,25,3,u,Melbourne_25_3,Australia,-37.8097,144.9534
OCE,Melbourne,29,14,u,Melbourne_29_14,Australia,-37.811,144.9783
NAM,Memphis,45,12,r,Memphis_45_12,USA,35.00904,-90.10278
NAM,Memphis,47,1,r,Memphis_47_1,USA,34.99129,-90.1126
NAM,Memphis,45,14,r,Memphis_45_14,USA,35.00904,-90.10278
NAM,Memphis,43,2,r,Memphis_43_2,USA,35.01499,-90.09714
NAM,Memphis,43,8,r,Memphis_43_8,USA,35.01499,-90.09714
NAM,Memphis,44,7,r,Memphis_44_7,USA,35.0108,-90.09649
NAM,Memphis,44,9,r,Memphis_44_9,USA,35.0108,-90.09649
NAM,Memphis,44,3,r,Memphis_44_3,USA,35.0108,-90.09649
NAM,Memphis,43,10,r,Memphis_43_10,USA,35.01499,-90.09714
NAM,Memphis,43,5,r,Memphis_43_5,USA,35.01499,-90.09714
NAM,Memphis,1,4,u,Memphis_1_4,USA,35.15748,-90.04805
NAM,Memphis,1,2,u,Memphis_1_2,USA,35.15748,-90.04805
NAM,Memphis,2,1,u,Memphis_2_1,USA,35.15419,-90.04719
NAM,Memphis,2,20,u,Memphis_2_20,USA,35.15419,-90.04719
NAM,Memphis,3,10,u,Memphis_3_10,USA,35.15156,-90.04777
NAM,Memphis,4,5,u,Memphis_4_5,USA,35.14989,-90.04976
NAM,Memphis,4,17,u,Memphis_4_17,USA,35.14989,-90.04976
NAM,Memphis,5,14,u,Memphis_5_14,USA,35.1483,-90.045
NAM,Memphis,5,12,u,Memphis_5_12,USA,35.1483,-90.045
NAM,Memphis,5,18,u,Memphis_5_18,USA,35.1483,-90.045
NAM,Mexico_City,18,9,r,Mexico_City_18_9,Mexico,19.1452,-99.16758
NAM,Mexico_City,18,5,r,Mexico_City_18_5,Mexico,19.1452,-99.16758
NAM,Mexico_City,20,12,r,Mexico_City_20_12,Mexico,19.23359,-99.23035
NAM,Mexico_City,20,9,r,Mexico_City_20_9,Mexico,19.23359,-99.23035
NAM,Mexico_City,22,10,r,Mexico_City_22_10,Mexico,19.21224,-99.22568
NAM,Mexico_City,22,12,r,Mexico_City_22_12,Mexico,19.21224,-99.22568
NAM,Mexico_City,24,15,r,Mexico_City_24_15,Mexico,19.22734,-99.22981
NAM,Mexico_City,24,9,r,Mexico_City_24_9,Mexico,19.22734,-99.22981
NAM,Mexico_City,25,13,r,Mexico_City_25_13,Mexico,19.21745,-99.22215
NAM,Mexico_City,25,8,r,Mexico_City_25_8,Mexico,19.21745,-99.22215
NAM,Mexico_City,1,12,u,Mexico_City_1_12,Mexico,19.42319,-99.1828
NAM,Mexico_City,1,2,u,Mexico_City_1_2,Mexico,19.42319,-99.1828
NAM,Mexico_City,2,9,u,Mexico_City_2_9,Mexico,19.41568,-99.19916
NAM,Mexico_City,2,5,u,Mexico_City_2_5,Mexico,19.41568,-99.19916
NAM,Mexico_City,28,16,u,Mexico_City_28_16,Mexico,19.40796,-99.15867
NAM,Mexico_City,28,6,u,Mexico_City_28_6,Mexico,19.40796,-99.15867
NAM,Mexico_City,3,5,u,Mexico_City_3_5,Mexico,19.3906,-99.16463
NAM,Mexico_City,3,14,u,Mexico_City_3_14,Mexico,19.3906,-99.16463
NAM,Mexico_City,30,11,u,Mexico_City_30_11,Mexico,19.38579,-99.19576
NAM,Mexico_City,30,16,u,Mexico_City_30_16,Mexico,19.38579,-99.19576
EU,Munich,1,5,r,Munich_1_5,Germany,48.20331,11.33627
EU,Munich,1,4,r,Munich_1_4,Germany,48.20331,11.33627
EU,Munich,2,9,r,Munich_2_9,Germany,48.20217,11.33856
EU,Munich,2,5,r,Munich_2_5,Germany,48.20217,11.33856
EU,Munich,3,4,r,Munich_3_4,Germany,48.1984,11.34624
EU,Munich,3,14,r,Munich_3_14,Germany,48.1984,11.34624
EU,Munich,4,18,r,Munich_4_18,Germany,48.199,11.35223
EU,Munich,4,6,r,Munich_4_6,Germany,48.199,11.35223
EU,Munich,5,11,r,Munich_5_11,Germany,48.19699,11.35865
EU,Munich,5,1,r,Munich_5_1,Germany,48.19699,11.35865
EU,Munich,47,6,u,Munich_47_6,Germany,48.14042,11.5659
EU,Munich,47,10,u,Munich_47_10,Germany,48.14042,11.5659
EU,Munich,48,19,u,Munich_48_19,Germany,48.14144,11.56973
EU,Munich,48,12,u,Munich_48_12,Germany,48.14144,11.56973
EU,Munich,50,13,u,Munich_50_13,Germany,48.13828,11.57638
EU,Munich,50,15,u,Munich_50_15,Germany,48.13828,11.57638
EU,Munich,51,13,u,Munich_51_13,Germany,48.13486,11.58091
EU,Munich,51,8,u,Munich_51_8,Germany,48.13486,11.58091
EU,Munich,48,8,u,Munich_48_8,Germany,48.14144,11.56973
EU,Munich,51,16,u,Munich_51_16,Germany,48.13486,11.58091
EU,Paris,11,9,r,Paris_11_9,France,48.67414,2.0127
EU,Paris,11,6,r,Paris_11_6,France,48.67414,2.0127
EU,Paris,13,3,r,Paris_13_3,France,48.66458,2.16655
EU,Paris,13,13,r,Paris_13_13,France,48.66458,2.16655
EU,Paris,15,13,r,Paris_15_13,France,48.72989,2.18027
EU,Paris,15,14,r,Paris_15_14,France,48.72989,2.18027
EU,Paris,6,1,r,Paris_6_1,France,48.6577,2.09325
EU,Paris,6,4,r,Paris_6_4,France,48.6577,2.09325
EU,Paris,8,8,r,Paris_8_8,France,48.6695,2.06356
EU,Paris,8,10,r,Paris_8_10,France,48.6695,2.06356
EU,Paris,2,9,u,Paris_2_9,France,48.8565,2.34896
EU,Paris,2,2,u,Paris_2_2,France,48.8565,2.34896
EU,Paris,23,19,u,Paris_23_19,France,48.87519,2.36233
EU,Paris,23,13,u,Paris_23_13,France,48.87519,2.36233
EU,Paris,25,13,u,Paris_25_13,France,48.8249,2.33766
EU,Paris,25,2,u,Paris_25_2,France,48.8249,2.33766
EU,Paris,3,9,u,Paris_3_9,France,48.84364,2.35935
EU,Paris,3,3,u,Paris_3_3,France,48.84364,2.35935
EU,Paris,39,15,u,Paris_39_15,France,48.8403,2.31938
EU,Paris,39,5,u,Paris_39_5,France,48.8403,2.31938
SAM,Quito,1,12,r,Quito_1_12,Ecuador,0.02594,-78.48201
SAM,Quito,1,18,r,Quito_1_18,Ecuador,0.02594,-78.48201
SAM,Quito,2,17,r,Quito_2_17,Ecuador,0.02431,-78.48233
SAM,Quito,2,19,r,Quito_2_19,Ecuador,0.02431,-78.48233
SAM,Quito,3,2,r,Quito_3_2,Ecuador,0.02272,-78.47947
SAM,Quito,3,19,r,Quito_3_19,Ecuador,0.02272,-78.47947
SAM,Quito,4,2,r,Quito_4_2,Ecuador,0.01727,-78.47863
SAM,Quito,4,8,r,Quito_4_8,Ecuador,0.01727,-78.47863
SAM,Quito,6,15,r,Quito_6_15,Ecuador,-0.00139,-78.45707
SAM,Quito,3,15,r,Quito_3_15,Ecuador,0.02272,-78.47947
SAM,Quito,36,12,u,Quito_36_12,Ecuador,-0.20846,-78.49664
SAM,Quito,37,14,u,Quito_37_14,Ecuador,-0.21038,-78.50039
SAM,Quito,36,15,u,Quito_36_15,Ecuador,-0.20846,-78.49664
SAM,Quito,37,2,u,Quito_37_2,Ecuador,-0.21038,-78.50039
SAM,Quito,37,7,u,Quito_37_7,Ecuador,-0.21038,-78.50039
SAM,Quito,40,2,u,Quito_40_2,Ecuador,-0.22855,-78.5112
SAM,Quito,36,13,u,Quito_36_13,Ecuador,-0.20846,-78.49664
SAM,Quito,40,5,u,Quito_40_5,Ecuador,-0.22855,-78.5112
SAM,Quito,39,17,u,Quito_39_17,Ecuador,-0.2158,-78.50375
SAM,Quito,39,6,u,Quito_39_6,Ecuador,-0.2158,-78.50375
ASI,Tehran,27,10,r,Tehran_27_10,Iran,35.44899,51.56677
ASI,Tehran,27,2,r,Tehran_27_2,Iran,35.44899,51.56677
ASI,Tehran,28,6,r,Tehran_28_6,Iran,35.43725,51.58187
ASI,Tehran,28,10,r,Tehran_28_10,Iran,35.43725,51.58187
ASI,Tehran,35,5,r,Tehran_35_5,Iran,35.36629,51.62384
ASI,Tehran,35,8,r,Tehran_35_8,Iran,35.36629,51.62384
ASI,Tehran,36,11,r,Tehran_36_11,Iran,35.3236,51.67275
ASI,Tehran,36,5,r,Tehran_36_5,Iran,35.3236,51.67275
ASI,Tehran,37,1,r,Tehran_37_1,Iran,35.41461,51.58356
ASI,Tehran,37,2,r,Tehran_37_2,Iran,35.41461,51.58356
ASI,Tehran,1,3,u,Tehran_1_3,Iran,35.71194,51.39023
ASI,Tehran,1,5,u,Tehran_1_5,Iran,35.71194,51.39023
ASI,Tehran,2,8,u,Tehran_2_8,Iran,35.70909,51.39169
ASI,Tehran,2,6,u,Tehran_2_6,Iran,35.70909,51.39169
ASI,Tehran,38,5,u,Tehran_38_5,Iran,35.71977,51.4052
ASI,Tehran,38,10,u,Tehran_38_10,Iran,35.71977,51.4052
ASI,Tehran,39,6,u,Tehran_39_6,Iran,35.70928,51.4218
ASI,Tehran,39,5,u,Tehran_39_5,Iran,35.70928,51.4218
ASI,Tehran,40,2,u,Tehran_40_2,Iran,35.71452,51.3853
ASI,Tehran,40,9,u,Tehran_40_9,Iran,35.71452,51.3853
EU,Thessaloniki,42,4,r,Thessa_42_4,Greece,40.53395,22.98543
EU,Thessaloniki,42,19,r,Thessa_42_19,Greece,40.53395,22.98543
EU,Thessaloniki,43,10,r,Thessa_43_10,Greece,40.52648,22.98741
EU,Thessaloniki,43,5,r,Thessa_43_5,Greece,40.52648,22.98741
EU,Thessaloniki,44,7,r,Thessa_44_7,Greece,40.52565,22.98908
EU,Thessaloniki,44,2,r,Thessa_44_2,Greece,40.52565,22.98908
EU,Thessaloniki,45,18,r,Thessa_45_18,Greece,40.51517,22.99888
EU,Thessaloniki,45,5,r,Thessa_45_5,Greece,40.51517,22.99888
EU,Thessaloniki,46,13,r,Thessa_46_13,Greece,40.51105,23.01642
EU,Thessaloniki,46,17,r,Thessa_46_17,Greece,40.51105,23.01642
EU,Thessaloniki,1,11,u,Thessa_1_11,Greece,40.63368,22.9559
EU,Thessaloniki,1,1,u,Thessa_1_1,Greece,40.63368,22.9559
EU,Thessaloniki,2,16,u,Thessa_2_16,Greece,40.63306,22.95831
EU,Thessaloniki,2,17,u,Thessa_2_17,Greece,40.63306,22.95831
EU,Thessaloniki,3,18,u,Thessa_3_18,Greece,40.63166,22.957
EU,Thessaloniki,3,3,u,Thessa_3_3,Greece,40.63166,22.957
EU,Thessaloniki,4,9,u,Thessa_4_9,Greece,40.62987,22.95932
EU,Thessaloniki,4,17,u,Thessa_4_17,Greece,40.62987,22.95932
EU,Thessaloniki,5,2,u,Thessa_5_2,Greece,40.62941,22.96238
EU,Thessaloniki,5,7,u,Thessa_5_7,Greece,40.62941,22.96238
NAM,Albuquerque,1,10,u,Albuquerque_1_10,USA,35.083,-106.615
NAM,Albuquerque,1,19,u,Albuquerque_1_19,USA,35.083,-106.615
NAM,Albuquerque,1,3,u,Albuquerque_1_3,USA,35.083,-106.615
NAM,Albuquerque,1,4,u,Albuquerque_1_4,USA,35.083,-106.615
NAM,Albuquerque,1,5,u,Albuquerque_1_5,USA,35.083,-106.615
NAM,Albuquerque,1,7,u,Albuquerque_1_7,USA,35.083,-106.615
NAM,Albuquerque,1,8,u,Albuquerque_1_8,USA,35.083,-106.615
NAM,Albuquerque,14,1,u,Albuquerque_14_1,USA,35.086,-106.6298
NAM,Albuquerque,14,10,u,Albuquerque_14_10,USA,35.086,-106.6298
NAM,Albuquerque,14,14,u,Albuquerque_14_14,USA,35.086,-106.6298
NAM,Albuquerque,14,17,u,Albuquerque_14_17,USA,35.086,-106.6298
NAM,Albuquerque,14,3,u,Albuquerque_14_3,USA,35.086,-106.6298
NAM,Albuquerque,14,4,u,Albuquerque_14_4,USA,35.086,-106.6298
NAM,Albuquerque,14,5,u,Albuquerque_14_5,USA,35.086,-106.6298
NAM,Albuquerque,14,8,u,Albuquerque_14_8,USA,35.086,-106.6298
NAM,Albuquerque,15,1,u,Albuquerque_15_1,USA,35.084,-106.626
NAM,Albuquerque,15,11,u,Albuquerque_15_11,USA,35.084,-106.626
NAM,Albuquerque,15,2,u,Albuquerque_15_2,USA,35.084,-106.626
NAM,Albuquerque,15,5,u,Albuquerque_15_5,USA,35.084,-106.626
NAM,Albuquerque,15,7,u,Albuquerque_15_7,USA,35.084,-106.626
NAM,Albuquerque,15,8,u,Albuquerque_15_8,USA,35.084,-106.626
NAM,Albuquerque,15,9,u,Albuquerque_15_9,USA,35.084,-106.626
NAM,Albuquerque,2,1,u,Albuquerque_2_1,USA,35.086,-106.619
NAM,Albuquerque,2,12,u,Albuquerque_2_12,USA,35.086,-106.619
NAM,Albuquerque,2,13,u,Albuquerque_2_13,USA,35.086,-106.619
NAM,Albuquerque,2,14,u,Albuquerque_2_14,USA,35.086,-106.619
NAM,Albuquerque,2,19,u,Albuquerque_2_19,USA,35.086,-106.619
NAM,Albuquerque,2,3,u,Albuquerque_2_3,USA,35.086,-106.619
NAM,Albuquerque,2,6,u,Albuquerque_2_6,USA,35.086,-106.619
NAM,Albuquerque,2,8,u,Albuquerque_2_8,USA,35.086,-106.619
NAM,Albuquerque,29,1,r,Albuquerque_29_1,USA,35.208,-106.733
NAM,Albuquerque,29,12,r,Albuquerque_29_12,USA,35.208,-106.733
NAM,Albuquerque,29,13,r,Albuquerque_29_13,USA,35.208,-106.733
NAM,Albuquerque,29,6,r,Albuquerque_29_6,USA,35.208,-106.733
NAM,Albuquerque,29,7,r,Albuquerque_29_7,USA,35.208,-106.733
NAM,Albuquerque,29,8,r,Albuquerque_29_8,USA,35.208,-106.733
NAM,Albuquerque,3,10,u,Albuquerque_3_10,USA,35.092,-106.621
NAM,Albuquerque,3,12,u,Albuquerque_3_12,USA,35.092,-106.621
NAM,Albuquerque,3,14,u,Albuquerque_3_14,USA,35.092,-106.621
NAM,Albuquerque,3,16,u,Albuquerque_3_16,USA,35.092,-106.621
NAM,Albuquerque,3,7,u,Albuquerque_3_7,USA,35.092,-106.621
NAM,Albuquerque,3,9,u,Albuquerque_3_9,USA,35.092,-106.621
NAM,Albuquerque,32,1,r,Albuquerque_32_1,USA,35.19,-106.714
NAM,Albuquerque,32,10,r,Albuquerque_32_10,USA,35.19,-106.714
NAM,Albuquerque,32,11,r,Albuquerque_32_11,USA,35.19,-106.714
NAM,Albuquerque,32,12,r,Albuquerque_32_12,USA,35.19,-106.714
NAM,Albuquerque,32,14,r,Albuquerque_32_14,USA,35.19,-106.714
NAM,Albuquerque,32,7,r,Albuquerque_32_7,USA,35.19,-106.714
NAM,Albuquerque,32,8,r,Albuquerque_32_8,USA,35.19,-106.714
NAM,Albuquerque,32,9,r,Albuquerque_32_9,USA,35.19,-106.714
NAM,Albuquerque,33,1,r,Albuquerque_33_1,USA,35.179,-106.7326
NAM,Albuquerque,33,10,r,Albuquerque_33_10,USA,35.179,-106.7326
NAM,Albuquerque,33,11,r,Albuquerque_33_11,USA,35.179,-106.7326
NAM,Albuquerque,33,12,r,Albuquerque_33_12,USA,35.179,-106.7326
NAM,Albuquerque,33,14,r,Albuquerque_33_14,USA,35.179,-106.7326
NAM,Albuquerque,33,4,r,Albuquerque_33_4,USA,35.179,-106.7326
NAM,Albuquerque,33,6,r,Albuquerque_33_6,USA,35.179,-106.7326
NAM,Albuquerque,33,9,r,Albuquerque_33_9,USA,35.179,-106.7326
NAM,Albuquerque,35,10,r,Albuquerque_35_10,USA,35.169,-106.701
NAM,Albuquerque,35,11,r,Albuquerque_35_11,USA,35.169,-106.701
NAM,Albuquerque,35,4,r,Albuquerque_35_4,USA,35.169,-106.701
NAM,Albuquerque,35,5,r,Albuquerque_35_5,USA,35.169,-106.701
NAM,Albuquerque,35,7,r,Albuquerque_35_7,USA,35.169,-106.701
NAM,Albuquerque,35,8,r,Albuquerque_35_8,USA,35.169,-106.701
NAM,Albuquerque,35,9,r,Albuquerque_35_9,USA,35.169,-106.701
NAM,Albuquerque,36,1,r,Albuquerque_36_1,USA,35.193,-106.7196
NAM,Albuquerque,36,10,r,Albuquerque_36_10,USA,35.193,-106.7196
NAM,Albuquerque,36,12,r,Albuquerque_36_12,USA,35.193,-106.7196
NAM,Albuquerque,36,13,r,Albuquerque_36_13,USA,35.193,-106.7196
NAM,Albuquerque,36,2,r,Albuquerque_36_2,USA,35.193,-106.7196
NAM,Albuquerque,36,6,r,Albuquerque_36_6,USA,35.193,-106.7196
NAM,Albuquerque,36,7,r,Albuquerque_36_7,USA,35.193,-106.7196
NAM,Albuquerque,36,9,r,Albuquerque_36_9,USA,35.193,-106.7196
EU,Antwerp,1,13,u,Antwerp_1_13,Belgium,51.2253,4.39961
EU,Antwerp,1,14,u,Antwerp_1_14,Belgium,51.2253,4.39961
EU,Antwerp,1,17,u,Antwerp_1_17,Belgium,51.2253,4.39961
EU,Antwerp,1,19,u,Antwerp_1_19,Belgium,51.2253,4.39961
EU,Antwerp,1,2,u,Antwerp_1_2,Belgium,51.2253,4.39961
EU,Antwerp,1,5,u,Antwerp_1_5,Belgium,51.2253,4.39961
EU,Antwerp,1,7,u,Antwerp_1_7,Belgium,51.2253,4.39961
EU,Antwerp,1,9,u,Antwerp_1_9,Belgium,51.2253,4.39961
EU,Antwerp,2,11,u,Antwerp_2_11,Belgium,51.22088,4.39679
EU,Antwerp,2,12,u,Antwerp_2_12,Belgium,51.22088,4.39679
EU,Antwerp,2,13,u,Antwerp_2_13,Belgium,51.22088,4.39679
EU,Antwerp,2,15,u,Antwerp_2_15,Belgium,51.22088,4.39679
EU,Antwerp,2,4,u,Antwerp_2_4,Belgium,51.22088,4.39679
EU,Antwerp,2,5,u,Antwerp_2_5,Belgium,51.22088,4.39679
EU,Antwerp,2,6,u,Antwerp_2_6,Belgium,51.22088,4.39679
EU,Antwerp,2,9,u,Antwerp_2_9,Belgium,51.22088,4.39679
EU,Antwerp,3,10,u,Antwerp_3_10,Belgium,51.21186,4.41495
EU,Antwerp,3,12,u,Antwerp_3_12,Belgium,51.21186,4.41495
EU,Antwerp,3,13,u,Antwerp_3_13,Belgium,51.21186,4.41495
EU,Antwerp,3,14,u,Antwerp_3_14,Belgium,51.21186,4.41495
EU,Antwerp,3,15,u,Antwerp_3_15,Belgium,51.21186,4.41495
EU,Antwerp,3,5,u,Antwerp_3_5,Belgium,51.21186,4.41495
EU,Antwerp,3,6,u,Antwerp_3_6,Belgium,51.21186,4.41495
EU,Antwerp,36,11,r,Antwerp_36_11,Belgium,51.11326,4.39615
EU,Antwerp,36,12,r,Antwerp_36_12,Belgium,51.11326,4.39615
EU,Antwerp,36,13,r,Antwerp_36_13,Belgium,51.11326,4.39615
EU,Antwerp,36,14,r,Antwerp_36_14,Belgium,51.11326,4.39615
EU,Antwerp,36,15,r,Antwerp_36_15,Belgium,51.11326,4.39615
EU,Antwerp,36,2,r,Antwerp_36_2,Belgium,51.11326,4.39615
EU,Antwerp,36,7,r,Antwerp_36_7,Belgium,51.11326,4.39615
EU,Antwerp,36,9,r,Antwerp_36_9,Belgium,51.11326,4.39615
EU,Antwerp,37,1,r,Antwerp_37_1,Belgium,51.11068,4.39493
EU,Antwerp,37,15,r,Antwerp_37_15,Belgium,51.11068,4.39493
EU,Antwerp,37,17,r,Antwerp_37_17,Belgium,51.11068,4.39493
EU,Antwerp,37,19,r,Antwerp_37_19,Belgium,51.11068,4.39493
EU,Antwerp,37,3,r,Antwerp_37_3,Belgium,51.11068,4.39493
EU,Antwerp,37,6,r,Antwerp_37_6,Belgium,51.11068,4.39493
EU,Antwerp,37,7,r,Antwerp_37_7,Belgium,51.11068,4.39493
EU,Antwerp,37,9,r,Antwerp_37_9,Belgium,51.11068,4.39493
EU,Antwerp,38,1,r,Antwerp_38_1,Belgium,51.10611,4.39817
EU,Antwerp,38,12,r,Antwerp_38_12,Belgium,51.10611,4.39817
EU,Antwerp,38,13,r,Antwerp_38_13,Belgium,51.10611,4.39817
EU,Antwerp,38,17,r,Antwerp_38_17,Belgium,51.10611,4.39817
EU,Antwerp,38,20,r,Antwerp_38_20,Belgium,51.10611,4.39817
EU,Antwerp,38,5,r,Antwerp_38_5,Belgium,51.10611,4.39817
EU,Antwerp,38,6,r,Antwerp_38_6,Belgium,51.10611,4.39817
EU,Antwerp,39,10,r,Antwerp_39_10,Belgium,51.0961,4.3982
EU,Antwerp,39,13,r,Antwerp_39_13,Belgium,51.0961,4.3982
EU,Antwerp,39,16,r,Antwerp_39_16,Belgium,51.0961,4.3982
EU,Antwerp,39,2,r,Antwerp_39_2,Belgium,51.0961,4.3982
EU,Antwerp,39,3,r,Antwerp_39_3,Belgium,51.0961,4.3982
EU,Antwerp,39,4,r,Antwerp_39_4,Belgium,51.0961,4.3982
EU,Antwerp,39,6,r,Antwerp_39_6,Belgium,51.0961,4.3982
EU,Antwerp,39,7,r,Antwerp_39_7,Belgium,51.0961,4.3982
EU,Antwerp,4,1,u,Antwerp_4_1,Belgium,51.21166,4.41164
EU,Antwerp,4,11,u,Antwerp_4_11,Belgium,51.21166,4.41164
EU,Antwerp,4,15,u,Antwerp_4_15,Belgium,51.21166,4.41164
EU,Antwerp,4,16,u,Antwerp_4_16,Belgium,51.21166,4.41164
EU,Antwerp,4,18,u,Antwerp_4_18,Belgium,51.21166,4.41164
EU,Antwerp,4,20,u,Antwerp_4_20,Belgium,51.21166,4.41164
EU,Antwerp,4,8,u,Antwerp_4_8,Belgium,51.21166,4.41164
EU,Antwerp,4,9,u,Antwerp_4_9,Belgium,51.21166,4.41164
EU,Antwerp,40,1,r,Antwerp_40_1,Belgium,51.09297,4.3959
EU,Antwerp,40,3,r,Antwerp_40_3,Belgium,51.09297,4.3959
EU,Antwerp,40,4,r,Antwerp_40_4,Belgium,51.09297,4.3959
EU,Antwerp,40,6,r,Antwerp_40_6,Belgium,51.09297,4.3959
EU,Antwerp,40,7,r,Antwerp_40_7,Belgium,51.09297,4.3959
EU,Antwerp,40,8,r,Antwerp_40_8,Belgium,51.09297,4.3959
EU,Antwerp,40,9,r,Antwerp_40_9,Belgium,51.09297,4.3959
EU,Antwerp,5,10,u,Antwerp_5_10,Belgium,51.20682,4.41923
EU,Antwerp,5,15,u,Antwerp_5_15,Belgium,51.20682,4.41923
EU,Antwerp,5,17,u,Antwerp_5_17,Belgium,51.20682,4.41923
EU,Antwerp,5,18,u,Antwerp_5_18,Belgium,51.20682,4.41923
EU,Antwerp,5,5,u,Antwerp_5_5,Belgium,51.20682,4.41923
EU,Antwerp,5,6,u,Antwerp_5_6,Belgium,51.20682,4.41923
EU,Antwerp,5,8,u,Antwerp_5_8,Belgium,51.20682,4.41923
OCE,Armidale,1,10,u,Armidale_1_10,Australia,-30.51337,151.67218
OCE,Armidale,1,12,u,Armidale_1_12,Australia,-30.51337,151.67218
OCE,Armidale,1,17,u,Armidale_1_17,Australia,-30.51337,151.67218
OCE,Armidale,1,2,u,Armidale_1_2,Australia,-30.51337,151.67218
OCE,Armidale,1,4,u,Armidale_1_4,Australia,-30.51337,151.67218
OCE,Armidale,1,6,u,Armidale_1_6,Australia,-30.51337,151.67218
OCE,Armidale,1,7,u,Armidale_1_7,Australia,-30.51337,151.67218
OCE,Armidale,2,1,u,Armidale_2_1,Australia,-30.51278,151.6702
OCE,Armidale,2,10,u,Armidale_2_10,Australia,-30.51278,151.6702
OCE,Armidale,2,13,u,Armidale_2_13,Australia,-30.51278,151.6702
OCE,Armidale,2,18,u,Armidale_2_18,Australia,-30.51278,151.6702
OCE,Armidale,2,3,u,Armidale_2_3,Australia,-30.51278,151.6702
OCE,Armidale,2,4,u,Armidale_2_4,Australia,-30.51278,151.6702
OCE,Armidale,2,6,u,Armidale_2_6,Australia,-30.51278,151.6702
OCE,Armidale,2,7,u,Armidale_2_7,Australia,-30.51278,151.6702
OCE,Armidale,3,1,u,Armidale_3_1,Australia,-30.51192,151.66779
OCE,Armidale,3,10,u,Armidale_3_10,Australia,-30.51192,151.66779
OCE,Armidale,3,15,u,Armidale_3_15,Australia,-30.51192,151.66779
OCE,Armidale,3,15,u,Armidale_3_15_dup,Australia,-30.51192,151.66779
OCE,Armidale,3,17,u,Armidale_3_17,Australia,-30.51192,151.66779
OCE,Armidale,3,19,u,Armidale_3_19,Australia,-30.51192,151.66779
OCE,Armidale,3,2,u,Armidale_3_2,Australia,-30.51192,151.66779
OCE,Armidale,3,6,u,Armidale_3_6,Australia,-30.51192,151.66779
OCE,Armidale,35,1,r,Armidale_35_1,Australia,-30.45775,151.58159
OCE,Armidale,35,12,r,Armidale_35_12,Australia,-30.45775,151.58159
OCE,Armidale,35,15,r,Armidale_35_15,Australia,-30.45775,151.58159
OCE,Armidale,35,20,r,Armidale_35_20,Australia,-30.45775,151.58159
OCE,Armidale,35,3,r,Armidale_35_3,Australia,-30.45775,151.58159
OCE,Armidale,35,5,r,Armidale_35_5,Australia,-30.45775,151.58159
OCE,Armidale,35,6,r,Armidale_35_6,Australia,-30.45775,151.58159
OCE,Armidale,36,12,r,Armidale_36_12,Australia,-30.45705,151.57751
OCE,Armidale,36,13,r,Armidale_36_13,Australia,-30.45705,151.57751
OCE,Armidale,36,15,r,Armidale_36_15,Australia,-30.45705,151.57751
OCE,Armidale,36,17,r,Armidale_36_17,Australia,-30.45705,151.57751
OCE,Armidale,36,3,r,Armidale_36_3,Australia,-30.45705,151.57751
OCE,Armidale,36,5,r,Armidale_36_5,Australia,-30.45705,151.57751
OCE,Armidale,36,7,r,Armidale_36_7,Australia,-30.45705,151.57751
OCE,Armidale,37,1,r,Armidale_37_1,Australia,-30.45595,151.57394
OCE,Armidale,37,11,r,Armidale_37_11,Australia,-30.45595,151.57394
OCE,Armidale,37,12,r,Armidale_37_12,Australia,-30.45595,151.57394
OCE,Armidale,37,16,r,Armidale_37_16,Australia,-30.45595,151.57394
OCE,Armidale,37,20,r,Armidale_37_20,Australia,-30.45595,151.57394
OCE,Armidale,37,3,r,Armidale_37_3,Australia,-30.45595,151.57394
OCE,Armidale,37,5,r,Armidale_37_5,Australia,-30.45595,151.57394
OCE,Armidale,37,7,r,Armidale_37_7,Australia,-30.45595,151.57394
OCE,Armidale,37,8,r,Armidale_37_8,Australia,-30.45595,151.57394
OCE,Armidale,39,19,r,Armidale_39_19,Australia,-30.43688,151.56502
OCE,Armidale,39,2,r,Armidale_39_2,Australia,-30.43688,151.56502
OCE,Armidale,39,3,r,Armidale_39_3,Australia,-30.43688,151.56502
OCE,Armidale,39,6,r,Armidale_39_6,Australia,-30.43688,151.56502
OCE,Armidale,39,7,r,Armidale_39_7,Australia,-30.43688,151.56502
OCE,Armidale,39,9,r,Armidale_39_9,Australia,-30.43688,151.56502
OCE,Armidale,4,10,u,Armidale_4_10,Australia,-30.5112,151.66353
