continent,city,pop,individual,site,plantID,qubit_1,qubit_2,qubit_3,row_firstPlating,column_firstPlating,row_secondPlating,column_secondPlating,max_qubit,initial_vol,TE_vol,leftover
OCE,Sydney,1,3,u,Sydney_1_3,22.5,NA,NA,c,1,NA,NA,22.5,11.11,13.89,Yes
OCE,Sydney,2,2,u,Sydney_2_2,37.2,NA,NA,d,2,NA,NA,37.2,6.72,18.28,Yes
OCE,Sydney,3,7,u,Sydney_3_7,42.7,NA,NA,c,4,NA,NA,42.7,5.85,19.15,Yes
OCE,Sydney,3,1,u,Sydney_3_1,23.1,NA,NA,e,3,NA,NA,23.1,10.82,14.18,Yes
OCE,Sydney,4,6,u,Sydney_4_6,16.3,NA,NA,c,5,NA,NA,16.3,15.34,9.66,Yes
OCE,Sydney,5,2,u,Sydney_5_2,25.2,NA,NA,h,5,NA,NA,25.2,9.92,15.08,Yes
OCE,Sydney,5,3,u,Sydney_5_3,20.8,NA,NA,a,6,NA,NA,20.8,12.02,12.98,Yes
SAM,Talca,20,1,r,Talca_20_1,11.2,NA,NA,a,8,NA,NA,11.2,22.32,2.68,No
SAM,Talca,23,19,r,Talca_23_19,13.7,NA,NA,c,8,NA,NA,13.7,18.25,6.75,Yes
SAM,Talca,23,3,r,Talca_23_3,34.2,NA,0,b,9,f,10,34.2,7.31,17.69,Yes
SAM,Talca,27,15,r,Talca_27_15,21.4,NA,NA,f,9,NA,NA,21.4,11.68,13.32,Yes
SAM,Talca,30,5,r,Talca_30_5,42.6,NA,NA,d,11,NA,NA,42.6,5.87,19.13,Yes
SAM,Talca,34,9,r,Talca_34_9,12.3,NA,NA,d,12,NA,NA,12.3,20.33,4.67,No
SAM,Talca,20,7,r,Talca_20_7,15.2,NA,0,e,7,a,10,15.2,16.45,8.55,Yes
SAM,Talca,1,8,u,Talca_1_8,15,NA,10.9,f,1,d,7,15,16.67,8.33,Yes
SAM,Talca,10,7,u,Talca_10_7,31.6,NA,NA,c,5,NA,NA,31.6,7.91,17.09,Yes
SAM,Talca,10,17,u,Talca_10_17,14,NA,16.4,f,4,b,9,16.4,15.24,9.76,Yes
SAM,Talca,13,9,u,Talca_13_9,18.1,NA,NA,e,6,NA,NA,18.1,13.81,11.19,Yes
SAM,Talca,4,15,u,Talca_4_15,10.1,NA,10.5,e,2,g,7,10.5,23.81,1.19,No
SAM,Talca,7,15,u,Talca_7_15,8.48,NA,11.5,g,3,f,8,11.5,21.74,3.26,No
SAM,Talca,7,1,u,Talca_7_1,7.08,NA,23,e,4,c,8,23,10.87,14.13,Yes
NAM,Tampa,1,2,r,Tampa_1_2,14.5,NA,NA,b,1,NA,NA,14.5,17.24,7.76,Yes
NAM,Tampa,1,13,r,Tampa_1_13,10.5,NA,NA,a,2,NA,NA,10.5,23.81,1.19,No
NAM,Tampa,12,7,r,Tampa_12_7,23.8,NA,NA,g,2,NA,NA,23.8,10.5,14.5,Yes
NAM,Tampa,13,12,r,Tampa_13_12,17.8,NA,NA,d,4,NA,NA,17.8,14.04,10.96,Yes
NAM,Tampa,14,3,r,Tampa_14_3,40.4,NA,NA,g,4,NA,NA,40.4,6.19,18.81,Yes
NAM,Tampa,15,2,r,Tampa_15_2,10.9,NA,NA,a,6,NA,NA,10.9,22.94,2.06,No
NAM,Tampa,15,7,r,Tampa_15_7,12.1,NA,NA,d,6,NA,NA,12.1,20.66,4.34,No
NAM,Tampa,3,9,u,Tampa_3_9,10.2,NA,NA,g,7,NA,NA,10.2,24.51,0.49,No
NAM,Tampa,3,10,u,Tampa_3_10,11.4,NA,NA,h,7,NA,NA,11.4,21.93,3.07,No
NAM,Tampa,4,14,u,Tampa_4_14,24.3,NA,NA,c,9,NA,NA,24.3,10.29,14.71,Yes
NAM,Tampa,6,6,u,Tampa_6_6,23.4,NA,NA,a,11,NA,NA,23.4,10.68,14.32,Yes
NAM,Tampa,6,16,u,Tampa_6_16,11.1,NA,NA,f,11,NA,NA,11.1,22.52,2.48,No
NAM,Tampa,7,13,u,Tampa_7_13,10.9,NA,NA,f,12,NA,NA,10.9,22.94,2.06,No
NAM,Tampa,4,11,u,Tampa_4_11,12.4,NA,NA,a,9,NA,NA,12.4,20.16,4.84,No
SAM,Temuco,41,19,r,Temuco_41_19,NA,NA,13.8,NA,NA,g,7,13.8,18.12,6.88,Yes
SAM,Temuco,41,5,r,Temuco_41_5,NA,NA,17.5,NA,NA,d,7,17.5,14.29,10.71,Yes
SAM,Temuco,43,17,r,Temuco_43_17,NA,NA,11.7,NA,NA,c,9,11.7,21.37,3.63,No
SAM,Temuco,43,15,r,Temuco_43_15,NA,NA,11.5,NA,NA,a,9,11.5,21.74,3.26,No
SAM,Temuco,44,3,r,Temuco_44_3,NA,NA,10,NA,NA,e,9,10,25,0,No
SAM,Temuco,43,6,r,Temuco_43_6,NA,NA,18.3,NA,NA,d,8,18.3,13.66,11.34,Yes
SAM,Temuco,41,3,r,Temuco_41_3,NA,NA,40.2,NA,NA,b,7,40.2,6.22,18.78,Yes
SAM,Temuco,1,5,u,Temuco_1_5,NA,NA,10.8,NA,NA,c,1,10.8,23.15,1.85,No
SAM,Temuco,2,16,u,Temuco_2_16,NA,NA,39,NA,NA,b,3,39,6.41,18.59,Yes
SAM,Temuco,3,10,u,Temuco_3_10,NA,NA,17.9,NA,NA,g,3,17.9,13.97,11.03,Yes
SAM,Temuco,3,11,u,Temuco_3_11,NA,NA,13.7,NA,NA,a,4,13.7,18.25,6.75,Yes
SAM,Temuco,4,2,u,Temuco_4_2,NA,NA,14.8,NA,NA,g,4,14.8,16.89,8.11,Yes
SAM,Temuco,4,3,u,Temuco_4_3,NA,NA,34.6,NA,NA,h,4,34.6,7.23,17.77,Yes
SAM,Temuco,5,11,u,Temuco_5_11,NA,NA,13.7,NA,NA,f,6,13.7,18.25,6.75,Yes
ASI,Tokyo,13,13,r,Tokyo_13_13,10.4,NA,NA,c,10,NA,NA,10.4,24.04,0.96,No
ASI,Tokyo,10,15,r,Tokyo_10_15,17.7,NA,NA,c,9,NA,NA,17.7,14.12,10.88,Yes
ASI,Tokyo,18,2,r,Tokyo_18_2,18.2,NA,38.2,f,10,a,6,38.2,6.54,18.46,Yes
ASI,Tokyo,18,3,r,Tokyo_18_3,7.3,NA,9.139999999999999,g,10,b,6,9.139999999999999,25,0,No
ASI,Tokyo,35,10,r,Tokyo_35_10,8.9,NA,NA,c,12,NA,NA,8.9,25,0,No
ASI,Tokyo,10,6,r,Tokyo_10_6,0,NA,8.32,f,8,b,5,8.32,25,0,No
ASI,Tokyo,13,1,r,Tokyo_13_1,5.78,NA,4.56,d,9,c,5,5.78,25,0,No
ASI,Tokyo,15,4,u,Tokyo_15_4,28.8,NA,12,h,5,e,3,28.8,8.68,16.32,Yes
ASI,Tokyo,15,6,u,Tokyo_15_6,21,NA,0,c,6,h,3,21,11.9,13.1,Yes
ASI,Tokyo,21,13,u,Tokyo_21_13,23,NA,16.7,c,1,c,1,23,10.87,14.13,Yes
ASI,Tokyo,39,12,u,Tokyo_39_12,17.3,NA,NA,a,4,NA,NA,17.3,14.45,10.55,Yes
ASI,Tokyo,48,5,u,Tokyo_48_5,9.8,NA,35.2,b,5,d,3,35.2,7.1,17.9,Yes
ASI,Tokyo,48,1,u,Tokyo_48_1,3.14,NA,13.3,f,4,h,2,13.3,18.8,6.2,Yes
ASI,Tokyo,48,18,u,Tokyo_48_18,31.4,NA,NA,f,5,NA,NA,31.4,7.96,17.04,Yes
NAM,Vancouver,36,17,r,Vancouver_36_17,15.7,NA,NA,e,7,NA,NA,15.7,15.92,9.08,Yes
NAM,Vancouver,37,4,r,Vancouver_37_4,21.1,NA,NA,e,8,NA,NA,21.1,11.85,13.15,Yes
NAM,Vancouver,38,5,r,Vancouver_38_5,16.8,NA,NA,f,9,NA,NA,16.8,14.88,10.12,Yes
NAM,Vancouver,39,16,r,Vancouver_39_16,17.7,NA,NA,f,11,NA,NA,17.7,14.12,10.88,Yes
NAM,Vancouver,39,10,r,Vancouver_39_10,37.1,NA,NA,a,11,NA,NA,37.1,6.74,18.26,Yes
NAM,Vancouver,40,1,r,Vancouver_40_1,12.9,NA,NA,g,11,NA,NA,12.9,19.38,5.62,Yes
NAM,Vancouver,40,16,r,Vancouver_40_16,10.4,NA,NA,d,12,NA,NA,10.4,24.04,0.96,No
NAM,Vancouver,1,3,u,Vancouver_1_3,14.8,NA,NA,b,1,NA,NA,14.8,16.89,8.11,Yes
NAM,Vancouver,1,20,u,Vancouver_1_20,14.3,NA,NA,b,2,NA,NA,14.3,17.48,7.52,Yes
NAM,Vancouver,2,16,u,Vancouver_2_16,12.1,NA,NA,c,3,NA,NA,12.1,20.66,4.34,No
NAM,Vancouver,3,10,u,Vancouver_3_10,10.2,NA,NA,g,3,NA,NA,10.2,24.51,0.49,No
NAM,Vancouver,4,14,u,Vancouver_4_14,11.7,NA,NA,e,5,NA,NA,11.7,21.37,3.63,No
NAM,Vancouver,4,2,u,Vancouver_4_2,36,NA,NA,f,4,NA,NA,36,6.94,18.06,Yes
NAM,Vancouver,5,18,u,Vancouver_5_18,14.1,NA,NA,h,6,NA,NA,14.1,17.73,7.27,Yes
EU,Warsaw,46,13,r,Warsaw_46_13,NA,NA,14.9,NA,NA,d,7,14.9,16.78,8.22,Yes
EU,Warsaw,47,2,r,Warsaw_47_2,NA,NA,15.1,NA,NA,h,8,15.1,16.56,8.44,Yes
EU,Warsaw,47,4,r,Warsaw_47_4,NA,NA,35.6,NA,NA,f,8,35.6,7.02,17.98,Yes
EU,Warsaw,48,5,r,Warsaw_48_5,NA,NA,17.7,NA,NA,c,9,17.7,14.12,10.88,Yes
EU,Warsaw,49,2,r,Warsaw_49_2,NA,NA,32.6,NA,NA,f,10,32.6,7.67,17.33,Yes
EU,Warsaw,50,4,r,Warsaw_50_4,NA,NA,13.2,NA,NA,h,10,13.2,18.94,6.06,Yes
EU,Warsaw,50,3,r,Warsaw_50_3,NA,NA,10.3,NA,NA,h,11,10.3,24.27,0.73,No
EU,Warsaw,1,3,u,Warsaw_1_3,NA,NA,44.2,NA,NA,c,1,44.2,5.66,19.34,Yes
EU,Warsaw,2,9,u,Warsaw_2_9,NA,NA,52,NA,NA,f,2,52,4.81,20.19,Yes
EU,Warsaw,3,7,u,Warsaw_3_7,NA,NA,31.2,NA,NA,f,3,31.2,8.01,16.99,Yes
EU,Warsaw,3,12,u,Warsaw_3_12,15.6,NA,5.52,f,3,a,4,15.6,16.03,8.97,Yes
EU,Warsaw,4,1,u,Warsaw_4_1,25.5,NA,0,e,5,f,5,25.5,9.8,15.2,Yes
EU,Warsaw,4,14,u,Warsaw_4_14,NA,NA,28.2,NA,NA,d,5,28.2,8.87,16.13,Yes
EU,Warsaw,5,5,u,Warsaw_5_5,NA,NA,22,NA,NA,d,6,22,11.36,13.64,Yes
OCE,Wollongong,36,9,r,Wollongong_36_9,16.8,NA,7.76,b,7,c,7,16.8,14.88,10.12,Yes
OCE,Wollongong,36,10,r,Wollongong_36_10,6.76,NA,68.2,e,7,d,7,68.2,3.67,21.33,Yes
OCE,Wollongong,37,14,r,Wollongong_37_14,10,NA,14.2,f,8,b,8,14.2,17.61,7.39,Yes
OCE,Wollongong,38,3,r,Wollongong_38_3,16.3,NA,NA,a,10,NA,NA,16.3,15.34,9.66,Yes
OCE,Wollongong,38,14,r,Wollongong_38_14,10.2,NA,64.4,g,9,g,8,64.4,3.88,21.12,Yes
OCE,Wollongong,39,14,r,Wollongong_39_14,16.2,NA,0,b,11,b,9,16.2,15.43,9.57,Yes
OCE,Wollongong,40,7,r,Wollongong_40_7,45.8,NA,NA,f,12,NA,NA,45.8,5.46,19.54,Yes
OCE,Wollongong,1,9,u,Wollongong_1_9,20.8,NA,0,b,1,c,10,20.8,12.02,12.98,Yes
OCE,Wollongong,2,20,u,Wollongong_2_20,10.7,NA,0,e,2,b,11,10.7,23.36,1.64,No
OCE,Wollongong,2,3,u,Wollongong_2_3,11.8,NA,NA,c,3,NA,NA,11.8,21.19,3.81,No
OCE,Wollongong,3,4,u,Wollongong_3_4,31,NA,NA,a,4,NA,NA,31,8.06,16.94,Yes
OCE,Wollongong,4,10,u,Wollongong_4_10,23.4,NA,NA,h,4,NA,NA,23.4,10.68,14.32,Yes
OCE,Wollongong,4,4,u,Wollongong_4_4,10.4,NA,0,b,5,h,11,10.4,24.04,0.96,No
OCE,Wollongong,5,9,u,Wollongong_5_9,12.1,NA,NA,g,5,NA,NA,12.1,20.66,4.34,No
