city,seed,tp_scaled_r,nSites_r,nSites_u,tp_diff,betaLog_Dist,pvalLog_Dist,betaLog_fromGlobalModel,sig
Buenos_Aires,65,0.01841064945371931,231952,232864,5.651366645549952e-5,0.015,0.95,0.599,Not significant
Buenos_Aires,66,0.018327204314260815,231794,232947,2.272767017571578e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,67,0.018555139140299635,231703,233037,-2.241480853379628e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,68,0.01861942449998395,231795,232967,-2.7859570097048605e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,69,0.018569672262990933,232228,232607,-2.503708158433128e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,7,0.018650087365699026,231994,232814,-3.4162118086811244e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,70,0.018560002596995303,232143,232738,-2.1116099567492289e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,71,0.01861401191843519,231824,232986,-2.8613192701921336e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,72,0.018607909036829347,232127,232761,-2.710313408790903e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,73,0.018317209889753383,231509,233126,2.191452788442537e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,74,0.018310386841590497,231958,232879,2.2845597186899394e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,75,0.018507412776154603,232279,232694,-9.103995228531767e-5,0.015,0.95,0.599,Not significant
Buenos_Aires,76,0.018580979094145564,231920,232930,-2.275723057597219e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,77,0.01830582553141311,231731,232943,2.135856344404087e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,78,0.018464259750968024,231811,232976,-3.7525697635907435e-5,0.015,0.95,0.599,Not significant
Buenos_Aires,79,0.018553382507196382,232135,232808,-1.600083215693611e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,8,0.018418910146840516,231848,232994,3.811047941421758e-5,0.015,0.95,0.599,Not significant
Buenos_Aires,80,0.01850567572852693,231846,232919,-1.3472881814461865e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,81,0.01852077830526592,232252,232603,-1.2314553841508494e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,82,0.018318693370244592,231272,233266,1.9938645201839078e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,83,0.018449520741909302,232148,232711,3.1375770635395928e-6,0.015,0.95,0.599,Not significant
Buenos_Aires,84,0.018441226048154704,231834,232902,-1.2389136843312526e-5,0.015,0.95,0.599,Not significant
Buenos_Aires,85,0.01846778740965868,232152,232715,-3.5714833688846315e-5,0.015,0.95,0.599,Not significant
Buenos_Aires,86,0.018444079593378265,232111,232687,-2.367233036653163e-5,0.015,0.95,0.599,Not significant
Buenos_Aires,87,0.01831581687057687,231847,232954,2.3074322823239332e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,88,0.018556840807639776,231812,232934,-2.0157683010024047e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,89,0.018490546617283676,232011,232889,-8.175540163477338e-5,0.015,0.95,0.599,Not significant
Buenos_Aires,9,0.018720710954982157,232210,232668,-4.874976313572407e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,90,0.018736511685173953,231921,232879,-5.198902105868833e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,91,0.018353998747023304,232107,232766,1.6514899888339998e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,92,0.018549013035152738,231910,232891,-2.163848302267797e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,93,0.018524836755162442,232156,232729,-1.4897499261352573e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,94,0.018400618635289485,232080,232853,9.860045100992462e-5,0.015,0.95,0.599,Not significant
Buenos_Aires,95,0.01842713254372449,231718,233003,-1.068034782878216e-5,0.015,0.95,0.599,Not significant
Buenos_Aires,96,0.018562819112402817,231787,232975,-2.6483562513769307e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,97,0.0186219801416293,232127,232703,-3.0581573426799805e-4,0.015,0.95,0.599,Not significant
Buenos_Aires,98,0.018460598321567146,231864,232962,-6.105469730503105e-5,0.015,0.95,0.599,Not significant
Buenos_Aires,99,0.018474286318832384,231827,232961,-7.054534968689921e-5,0.015,0.95,0.599,Not significant
Calgary,1,0.020065783910425752,234025,233713,-9.021927688106918e-5,1.168,0.014,1.346,Significantly positive
Calgary,10,0.020015764220295305,233840,233920,2.8207832165887126e-5,1.168,0.014,1.346,Significantly positive
Calgary,100,0.019959956805290637,234089,233677,9.966203541522667e-5,1.168,0.014,1.346,Significantly positive
Calgary,11,0.019898124854513054,233832,233921,2.730276074425497e-4,1.168,0.014,1.346,Significantly positive
Calgary,12,0.019969386956484845,234064,233662,1.2007444279900012e-4,1.168,0.014,1.346,Significantly positive
Calgary,13,0.019905362047496447,234147,233634,2.578710869886036e-4,1.168,0.014,1.346,Significantly positive
Calgary,14,0.019966694063782583,233885,233871,1.0952316158779549e-4,1.168,0.014,1.346,Significantly positive
Calgary,15,0.020050029424646922,233810,233966,-6.128446285150191e-5,1.168,0.014,1.346,Significantly positive
Calgary,16,0.019932907415462227,233805,233999,2.0512433002676383e-4,1.168,0.014,1.346,Significantly positive
Calgary,17,0.020012468529105838,234081,233663,2.0179850860890802e-5,1.168,0.014,1.346,Significantly positive
Calgary,18,0.019910566951011222,234162,233466,2.2544187090130924e-4,1.168,0.014,1.346,Significantly positive
Calgary,19,0.020076476483533428,234062,233703,-1.383247863674178e-4,1.168,0.014,1.346,Significantly positive
Calgary,2,0.020148467994664906,234036,233726,-2.524887274942371e-4,1.168,0.014,1.346,Significantly positive
Calgary,20,0.020098832788992584,234076,233684,-1.2983893103436783e-4,1.168,0.014,1.346,Significantly positive
Calgary,21,0.01983628599434394,233743,233998,3.386512520160631e-4,1.168,0.014,1.346,Significantly positive
Calgary,22,0.019971955330350587,234113,233632,6.324387319586733e-5,1.168,0.014,1.346,Significantly positive
Calgary,23,0.020031201145454328,234141,233623,-5.4141374165032896e-5,1.168,0.014,1.346,Significantly positive
Calgary,24,0.020025548731064456,234085,233620,-2.6682196826940258e-5,1.168,0.014,1.346,Significantly positive
Calgary,25,0.019937847334372632,233787,233968,1.478438023640935e-4,1.168,0.014,1.346,Significantly positive
Calgary,26,0.019984174799883226,233950,233859,5.0598842969224594e-5,1.168,0.014,1.346,Significantly positive
Calgary,27,0.020038271897256318,234109,233616,-4.136081110541617e-5,1.168,0.014,1.346,Significantly positive
Calgary,28,0.020038760294262558,233976,233806,-4.1190790635088625e-5,1.168,0.014,1.346,Significantly positive
Calgary,29,0.020038217916768724,234037,233731,-1.3969415425908044e-5,1.168,0.014,1.346,Significantly positive
Calgary,3,0.020031214272958012,234093,233614,-4.577105180008506e-5,1.168,0.014,1.346,Significantly positive
Calgary,30,0.020114049098832305,234087,233662,-1.9411006257303437e-4,1.168,0.014,1.346,Significantly positive
Calgary,31,0.019965159582089664,233916,233850,1.1805339103121773e-4,1.168,0.014,1.346,Significantly positive
Calgary,32,0.019940635732693703,234022,233604,1.3729410529002284e-4,1.168,0.014,1.346,Significantly positive
Calgary,33,0.020012847337544163,234079,233668,5.38830487196891e-5,1.168,0.014,1.346,Significantly positive
Calgary,34,0.01997254106580303,233976,233794,1.0323852516648177e-4,1.168,0.014,1.346,Significantly positive
Calgary,35,0.02008551818333564,233836,233879,-1.482335977948078e-4,1.168,0.014,1.346,Significantly positive
Calgary,36,0.02008654045741116,234004,233768,-1.246973183936552e-4,1.168,0.014,1.346,Significantly positive
Calgary,37,0.020227186726979953,234065,233665,-4.1536199265963455e-4,1.168,0.014,1.346,Significantly positive
Calgary,38,0.020018392134814537,234060,233724,-1.8650716799909622e-5,1.168,0.014,1.346,Significantly positive
Calgary,39,0.02012599681528598,233877,233865,-2.161430954304988e-4,1.168,0.014,1.346,Significantly positive
Calgary,4,0.020016593902665695,234051,233776,1.16599009013299e-5,1.168,0.014,1.346,Significantly positive
Calgary,40,0.020066509430562485,234039,233745,-3.999763281857874e-5,1.168,0.014,1.346,Significantly positive
Calgary,41,0.020149233035319174,233919,233863,-2.8918428060397544e-4,1.168,0.014,1.346,Significantly positive
Calgary,42,0.01992204272980945,233830,233928,1.8778791426423552e-4,1.168,0.014,1.346,Significantly positive
Calgary,43,0.020165826619037156,234078,233642,-3.252678524130713e-4,1.168,0.014,1.346,Significantly positive
Calgary,44,0.020202336329662514,234140,233541,-4.046609419034314e-4,1.168,0.014,1.346,Significantly positive
Calgary,45,0.020077521565142687,233816,233983,-1.4312630181889663e-4,1.168,0.014,1.346,Significantly positive
Calgary,46,0.020049540590372162,233922,233884,-3.071453705059263e-5,1.168,0.014,1.346,Significantly positive
Calgary,47,0.020036279227347107,233755,234027,-4.448959156772708e-5,1.168,0.014,1.346,Significantly positive
Calgary,48,0.019946377650330232,234148,233634,1.477888021265937e-4,1.168,0.014,1.346,Significantly positive
Calgary,49,0.02005896354045098,233947,233824,-8.07076639089202e-5,1.168,0.014,1.346,Significantly positive
Calgary,5,0.020097891451088683,234016,233737,-1.6869011403145007e-4,1.168,0.014,1.346,Significantly positive
Calgary,50,0.01983244688340834,234006,233745,3.913678611023319e-4,1.168,0.014,1.346,Significantly positive
Calgary,51,0.019974964894231083,233758,233998,1.0652681069910422e-4,1.168,0.014,1.346,Significantly positive
Calgary,52,0.020094535907544057,233739,233972,-1.4115318769244295e-4,1.168,0.014,1.346,Significantly positive
Calgary,53,0.02000276947830133,233892,233818,2.726711974923579e-5,1.168,0.014,1.346,Significantly positive
Calgary,54,0.019906158727848615,234205,233548,2.2023061094642027e-4,1.168,0.014,1.346,Significantly positive
Calgary,55,0.019873232834071736,233867,233941,3.0315776875295547e-4,1.168,0.014,1.346,Significantly positive
Calgary,56,0.019990708253064225,233919,233923,6.64847185644947e-5,1.168,0.014,1.346,Significantly positive
Calgary,57,0.019926823492744376,234195,233551,2.3567505841689748e-4,1.168,0.014,1.346,Significantly positive
Calgary,58,0.020041340415198595,233943,233861,-4.510955088148777e-5,1.168,0.014,1.346,Significantly positive
Calgary,59,0.0198736776723004,234126,233630,2.822358402791922e-4,1.168,0.014,1.346,Significantly positive
Calgary,6,0.02006652516364515,233937,233827,-8.207117979067494e-5,1.168,0.014,1.346,Significantly positive
Calgary,60,0.020045626066468505,233642,234117,-7.044266673716937e-5,1.168,0.014,1.346,Significantly positive
Calgary,61,0.02002292117426851,234203,233504,1.9397270454746263e-5,1.168,0.014,1.346,Significantly positive
Calgary,62,0.019929110727743317,234029,233702,1.6989269602672025e-4,1.168,0.014,1.346,Significantly positive
Calgary,63,0.020113658046120374,233994,233701,-1.8943265129419892e-4,1.168,0.014,1.346,Significantly positive
Calgary,64,0.019967414578875763,233877,233964,1.0586054128606734e-4,1.168,0.014,1.346,Significantly positive
Calgary,65,0.019998368520196645,234236,233482,3.0332182663159873e-5,1.168,0.014,1.346,Significantly positive
Calgary,66,0.01999939575350351,233929,233815,-3.761226998577616e-6,1.168,0.014,1.346,Significantly positive
Calgary,67,0.020090473157943493,233894,233859,-1.4096317963201502e-4,1.168,0.014,1.346,Significantly positive
Calgary,68,0.019985724523032156,233995,233801,6.333210019709642e-5,1.168,0.014,1.346,Significantly positive
Calgary,69,0.02008341380080148,234089,233713,-1.3996543781212567e-4,1.168,0.014,1.346,Significantly positive
Calgary,7,0.020040985204968123,233998,233760,-4.7881730919008963e-05,1.168,0.014,1.346,Significantly positive
Calgary,70,0.02016399384037453,234089,233681,-2.7157855860669364e-4,1.168,0.014,1.346,Significantly positive
Calgary,71,0.020150577680262675,233975,233777,-2.607960641850121e-4,1.168,0.014,1.346,Significantly positive
Calgary,72,0.019976165988561934,234203,233519,6.298871867009906e-5,1.168,0.014,1.346,Significantly positive
Calgary,73,0.019927876816804243,233867,233867,1.7087524075123928e-4,1.168,0.014,1.346,Significantly positive
Calgary,74,0.019888107166611754,233951,233821,2.807097477599413e-4,1.168,0.014,1.346,Significantly positive
Calgary,75,0.019922411309921086,233706,234022,2.0693517568405942e-4,1.168,0.014,1.346,Significantly positive
Calgary,76,0.02002371984993515,233970,233778,-3.353138831260413e-5,1.168,0.014,1.346,Significantly positive
Calgary,77,0.020005720042533943,233932,233842,1.0554156056295783e-5,1.168,0.014,1.346,Significantly positive
Calgary,78,0.019942461293190845,233910,233882,1.6080182144245433e-4,1.168,0.014,1.346,Significantly positive
Calgary,79,0.020025660369150634,234025,233752,3.0264565800269816e-6,1.168,0.014,1.346,Significantly positive
Calgary,8,0.020119014739884474,233850,233907,-2.2529584785211873e-4,1.168,0.014,1.346,Significantly positive
Calgary,80,0.019998805805699894,233654,234068,3.4311435665016626e-5,1.168,0.014,1.346,Significantly positive
Calgary,81,0.01997257314439045,233947,233814,1.1956677898839266e-4,1.168,0.014,1.346,Significantly positive
Calgary,82,0.020002095969332053,233854,233939,1.577865617849103e-5,1.168,0.014,1.346,Significantly positive
Calgary,83,0.019943256525475267,233618,234107,1.4115023088318024e-4,1.168,0.014,1.346,Significantly positive
Calgary,84,0.02007288046938025,233683,234033,-8.014148502166751e-5,1.168,0.014,1.346,Significantly positive
Calgary,85,0.019853830288250728,234167,233477,2.9526231059002e-4,1.168,0.014,1.346,Significantly positive
Calgary,86,0.020112509664959408,233960,233813,-2.0724297157213162e-4,1.168,0.014,1.346,Significantly positive
Calgary,87,0.019977907378866518,234262,233403,5.357394848323066e-5,1.168,0.014,1.346,Significantly positive
Calgary,88,0.01992960009578543,233924,233850,1.6823947567114195e-4,1.168,0.014,1.346,Significantly positive
Calgary,89,0.019992953683019465,233941,233798,3.6227111378163424e-5,1.168,0.014,1.346,Significantly positive
Calgary,9,0.01994238200556581,233975,233818,1.5185853623602558e-4,1.168,0.014,1.346,Significantly positive
Calgary,90,0.020013494530693243,233747,233955,2.0152594819026343e-5,1.168,0.014,1.346,Significantly positive
Calgary,91,0.02006352243501571,234088,233628,-8.317096939390936e-5,1.168,0.014,1.346,Significantly positive
Calgary,92,0.02002676277547959,233862,233858,-4.250754985441613e-5,1.168,0.014,1.346,Significantly positive
Calgary,93,0.01991055124962484,233828,233877,2.506831410334781e-4,1.168,0.014,1.346,Significantly positive
Calgary,94,0.02009631092855131,233841,233870,-1.7910726887965245e-4,1.168,0.014,1.346,Significantly positive
Calgary,95,0.02001137640677394,233945,233800,-1.916957507522299e-7,1.168,0.014,1.346,Significantly positive
Calgary,96,0.02010285063730364,233762,234007,-1.80229499843719e-4,1.168,0.014,1.346,Significantly positive
Calgary,97,0.02016232841070582,233919,233816,-2.775152986211199e-4,1.168,0.014,1.346,Significantly positive
Calgary,98,0.020027826366452665,233747,233946,-1.4857208796334453e-5,1.168,0.014,1.346,Significantly positive
Calgary,99,0.019930149325378368,234015,233761,2.0925686368693935e-4,1.168,0.014,1.346,Significantly positive
Canberra,1,0.01851436543137687,225185,225829,-6.128471863390619e-4,-0.056,0.841,-1.113,Not significant
Canberra,10,0.018217548359326582,223196,227104,-8.450581593408973e-5,-0.056,0.841,-1.113,Not significant
Canberra,100,0.018303837068149167,222573,227365,-2.125914452213197e-4,-0.056,0.841,-1.113,Not significant
Canberra,11,0.018443183402134748,223446,227179,-4.470135834107221e-4,-0.056,0.841,-1.113,Not significant
Canberra,12,0.017987002496558453,223256,227324,2.83268913334387e-4,-0.056,0.841,-1.113,Not significant
Canberra,13,0.01835190034640329,218577,228606,-2.3919859782804698e-4,-0.056,0.841,-1.113,Not significant
Canberra,14,0.018571448584760522,218347,228378,-6.093483232560495e-4,-0.056,0.841,-1.113,Not significant
Canberra,15,0.01820768555252494,224516,226487,-1.344774787315553e-5,-0.056,0.841,-1.113,Not significant
Canberra,16,0.01800699959665003,219386,228435,2.8619110422545974e-4,-0.056,0.841,-1.113,Not significant
Canberra,17,0.018441341606098546,218648,228494,-4.7449653161516295e-4,-0.056,0.841,-1.113,Not significant
Canberra,18,0.01827978282364409,223055,227385,-2.0444250851296697e-4,-0.056,0.841,-1.113,Not significant
Canberra,19,0.01825890634938787,223604,226974,-1.318064325235603e-4,-0.056,0.841,-1.113,Not significant
Canberra,2,0.01796645797227825,222698,227567,3.185806127404926e-4,-0.056,0.841,-1.113,Not significant
Canberra,20,0.018294593058582914,224396,226529,-2.2573469837552582e-4,-0.056,0.841,-1.113,Not significant
Canberra,21,0.017765653492665498,225217,225839,7.348344805723495e-4,-0.056,0.841,-1.113,Not significant
Canberra,22,0.018060982480252126,222949,227335,2.214621436401297e-4,-0.056,0.841,-1.113,Not significant
Canberra,23,0.01810783933485082,221212,228028,1.1157242094616063e-4,-0.056,0.841,-1.113,Not significant
Canberra,24,0.018406231736984552,219637,228367,-3.18200031060957e-4,-0.056,0.841,-1.113,Not significant
Canberra,25,0.018224328671042563,224862,226355,-9.677767222666597e-5,-0.056,0.841,-1.113,Not significant
Canberra,26,0.01834212294484979,220374,227989,-2.73080762136408e-4,-0.056,0.841,-1.113,Not significant
Canberra,27,0.017969440816009048,224870,226244,3.7548319661893925e-4,-0.056,0.841,-1.113,Not significant
Canberra,28,0.0185163577986398,221630,227330,-5.260197774230937e-4,-0.056,0.841,-1.113,Not significant
Canberra,29,0.01807174628168629,224499,226529,1.9970688299011594e-4,-0.056,0.841,-1.113,Not significant
Canberra,3,0.018234987736446936,225090,225980,-7.009940699330419e-5,-0.056,0.841,-1.113,Not significant
Canberra,30,0.018209140433188793,220896,227874,-8.289732652447604e-5,-0.056,0.841,-1.113,Not significant
Canberra,31,0.018686709846086398,218002,228505,-7.070320282767835e-4,-0.056,0.841,-1.113,Not significant
Canberra,32,0.018174928165810983,224996,225912,-4.158838523189018e-5,-0.056,0.841,-1.113,Not significant
Canberra,33,0.01810874965027272,222180,227680,9.631999167910785e-5,-0.056,0.841,-1.113,Not significant
Canberra,34,0.01814510432357554,222895,227492,7.489952970225061e-5,-0.056,0.841,-1.113,Not significant
Canberra,35,0.018581468308588693,224486,226339,-6.608587554119243e-4,-0.056,0.841,-1.113,Not significant
Canberra,36,0.01802702287091533,225683,225384,3.4724457305769507e-4,-0.056,0.841,-1.113,Not significant
Canberra,37,0.018251183330271474,221892,227757,-1.4165000319666526e-4,-0.056,0.841,-1.113,Not significant
Canberra,38,0.018384966578142942,224658,226399,-3.5300318536223355e-4,-0.056,0.841,-1.113,Not significant
Canberra,39,0.01821500663325926,223294,227274,-8.711145664000441e-5,-0.056,0.841,-1.113,Not significant
Canberra,4,0.017824232731304773,226457,224564,7.216911591888912e-4,-0.056,0.841,-1.113,Not significant
Canberra,40,0.01834859796071585,219791,228134,-3.578402898765376e-4,-0.056,0.841,-1.113,Not significant
Canberra,41,0.01836481547049712,223232,227338,-2.91782648103478e-4,-0.056,0.841,-1.113,Not significant
Canberra,42,0.018309813455738636,223018,227158,-2.2635966626925047e-4,-0.056,0.841,-1.113,Not significant
Canberra,43,0.018653768289880482,224455,226513,-8.212815959663597e-4,-0.056,0.841,-1.113,Not significant
Canberra,44,0.01836839768841026,224002,226756,-3.1651066534671424e-4,-0.056,0.841,-1.113,Not significant
Canberra,45,0.018189603684072644,224593,226330,1.2193701244916921e-5,-0.056,0.841,-1.113,Not significant
Canberra,46,0.01813695908435119,221245,227885,8.833105793405044e-5,-0.056,0.841,-1.113,Not significant
Canberra,47,0.018467187440687056,226210,225062,-5.256050057008445e-4,-0.056,0.841,-1.113,Not significant
Canberra,48,0.018463432643099242,221984,227647,-5.011526048724589e-4,-0.056,0.841,-1.113,Not significant
Canberra,49,0.01828919057986271,222176,227152,-1.8654357819987422e-4,-0.056,0.841,-1.113,Not significant
Canberra,5,0.018001485004089365,224601,226486,3.4297639906491484e-4,-0.056,0.841,-1.113,Not significant
Canberra,50,0.0182098158891449,224388,226638,-4.970246975545545e-5,-0.056,0.841,-1.113,Not significant
Canberra,51,0.01807973720462218,224484,226589,1.6651499163539488e-4,-0.056,0.841,-1.113,Not significant
Canberra,52,0.01803974909066832,221886,227809,2.661766156228651e-4,-0.056,0.841,-1.113,Not significant
Canberra,53,0.017916498098712194,223105,227156,4.49684837291877e-4,-0.056,0.841,-1.113,Not significant
Canberra,54,0.0182462964481853,221338,227949,-1.332391967339558e-4,-0.056,0.841,-1.113,Not significant
Canberra,55,0.018139634621787807,222871,227481,6.113443415515021e-5,-0.056,0.841,-1.113,Not significant
Canberra,56,0.01839783856761008,223877,226628,-4.1684914171337753e-4,-0.056,0.841,-1.113,Not significant
Canberra,57,0.01804685838958022,223352,227061,2.0979043662486957e-4,-0.056,0.841,-1.113,Not significant
Canberra,58,0.01804810005165616,222972,227276,2.1810372122820637e-4,-0.056,0.841,-1.113,Not significant
Canberra,59,0.01818160761551465,224262,226758,-2.9751522406983727e-5,-0.056,0.841,-1.113,Not significant
Canberra,6,0.018544379648843017,223203,227141,-7.019344966679754e-4,-0.056,0.841,-1.113,Not significant
Canberra,60,0.018856661795363442,221670,227616,-0.0010418640291883878,-0.056,0.841,-1.113,Not significant
Canberra,61,0.01816042922780872,223177,227225,3.268920427193511e-5,-0.056,0.841,-1.113,Not significant
Canberra,62,0.01805910641066548,224838,226410,2.3188668093429218e-4,-0.056,0.841,-1.113,Not significant
Canberra,63,0.01784284576983586,225062,226174,6.171979077076728e-4,-0.056,0.841,-1.113,Not significant
Canberra,64,0.01851217046182581,222514,227551,-5.327851218420061e-4,-0.056,0.841,-1.113,Not significant
Canberra,65,0.018177289985225425,221638,227760,1.987450566707377e-6,-0.056,0.841,-1.113,Not significant
Canberra,66,0.018379031245030757,218073,228607,-3.250359153947023e-4,-0.056,0.841,-1.113,Not significant
Canberra,67,0.018050108412569862,223989,226945,2.621860384625953e-4,-0.056,0.841,-1.113,Not significant
Canberra,68,0.01844322899283871,223807,227150,-4.524315101848385e-4,-0.056,0.841,-1.113,Not significant
Canberra,69,0.01824588573888268,223986,226785,-1.0265305829017593e-4,-0.056,0.841,-1.113,Not significant
Canberra,7,0.01830672353665543,224278,226700,-2.3355640849677048e-4,-0.056,0.841,-1.113,Not significant
Canberra,70,0.018920633191141272,222287,227448,-0.001185203425892952,-0.056,0.841,-1.113,Not significant
Canberra,71,0.018353835825598387,222927,227026,-2.6929637194926526e-4,-0.056,0.841,-1.113,Not significant
Canberra,72,0.01781398827677444,220714,228110,5.627035711271676e-4,-0.056,0.841,-1.113,Not significant
Canberra,73,0.018532087036581494,220826,227829,-5.527348450530337e-4,-0.056,0.841,-1.113,Not significant
Canberra,74,0.018157721185460374,219621,228301,2.7345673935596365e-5,-0.056,0.841,-1.113,Not significant
Canberra,75,0.018507532556461648,224649,226529,-6.322511075463298e-4,-0.056,0.841,-1.113,Not significant
Canberra,76,0.018084107493641487,220981,228082,2.0393916208107793e-4,-0.056,0.841,-1.113,Not significant
Canberra,77,0.0183524010098987,224548,226338,-3.89934596589845e-4,-0.056,0.841,-1.113,Not significant
Canberra,78,0.018229454439349736,224156,226801,-1.5829897254215214e-4,-0.056,0.841,-1.113,Not significant
Canberra,79,0.018204417649414283,220205,228451,-8.33076359302333e-5,-0.056,0.841,-1.113,Not significant
Canberra,8,0.01797988313216056,223789,226973,4.220686832142745e-4,-0.056,0.841,-1.113,Not significant
Canberra,80,0.018174442807215946,220377,228124,6.926784917882234e-5,-0.056,0.841,-1.113,Not significant
Canberra,81,0.018157897610395445,220452,227929,2.8690328228705986e-5,-0.056,0.841,-1.113,Not significant
Canberra,82,0.018489230444902655,222344,227284,-4.911489268436924e-4,-0.056,0.841,-1.113,Not significant
Canberra,83,0.017781446888862077,220500,228073,6.056117907200127e-4,-0.056,0.841,-1.113,Not significant
Canberra,84,0.01832949480053747,225045,226071,-3.147313249978259e-4,-0.056,0.841,-1.113,Not significant
Canberra,85,0.018163333497584914,225588,225661,6.066924542640767e-5,-0.056,0.841,-1.113,Not significant
Canberra,86,0.01810971952853835,225605,225494,1.633307414008571e-4,-0.056,0.841,-1.113,Not significant
Canberra,87,0.018640812751015118,220085,228167,-7.1180378353701e-4,-0.056,0.841,-1.113,Not significant
Canberra,88,0.018368009354150276,222559,227414,-3.0624214269489233e-4,-0.056,0.841,-1.113,Not significant
Canberra,89,0.018162504079699694,220034,228009,2.610293338013714e-6,-0.056,0.841,-1.113,Not significant
Canberra,9,0.018173978120859097,223613,226999,-1.1934055912970337e-5,-0.056,0.841,-1.113,Not significant
Canberra,90,0.018673036606976497,221479,227896,-7.993620199600489e-4,-0.056,0.841,-1.113,Not significant
Canberra,91,0.017820857823339722,224554,226466,7.230080906348753e-4,-0.056,0.841,-1.113,Not significant
Canberra,92,0.018027097703493516,224181,226675,2.759342309571443e-4,-0.056,0.841,-1.113,Not significant
Canberra,93,0.018133484558514837,221940,227893,1.1075588230594069e-4,-0.056,0.841,-1.113,Not significant
Canberra,94,0.01838223960871255,220416,227944,-3.373465259508858e-4,-0.056,0.841,-1.113,Not significant
Canberra,95,0.018424713971497877,224832,226285,-4.46700845068506e-4,-0.056,0.841,-1.113,Not significant
Canberra,96,0.018282625734536123,223328,227139,-1.7079666318463999e-4,-0.056,0.841,-1.113,Not significant
Canberra,97,0.018125106010415674,223534,227158,7.014944689880467e-5,-0.056,0.841,-1.113,Not significant
Canberra,98,0.01801898801772114,223410,227256,3.0283307020323447e-4,-0.056,0.841,-1.113,Not significant
Canberra,99,0.01795073308150153,220653,227961,3.0572496245072356e-4,-0.056,0.841,-1.113,Not significant
Cape_Town,1,0.018785397692964556,233388,233505,1.8629302759873637e-4,0.851,0.159,0.747,Not significant
Cape_Town,10,0.01903096916344995,233397,233488,-2.9357423686877243e-4,0.851,0.159,0.747,Not significant
Cape_Town,100,0.018718196384873778,233569,233301,3.2321565917807493e-4,0.851,0.159,0.747,Not significant
Cape_Town,11,0.018716115344402894,233546,233384,3.647333678005564e-4,0.851,0.159,0.747,Not significant
Cape_Town,12,0.018968766642863462,233348,233489,-1.638571548617379e-4,0.851,0.159,0.747,Not significant
Cape_Town,13,0.018799133425444862,233397,233450,1.6367983444825346e-4,0.851,0.159,0.747,Not significant
Cape_Town,14,0.018989426995524063,233436,233433,-1.9928077337781278e-4,0.851,0.159,0.747,Not significant
Cape_Town,15,0.018966138755484835,233369,233572,-1.7632189145119423e-4,0.851,0.159,0.747,Not significant
Cape_Town,16,0.0189279309769383,233404,233521,-7.423365964252804e-5,0.851,0.159,0.747,Not significant
Cape_Town,17,0.01899009876619886,233364,233527,-2.6667658853021456e-4,0.851,0.159,0.747,Not significant
Cape_Town,18,0.01882237792508934,232991,233819,1.4752326049709621e-4,0.851,0.159,0.747,Not significant
Cape_Town,19,0.019016497618195106,233817,232948,-3.004057366329943e-4,0.851,0.159,0.747,Not significant
Cape_Town,2,0.018770307079422354,233665,233134,2.6970601714104703e-4,0.851,0.159,0.747,Not significant
Cape_Town,20,0.01895605937558944,233517,233315,-1.3233525711937866e-4,0.851,0.159,0.747,Not significant
Cape_Town,21,0.01899850254354392,233375,233493,-2.730479159882282e-4,0.851,0.159,0.747,Not significant
Cape_Town,22,0.018834489349823486,233648,233198,9.549785019795712e-5,0.851,0.159,0.747,Not significant
Cape_Town,23,0.018762273321312306,233328,233541,2.3526491915479286e-4,0.851,0.159,0.747,Not significant
Cape_Town,24,0.018739778295244276,233157,233689,2.78469926398503e-4,0.851,0.159,0.747,Not significant
Cape_Town,25,0.018868228852426117,233640,233242,2.75931573216065e-5,0.851,0.159,0.747,Not significant
Cape_Town,26,0.018927238783265583,233306,233567,-8.068623627917326e-5,0.851,0.159,0.747,Not significant
Cape_Town,27,0.01902240101449944,233326,233543,-3.098580661476842e-4,0.851,0.159,0.747,Not significant
Cape_Town,28,0.018800961292047995,233563,233214,1.7013756049387083e-4,0.851,0.159,0.747,Not significant
Cape_Town,29,0.018594549745832304,233307,233600,5.33026629280519e-4,0.851,0.159,0.747,Not significant
