continent,country,city,latitude_city,longitude_city,sampled_by,human_population_size,area,age,density,slope_rlm,pval_rlm,significant_rlm,freqHCN,num_populations,total_num_plants,transect_length,population,total_plants,annualAI_Mean,annualPET_Mean,DEM_Mean,GMIS_Mean,NDSI_Mean,summerLST_Mean,summerNDVI_Mean,winterLST_Mean,winterNDVI_Mean
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.6,28,560,17.16,1,20,0.938,1335,226,0.469,-0.425,34.159,0.625,6.31,0.335
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.9,28,560,17.16,2,20,0.938,1335,228,29.938,-0.449,35.955,0.563,6.823,0.331
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.421,28,560,17.16,3,19,0.923,1345,198,25.886,-0.365,32.127,0.668,3.81,0.371
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.55,28,560,17.16,4,20,0.923,1345,187,29.125,-0.461,32.732,0.627,5.855,0.362
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.4,28,560,17.16,5,20,0.939,1338,213,75.194,-0.272,37.355,0.347,5.619,0.159
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.1,28,560,17.16,6,20,0.94,1337,215,19.629,-0.419,34.656,0.641,5.296,0.381
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.524,28,560,17.16,7,21,0.942,1336,220,11.694,-0.44,35.02,0.685,5.673,0.386
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.2,28,560,17.16,8,20,0.942,1336,219,58.676,-0.331,38.017,0.464,7.202,0.25
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.4,28,560,17.16,9,20,0.937,1337,216,48,-0.326,37.601,0.441,6.353,0.267
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.167,28,560,17.16,10,18,0.934,1338,210,40.771,-0.414,37.182,0.557,7.073,0.345
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.286,28,560,17.16,11,21,0.934,1338,202,31.861,-0.411,37.65,0.56,7.963,0.325
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.316,28,560,17.16,12,19,0.93,1339,215,65.833,-0.285,38.183,0.396,6.959,0.198
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.2,28,560,17.16,13,20,0.926,1342,204,28.351,-0.444,36.947,0.577,6.756,0.349
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.842,28,560,17.16,14,19,0.926,1342,198,33.75,-0.389,36.407,0.585,7.504,0.277
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.55,28,560,17.16,15,20,0.926,1342,230,85.806,-0.243,42.713,0.276,9.217,0.142
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.6,28,560,17.16,16,20,0.941,1332,218,21.139,-0.398,37.37,0.68,7.747,0.319
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.2,28,560,17.16,17,20,0.939,1332,222,16.111,-0.4,33.248,0.675,4.34,0.432
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.55,28,560,17.16,18,20,0.933,1335,217,22.944,-0.441,33.868,0.648,6.015,0.365
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.632,28,560,17.16,19,19,0.922,1341,206,3.429,-0.471,31.096,0.75,4.492,0.476
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.81,28,560,17.16,20,21,0.93,1337,214,0,-0.517,30.611,0.782,5.103,0.468
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.762,28,560,17.16,21,21,0.926,1340,223,0.441,-0.448,35.064,0.573,5.274,0.382
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.278,28,560,17.16,22,18,0.913,1348,209,0,-0.513,38.471,0.573,6.886,0.419
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.474,28,560,17.16,23,19,0.911,1348,206,0,-0.517,30.283,0.741,2.913,0.534
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.9,28,560,17.16,24,20,0.907,1351,180,0,-0.528,30.135,0.77,3.543,0.517
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.682,28,560,17.16,25,22,0.923,1342,220,1.229,-0.498,32.909,0.657,6.049,0.417
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.381,28,560,17.16,26,21,0.937,1336,233,8.778,-0.461,31.652,0.772,4.5,0.449
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.409,28,560,17.16,27,22,0.933,1335,224,18.571,-0.363,33.803,0.652,5.318,0.375
North America,USA,Athens,33.959768,-83.376398,Susana M. Wadgymar; Jill T. Anderson,115441,113.15,NA,1020.247,0.423,0.004,Yes,0.55,28,560,17.16,28,20,0.933,1335,223,22.8,-0.342,35.586,0.528,6.709,0.232
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.533,45,654,33.71,1,15,1.001,1320,288,2.919,0.322,34.774,0.721,-0.242,0.289
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.571,45,654,33.71,2,14,1.002,1319,300,0,0.222,32.46,0.787,-0.377,0.332
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.429,45,654,33.71,3,14,1,1319,297,0,0.009,31.746,0.795,-0.147,0.484
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.8,45,654,33.71,4,15,1.002,1316,309,0,0.512,33.413,0.683,-0.217,0.126
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.615,45,654,33.71,5,13,1.002,1316,310,1.083,0.297,35.781,0.709,-0.837,0.283
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.846,45,654,33.71,6,13,1.005,1312,316,8.714,0.518,36.659,0.565,-0.566,0.197
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.733,45,654,33.71,7,15,1.008,1310,315,2.914,0.379,34.579,0.761,-0.201,0.187
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.533,45,654,33.71,8,15,1.008,1310,314,23.946,0.583,39.478,0.56,-0.203,0.099
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.467,45,654,33.71,9,15,1.008,1308,310,7.912,0.582,36.65,0.615,-0.493,0.136
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.4,45,654,33.71,10,15,1.006,1307,302,1.829,0.1,32.53,0.764,-0.666,0.393
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.267,45,654,33.71,11,15,1.004,1307,311,13.778,0.302,35.756,0.734,-0.096,0.261
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.2,45,654,33.71,12,15,1.005,1305,319,50.086,0.455,40.584,0.485,0.841,0.096
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.533,45,654,33.71,13,15,1.004,1303,309,38.206,0.427,39.552,0.475,0.866,0.122
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.467,45,654,33.71,14,15,1,1304,310,30.2,0.599,38.625,0.549,-0.027,0.048
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.533,45,654,33.71,15,15,1.006,1300,310,3.667,0.461,35.336,0.702,-0.304,0.178
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.533,45,654,33.71,16,15,1.006,1299,311,55.314,0.605,38.045,0.449,-0.182,0.062
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.333,45,654,33.71,17,15,1.004,1298,311,49.944,0.528,38.767,0.42,-0.13,0.053
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.733,45,654,33.71,18,15,1.003,1298,311,34.676,0.332,34.537,0.592,-0.043,0.244
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.333,45,654,33.71,19,15,1.005,1295,317,36,0.647,38.706,0.456,1.148,0.041
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.4,45,654,33.71,20,15,1.008,1292,322,19.472,0.442,34.465,0.682,-0.192,0.206
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.467,45,654,33.71,21,15,1.004,1294,317,57.794,0.449,37.971,0.35,0.532,0.087
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.667,45,654,33.71,22,15,1.004,1293,315,25.784,0.506,38.619,0.613,-0.305,0.161
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.4,45,654,33.71,23,15,1.004,1291,310,31.429,0.433,38.353,0.566,0.481,0.191
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.533,45,654,33.71,24,15,0.997,1292,314,17.167,0.091,33.952,0.757,-0.047,0.321
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.533,45,654,33.71,25,15,0.989,1299,290,45.571,0.253,37.693,0.569,-0.115,0.258
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.571,45,654,33.71,26,14,0.997,1293,289,16.886,0.187,34.791,0.656,-0.063,0.324
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.733,45,654,33.71,27,15,1.002,1290,306,44.139,0.472,39.696,0.493,0.732,0.118
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.467,45,654,33.71,28,15,1.002,1290,307,63.714,0.45,44.278,0.367,1.523,0.074
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.4,45,654,33.71,29,15,1.01,1284,320,32.086,0.411,37.867,0.598,1.067,0.098
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.4,45,654,33.71,30,15,1.007,1283,320,59.514,0.612,44.112,0.376,0.556,0.025
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.071,45,654,33.71,31,14,1.008,1284,313,26.056,0.413,38.399,0.586,0.423,0.126
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.133,45,654,33.71,32,15,1.013,1284,309,43.457,0.355,38.733,0.508,0.889,0.101
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.286,45,654,33.71,33,14,1.014,1284,312,44.5,0.452,41.112,0.462,1.132,0.061
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.267,45,654,33.71,34,15,1.015,1286,321,50.829,0.569,43.859,0.438,1.056,0.028
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.267,45,654,33.71,35,15,1.013,1284,306,72.824,0.492,44.617,0.332,1.873,0.036
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.167,45,654,33.71,36,12,1.012,1286,300,75.771,0.252,44.841,0.251,3.088,0.065
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.286,45,654,33.71,37,14,1.015,1284,323,71.486,0.403,42.585,0.226,1.308,0.067
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.333,45,654,33.71,38,15,1.026,1280,352,71.194,0.392,44.07,0.299,0.697,0.063
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0,45,654,33.71,39,9,1.017,1285,307,77.344,0.458,42.746,0.254,1.186,0.039
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.067,45,654,33.71,40,15,1.02,1285,313,68.405,0.212,44.393,0.332,2.638,0.11
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.133,45,654,33.71,41,15,1.015,1288,305,63.771,0.392,43.366,0.352,2.003,0.061
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.214,45,654,33.71,42,14,1.015,1288,300,55.333,0.43,41.675,0.412,1.743,0.056
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.333,45,654,33.71,43,15,1.012,1289,281,45.2,0.497,41.92,0.373,1.456,0.041
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.333,45,654,33.71,44,15,1.022,1284,312,12.351,0.271,36.037,0.701,0.776,0.177
North America,USA,Atlanta,33.757758,-84.388372,James S. Santangelo; Ken A. Thompson,426821,3324.2,111,128.398,0.379,0,Yes,0.643,45,654,33.71,45,14,1.022,1284,317,37.686,0.306,40.767,0.472,2.61,0.111
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.562,45,810,37.22,1,16,1.016,1060,9,3.2,0.61,27.492,0.719,-9.343,0.096
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.316,45,810,37.22,2,19,1.02,1055,12,0.371,0.292,24.366,0.851,-9.363,0.236
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.333,45,810,37.22,3,18,1.021,1053,14,0,0.072,24.366,0.814,-9.681,0.447
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.312,45,810,37.22,4,16,1.022,1053,11,1.875,0.371,24.78,0.807,-9.591,0.193
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.111,45,810,37.22,5,18,1.028,1047,11,1.5,0.441,25.079,0.811,-10.001,0.162
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.222,45,810,37.22,6,18,1.027,1049,12,25.2,0.595,28.107,0.658,-10.336,0.095
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.263,45,810,37.22,7,19,1.027,1050,14,17.971,0.548,26.657,0.686,-9.632,0.116
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.375,45,810,37.22,8,16,1.025,1052,14,4.5,0.402,25.44,0.643,-8.911,0.21
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.222,45,810,37.22,9,18,1.028,1049,8,0.432,0.299,24.029,0.866,-9.543,0.213
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.444,45,810,37.22,10,18,1.033,1045,13,2.943,0.45,24.993,0.816,-9.64,0.141
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.35,45,810,37.22,11,20,1.033,1044,13,1.257,0.494,25.255,0.782,-9.834,0.114
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.294,45,810,37.22,12,17,1.036,1041,13,2.857,0.614,27.914,0.718,-9.935,0.08
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.5,45,810,37.22,13,18,1.036,1041,7,NA,0.709,28.02,0.709,-10.287,0.062
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.471,45,810,37.22,14,17,1.035,1038,0,2.686,0.816,24.998,0.617,-9.336,-0.047
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.25,45,810,37.22,15,16,1.037,1035,5,7.057,0.344,26.729,0.633,-9.385,0.198
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.438,45,810,37.22,16,16,1.039,1033,4,0.714,0.41,25.797,0.73,-9.324,0.172
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.474,45,810,37.22,17,19,1.046,1027,12,0.758,-0.146,24.31,0.872,-9.909,0.491
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.6,45,810,37.22,18,20,1.048,1025,7,3.229,0.25,25.559,0.761,-9.681,0.31
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.263,45,810,37.22,19,19,1.056,1017,10,36.528,0.606,30.13,0.558,-9.471,0.124
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.722,45,810,37.22,20,18,1.053,1016,12,53.639,0.633,33.141,0.433,-8.921,0.037
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.4,45,810,37.22,21,20,1.053,1015,2,20.857,0.736,28.102,0.538,-9.873,-0.026
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.222,45,810,37.22,22,18,1.055,1010,3,52.25,0.68,27.421,0.344,-9.906,-0.031
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.667,45,810,37.22,23,18,1.06,1005,5,37.429,0.765,29.629,0.453,-9.413,-0.038
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.579,45,810,37.22,24,19,1.062,1003,3,80.75,0.67,33.766,0.253,-8.172,0.004
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.421,45,810,37.22,25,19,1.063,1002,7,89.108,0.675,34.148,0.235,-7.947,0.008
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.625,45,810,37.22,26,16,1.068,997,5,84.972,0.678,34.889,0.229,-7.868,0.007
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.611,45,810,37.22,27,18,1.069,996,5,93.639,0.617,35.006,0.167,-7.637,0.02
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.444,45,810,37.22,28,18,1.07,995,8,93.6,0.621,35.208,0.178,-8.049,0.012
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.278,45,810,37.22,29,18,1.075,991,8,47.714,0.69,32.312,0.533,-7.934,0.062
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.5,45,810,37.22,30,20,1.075,989,4,62.147,0.614,33.867,0.375,-7.359,0.057
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.333,45,810,37.22,31,18,1.075,988,4,65.559,0.684,32.921,0.401,-7.647,0.037
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.333,45,810,37.22,32,18,1.075,988,2,20.324,0.623,24.533,0.181,-6.225,-0.051
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.529,45,810,37.22,33,17,1.075,986,2,38.031,0.626,26.528,0.252,-7.568,-0.039
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.375,45,810,37.22,34,16,1.075,986,4,56.111,0.705,29.167,0.308,-8.712,-0.028
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.556,45,810,37.22,35,18,1.082,978,3,74.784,0.544,33.7,0.286,-7.351,0.034
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.389,45,810,37.22,36,18,1.082,978,7,70.371,0.661,34.871,0.312,-7.704,0.01
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.421,45,810,37.22,37,19,1.09,972,4,60.343,0.67,33.474,0.413,-7.819,0.035
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.556,45,810,37.22,38,18,1.092,970,5,78.5,0.67,35.24,0.247,-7.64,0.007
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.765,45,810,37.22,39,17,1.096,965,6,87.417,0.626,35.114,0.213,NA,0.017
North America,USA,Atlantic_City,39.356273,-74.436074,Amy M. Savage; Jennifer Le; Ourania Nikolaidis,39558,364.64,NA,108.485,-0.207,0.013,Yes,0.579,45,810,37.22,40,19,1.102,960,4,86.257,0.598,33.864,0.225,NA,0.018
