continent,name,city,row,column,pop,individual,site,new comments,Tissue weight,original extraction comment,Qubit_ng.ul,Nanodrop ng/ul,
EU,Linköping,LPI,b,4,16,5,u,no tissue,,,42.2,,
EU,Linköping,LPI,c,4,16,9,u,left out 16.7 (no tissue left),,fungus; used tissue without fungus,69,,
EU,Linköping,LPI,d,4,25,1,r,left out 16.10 (no tissue left),,basically no leaf left,58.2,,
EU,Linköping,LPI,e,4,25,3,r,no tissue,,,45.2,,
EU,Linköping,LPI,f,4,25,8,r,no tissue,,only petiole and stolon remain,36.8,,
EU,Linköping,LPI,g,4,25,11,r,no tissue,,only petiole and stolon remain,29.2,,
EU,Linköping,LPI,h,4,27,1,r,no tissue,,,7,,
EU,Linköping,LPI,a,5,27,3,r,no tissue,,did not include 27.4,137,,
EU,Linköping,LPI,b,5,27,6,r,no tissue,,fungus; used fungus free tissue,28.8,,
EU,Linköping,LPI,c,5,27,4,r,didnt use 27.7 because no tissue,,,17.2,,
EU,Linköping,LPI,d,5,37,2,r,left out 37.1 (no tissue),,,21.2,,
EU,Linköping,LPI,e,5,37,8,r,no tissue,,,3.28,,
EU,Linköping,LPI,f,5,37,9,r,no tissue,,,0,,
EU,Linköping,LPI,g,5,37,10,r,no tissue,,,9,,
EU,Linköping,LPI,h,5,38,1,r,no tissue,,,20.8,,
EU,Linköping,LPI,a,6,38,9,r,no tissue,,,16.7,,
EU,Linköping,LPI,b,6,40,2,r,no tissue,,,39.4,,
EU,Linköping,LPI,c,6,40,3,r,no tissue,,did not include 40.1,14.5,,
EU,Linköping,LPI,d,6,40,6,r,no tissue,,,58.4,,
EU,Linköping,LPI,e,6,40,1,r,not used laast time,,,44.6,,
EU,Paris,PRS,a,1,2,1,u,all of Paris redone is now empty,0.0104,,5.8,,
EU,Paris,PRS,b,1,2,3,u,,0.0035,,8.02,,
EU,Paris,PRS,c,1,2,9,u,,0.0089,,340,,
EU,Paris,PRS,d,1,2,17,u,,0.004,,31.8,,
EU,Paris,PRS,e,1,3,5,u,,0.0051,,44.8,,
EU,Paris,PRS,f,1,3,1,u,Left out 3.7 bc no tissue,,,64.6,,
EU,Paris,PRS,g,1,3,6,u,left out 3.4,,,9.6,,
EU,Paris,PRS,h,1,23,10,u,left out 3.11 ,,,28.8,,
EU,Paris,PRS,a,2,23,19,u,left out 23.15 replaced with 23.19,0.0035,,52.8,,
EU,Paris,PRS,b,2,23,4,u,,,,37.8,,
EU,Paris,PRS,c,2,23,5,u,,0.0032,,14.8,,
EU,Paris,PRS,d,2,23,13,u,,,,17.3,,
EU,Paris,PRS,e,2,25,4,u,,,,14.6,,
EU,Paris,PRS,f,2,39,19,u,,,,33,,
EU,Paris,PRS,g,2,39,7,u,,,,0,,
EU,Paris,PRS,h,2,39,3,u,,,,0,,
EU,Paris,PRS,a,3,6,1,r,,,,34.4,,
EU,Paris,PRS,b,3,6,5,r,,,,0,,
EU,Paris,PRS,c,3,6,3,r,,,,0,,
EU,Paris,PRS,d,3,6,7,r,,,,0,,
EU,Paris,PRS,e,3,6,2,r,,,,2.46,,
EU,Paris,PRS,f,3,6,6,r,,,,0,,
EU,Paris,PRS,g,3,6,15,r,,,,0,,
EU,Paris,PRS,h,3,6,10,r,,,,6.34,,
EU,Paris,PRS,a,4,8,4,r,,0.0019,,0,,
EU,Paris,PRS,b,4,8,15,r,left out 8.6,,,4.44,,
EU,Paris,PRS,c,4,8,8,r,,,,18.5,,
EU,Paris,PRS,d,4,8,3,r,,,,5.54,,
EU,Paris,PRS,e,4,8,9,r,,,,0,,
EU,Paris,PRS,f,4,8,16,r,,,,2.2,,
EU,Paris,PRS,g,4,8,13,r,,,,4.68,,
EU,Paris,PRS,h,4,13,20,r,,,,0,,
EU,Paris,PRS,a,5,13,15,r,,,,37.2,,
EU,Paris,PRS,b,5,13,13,r,,,,20.4,,
EU,Paris,PRS,c,5,13,2,r,,,,40,,
EU,Paris,PRS,d,5,11,18,r,,,,18.4,,
EU,Paris,PRS,e,5,11,10,r,,,,5.88,,
EU,Paris,PRS,f,5,11,12,r,,,,11.9,,
EU,Paris,PRS,g,5,11,8,r,,,,12.2,,
EU,Paris,PRS,h,5,11,9,r,,,,15.4,,
EU,Paris,PRS,a,6,11,7,r,,,,25.8,,
EU,Paris,PRS,b,6,15,2,r,,,,7.5,,
EU,Paris,PRS,c,6,15,3,r,,,,2.72,,
EU,Paris,PRS,d,6,15,8,r,,,,0,,
EU,Paris,PRS,e,6,15,9,r,,,,0,,
EU,Paris,PRS,f,6,15,11,r,,,left out 15.17,7.98,,
EU,Paris,PRS,g,6,15,12,r,,,,0,,
EU,Antwerp,ANT,a,1,2,3,u,no tissue,,,19,109.218,35.2
EU,Antwerp,ANT,b,1,2,12,u,no tissue,,,40.8,112.401,63.4
EU,Antwerp,ANT,c,1,3,12,u,no tissue,,??,1100,233.65,103
EU,Antwerp,ANT,d,1,3,15,u,no tissue,,,24.4,107.519,62.6
EU,Antwerp,ANT,e,1,3,14,u,no tissue,,,94.6,130.16,69.2
EU,Antwerp,ANT,f,1,4,9,u,no tissue,,,50.8,96.99,26.2
EU,Antwerp,ANT,g,1,4,20,u,no tissue,,,64.8,178.532,38
EU,Antwerp,ANT,h,1,4,10,u,no tissue,,,143,155.576,95.8
EU,Antwerp,ANT,a,2,4,15,u,no tissue,,,17.5,,
EU,Antwerp,ANT,b,2,4,16,u,no tissue,,,1300,??,
EU,Antwerp,ANT,c,2,4,11,u,no tissue,,,100,,
EU,Antwerp,ANT,d,2,4,1,u,no tissue,,,4.14,,
EU,Antwerp,ANT,e,2,4,18,u,no tissue,,,424,,
EU,Antwerp,ANT,f,2,5,5,u,no tissue,,,492,,
EU,Antwerp,ANT,g,2,5,8,u,no tissue,,,99.8,,
EU,Antwerp,ANT,h,2,5,6,u,no tissue,,,38.8,,
EU,Antwerp,ANT,a,3,36,13,r,no tissue,,,0,,
EU,Antwerp,ANT,b,3,36,12,r,no tissue,,,64.4,,
EU,Antwerp,ANT,c,3,36,15,r,no tissue,,,12,,
EU,Antwerp,ANT,d,3,36,2,r,no tissue,,,124,,
EU,Antwerp,ANT,e,3,37,11,r,no tissue,,,59,,
EU,Antwerp,ANT,f,3,37,15,r,no tissue,,,75.8,,
EU,Antwerp,ANT,g,3,37,6,r,no tissue,,,21.8,,
EU,Antwerp,ANT,h,3,37,9,r,no tissue,,,18.4,,
EU,Antwerp,ANT,a,4,37,19,r,no tissue,,,0,,
EU,Antwerp,ANT,b,4,37,13,r,no tissue,,,17.9,,
EU,Antwerp,ANT,c,4,38,17,r,no tissue,,,35,,
EU,Antwerp,ANT,d,4,38,5,r,no tissue,,left off 38.7,274,,
EU,Antwerp,ANT,e,4,39,13,r,no tissue,,,187,,
EU,Antwerp,ANT,f,4,39,15,r,no tissue,,,19.5,,
EU,Antwerp,ANT,g,4,39,10,r,no tissue,,,19.1,,
EU,Antwerp,ANT,h,4,39,4,r,no tissue,,,302,,
EU,Antwerp,ANT,a,5,39,6,r,,,,0,,
EU,Antwerp,ANT,b,5,40,1,r,no tissue,,,1540,,
EU,Antwerp,ANT,c,5,40,4,r,no tissue,,left off 40.2,155,,
EU,Antwerp,ANT,d,5,40,9,r,,,,9.2,,
EU,Landshut,LND,a,1,2,19,r,no tissue,,,,,
EU,Landshut,LND,b,1,3,5,r,no tissue,,,,,
EU,Landshut,LND,c,1,3,8,r,no tissue,,,,,
EU,Landshut,LND,d,1,3,11,r,,,,,,
EU,Landshut,LND,e,1,4,10,r,,,,,,
EU,Landshut,LND,f,1,4,12,r,no tissue,,,,,
EU,Landshut,LND,g,1,47,10,u,no tissue,,left off 47.9,,,
EU,Landshut,LND,h,1,47,16,u,no tissue,,,,,
EU,Landshut,LND,a,2,47,17,u,no tissue,,,,,
EU,Landshut,LND,b,2,48,3,u,no tissue,,,,,
EU,Landshut,LND,c,2,48,4,u,no tissue,,,,,
EU,Landshut,LND,d,2,48,16,u,no tissue,,,,,
EU,Landshut,LND,e,2,48,19,u,no tissue,,,,,
EU,Landshut,LND,f,2,49,1,u,,,left off 48.20,,,
EU,Landshut,LND,g,2,49,3,u,,,,,,
EU,Landshut,LND,h,2,49,5,u,,,,,,
EU,Landshut,LND,a,3,49,10,u,no tissue,,,,,
EU,Landshut,LND,b,3,51,2,u,,,,,,
EU,Landshut,LND,c,3,51,4,u,no tissue,,,,,
EU,Landshut,LND,d,3,51,6,u,no tissue,,,,,
EU,Landshut,LND,e,3,51,7,u,no tissue,,,,,
EU,Landshut,LND,f,3,51,10,u,no tissue,,,,,
EU,Landshut,LND,g,3,51,15,u,no tissue,,,,,
EU,Landshut,LND,h,3,51,16,u,,,,,,
EU,Brighton,ESH,a,1,1,2,u,used almost all ESH tissue regardless if sample doesn't say no tissue ,,ESH was never extracted before with the old protocol,37.2,,
EU,Brighton,ESH,b,1,1,3,u,,,,45.4,,
EU,Brighton,ESH,c,1,1,5,u,no tissue,,,38.2,,
EU,Brighton,ESH,d,1,1,7,u,no tissue,,,13.7,,
EU,Brighton,ESH,e,1,1,8,u,no tissue,,,41.4,,
EU,Brighton,ESH,f,1,1,9,u,no tissue,,,31.4,,
EU,Brighton,ESH,g,1,1,10,u,no tissue,,,20,,
EU,Brighton,ESH,h,1,1,11,u,no tissue,,,21.4,,
EU,Brighton,ESH,a,2,1,13,u,no tissue,,,13.1,,
EU,Brighton,ESH,b,2,1,14,u,no tissue,,,46.8,,
EU,Brighton,ESH,c,2,2,1,u,,,,33,,
EU,Brighton,ESH,d,2,2,2,u,,,,64.4,,
EU,Brighton,ESH,e,2,2,3,u,,,,18,,
EU,Brighton,ESH,f,2,2,5,u,,,,40.4,,
EU,Brighton,ESH,g,2,2,6,u,,,,25.4,,
EU,Brighton,ESH,h,2,2,7,u,,,,27.8,,
EU,Brighton,ESH,a,3,2,8,u,left out 2.10,,,4,,
EU,Brighton,ESH,b,3,2,11,u,,,,0,,
EU,Brighton,ESH,c,3,2,13,u,,,,0,,
EU,Brighton,ESH,d,3,3,3,u,,,,11.1,,
EU,Brighton,ESH,e,3,3,5,u,,,,43.4,,
EU,Brighton,ESH,f,3,3,6,u,,,,14.2,,
EU,Brighton,ESH,g,3,3,8,u,,,,13.1,,
EU,Brighton,ESH,h,3,3,9,u,,,,9.22,,
EU,Brighton,ESH,a,4,3,17,u,,,,0,,
EU,Brighton,ESH,b,4,3,12,u,,,,7.46,,
EU,Brighton,ESH,c,4,3,13,u,,,,0,,
EU,Brighton,ESH,d,4,3,14,u,,,,31.2,,
EU,Brighton,ESH,e,4,3,15,u,,,,5.62,,
EU,Brighton,ESH,f,4,4,1,u,,,,9.52,,
EU,Brighton,ESH,g,4,4,2,u,,,,0,,
EU,Brighton,ESH,h,4,4,3,u,,,,25.4,,
EU,Brighton,ESH,a,5,4,4,u,,,,6.16,,
EU,Brighton,ESH,b,5,4,5,u,,,,16.6,,
EU,Brighton,ESH,c,5,4,6,u,,,,0,,
EU,Brighton,ESH,d,5,4,7,u,,,,0,,
EU,Brighton,ESH,e,5,4,8,u,,,,4.08,,
EU,Brighton,ESH,f,5,5,1,u,,,,38.4,,
EU,Brighton,ESH,g,5,5,2,u,,,,26.2,,
EU,Brighton,ESH,h,5,5,3,u,,,,22.8,,
EU,Brighton,ESH,a,6,5,4,u,,,,0,,
EU,Brighton,ESH,b,6,5,6,u,,,,7.14,,
EU,Brighton,ESH,c,6,5,9,u,,,,28.4,,
EU,Brighton,ESH,d,6,5,10,u,,,,17.9,,
EU,Brighton,ESH,e,6,5,15,u,,,,34.2,,
EU,Brighton,ESH,f,6,5,18,u,,,,0,,
EU,Brighton,ESH,g,6,5,19,u,,,,29.6,,
EU,Brighton,ESH,h,6,36,1,r,,,,95.8,,
EU,Brighton,ESH,a,7,36,2,r,,,,21.6,,
EU,Brighton,ESH,b,7,36,3,r,,,,0,,
EU,Brighton,ESH,c,7,36,4,r,,,,55.2,,
EU,Brighton,ESH,d,7,36,5,r,,,,20.2,,
EU,Brighton,ESH,e,7,36,6,r,,,,62.4,,
EU,Brighton,ESH,f,7,36,13,r,,,,83.2,,
EU,Brighton,ESH,g,7,36,18,r,,,,31.2,,
EU,Brighton,ESH,h,7,36,19,r,,,,0,,
EU,Brighton,ESH,a,8,36,20,r,,,,36.2,,
EU,Brighton,ESH,b,8,37,1,r,,,,11.5,,
EU,Brighton,ESH,c,8,37,2,r,,,,17.1,,
EU,Brighton,ESH,d,8,37,6,r,,,,69,,
EU,Brighton,ESH,e,8,37,9,r,,,,23,,
EU,Brighton,ESH,f,8,37,10,r,,,,20.8,,
EU,Brighton,ESH,g,8,37,11,r,,,,110,,
EU,Brighton,ESH,h,8,37,12,r,,,,4.76,,
EU,Brighton,ESH,a,9,37,18,r,,,,15,,
EU,Brighton,ESH,b,9,37,19,r,,,,41.6,,
EU,Brighton,ESH,c,9,37,20,r,,,,5.92,,
EU,Brighton,ESH,d,9,38,1,r,,,,23.2,,
EU,Brighton,ESH,e,9,38,2,r,,,,32.8,,
EU,Brighton,ESH,f,9,38,3,r,,,,22,,
EU,Brighton,ESH,g,9,38,4,r,,,,17.9,,
EU,Brighton,ESH,h,9,38,6,r,,,,12.3,,
EU,Brighton,ESH,a,10,38,8,r,,,,0,,
EU,Brighton,ESH,b,10,38,11,r,,,,5.9,,
EU,Brighton,ESH,c,10,38,15,r,,,,11.1,,
EU,Brighton,ESH,d,10,38,16,r,,,,51,,
EU,Brighton,ESH,e,10,38,20,r,,,,21.8,,
EU,Brighton,ESH,f,10,39,2,r,,,,83.4,,
EU,Brighton,ESH,g,10,39,6,r,,,,28.8,,
EU,Brighton,ESH,h,10,39,7,r,,,,16.2,,
EU,Brighton,ESH,a,11,39,8,r,,,,18.8,,
EU,Brighton,ESH,b,11,39,9,r,,,,12.3,,
EU,Brighton,ESH,c,11,39,10,r,,,,14,,
EU,Brighton,ESH,d,11,39,16,r,,,,12.8,,
EU,Brighton,ESH,e,11,39,18,r,,,,2.84,,
EU,Brighton,ESH,f,11,40,3,r,left out 39.19,,,19.3,,
EU,Brighton,ESH,g,11,39,20,r,,,,3.98,,
EU,Brighton,ESH,h,11,40,1,r,,,,11.6,,
EU,Brighton,ESH,a,12,40,5,r,,,,28.4,,
EU,Brighton,ESH,b,12,40,6,r,,,,0,,
EU,Brighton,ESH,c,12,40,10,r,,,,16.7,,
EU,Brighton,ESH,d,12,40,11,r,,,,3.66,,
EU,Brighton,ESH,e,12,40,12,r,,,,12.8,,
EU,Brighton,ESH,f,12,40,13,r,,,,16.5,,
EU,Brighton,ESH,g,12,40,14,r,,,,13.6,,
EU,Brighton,ESH,h,12,40,20,r,,,,0,,
NAM,Memphis,MEM,a,1,1,1,u,no tissue left,,,0,,
NAM,Memphis,MEM,b,1,1,9,u,,,,0,,
NAM,Memphis,MEM,c,1,1,20,u,,,,0,,
NAM,Memphis,MEM,d,1,2,2,u,,,,0,,
NAM,Memphis,MEM,e,1,2,3,u,no tissue left,,,2.02,,
NAM,Memphis,MEM,f,1,2,6,u,no tissue left,,,0,,
NAM,Memphis,MEM,g,1,2,12,u,,,,0,,
NAM,Memphis,MEM,h,1,2,4,u,no tissue left,,,0,,
NAM,Memphis,MEM,a,2,2,15,u,no tissue left,,,0,,
NAM,Memphis,MEM,b,2,3,1,u,no tissue left,,,0,,
NAM,Memphis,MEM,c,2,3,2,u,,,,0,,
NAM,Memphis,MEM,d,2,3,5,u,,,,0,,
NAM,Memphis,MEM,e,2,3,6,u,no tissue left,,,0,,
NAM,Memphis,MEM,f,2,3,9,u,no tissue left,,,0,,
NAM,Memphis,MEM,g,2,3,12,u,no tissue left,,,0,,
NAM,Memphis,MEM,h,2,3,15,u,no tissue left,,,0,,
NAM,Memphis,MEM,a,3,3,17,u,,,,0,,
NAM,Memphis,MEM,b,3,3,18,u,no tissue left,,,0,,
NAM,Memphis,MEM,c,3,4,18,u,no tissue left,,,0,,
NAM,Memphis,MEM,d,3,4,16,u,no tissue left,,,0,,
NAM,Memphis,MEM,e,3,4,13,u,,,,0,,
NAM,Memphis,MEM,f,3,4,6,u,no tissue left,,,0,,
NAM,Memphis,MEM,g,3,4,3,u,no tissue left,,,0,,
NAM,Memphis,MEM,h,3,4,1,u,1 ind. left off for pop 4,,,0,,
NAM,Memphis,MEM,a,4,5,4,u,no tissue left,,,0,,
NAM,Memphis,MEM,b,4,5,19,u,no tissue left,,,0,,
NAM,Memphis,MEM,c,4,5,8,u,no tissue left,,,0,,
NAM,Memphis,MEM,d,4,5,10,u,no tissue left,,,,,
NAM,Memphis,MEM,e,4,5,16,u,no tissue left,,,,,
NAM,Memphis,MEM,f,4,5,20,u,no tissue left,,,,,
NAM,Memphis,MEM,g,4,43,13,r,no tissue left,,,,,
NAM,Memphis,MEM,h,4,43,11,r,no tissue left,,,,,
NAM,Memphis,MEM,a,5,43,3,r,no tissue left,,,,,
NAM,Memphis,MEM,b,5,43,2,r,no tissue left,,,,,
NAM,Memphis,MEM,c,5,43,6,r,,,,,,
NAM,Memphis,MEM,d,5,43,5,r,no tissue left,,,,,
NAM,Memphis,MEM,e,5,43,8,r,no tissue left,,,,,
NAM,Memphis,MEM,f,5,43,10,r,,,,,,
NAM,Memphis,MEM,g,5,43,12,r,no tissue left,,,,,
NAM,Memphis,MEM,h,5,43,14,r,no tissue left,,,,,
NAM,Memphis,MEM,a,6,44,2,r,,,,,,
NAM,Memphis,MEM,b,6,44,3,r,,,,,,
NAM,Memphis,MEM,c,6,44,5,r,no tissue left,,,,,
NAM,Memphis,MEM,d,6,44,7,r,,,,,,
NAM,Memphis,MEM,e,6,44,6,r,,,,,,
NAM,Memphis,MEM,f,6,44,9,r,no tissue left,,,,,
NAM,Memphis,MEM,g,6,44,12,r,no tissue left,,,,"qubit below 10, I just wrote 7",
NAM,Memphis,MEM,a,7,44,14,r,no tissue left,,,,,
NAM,Memphis,MEM,b,7,44,16,r,no tissue left,,,,,
NAM,Memphis,MEM,c,7,44,18,r,no tissue left,,,,,
NAM,Memphis,MEM,d,7,45,11,r,no tissue left,,,,,
NAM,Memphis,MEM,e,7,45,9,r,no tissue left,,,,,
NAM,Memphis,MEM,f,7,45,2,r,,,,,,
NAM,Memphis,MEM,g,7,45,3,r,no tissue left,,,,,
NAM,Memphis,MEM,h,7,45,5,r,no tissue left,,,,,
NAM,Memphis,MEM,a,8,45,6,r,no tissue left,,,,,
NAM,Memphis,MEM,b,8,45,8,r,no tissue left,,,,,
NAM,Memphis,MEM,c,8,45,10,r,no tissue left,,,,,
NAM,Memphis,MEM,d,8,46,1,r,no tissue left,,,,,
NAM,Memphis,MEM,e,8,46,2,r,no tissue left,,,,,
NAM,Memphis,MEM,f,8,46,4,r,,,,,,
NAM,Memphis,MEM,g,8,46,6,r,no tissue left,,,,,
NAM,Memphis,MEM,h,8,46,8,r,,,,,,
NAM,Memphis,MEM,a,9,46,10,r,no tissue left,,,,,
NAM,Memphis,MEM,b,9,46,12,r,no tissue left,,,,,
NAM,Memphis,MEM,c,9,46,15,r,no tissue left,,,,,
NAM,Memphis,MEM,d,9,46,17,r,no tissue left,,,,,
NAM,Memphis,MEM,e,9,47,2,r,,,,,,
NAM,Memphis,MEM,f,9,47,3,r,,,,,,
NAM,Memphis,MEM,g,9,47,5,r,,,,,,
NAM,Memphis,MEM,h,9,47,6,r,no tissue left,,,,,
NAM,Memphis,MEM,a,10,47,8,r,no tissue left,,,,,
NAM,Memphis,MEM,b,10,47,9,r,no tissue left,,,,,
NAM,Memphis,MEM,c,10,,,r,,,,,,
NAM,Memphis,MEM,d,10,,,r,,,,,,
NAM,Athens,ATH,a,1,6,3,u,,,,0,,
NAM,Athens,ATH,b,1,6,13,u,no tissue,,,0,,
NAM,Athens,ATH,c,1,6,16,u,,,,10.2,,
NAM,Athens,ATH,d,1,6,17,u,,,,3,,
NAM,Athens,ATH,e,1,6,6,u,,,,4.98,,
NAM,Athens,ATH,f,1,6,19,u,,,,2,,
NAM,Athens,ATH,g,1,6,4,u,,,,24.4,,
NAM,Athens,ATH,h,1,6,5,u,,,,3,,
NAM,Athens,ATH,a,2,6,1,u,,,,0,,
NAM,Athens,ATH,b,2,7,13,u,,,,32,,
NAM,Athens,ATH,c,2,7,18,u,no tissue ,,,2.42,,
NAM,Athens,ATH,d,2,7,4,u,,,,11.1,,
NAM,Athens,ATH,e,2,7,20,u,,,,2.46,,
NAM,Athens,ATH,f,2,7,19,u,,,,61.4,,
NAM,Athens,ATH,g,2,8,9,u,,,,0,,
NAM,Athens,ATH,h,2,8,5,u,no tissue ,,,0,,
NAM,Athens,ATH,a,3,8,7,u,,,,0,,
NAM,Athens,ATH,b,3,8,16,u,,,**accidently missed this 7 earlier**,13.3,,
NAM,Athens,ATH,c,3,8,20,u,,,,13.4,,
NAM,Athens,ATH,d,3,8,3,u,,,,22,,
NAM,Athens,ATH,e,3,8,19,u,,,,27.2,,
NAM,Athens,ATH,f,3,8,4,u,,,,22.2,,
NAM,Athens,ATH,g,3,8,2,u,,,,26.4,,
NAM,Athens,ATH,h,3,9,15,u,,,,19.8,,
NAM,Athens,ATH,a,4,9,18,u,,,,0,,
NAM,Athens,ATH,b,4,9,7,u,,,did not use 9.16,8.26,,
NAM,Athens,ATH,c,4,9,20,u,,,,2.8,,
NAM,Athens,ATH,d,4,9,5,u,no tissue,,,20.6,,
NAM,Athens,ATH,e,4,9,2,u,no tissue,,,0,,
NAM,Athens,ATH,f,4,9,12,u,,,,18.9,,
NAM,Athens,ATH,g,4,9,19,u,,,,9.12,,
NAM,Athens,ATH,h,4,9,3,u,no tissue,,,4.1,,
NAM,Athens,ATH,a,5,10,13,u,,,,7,,
NAM,Athens,ATH,b,5,10,4,u,no tissie,,,0,,
NAM,Athens,ATH,c,5,10,17,u,no tissie,,,9.46,,
NAM,Athens,ATH,d,5,10,5,u,no tissie,,,0,,
NAM,Athens,ATH,e,5,10,16,u,,,,6.34,,
NAM,Athens,ATH,f,5,10,15,u,,,,46.6,,
NAM,Athens,ATH,g,5,10,2,u,no tissue,,,27.8,,
NAM,Athens,ATH,h,5,10,14,u,,,,21.2,,
NAM,Athens,ATH,a,6,21,8,r,,,,7.8,,
NAM,Athens,ATH,b,6,21,18,r,,,,10.3,,
NAM,Athens,ATH,c,6,21,7,r,no tissue,,,5,,
NAM,Athens,ATH,d,6,21,17,r,no tissue,,,29.2,,
NAM,Athens,ATH,e,6,21,6,r,no tissue,,did not use 21.20,4.48,,
NAM,Athens,ATH,f,6,21,5,r,no tissue,,,2.28,,
NAM,Athens,ATH,g,6,22,14,r,,,,12.4,,
NAM,Athens,ATH,h,6,22,16,r,no tissue,,,0,,
NAM,Athens,ATH,a,7,22,15,r,no tissue;  NOTE: columns7-9 had issues labelling (missing row h)... I wouldn't unless necessary,,,19.1,,
NAM,Athens,ATH,b,7,22,17,r,no tissue,,,16.4,,
NAM,Athens,ATH,c,7,22,19,r,no tissue,,,6.9,,
NAM,Athens,ATH,d,7,23,12,r,no tissue,,,29.2,,
NAM,Athens,ATH,e,7,23,6,r,no tissue,,,71.6,,
NAM,Athens,ATH,f,7,23,11,r,no tissue,,,17.9,,
NAM,Athens,ATH,g,7,23,14,r,no tissue,,did not use 23.19,73,,
NAM,Athens,ATH,h,7,23,10,r,no tissue,,,0,,
NAM,Athens,ATH,a,8,24,18,r,,,,26.4,,
NAM,Athens,ATH,b,8,24,14,r,no tissue,,,2,,
NAM,Athens,ATH,c,8,24,4,r,no tissue,,,2,,
NAM,Athens,ATH,d,8,24,12,r,no tissue,,,3.9,,
NAM,Athens,ATH,e,8,24,2,r,,,,12.6,,
NAM,Athens,ATH,f,8,25,2,r,,,,0,,
NAM,Athens,ATH,g,8,25,21,r,no tissue,,,6.44,,
NAM,Athens,ATH,h,8,25,8,r,,,,0,,
NAM,Athens,ATH,a,9,25,6,r,no tissue,,,2,,
NAM,Athens,ATH,b,9,25,12,r,no tissue,,,8.46,,
NAM,Athens,ATH,c,9,25,18,r,no tissue,,,8.78,,
NAM,Athens,ATH,d,9,25,3,r,no tissue,,,9.3,,
NAM,Athens,ATH,e,9,25,16,r,no tissue,,,6.5,,
NAM,Athens,ATH,f,9,25,17,r,no tissue,,,17.9,,
NAM,Athens,ATH,g,9,25,20,r,no tissue,,,3.9,,
NAM,Norfolk,NORF,a,1,1,1,r,no tissue,,,0,,
NAM,Norfolk,NORF,b,1,1,2,r,,,,0,,
NAM,Norfolk,NORF,c,1,1,3,r,,,,0,,
NAM,Norfolk,NORF,d,1,1,4,r,,,,2.26,,
NAM,Norfolk,NORF,e,1,1,10,r,,,,0,,
NAM,Norfolk,NORF,f,1,1,11,r,,,,0,,
NAM,Norfolk,NORF,g,1,1,12,r,,,,0,,
NAM,Norfolk,NORF,h,1,1,13,r,no tissue,,no leaf,0,,
NAM,Norfolk,NORF,a,2,1,14,r,no tissue,,,0,,
NAM,Norfolk,NORF,b,2,1,15,r,,,,6.58,,
NAM,Norfolk,NORF,c,2,2,1,r,,,,17.2,,
NAM,Norfolk,NORF,d,2,2,3,r,,,,17.1,,
NAM,Norfolk,NORF,e,2,2,4,r,,,,30.8,,
NAM,Norfolk,NORF,f,2,2,8,r,,,,0,,
NAM,Norfolk,NORF,g,2,2,9,r,,,,38,,
NAM,Norfolk,NORF,h,2,2,15,r,,,,0,,
NAM,Norfolk,NORF,a,3,2,13,r,,,,3.14,,
NAM,Norfolk,NORF,b,3,2,12,r,,,,2.78,,
NAM,Norfolk,NORF,c,3,2,11,r,,,,0,,
NAM,Norfolk,NORF,d,3,2,6,r,,,,0,,
NAM,Norfolk,NORF,e,3,3,2,r,no tissue,,no leaf,0,,
NAM,Norfolk,NORF,f,3,3,4,r,,,,0,,
NAM,Norfolk,NORF,g,3,3,10,r,,,,3.2,,
NAM,Norfolk,NORF,h,3,3,5,r,,,no leaf,0,,
NAM,Norfolk,NORF,a,4,3,1,r,,,no leaf,0,,
NAM,Norfolk,NORF,b,4,3,16,r,,,,0,,
NAM,Norfolk,NORF,c,4,3,12,r,,,,0,,
NAM,Norfolk,NORF,d,4,3,9,r,,,no leaf,0,,
NAM,Norfolk,NORF,e,4,3,7,r,,,1 ind. left off pop 3,0,,
NAM,Norfolk,NORF,f,4,4,9,r,,,,16.8,,
NAM,Norfolk,NORF,g,4,4,7,r,,,no leaf,0,,
NAM,Norfolk,NORF,h,4,4,5,r,,,,0,,
NAM,Norfolk,NORF,a,5,4,4,r,,,,0,,
NAM,Norfolk,NORF,b,5,4,15,r,,,,3.3,,
NAM,Norfolk,NORF,c,5,4,11,r,,,,5.26,,
NAM,Norfolk,NORF,d,5,4,3,r,,,,0,,
NAM,Norfolk,NORF,e,5,4,2,r,,,1 ind. left off pop 4,0,,
NAM,Norfolk,NORF,f,5,4,6,r,,,no leaf,2.78,,
NAM,Norfolk,NORF,g,5,5,8,r,,,,0,,
NAM,Norfolk,NORF,h,5,5,10,r,,,,0,,
NAM,Norfolk,NORF,a,6,5,5,r,,,,0,,
NAM,Norfolk,NORF,b,6,5,4,r,,,,0,,
NAM,Norfolk,NORF,c,6,5,3,r,,,,0,,
NAM,Norfolk,NORF,d,6,5,2,r,,,,0,,
NAM,Norfolk,NORF,e,6,5,13,r,,,,0,,
NAM,Norfolk,NORF,f,6,5,12,r,,,,0,,
NAM,Norfolk,NORF,g,6,5,6,r,,,no leaf,5.24,,
NAM,Norfolk,NORF,h,6,5,1,r,,,no leaf,11,,
NAM,Norfolk,NORF,a,7,34,10,u,,,,0,,
NAM,Norfolk,NORF,b,7,34,7,u,,,no leaf,6.22,,
NAM,Norfolk,NORF,c,7,34,5,u,,,no leaf,2.04,,
NAM,Norfolk,NORF,d,7,34,4,u,,,,9.82,,
NAM,Norfolk,NORF,e,7,34,3,u,,,,8.7,,
