continent,city,pop,individual,site,plantID,qubit_1,qubit_2,qubit_3,row_firstPlating,column_firstPlating,row_secondPlating,column_secondPlating,max_qubit,initial_vol,TE_vol,leftover,Bioruptor_label,Batch/lane,i5,i7,Date prepped,Library success,Notes,Re-PCRed,Pooled,Qubit1_ng/ul (BR),Qubit1_ng/ul (HS),Qubit2_ng/ul(HS),Qubit3_ng/ul(HS),Reprepped,Qubit4_ng/ul(HS)
SAM,Buenos_Aires,18,12,u,Buenos_Aires_18_12,NA,NA,40.2,NA,NA,e,6,40.2,6.22,18.78,Yes,BUE-12,1,iTru5_01_H,iTru7_102_02,26-Oct-2020,Yes,,,No,,2.66,,,,
SAM,Buenos_Aires,19,15,u,Buenos_Aires_19_15,NA,NA,35.4,NA,NA,e,5,35.4,7.06,17.94,Yes,BUE-13,1,iTru5_01_A,iTru7_102_03,26-Oct-2020,Yes,,,No,,1.78,,,,
SAM,Buenos_Aires,19,8,u,Buenos_Aires_19_8,NA,NA,46.6,NA,NA,b,5,46.6,5.36,19.64,Yes,BUE-14,1,iTru5_01_B,iTru7_102_03,26-Oct-2020,Yes,,,No,,2.5,,,,
SAM,Buenos_Aires,21,13,u,Buenos_Aires_21_13,NA,NA,13.1,NA,NA,c,4,13.1,19.08,5.92,Yes,BUE-15,1,iTru5_01_C,iTru7_102_03,26-Oct-2020,Yes,,,No,,3.66,,,,
SAM,Buenos_Aires,21,4,u,Buenos_Aires_21_4,NA,NA,23.2,NA,NA,a,4,23.2,10.78,14.22,Yes,BUE-16,1,iTru5_01_D,iTru7_102_03,26-Oct-2020,Yes,,,No,,5.5,,,,
SAM,Buenos_Aires,22,8,u,Buenos_Aires_22_8,NA,NA,14,NA,NA,e,2,14,17.86,7.14,Yes,BUE-17,1,iTru5_01_E,iTru7_102_03,26-Oct-2020,Yes,,,No,,2.78,,,,
SAM,Buenos_Aires,22,18,u,Buenos_Aires_22_18,NA,NA,19.2,NA,NA,d,3,19.2,13.02,11.98,Yes,BUE-18,1,iTru5_01_F,iTru7_102_03,26-Oct-2020,Yes,,,No,,2.3,,,,
SAM,Buenos_Aires,23,5,u,Buenos_Aires_23_5,NA,NA,73.2,NA,NA,g,1,73.2,3.42,21.58,Yes,BUE-19,1,iTru5_01_G,iTru7_102_03,26-Oct-2020,Yes,,,No,,3.84,,,,
SAM,Buenos_Aires,23,13,u,Buenos_Aires_23_13,NA,NA,39.2,NA,NA,c,1,39.2,6.38,18.62,Yes,BUE-20,1,iTru5_01_H,iTru7_102_03,26-Oct-2020,Yes,,,No,,3.86,,,,
NAM,Calgary,23,1,r,Calgary_23_1,16.2,NA,NA,b,8,NA,NA,16.2,15.43,9.57,Yes,CAL-1,1,iTru5_01_A,iTru7_102_04,21-Oct-2020,Yes,,15-Dec-2020,No,,0.4,5.06,,,
NAM,Calgary,23,9,r,Calgary_23_9,23.6,NA,NA,d,7,NA,NA,23.6,10.59,14.41,Yes,CAL-2,1,iTru5_01_B,iTru7_102_04,21-Oct-2020,Yes,,,No,,1.34,,,,
NAM,Calgary,24,12,r,Calgary_24_12,17.1,NA,NA,e,8,NA,NA,17.1,14.62,10.38,Yes,CAL-3,1,iTru5_01_C,iTru7_102_04,21-Oct-2020,Yes,,15-Dec-2020,No,,0.582,10,,,
NAM,Calgary,24,14,r,Calgary_24_14,10.3,NA,NA,c,8,NA,NA,10.3,24.27,0.73,No,CAL-4,1,iTru5_01_D,iTru7_102_04,21-Oct-2020,Yes,,15-Dec-2020,No,,0.3,11.4,,,
NAM,Calgary,25,13,r,Calgary_25_13,16.3,NA,NA,g,9,NA,NA,16.3,15.34,9.66,Yes,CAL-5,1,iTru5_01_E,iTru7_102_04,21-Oct-2020,Yes,,15-Dec-2020,No,,0.6,4.64,,,
NAM,Calgary,25,16,r,Calgary_25_16,10.2,NA,NA,f,9,NA,NA,10.2,24.51,0.49,No,CAL-6,1,iTru5_01_F,iTru7_102_04,21-Oct-2020,Yes,,15-Dec-2020,No,,0.36,4.06,,,
NAM,Calgary,27,10,r,Calgary_27_10,13.2,NA,NA,b,11,NA,NA,13.2,18.94,6.06,Yes,CAL-7,1,iTru5_01_G,iTru7_102_04,21-Oct-2020,Yes,,15-Dec-2020,No,,0.35,3.14,,,
NAM,Calgary,28,9,r,Calgary_28_9,12.9,NA,NA,a,12,NA,NA,12.9,19.38,5.62,Yes,CAL-8,1,iTru5_01_H,iTru7_102_04,21-Oct-2020,Yes,,15-Dec-2020,No,,0.24,10.2,,,
NAM,Calgary,28,1,r,Calgary_28_1,13.4,NA,NA,h,12,NA,NA,13.4,18.66,6.34,Yes,CAL-9,1,iTru5_01_A,iTru7_102_05,21-Oct-2020,Yes,,15-Dec-2020,No,,0.666,7.06,,,
NAM,Calgary,28,8,r,Calgary_28_8,37.1,NA,NA,b,12,NA,NA,37.1,6.74,18.26,Yes,CAL-10,1,iTru5_01_B,iTru7_102_05,21-Oct-2020,Yes,,15-Dec-2020,No,,0.656,6.62,,,
NAM,Calgary,2,6,u,Calgary_2_6,13.8,NA,NA,f,1,NA,NA,13.8,18.12,6.88,Yes,CAL-11,1,iTru5_01_C,iTru7_102_05,21-Oct-2020,Yes,,,No,,1.1,,,,
NAM,Calgary,2,13,u,Calgary_2_13,14.1,NA,NA,b,1,NA,NA,14.1,17.73,7.27,Yes,CAL-12,1,iTru5_01_D,iTru7_102_05,21-Oct-2020,Yes,,15-Dec-2020,No,,0.688,4.84,,,
NAM,Calgary,32,5,u,Calgary_32_5,18.3,NA,NA,h,2,NA,NA,18.3,13.66,11.34,Yes,CAL-13,1,iTru5_01_E,iTru7_102_05,21-Oct-2020,Yes,,,No,,1.25,,,,
NAM,Calgary,32,10,u,Calgary_32_10,27,NA,NA,d,2,NA,NA,27,9.26,15.74,Yes,CAL-14,1,iTru5_01_F,iTru7_102_05,21-Oct-2020,Yes,,,No,,1.04,,,,
NAM,Calgary,35,1,u,Calgary_35_1,10.9,NA,NA,e,4,NA,NA,10.9,22.94,2.06,No,CAL-15,1,iTru5_01_G,iTru7_102_05,21-Oct-2020,Yes,,15-Dec-2020,No,,0.706,4,,,
NAM,Calgary,35,2,u,Calgary_35_2,15,NA,NA,d,4,NA,NA,15,16.67,8.33,Yes,CAL-16,1,iTru5_01_H,iTru7_102_05,21-Oct-2020,Yes,,,No,,1.99,,,,
NAM,Calgary,36,16,u,Calgary_36_16,14.8,NA,NA,g,4,NA,NA,14.8,16.89,8.11,Yes,CAL-17,1,iTru5_01_A,iTru7_102_06,21-Oct-2020,No?,,15-Dec-2020,No,,0.296,3.4,,,
NAM,Calgary,36,17,u,Calgary_36_17,14.3,NA,NA,f,4,NA,NA,14.3,17.48,7.52,Yes,CAL-18,1,iTru5_01_B,iTru7_102_06,21-Oct-2020,No?,,15-Dec-2020,Yes - elute in 5ul,,0.12,0.288,2.82,,
NAM,Calgary,37,7,u,Calgary_37_7,15.8,NA,NA,d,6,NA,NA,15.8,15.82,9.18,Yes,CAL-19,1,iTru5_01_C,iTru7_102_06,21-Oct-2020,No?,,15-Dec-2020,No,,0.162,2.92,,,
NAM,Calgary,37,10,u,Calgary_37_10,22.6,NA,NA,a,6,NA,NA,22.6,11.06,13.94,Yes,CAL-20,1,iTru5_01_D,iTru7_102_06,21-Oct-2020,No?,,15-Dec-2020,Yes - elute in 20ul,,0.682,0.414,1.2,,
OCE,Canberra,30,9,r,Canberra_30_9,NA,NA,10.1,NA,NA,g,7,10.1,24.75,0.25,No,CAN-1,1,iTru5_01_E,iTru7_102_06,27-Oct-2020,Yes,,,No,,5.42,,,,
OCE,Canberra,30,4,r,Canberra_30_4,NA,NA,16.7,NA,NA,c,7,16.7,14.97,10.03,Yes,CAN-2,1,iTru5_01_F,iTru7_102_06,27-Oct-2020,Yes,,,No,,4.34,,,,
OCE,Canberra,31,1,r,Canberra_31_1,NA,NA,16.7,NA,NA,c,8,16.7,14.97,10.03,Yes,CAN-3,1,iTru5_01_G,iTru7_102_06,27-Oct-2020,Yes,,,No,,2.54,,,,
OCE,Canberra,31,2,r,Canberra_31_2,NA,NA,15.2,NA,NA,d,8,15.2,16.45,8.55,Yes,CAN-4,1,iTru5_01_H,iTru7_102_06,27-Oct-2020,Yes,,,No,,2.1,,,,
OCE,Canberra,33,9,r,Canberra_33_9,NA,NA,10.2,NA,NA,d,11,10.2,24.51,0.49,No,CAN-5,1,iTru5_01_A,iTru7_102_07,27-Oct-2020,Yes,,,No,,6.86,,,,
OCE,Canberra,34,14,r,Canberra_34_14,NA,NA,24.4,NA,NA,f,12,24.4,10.25,14.75,Yes,CAN-6,1,iTru5_01_B,iTru7_102_07,27-Oct-2020,Yes,,,No,,7.22,,,,
OCE,Canberra,30,10,r,Canberra_30_10,NA,NA,12.2,NA,NA,h,7,12.2,20.49,4.51,No,CAN-7,1,iTru5_01_C,iTru7_102_07,27-Oct-2020,Yes,,,No,,15.4,,,,
OCE,Canberra,30,3,r,Canberra_30_3,NA,NA,21.6,NA,NA,b,7,21.6,11.57,13.43,Yes,CAN-8,1,iTru5_01_D,iTru7_102_07,27-Oct-2020,Yes,,,No,,2.56,,,,
OCE,Canberra,30,7,r,Canberra_30_7,NA,NA,22,NA,NA,e,7,22,11.36,13.64,Yes,CAN-9,1,iTru5_01_E,iTru7_102_07,27-Oct-2020,Yes,,,No,,7.86,,,,
OCE,Canberra,30,13,r,Canberra_30_13,NA,NA,10.3,NA,NA,a,8,10.3,24.27,0.73,No,CAN-10,1,iTru5_01_F,iTru7_102_07,27-Oct-2020,Yes,,,No,,8.14,,,,
OCE,Canberra,1,15,u,Canberra_1_15,NA,NA,11.7,NA,NA,a,2,11.7,21.37,3.63,No,CAN-11,1,iTru5_01_G,iTru7_102_07,27-Oct-2020,Yes,,,No,,11.6,,,,
OCE,Canberra,1,3,u,Canberra_1_3,NA,NA,51.8,NA,NA,c,1,51.8,4.83,20.17,Yes,CAN-12,1,iTru5_01_H,iTru7_102_07,27-Oct-2020,Yes,,,No,,6.02,,,,
OCE,Canberra,2,11,u,Canberra_2_11,NA,NA,31.8,NA,NA,g,2,31.8,7.86,17.14,Yes,CAN-13,1,iTru5_01_A,iTru7_102_08,27-Oct-2020,Yes,,,No,,7.08,,,,
OCE,Canberra,2,17,u,Canberra_2_17,NA,NA,15.7,NA,NA,c,3,15.7,15.92,9.08,Yes,CAN-14,1,iTru5_01_B,iTru7_102_08,27-Oct-2020,Yes,,,No,,11.1,,,,
OCE,Canberra,3,9,u,Canberra_3_9,NA,NA,24.4,NA,NA,b,4,24.4,10.25,14.75,Yes,CAN-15,1,iTru5_01_C,iTru7_102_08,27-Oct-2020,Yes,,,No,,23,,,,
OCE,Canberra,3,3,u,Canberra_3_3,NA,NA,18,NA,NA,e,3,18,13.89,11.11,Yes,CAN-16,1,iTru5_01_D,iTru7_102_08,27-Oct-2020,Yes,,,No,,16.1,,,,
OCE,Canberra,4,13,u,Canberra_4_13,NA,NA,18.1,NA,NA,d,5,18.1,13.81,11.19,Yes,CAN-17,1,iTru5_01_E,iTru7_102_08,27-Oct-2020,Yes,,,No,,3.4,,,,
OCE,Canberra,4,7,u,Canberra_4_7,NA,NA,47.2,NA,NA,b,5,47.2,5.3,19.7,Yes,CAN-18,1,iTru5_01_F,iTru7_102_08,27-Oct-2020,Yes,,,No,,3.08,,,,
OCE,Canberra,5,11,u,Canberra_5_11,NA,NA,19.7,NA,NA,c,6,19.7,12.69,12.31,Yes,CAN-19,1,iTru5_01_G,iTru7_102_08,27-Oct-2020,Yes,,,No,,2.92,,,,
OCE,Canberra,5,10,u,Canberra_5_10,NA,NA,15.4,NA,NA,b,6,15.4,16.23,8.77,Yes,CAN-20,1,iTru5_01_H,iTru7_102_08,27-Oct-2020,Yes,,,No,,6.84,,,,
AFR,Cape_Town,7,14,r,Cape_Town_7_14,36.6,NA,NA,a,8,NA,NA,36.6,6.83,18.17,Yes,CPT-1,1,iTru5_01_A,iTru7_102_09,29-Oct-2020,Yes,,,No,,5.12,,,,
AFR,Cape_Town,19,8,r,Cape_Town_19_8,30.6,NA,NA,d,12,NA,NA,30.6,8.17,16.83,Yes,CPT-2,1,iTru5_01_B,iTru7_102_09,29-Oct-2020,Yes,,,No,,5.58,,,,
AFR,Cape_Town,18,3,r,Cape_Town_18_3,13.8,NA,NA,e,11,NA,NA,13.8,18.12,6.88,Yes,CPT-3,1,iTru5_01_C,iTru7_102_09,29-Oct-2020,Yes,,,No,,5.34,,,,
AFR,Cape_Town,7,5,r,Cape_Town_7_5,12.9,NA,NA,c,7,NA,NA,12.9,19.38,5.62,Yes,CPT-4,1,iTru5_01_D,iTru7_102_09,29-Oct-2020,Yes,,,No,,5.32,,,,
AFR,Cape_Town,19,14,r,Cape_Town_19_14,21.5,NA,NA,h,11,NA,NA,21.5,11.63,13.37,Yes,CPT-5,1,iTru5_01_E,iTru7_102_09,29-Oct-2020,Yes,,,No,,3.44,,,,
AFR,Cape_Town,19,11,r,Cape_Town_19_11,16.8,NA,NA,a,12,NA,NA,16.8,14.88,10.12,Yes,CPT-6,1,iTru5_01_F,iTru7_102_09,29-Oct-2020,Yes,,,No,,4.32,,,,
AFR,Cape_Town,8,6,r,Cape_Town_8_6,19,NA,NA,g,8,NA,NA,19,13.16,11.84,Yes,CPT-7,1,iTru5_01_G,iTru7_102_09,29-Oct-2020,Yes,,,No,,2.08,,,,
AFR,Cape_Town,8,8,r,Cape_Town_8_8,8.98,NA,NA,a,9,NA,NA,8.98,25,0,No,CPT-8,1,iTru5_01_H,iTru7_102_09,29-Oct-2020,Yes,,,No,,6.36,,,,
AFR,Cape_Town,18,13,r,Cape_Town_18_13,8.24,NA,NA,a,11,NA,NA,8.24,25,0,No,CPT-9,1,iTru5_01_A,iTru7_102_10,29-Oct-2020,Yes,,,No,,10.3,,,,
AFR,Cape_Town,8,1,r,Cape_Town_8_1,7.43,NA,NA,b,8,NA,NA,7.43,25,0,No,CPT-10,1,iTru5_01_B,iTru7_102_10,29-Oct-2020,Yes,,,No,,3.48,,,,
AFR,Cape_Town,13,7,u,Cape_Town_13_7,10.1,NA,NA,b,5,NA,NA,10.1,24.75,0.25,No,CPT-11,1,iTru5_01_C,iTru7_102_10,29-Oct-2020,Yes,,,No,,6.76,,,,
AFR,Cape_Town,14,9,u,Cape_Town_14_9,36.1,NA,NA,a,6,NA,NA,36.1,6.93,18.07,Yes,CPT-12,1,iTru5_01_D,iTru7_102_10,29-Oct-2020,Yes,,,No,,2.06,,,,
AFR,Cape_Town,13,10,u,Cape_Town_13_10,16,NA,NA,g,4,NA,NA,16,15.62,9.38,Yes,CPT-13,1,iTru5_01_E,iTru7_102_10,29-Oct-2020,Yes,,,No,,2.84,,,,
AFR,Cape_Town,13,5,u,Cape_Town_13_5,11.6,NA,NA,d,5,NA,NA,11.6,21.55,3.45,No,CPT-14,1,iTru5_01_F,iTru7_102_10,29-Oct-2020,Yes,,,No,,5.72,,,,
AFR,Cape_Town,4,2,u,Cape_Town_4_2,165,NA,NA,h,1,NA,NA,165,1.52,23.48,Yes,CPT-15,1,iTru5_01_G,iTru7_102_10,29-Oct-2020,Yes,,,No,,4.24,,,,
AFR,Cape_Town,4,10,u,Cape_Town_4_10,61.7,NA,NA,b,1,NA,NA,61.7,4.05,20.95,Yes,CPT-16,1,iTru5_01_H,iTru7_102_10,29-Oct-2020,Yes,,,No,,3.06,,,,
AFR,Cape_Town,13,8,u,Cape_Town_13_8,19.8,NA,NA,a,5,NA,NA,19.8,12.63,12.37,Yes,CPT-17,1,iTru5_01_A,iTru7_102_11,29-Oct-2020,Yes,,,No,,7.1,,,,
AFR,Cape_Town,4,4,u,Cape_Town_4_4,27.8,NA,NA,f,1,NA,NA,27.8,8.99,16.01,Yes,CPT-18,1,iTru5_01_B,iTru7_102_11,29-Oct-2020,Yes,,,No,,1.98,,,,
AFR,Cape_Town,4,13,u,Cape_Town_4_13,37.6,NA,NA,a,1,NA,NA,37.6,6.65,18.35,Yes,CPT-19,1,iTru5_01_C,iTru7_102_11,29-Oct-2020,Yes,,,No,,4.06,,,,
AFR,Cape_Town,4,9,u,Cape_Town_4_9,9.77,NA,NA,c,1,NA,NA,9.77,25,0,No,CPT-20,1,iTru5_01_D,iTru7_102_11,29-Oct-2020,Yes,,,No,,2.08,,,,
OCE,Christchurch,37,13,r,Christchurch_37_13,26.7,NA,NA,d,7,NA,NA,26.7,9.36,15.64,Yes,CHR-1,1,iTru5_01_E,iTru7_102_11,3-Nov-2020,Yes,,,No,,2.98,,,,
OCE,Christchurch,37,2,r,Christchurch_37_2,28.8,NA,NA,h,7,NA,NA,28.8,8.68,16.32,Yes,CHR-2,1,iTru5_01_F,iTru7_102_11,3-Nov-2020,Yes,,,No,,2.08,,,,
OCE,Christchurch,38,7,r,Christchurch_38_7,24.3,NA,NA,c,8,NA,NA,24.3,10.29,14.71,Yes,CHR-3,1,iTru5_01_G,iTru7_102_11,3-Nov-2020,Yes,,,No,,1.68,,,,
OCE,Christchurch,38,8,r,Christchurch_38_8,20.1,NA,NA,b,8,NA,NA,20.1,12.44,12.56,Yes,CHR-4,1,iTru5_01_H,iTru7_102_11,3-Nov-2020,Yes,,,No,,2.98,,,,
OCE,Christchurch,39,17,r,Christchurch_39_17,46.3,NA,NA,f,9,NA,NA,46.3,5.4,19.6,Yes,CHR-5,1,iTru5_01_A,iTru7_102_12,3-Nov-2020,Yes,,,No,,2.9,,,,
OCE,Christchurch,39,1,r,Christchurch_39_1,18.6,NA,NA,d,10,NA,NA,18.6,13.44,11.56,Yes,CHR-6,1,iTru5_01_B,iTru7_102_12,3-Nov-2020,Yes,,15-Dec-2020,No,,0,2.4,,,
OCE,Christchurch,40,2,r,Christchurch_40_2,32.4,NA,NA,f,11,NA,NA,32.4,7.72,17.28,Yes,CHR-7,1,iTru5_01_C,iTru7_102_12,3-Nov-2020,Yes,,,No,,1.93,,,,
OCE,Christchurch,40,13,r,Christchurch_40_13,15.5,NA,NA,c,11,NA,NA,15.5,16.13,8.87,Yes,CHR-8,1,iTru5_01_D,iTru7_102_12,3-Nov-2020,Yes,,,No,,3.4,,,,
OCE,Christchurch,41,5,r,Christchurch_41_5,12.8,NA,NA,b,12,NA,NA,12.8,19.53,5.47,Yes,CHR-9,1,iTru5_01_E,iTru7_102_12,3-Nov-2020,Yes,,,No,,0.93,,,,
OCE,Christchurch,41,13,r,Christchurch_41_13,22,NA,NA,e,12,NA,NA,22,11.36,13.64,Yes,CHR-10,1,iTru5_01_F,iTru7_102_12,3-Nov-2020,Yes,,,No,,1.2,,,,
OCE,Christchurch,1,5,u,Christchurch_1_5,10.8,NA,NA,f,1,NA,NA,10.8,23.15,1.85,No,CHR-11,1,iTru5_01_G,iTru7_102_12,3-Nov-2020,Yes,,15-Dec-2020,No,,0.624,3.12,,,
OCE,Christchurch,1,9,u,Christchurch_1_9,33.5,NA,NA,a,1,NA,NA,33.5,7.46,17.54,Yes,CHR-12,1,iTru5_01_H,iTru7_102_12,3-Nov-2020,Yes,,,No,,1.99,,,,
OCE,Christchurch,2,3,u,Christchurch_2_3,20.1,NA,NA,b,2,NA,NA,20.1,12.44,12.56,Yes,CHR-13,1,iTru5_01_A,iTru7_103_01,3-Nov-2020,Yes,,,No,,5.86,,,,
OCE,Christchurch,2,17,u,Christchurch_2_17,13.6,NA,NA,f,2,NA,NA,13.6,18.38,6.62,Yes,CHR-14,1,iTru5_01_B,iTru7_103_01,3-Nov-2020,Yes,,,No,,7.72,,,,
OCE,Christchurch,3,7,u,Christchurch_3_7,18.8,NA,NA,d,4,NA,NA,18.8,13.3,11.7,Yes,CHR-15,1,iTru5_01_C,iTru7_103_01,3-Nov-2020,Yes,,,No,,5.78,,,,
OCE,Christchurch,3,1,u,Christchurch_3_1,11.3,NA,NA,b,4,NA,NA,11.3,22.12,2.88,No,CHR-16,1,iTru5_01_D,iTru7_103_01,3-Nov-2020,Yes,,15-Dec-2020,No,,0,2.72,,,
OCE,Christchurch,4,16,u,Christchurch_4_16,36.2,NA,NA,b,5,NA,NA,36.2,6.91,18.09,Yes,CHR-17,1,iTru5_01_E,iTru7_103_01,3-Nov-2020,Yes,,,No,,1.89,,,,
OCE,Christchurch,4,10,u,Christchurch_4_10,15.3,NA,NA,e,5,NA,NA,15.3,16.34,8.66,Yes,CHR-18,1,iTru5_01_F,iTru7_103_01,3-Nov-2020,Yes,,,No,,1.83,,,,
OCE,Christchurch,6,13,u,Christchurch_6_13,16.1,NA,NA,b,6,NA,NA,16.1,15.53,9.47,Yes,CHR-19,1,iTru5_01_G,iTru7_103_01,3-Nov-2020,Yes,,15-Dec-2020,No,,0.602,2.88,,,
OCE,Christchurch,6,1,u,Christchurch_6_1,24.4,NA,NA,g,5,NA,NA,24.4,10.25,14.75,Yes,CHR-20,1,iTru5_01_H,iTru7_103_01,3-Nov-2020,Yes,,,No,,3.5,,,,
ASI,Hiroshima,25,17,r,Hiroshima_25_17,24,NA,NA,b,12,NA,NA,24,10.42,14.58,Yes,HIR-1,1,iTru5_01_A,iTru7_103_02,4-Nov-2020,Yes,,,No,,6.54,,,,
ASI,Hiroshima,22,6,r,Hiroshima_22_6,10,NA,NA,a,9,NA,NA,10,25,0,No,HIR-2,1,iTru5_01_B,iTru7_103_02,4-Nov-2020,Yes,,,No,,13.6,,,,
ASI,Hiroshima,23,14,r,Hiroshima_23_14,12.9,NA,NA,h,9,NA,NA,12.9,19.38,5.62,Yes,HIR-3,1,iTru5_01_C,iTru7_103_02,4-Nov-2020,Yes,,,No,,8.14,,,,
ASI,Hiroshima,25,20,r,Hiroshima_25_20,42.6,NA,NA,h,12,NA,NA,42.6,5.87,19.13,Yes,HIR-4,1,iTru5_01_D,iTru7_103_02,4-Nov-2020,Yes,,,No,,6.82,,,,
ASI,Hiroshima,23,9,r,Hiroshima_23_9,10.7,NA,NA,g,9,NA,NA,10.7,23.36,1.64,No,HIR-5,1,iTru5_01_E,iTru7_103_02,4-Nov-2020,Yes,,,No,,5.36,,,,
ASI,Hiroshima,21,8,r,Hiroshima_21_8,10.1,NA,NA,b,8,NA,NA,10.1,24.75,0.25,No,HIR-6,1,iTru5_01_F,iTru7_103_02,4-Nov-2020,Yes,,,No,,8.04,,,,
ASI,Hiroshima,21,15,r,Hiroshima_21_15,9.83,NA,NA,b,7,NA,NA,9.83,25,0,No,HIR-7,1,iTru5_01_G,iTru7_103_02,4-Nov-2020,Yes,,,No,,5.52,,,,
ASI,Hiroshima,21,11,r,Hiroshima_21_11,8.12,NA,NA,g,7,NA,NA,8.12,25,0,No,HIR-8,1,iTru5_01_H,iTru7_103_02,4-Nov-2020,Yes,,,No,,6.02,,,,
ASI,Hiroshima,21,17,r,Hiroshima_21_17,6.77,NA,NA,e,7,NA,NA,6.77,25,0,No,HIR-9,1,iTru5_01_A,iTru7_103_03,4-Nov-2020,Yes,,,No,,12.3,,,,
ASI,Hiroshima,24,19,r,Hiroshima_24_19,6.36,NA,NA,h,10,NA,NA,6.36,25,0,No,HIR-10,1,iTru5_01_B,iTru7_103_03,4-Nov-2020,Yes,,,No,,3.24,,,,
ASI,Hiroshima,1,18,u,Hiroshima_1_18,14.9,NA,NA,f,1,NA,NA,14.9,16.78,8.22,Yes,HIR-11,1,iTru5_01_C,iTru7_103_03,4-Nov-2020,Yes,,,No,,25.6,,,,
ASI,Hiroshima,1,1,u,Hiroshima_1_1,14.2,NA,NA,b,1,NA,NA,14.2,17.61,7.39,Yes,HIR-12,1,iTru5_01_D,iTru7_103_03,4-Nov-2020,Yes,,,No,,3.34,,,,
ASI,Hiroshima,2,10,u,Hiroshima_2_10,12.9,NA,NA,c,2,NA,NA,12.9,19.38,5.62,Yes,HIR-13,1,iTru5_01_E,iTru7_103_03,4-Nov-2020,Yes,,,No,,5.86,,,,
ASI,Hiroshima,2,20,u,Hiroshima_2_20,25.1,NA,NA,d,2,NA,NA,25.1,9.96,15.04,Yes,HIR-14,1,iTru5_01_F,iTru7_103_03,4-Nov-2020,Yes,,,No,,7.92,,,,
ASI,Hiroshima,3,20,u,Hiroshima_3_20,11.2,NA,NA,e,4,NA,NA,11.2,22.32,2.68,No,HIR-15,1,iTru5_01_G,iTru7_103_03,4-Nov-2020,Yes,,15-Dec-2020,No,,0.312,5.68,,,
ASI,Hiroshima,3,11,u,Hiroshima_3_11,16.4,NA,NA,b,4,NA,NA,16.4,15.24,9.76,Yes,HIR-16,1,iTru5_01_H,iTru7_103_03,4-Nov-2020,Yes,,15-Dec-2020,No,,0,1.58,,,
ASI,Hiroshima,4,11,u,Hiroshima_4_11,17.1,NA,NA,f,5,NA,NA,17.1,14.62,10.38,Yes,HIR-17,1,iTru5_01_A,iTru7_103_04,4-Nov-2020,Yes,,,No,,6.18,,,,
ASI,Hiroshima,4,2,u,Hiroshima_4_2,30.8,NA,NA,f,4,NA,NA,30.8,8.12,16.88,Yes,HIR-18,1,iTru5_01_B,iTru7_103_04,4-Nov-2020,Yes,,,No,,3.98,,,,
ASI,Hiroshima,5,2,u,Hiroshima_5_2,12.5,NA,NA,d,6,NA,NA,12.5,20,5,No,HIR-19,1,iTru5_01_C,iTru7_103_04,4-Nov-2020,Yes,,,No,,1.65,,,,
ASI,Hiroshima,5,1,u,Hiroshima_5_1,12,NA,NA,e,6,NA,NA,12,20.83,4.17,No,HIR-20,1,iTru5_01_D,iTru7_103_04,4-Nov-2020,Yes,,,No,,3.34,,,,
ASI,Kunming,46,6,r,Kunming_46_6,NA,NA,13.7,NA,NA,e,7,13.7,18.25,6.75,Yes,KUN-1,1,iTru5_01_E,iTru7_103_04,11-Nov-2020,Yes,,,No,,10.1,,,,
ASI,Kunming,46,1,r,Kunming_46_1,NA,NA,13.1,NA,NA,a,7,13.1,19.08,5.92,Yes,KUN-2,1,iTru5_01_F,iTru7_103_04,11-Nov-2020,Yes,,,No,,7,,,,
ASI,Kunming,47,7,r,Kunming_47_7,NA,NA,35.6,NA,NA,f,8,35.6,7.02,17.98,Yes,KUN-3,1,iTru5_01_G,iTru7_103_04,11-Nov-2020,Yes,,,No,,5.04,,,,
ASI,Kunming,47,9,r,Kunming_47_9,NA,NA,27.4,NA,NA,h,8,27.4,9.12,15.88,Yes,KUN-4,1,iTru5_01_H,iTru7_103_04,11-Nov-2020,Yes,,,No,,9.18,,,,
ASI,Kunming,48,1,r,Kunming_48_1,NA,NA,12.1,NA,NA,d,9,12.1,20.66,4.34,No,KUN-5,1,iTru5_01_A,iTru7_103_05,11-Nov-2020,Yes,,,No,,6.1,,,,
ASI,Kunming,48,15,r,Kunming_48_15,NA,NA,10.3,NA,NA,e,10,10.3,24.27,0.73,No,KUN-6,1,iTru5_01_B,iTru7_103_05,11-Nov-2020,Yes,,,No,,6.44,,,,
ASI,Kunming,49,3,r,Kunming_49_3,NA,NA,18.1,NA,NA,g,10,18.1,13.81,11.19,Yes,KUN-7,1,iTru5_01_C,iTru7_103_05,11-Nov-2020,Yes,,15-Dec-2020,No,,0,1.69,,,
ASI,Kunming,49,8,r,Kunming_49_8,NA,NA,32.6,NA,NA,b,11,32.6,7.67,17.33,Yes,KUN-8,1,iTru5_01_D,iTru7_103_05,11-Nov-2020,Yes,,,No,,19.7,,,,
ASI,Kunming,50,10,r,Kunming_50_10,NA,NA,16.6,NA,NA,g,12,16.6,15.06,9.94,Yes,KUN-9,1,iTru5_01_E,iTru7_103_05,11-Nov-2020,Yes,,,No,,16.2,,,,
ASI,Kunming,50,8,r,Kunming_50_8,NA,NA,17.9,NA,NA,e,12,17.9,13.97,11.03,Yes,KUN-10,1,iTru5_01_F,iTru7_103_05,11-Nov-2020,Yes,,,No,,3.66,,,,
