group,continent,city,pop,individual,site,plantID,qubit_1,qubit_2,qubit_3,row_firstPlating,column_firstPlating,row_secondPlating,column_secondPlating,max_qubit,initial_vol,TE_vol,leftover,Bioruptor_label,lane,i5,i7,Date prepped,Qubit1_HS (ng/ul),Qubit2_HS (ng/ul),Qubit3_HS_reEst,Qubit_toUse,Notes
deep3,NAM,Calgary,37,3,u,Calgary_37_3,9.46,NA,NA,g,6,NA,NA,9.46,25,0,No,CAL-55,1,iTru5_02_E,iTru7_102_06,23 Mar.2021,1.1,,0.99,,
deep3,NAM,Calgary,37,2,u,Calgary_37_2,2.91,NA,NA,h,6,NA,NA,2.91,25,0,No,CAL-56,1,iTru5_02_F,iTru7_102_06,23 Mar.2021,3.62,,3.28,,
deep3,NAM,Calgary,23,15,r,Calgary_23_15,14.1,NA,NA,a,7,NA,NA,14.1,17.73,7.27,Yes,CAL-57,1,iTru5_02_G,iTru7_102_06,23 Mar.2021,4.28,,3.74,,
deep3,NAM,Calgary,23,14,r,Calgary_23_14,13.2,NA,NA,b,7,NA,NA,13.2,18.94,6.06,Yes,CAL-58,1,iTru5_02_H,iTru7_102_06,23 Mar.2021,3.22,,2.92,,
deep3,NAM,Calgary,23,13,r,Calgary_23_13,14.7,NA,NA,c,7,NA,NA,14.7,17.01,7.99,Yes,CAL-59,1,iTru5_02_A,iTru7_102_07,23 Mar.2021,2.64,,2.34,,
deep3,NAM,Calgary,23,8,r,Calgary_23_8,7.17,NA,NA,e,7,NA,NA,7.17,25,0,No,CAL-60,1,iTru5_02_B,iTru7_102_07,23 Mar.2021,1.96,,1.6,,
deep3,NAM,Calgary,23,6,r,Calgary_23_6,22.3,NA,NA,f,7,NA,NA,22.3,11.21,13.79,Yes,CAL-61,1,iTru5_02_C,iTru7_102_07,23 Mar.2021,4.66,,4.26,,
deep3,NAM,Calgary,23,4,r,Calgary_23_4,23.6,NA,NA,g,7,NA,NA,23.6,10.59,14.41,Yes,CAL-62,1,iTru5_02_D,iTru7_102_07,23 Mar.2021,1.7,,1.48,,
deep3,NAM,Calgary,23,3,r,Calgary_23_3,10.8,NA,NA,h,7,NA,NA,10.8,23.15,1.85,No,CAL-63,1,iTru5_02_E,iTru7_102_07,23 Mar.2021,1.54,,1.24,,
deep3,NAM,Calgary,23,2,r,Calgary_23_2,19.5,NA,NA,a,8,NA,NA,19.5,12.82,12.18,Yes,CAL-64,1,iTru5_02_F,iTru7_102_07,23 Mar.2021,1.08,,0.976,,
deep3,NAM,Calgary,24,13,r,Calgary_24_13,8.96,NA,NA,d,8,NA,NA,8.96,25,0,No,CAL-65,1,iTru5_02_G,iTru7_102_07,23 Mar.2021,1.78,,1.6,,
deep3,NAM,Calgary,24,10,r,Calgary_24_10,2.45,NA,NA,f,8,NA,NA,2.45,25,0,No,CAL-66,1,iTru5_02_H,iTru7_102_07,23 Mar.2021,1.93,,1.72,,
deep3,NAM,Calgary,24,8,r,Calgary_24_8,18.2,NA,NA,g,8,NA,NA,18.2,13.74,11.26,Yes,CAL-67,1,iTru5_02_A,iTru7_102_08,23 Mar.2021,4.54,,3.94,,
deep3,NAM,Calgary,24,6,r,Calgary_24_6,15,NA,NA,h,8,NA,NA,15,16.67,8.33,Yes,CAL-68,1,iTru5_02_B,iTru7_102_08,23 Mar.2021,2.54,,2.22,,
deep3,NAM,Calgary,24,5,r,Calgary_24_5,10.2,NA,NA,a,9,NA,NA,10.2,24.51,0.49,No,CAL-69,1,iTru5_02_C,iTru7_102_08,23 Mar.2021,1.02,,0.866,,
deep3,NAM,Calgary,24,3,r,Calgary_24_3,14.6,NA,NA,b,9,NA,NA,14.6,17.12,7.88,Yes,CAL-70,1,iTru5_02_D,iTru7_102_08,23 Mar.2021,3.04,,2.54,,
deep3,NAM,Calgary,24,2,r,Calgary_24_2,9.92,NA,NA,c,9,NA,NA,9.92,25,0,No,CAL-71,1,iTru5_02_E,iTru7_102_08,23 Mar.2021,4.3,,4.3,,
deep3,NAM,Calgary,24,1,r,Calgary_24_1,9.05,NA,NA,d,9,NA,NA,9.05,25,0,No,CAL-72,1,iTru5_02_F,iTru7_102_08,23 Mar.2021,1.98,,1.67,,
deep3,NAM,Calgary,25,17,r,Calgary_25_17,9.64,NA,NA,e,9,NA,NA,9.64,25,0,No,CAL-73,1,iTru5_02_G,iTru7_102_08,23 Mar.2021,4.54,,4.1,,
deep3,NAM,Calgary,25,11,r,Calgary_25_11,3.46,NA,NA,h,9,NA,NA,3.46,25,0,No,CAL-74,1,iTru5_02_H,iTru7_102_08,23 Mar.2021,4.76,,4.12,,
deep3,NAM,Calgary,25,7,r,Calgary_25_7,9.06,NA,NA,a,10,NA,NA,9.06,25,0,No,CAL-75,1,iTru5_02_A,iTru7_102_09,23 Mar.2021,2.4,,1.99,,
deep3,NAM,Calgary,25,6,r,Calgary_25_6,6.61,NA,NA,b,10,NA,NA,6.61,25,0,No,CAL-76,1,iTru5_02_B,iTru7_102_09,23 Mar.2021,5.58,,5.58,,
deep3,NAM,Calgary,25,3,r,Calgary_25_3,7.93,NA,NA,c,10,NA,NA,7.93,25,0,No,CAL-77,1,iTru5_02_C,iTru7_102_09,23 Mar.2021,2.34,,2.02,,
deep3,NAM,Calgary,25,2,r,Calgary_25_2,12.7,NA,NA,d,10,NA,NA,12.7,19.69,5.31,Yes,CAL-78,1,iTru5_02_D,iTru7_102_09,23 Mar.2021,2.92,,2.86,,
deep3,NAM,Calgary,25,1,r,Calgary_25_1,4.28,NA,NA,e,10,NA,NA,4.28,25,0,No,CAL-79,1,iTru5_02_E,iTru7_102_09,23 Mar.2021,1.65,,1.43,,
deep3,NAM,Calgary,27,19,r,Calgary_27_19,8.03,NA,NA,f,10,NA,NA,8.03,25,0,No,CAL-80,1,iTru5_02_F,iTru7_102_09,23 Mar.2021,3.46,,3.06,,
deep3,NAM,Calgary,27,18,r,Calgary_27_18,1.55,NA,NA,g,10,NA,NA,1.55,25,0,No,CAL-81,1,iTru5_02_G,iTru7_102_09,23 Mar.2021,4.16,,3.5,,
deep3,NAM,Calgary,27,16,r,Calgary_27_16,6.78,NA,NA,h,10,NA,NA,6.78,25,0,No,CAL-82,1,iTru5_02_H,iTru7_102_09,23 Mar.2021,2.38,,2.32,,
deep3,NAM,Calgary,27,13,r,Calgary_27_13,8.28,NA,NA,a,11,NA,NA,8.28,25,0,No,CAL-83,1,iTru5_02_A,iTru7_102_10,23 Mar.2021,1.09,,0.904,,
deep3,NAM,Calgary,27,9,r,Calgary_27_9,7.98,NA,NA,c,11,NA,NA,7.98,25,0,No,CAL-84,1,iTru5_02_B,iTru7_102_10,23 Mar.2021,3.32,,3.02,,
deep3,NAM,Calgary,27,8,r,Calgary_27_8,8.39,NA,NA,d,11,NA,NA,8.39,25,0,No,CAL-85,1,iTru5_02_C,iTru7_102_10,23 Mar.2021,3.7,,3.2,,
deep3,NAM,Calgary,27,2,r,Calgary_27_2,3.83,NA,NA,e,11,NA,NA,3.83,25,0,No,CAL-86,1,iTru5_02_D,iTru7_102_10,23 Mar.2021,0.76,,0.68,,
deep3,NAM,Calgary,27,1,r,Calgary_27_1,8.47,NA,NA,f,11,NA,NA,8.47,25,0,No,CAL-87,1,iTru5_02_E,iTru7_102_10,23 Mar.2021,1.88,,1.59,,
deep3,NAM,Calgary,28,11,r,Calgary_28_11,10.3,NA,NA,g,11,NA,NA,10.3,24.27,0.73,No,CAL-88,1,iTru5_02_F,iTru7_102_10,23 Mar.2021,2.16,,1.8,,
deep3,NAM,Calgary,28,10,r,Calgary_28_10,17.3,NA,NA,h,11,NA,NA,17.3,14.45,10.55,Yes,CAL-89,1,iTru5_02_G,iTru7_102_10,23 Mar.2021,2.46,,2.02,,
deep3,NAM,Calgary,28,7,r,Calgary_28_7,1.17,NA,NA,c,12,NA,NA,1.17,25,0,No,CAL-90,1,iTru5_02_H,iTru7_102_10,23 Mar.2021,1.93,,1.52,,
deep3,NAM,Calgary,28,6,r,Calgary_28_6,8.59,NA,NA,d,12,NA,NA,8.59,25,0,No,CAL-91,1,iTru5_02_A,iTru7_102_11,23 Mar.2021,0.476,,0.392,,
deep3,NAM,Calgary,28,5,r,Calgary_28_5,7.44,NA,NA,e,12,NA,NA,7.44,25,0,No,CAL-92,1,iTru5_02_B,iTru7_102_11,23 Mar.2021,3.64,,2.94,,
deep3,NAM,Calgary,28,4,r,Calgary_28_4,4.61,NA,NA,f,12,NA,NA,4.61,25,0,No,CAL-93,1,iTru5_02_C,iTru7_102_11,23 Mar.2021,1,,0.862,,
deep3,NAM,Calgary,28,3,r,Calgary_28_3,9.78,NA,NA,g,12,NA,NA,9.78,25,0,No,CAL-94,1,iTru5_02_D,iTru7_102_11,23 Mar.2021,1.52,,1.25,,
deep3,OCE,Canberra,1,1,u,Canberra_1_1,NA,NA,35,NA,NA,a,1,35,7.14,17.86,Yes,CAN-21,1,iTru5_02_E,iTru7_102_11,16Mar.2021,27,,4.84,,
deep3,OCE,Canberra,1,2,u,Canberra_1_2,NA,NA,20.4,NA,NA,b,1,20.4,12.25,12.75,Yes,CAN-22,1,iTru5_02_F,iTru7_102_11,16Mar.2021,20,,3.7,,
deep3,OCE,Canberra,1,6,u,Canberra_1_6,NA,NA,15.2,NA,NA,d,1,15.2,16.45,8.55,Yes,CAN-23,1,iTru5_02_G,iTru7_102_11,16Mar.2021,27,,5.24,,
deep3,OCE,Canberra,1,7,u,Canberra_1_7,NA,NA,26.4,NA,NA,e,1,26.4,9.47,15.53,Yes,CAN-24,1,iTru5_02_H,iTru7_102_11,16Mar.2021,16.1,,3.74,,
deep3,OCE,Canberra,1,12,u,Canberra_1_12,NA,NA,141,NA,NA,g,1,141,1.77,23.23,Yes,CAN-25,1,iTru5_02_A,iTru7_102_12,16Mar.2021,5.7,,1.16,,
deep3,OCE,Canberra,1,17,u,Canberra_1_17,NA,NA,48.6,NA,NA,b,2,48.6,5.14,19.86,Yes,CAN-26,1,iTru5_02_B,iTru7_102_12,16Mar.2021,14.8,,2.7,,
deep3,OCE,Canberra,2,2,u,Canberra_2_2,NA,NA,4.46,NA,NA,c,2,4.46,25,0,No,CAN-27,1,iTru5_02_C,iTru7_102_12,16Mar.2021,22,,4.2,,
deep3,OCE,Canberra,2,4,u,Canberra_2_4,NA,NA,52,NA,NA,d,2,52,4.81,20.19,Yes,CAN-28,1,iTru5_02_D,iTru7_102_12,16Mar.2021,24,,4.66,,
deep3,OCE,Canberra,2,5,u,Canberra_2_5,NA,NA,30,NA,NA,e,2,30,8.33,16.67,Yes,CAN-29,1,iTru5_02_E,iTru7_102_12,16Mar.2021,12.3,,2.22,,
deep3,OCE,Canberra,2,9,u,Canberra_2_9,NA,NA,2.16,NA,NA,f,2,2.16,25,0,No,CAN-30,1,iTru5_02_F,iTru7_102_12,16Mar.2021,32.2,,5.72,,
deep3,OCE,Canberra,2,12,u,Canberra_2_12,NA,NA,16.7,NA,NA,h,2,16.7,14.97,10.03,Yes,CAN-31,1,iTru5_02_G,iTru7_102_12,16Mar.2021,22.6,,5.14,,
deep3,OCE,Canberra,2,13,u,Canberra_2_13,NA,NA,14.1,NA,NA,a,3,14.1,17.73,7.27,Yes,CAN-32,1,iTru5_02_H,iTru7_102_12,16Mar.2021,0.51,,0,,
deep3,OCE,Canberra,2,20,u,Canberra_2_20,NA,NA,41.6,NA,NA,d,3,41.6,6.01,18.99,Yes,CAN-33,1,iTru5_02_A,iTru7_103_01,16Mar.2021,31.2,,6.48,,
deep3,OCE,Canberra,3,4,u,Canberra_3_4,NA,NA,22.2,NA,NA,f,3,22.2,11.26,13.74,Yes,CAN-34,1,iTru5_02_B,iTru7_103_01,16Mar.2021,29.6,,5.66,,
deep3,OCE,Canberra,3,5,u,Canberra_3_5,NA,NA,8.32,NA,NA,g,3,8.32,25,0,No,CAN-35,1,iTru5_02_C,iTru7_103_01,16Mar.2021,33.4,,6.24,,
deep3,OCE,Canberra,3,10,u,Canberra_3_10,NA,NA,7.4,NA,NA,c,4,7.4,25,0,No,CAN-36,1,iTru5_02_D,iTru7_103_01,16Mar.2021,21.8,,4.78,,
deep3,OCE,Canberra,3,11,u,Canberra_3_11,NA,NA,5.64,NA,NA,d,4,5.64,25,0,No,CAN-37,1,iTru5_02_E,iTru7_103_01,16Mar.2021,14.5,,4.78,,
deep3,OCE,Canberra,4,3,u,Canberra_4_3,NA,NA,9.14,NA,NA,a,5,9.14,25,0,No,CAN-38,1,iTru5_02_F,iTru7_103_01,16Mar.2021,13.8,,2.76,,
deep3,OCE,Canberra,4,8,u,Canberra_4_8,NA,NA,57.8,NA,NA,c,5,57.8,4.33,20.67,Yes,CAN-39,1,iTru5_02_G,iTru7_103_01,16Mar.2021,14.1,,2.5,,
deep3,OCE,Canberra,4,15,u,Canberra_4_15,NA,NA,13.4,NA,NA,f,5,13.4,18.66,6.34,Yes,CAN-40,1,iTru5_02_H,iTru7_103_01,16Mar.2021,25.4,,4.8,,
deep3,OCE,Canberra,4,16,u,Canberra_4_16,NA,NA,7.32,NA,NA,g,5,7.32,25,0,No,CAN-41,1,iTru5_02_A,iTru7_103_02,16Mar.2021,20,,3.5,,
deep3,OCE,Canberra,5,4,u,Canberra_5_4,NA,NA,6.24,NA,NA,a,6,6.24,25,0,No,CAN-42,1,iTru5_02_B,iTru7_103_02,16Mar.2021,22.8,,4.4,,
deep3,OCE,Canberra,5,12,u,Canberra_5_12,NA,NA,8.1,NA,NA,d,6,8.1,25,0,No,CAN-43,1,iTru5_02_C,iTru7_103_02,16Mar.2021,21.4,,4.2,,
deep3,OCE,Canberra,5,13,u,Canberra_5_13,NA,NA,6.18,NA,NA,e,6,6.18,25,0,No,CAN-44,1,iTru5_02_D,iTru7_103_02,16Mar.2021,15.6,,3.26,,
deep3,OCE,Canberra,5,14,u,Canberra_5_14,NA,NA,4.78,NA,NA,f,6,4.78,25,0,No,CAN-45,1,iTru5_02_E,iTru7_103_02,17Mar.2021,22.6,,4.74,,
deep3,OCE,Canberra,30,6,r,Canberra_30_6,NA,NA,9.36,NA,NA,d,7,9.36,25,0,No,CAN-46,1,iTru5_02_F,iTru7_103_02,17Mar.2021,9.3,,2.04,,
deep3,OCE,Canberra,30,8,r,Canberra_30_8,NA,NA,4.38,NA,NA,f,7,4.38,25,0,No,CAN-47,1,iTru5_02_G,iTru7_103_02,17Mar.2021,0,6.9,1.54,,
deep3,OCE,Canberra,30,14,r,Canberra_30_14,NA,NA,7.86,NA,NA,b,8,7.86,25,0,No,CAN-48,1,iTru5_02_H,iTru7_103_02,17Mar.2021,0.277,19.9,5.04,,
deep3,OCE,Canberra,31,6,r,Canberra_31_6,NA,NA,9.12,NA,NA,e,8,9.12,25,0,No,CAN-49,1,iTru5_02_A,iTru7_103_03,17Mar.2021,0.255,19.8,3.92,,
deep3,OCE,Canberra,31,9,r,Canberra_31_9,NA,NA,3.96,NA,NA,f,8,3.96,25,0,No,CAN-50,1,iTru5_02_B,iTru7_103_03,17Mar.2021,1.42,,0.322,,
deep3,OCE,Canberra,31,15,r,Canberra_31_15,NA,NA,3.38,NA,NA,h,8,3.38,25,0,No,CAN-51,1,iTru5_02_C,iTru7_103_03,17Mar.2021,3.97,,0.84,,
deep3,OCE,Canberra,31,17,r,Canberra_31_17,NA,NA,2.1,NA,NA,b,9,2.1,25,0,No,CAN-52,1,iTru5_02_D,iTru7_103_03,17Mar.2021,14.5,,3.02,,
deep3,OCE,Canberra,31,19,r,Canberra_31_19,NA,NA,8.2,NA,NA,d,9,8.2,25,0,No,CAN-53,1,iTru5_02_E,iTru7_103_03,17Mar.2021,15.5,,3.24,,
deep3,OCE,Canberra,32,11,r,Canberra_32_11,NA,NA,5.26,NA,NA,b,10,5.26,25,0,No,CAN-54,1,iTru5_02_F,iTru7_103_03,17Mar.2021,17.4,,3.44,,
deep3,OCE,Canberra,32,13,r,Canberra_32_13,NA,NA,6.8,NA,NA,d,10,6.8,25,0,No,CAN-55,1,iTru5_02_G,iTru7_103_03,17Mar.2021,23.6,,4.72,,
deep3,OCE,Canberra,32,15,r,Canberra_32_15,NA,NA,9.92,NA,NA,e,10,9.92,25,0,No,CAN-56,1,iTru5_02_H,iTru7_103_03,17Mar.2021,21.2,,4.56,,
deep3,OCE,Canberra,32,17,r,Canberra_32_17,NA,NA,2.76,NA,NA,f,10,2.76,25,0,No,CAN-57,1,iTru5_02_A,iTru7_103_04,17Mar.2021,23,,4.94,,
deep3,OCE,Canberra,33,8,r,Canberra_33_8,NA,NA,3.34,NA,NA,c,11,3.34,25,0,No,CAN-58,1,iTru5_02_B,iTru7_103_04,17Mar.2021,13.8,,2.68,,
deep3,OCE,Canberra,34,7,r,Canberra_34_7,NA,NA,5.7,NA,NA,b,12,5.7,25,0,No,CAN-59,1,iTru5_02_C,iTru7_103_04,17Mar.2021,21.4,,4.74,,
deep3,AFR,Cape_Town,4,8,u,Cape_Town_4_8,5.63,NA,NA,d,1,NA,NA,5.63,25,0,No,CPT-21,1,iTru5_02_D,iTru7_103_04,25 Mar.2021,3.9,,4.28,,
deep3,AFR,Cape_Town,4,6,u,Cape_Town_4_6,7.02,NA,NA,e,1,NA,NA,7.02,25,0,No,CPT-22,1,iTru5_02_E,iTru7_103_04,25 Mar.2021,4.68,,5.3,,
deep3,AFR,Cape_Town,4,3,u,Cape_Town_4_3,8.41,NA,NA,g,1,NA,NA,8.41,25,0,No,CPT-23,1,iTru5_02_F,iTru7_103_04,25 Mar.2021,3.32,,3.96,,
deep3,AFR,Cape_Town,4,1,u,Cape_Town_4_1,4.86,NA,NA,a,2,NA,NA,4.86,25,0,No,CPT-24,1,iTru5_02_G,iTru7_103_04,25 Mar.2021,1.39,,1.32,,
deep3,AFR,Cape_Town,4,18,u,Cape_Town_4_18,2.3,NA,NA,b,2,NA,NA,2.3,25,0,No,CPT-25,1,iTru5_02_H,iTru7_103_04,25 Mar.2021,1.89,,1.95,,
deep3,AFR,Cape_Town,3,15,u,Cape_Town_3_15,1.1,NA,NA,c,2,NA,NA,1.1,25,0,No,CPT-26,1,iTru5_02_A,iTru7_103_05,25 Mar.2021,0.844,,0.836,,
deep3,AFR,Cape_Town,3,4,u,Cape_Town_3_4,1.29,NA,NA,d,2,NA,NA,1.29,25,0,No,CPT-27,1,iTru5_02_B,iTru7_103_05,25 Mar.2021,2.42,,2.68,,
deep3,AFR,Cape_Town,3,8,u,Cape_Town_3_8,2.55,NA,NA,f,2,NA,NA,2.55,25,0,No,CPT-28,1,iTru5_02_C,iTru7_103_05,25 Mar.2021,2.24,,2.54,,
deep3,AFR,Cape_Town,3,9,u,Cape_Town_3_9,2.29,NA,NA,g,2,NA,NA,2.29,25,0,No,CPT-29,1,iTru5_02_D,iTru7_103_05,25 Mar.2021,1.51,,1.57,,
deep3,AFR,Cape_Town,3,12,u,Cape_Town_3_12,2.99,NA,NA,a,3,NA,NA,2.99,25,0,No,CPT-30,1,iTru5_02_E,iTru7_103_05,25 Mar.2021,4.28,,4.42,,
deep3,AFR,Cape_Town,3,13,u,Cape_Town_3_13,1.06,NA,NA,b,3,NA,NA,1.06,25,0,No,CPT-31,1,iTru5_02_F,iTru7_103_05,25 Mar.2021,1.88,,1.95,,
deep3,AFR,Cape_Town,3,17,u,Cape_Town_3_17,6.07,NA,NA,d,3,NA,NA,6.07,25,0,No,CPT-32,1,iTru5_02_G,iTru7_103_05,25 Mar.2021,5.24,,4.22,,
deep3,AFR,Cape_Town,12,2,u,Cape_Town_12_2,1.74,NA,NA,e,3,NA,NA,1.74,25,0,No,CPT-33,1,iTru5_02_H,iTru7_103_05,25 Mar.2021,4.5,,4.08,,
deep3,AFR,Cape_Town,12,4,u,Cape_Town_12_4,1.84,NA,NA,g,3,NA,NA,1.84,25,0,No,CPT-34,1,iTru5_02_A,iTru7_103_06,25 Mar.2021,5.26,,5.12,,
deep3,AFR,Cape_Town,12,5,u,Cape_Town_12_5,4.87,NA,NA,h,3,NA,NA,4.87,25,0,No,CPT-35,1,iTru5_02_B,iTru7_103_06,25 Mar.2021,2.9,,2.18,,
deep3,AFR,Cape_Town,12,6,u,Cape_Town_12_6,6.51,NA,NA,a,4,NA,NA,6.51,25,0,No,CPT-36,1,iTru5_02_C,iTru7_103_06,25 Mar.2021,2.8,,3.3,,
deep3,AFR,Cape_Town,12,7,u,Cape_Town_12_7,2.88,NA,NA,b,4,NA,NA,2.88,25,0,No,CPT-37,1,iTru5_02_D,iTru7_103_06,25 Mar.2021,3.76,,3.81,,
deep3,AFR,Cape_Town,12,8,u,Cape_Town_12_8,4.26,NA,NA,c,4,NA,NA,4.26,25,0,No,CPT-38,1,iTru5_02_E,iTru7_103_06,25 Mar.2021,2.82,,2.18,,
deep3,AFR,Cape_Town,12,10,u,Cape_Town_12_10,2.92,NA,NA,d,4,NA,NA,2.92,25,0,No,CPT-39,1,iTru5_02_F,iTru7_103_06,25 Mar.2021,5.72,,5.28,,
deep3,AFR,Cape_Town,12,11,u,Cape_Town_12_11,4.04,NA,NA,e,4,NA,NA,4.04,25,0,No,CPT-40,1,iTru5_02_G,iTru7_103_06,25 Mar.2021,4.92,,4.16,,
deep3,AFR,Cape_Town,12,13,u,Cape_Town_12_13,1.67,NA,NA,f,4,NA,NA,1.67,25,0,No,CPT-41,1,iTru5_02_H,iTru7_103_06,25 Mar.2021,3.98,,4.08,,
deep3,AFR,Cape_Town,13,9,u,Cape_Town_13_9,9.58,NA,NA,h,4,NA,NA,9.58,25,0,No,CPT-42,1,iTru5_02_A,iTru7_103_07,25 Mar.2021,2.96,,2.98,,
deep3,AFR,Cape_Town,13,6,u,Cape_Town_13_6,4.34,NA,NA,c,5,NA,NA,4.34,25,0,No,CPT-43,1,iTru5_02_B,iTru7_103_07,25 Mar.2021,3.96,,3.94,,
deep3,AFR,Cape_Town,13,4,u,Cape_Town_13_4,6.14,NA,NA,e,5,NA,NA,6.14,25,0,No,CPT-44,1,iTru5_02_C,iTru7_103_07,25 Mar.2021,6.36,,6.6,,
deep3,AFR,Cape_Town,13,3,u,Cape_Town_13_3,7.21,NA,NA,f,5,NA,NA,7.21,25,0,No,CPT-45,1,iTru5_02_D,iTru7_103_07,25 Mar.2021,3.48,,3.2,,
deep3,AFR,Cape_Town,13,2,u,Cape_Town_13_2,2.77,NA,NA,g,5,NA,NA,2.77,25,0,No,CPT-46,1,iTru5_02_E,iTru7_103_07,25 Mar.2021,4.98,,4.96,,
deep3,AFR,Cape_Town,14,10,u,Cape_Town_14_10,3.64,NA,NA,h,5,NA,NA,3.64,25,0,No,CPT-47,1,iTru5_02_F,iTru7_103_07,25 Mar.2021,5.72,,6.02,,
deep3,AFR,Cape_Town,14,2,u,Cape_Town_14_2,1.48,NA,NA,b,6,NA,NA,1.48,25,0,No,CPT-48,1,iTru5_02_G,iTru7_103_07,25 Mar.2021,5.56,,1.87,,
deep3,AFR,Cape_Town,14,3,u,Cape_Town_14_3,4.35,NA,NA,c,6,NA,NA,4.35,25,0,No,CPT-49,1,iTru5_02_H,iTru7_103_07,25 Mar.2021,5.56,,5.38,,
deep3,AFR,Cape_Town,14,4,u,Cape_Town_14_4,2.82,NA,NA,d,6,NA,NA,2.82,25,0,No,CPT-50,1,iTru5_02_A,iTru7_103_08,25 Mar.2021,4.26,,3.58,,
deep3,AFR,Cape_Town,14,6,u,Cape_Town_14_6,2.04,NA,NA,f,6,NA,NA,2.04,25,0,No,CPT-51,1,iTru5_02_B,iTru7_103_08,25 Mar.2021,5.88,,4.84,,
deep3,AFR,Cape_Town,14,7,u,Cape_Town_14_7,1.21,NA,NA,g,6,NA,NA,1.21,25,0,No,CPT-52,1,iTru5_02_C,iTru7_103_08,25 Mar.2021,5.84,,6.24,,
deep3,AFR,Cape_Town,14,8,u,Cape_Town_14_8,3.18,NA,NA,h,6,NA,NA,3.18,25,0,No,CPT-53,1,iTru5_02_D,iTru7_103_08,26 Mar.2021 ,6.58,,4.78,,
deep3,AFR,Cape_Town,7,2,r,Cape_Town_7_2,3.63,NA,NA,a,7,NA,NA,3.63,25,0,No,CPT-54,1,iTru5_02_E,iTru7_103_08,26 Mar.2021 ,4.64,,3.42,,
deep3,AFR,Cape_Town,7,4,r,Cape_Town_7_4,5.99,NA,NA,b,7,NA,NA,5.99,25,0,No,CPT-55,1,iTru5_02_F,iTru7_103_08,26 Mar.2021 ,6.92,,0.474,,
deep3,AFR,Cape_Town,7,6,r,Cape_Town_7_6,2.8,NA,NA,d,7,NA,NA,2.8,25,0,No,CPT-56,1,iTru5_02_G,iTru7_103_08,26 Mar.2021 ,1.52,,1.12,,
deep3,AFR,Cape_Town,7,9,r,Cape_Town_7_9,1.94,NA,NA,e,7,NA,NA,1.94,25,0,No,CPT-57,1,iTru5_02_H,iTru7_103_08,26 Mar.2021 ,0.92,,0.626,,
deep3,AFR,Cape_Town,7,11,r,Cape_Town_7_11,3.13,NA,NA,f,7,NA,NA,3.13,25,0,No,CPT-58,1,iTru5_02_A,iTru7_103_09,26 Mar.2021 ,6.62,,4.32,,
deep3,AFR,Cape_Town,7,12,r,Cape_Town_7_12,2.3,NA,NA,g,7,NA,NA,2.3,25,0,No,CPT-59,1,iTru5_02_B,iTru7_103_09,26 Mar.2021 ,1.55,,1.09,,
deep3,AFR,Cape_Town,7,13,r,Cape_Town_7_13,2.93,NA,NA,h,7,NA,NA,2.93,25,0,No,CPT-60,1,iTru5_02_C,iTru7_103_09,26 Mar.2021 ,6.58,,4.86,,
deep3,AFR,Cape_Town,8,2,r,Cape_Town_8_2,2.49,NA,NA,c,8,NA,NA,2.49,25,0,No,CPT-61,1,iTru5_02_D,iTru7_103_09,26 Mar.2021 ,2.78,,2.46,,
deep3,AFR,Cape_Town,8,3,r,Cape_Town_8_3,2.79,NA,NA,d,8,NA,NA,2.79,25,0,No,CPT-62,1,iTru5_02_E,iTru7_103_09,26 Mar.2021 ,3.14,,2.42,,
deep3,AFR,Cape_Town,8,4,r,Cape_Town_8_4,4.94,NA,NA,e,8,NA,NA,4.94,25,0,No,CPT-63,1,iTru5_02_F,iTru7_103_09,26 Mar.2021 ,4.26,,2.76,,
deep3,AFR,Cape_Town,8,5,r,Cape_Town_8_5,5.34,NA,NA,f,8,NA,NA,5.34,25,0,No,CPT-64,1,iTru5_02_G,iTru7_103_09,26 Mar.2021 ,0.93,,0.416,,
deep3,AFR,Cape_Town,8,7,r,Cape_Town_8_7,3.98,NA,NA,h,8,NA,NA,3.98,25,0,No,CPT-65,1,iTru5_02_H,iTru7_103_09,26 Mar.2021 ,0.65,,0.52,,
deep3,AFR,Cape_Town,8,9,r,Cape_Town_8_9,1.1,NA,NA,b,9,NA,NA,1.1,25,0,No,CPT-66,1,iTru5_02_A,iTru7_103_10,26 Mar.2021 ,2.78,,1.9,,
deep3,AFR,Cape_Town,8,11,r,Cape_Town_8_11,1,NA,NA,c,9,NA,NA,1,25,0,No,CPT-67,1,iTru5_02_B,iTru7_103_10,26 Mar.2021 ,5.88,,3.88,,
deep3,AFR,Cape_Town,6,14,r,Cape_Town_6_14,4.73,NA,NA,f,9,NA,NA,4.73,25,0,No,CPT-68,1,iTru5_02_C,iTru7_103_10,26 Mar.2021 ,1.93,,1.27,,
deep3,AFR,Cape_Town,6,13,r,Cape_Town_6_13,1.88,NA,NA,g,9,NA,NA,1.88,25,0,No,CPT-69,1,iTru5_02_D,iTru7_103_10,26 Mar.2021 ,6.52,,2.78,,
deep3,AFR,Cape_Town,6,12,r,Cape_Town_6_12,2.51,NA,NA,h,9,NA,NA,2.51,25,0,No,CPT-70,1,iTru5_02_E,iTru7_103_10,26 Mar.2021 ,2.72,,1.98,,
